feature,bin,episodes,clusters,continuation,reversal,neutral_timeout,ambiguous,continuation_rate,continuation_rate_ci_low,continuation_rate_ci_high,reversal_rate,neutral_rate,continuation_given_directional,continuation_given_directional_ci_low,continuation_given_directional_ci_high,continuation_mean_r,reversal_mean_r,support_gate
atr14_m15,HIGH,20,20,4,6,10,0,0.2,0.08065766257979806,0.41601743225189364,0.3,0.5,0.4,0.16818032970623614,0.6873262302663417,-0.46897890099999995,-0.2394369905,True
realized_vol_1m,LOW,7,7,2,1,4,0,0.2857142857142857,0.08221892400405678,0.6410655481673808,0.14285714285714285,0.5714285714285714,0.6666666666666666,0.2076596008020477,0.9385080552796037,-0.4984056142857143,-0.54391979,False
realized_vol_1m,MID_LOW,9,9,2,3,4,0,0.2222222222222222,0.06322510711784671,0.5474110308930111,0.3333333333333333,0.4444444444444444,0.4,0.11762077423264783,0.769275718723987,-0.3596955644444443,0.10391607666666669,False
realized_vol_1m,MID,7,7,3,0,4,0,0.42857142857142855,0.15821985525146975,0.7495416354723428,0.0,0.5714285714285714,1.0,0.4385029682449546,1.0,-0.14559292142857141,-0.8752169814285714,False
realized_vol_1m,MID_HIGH,9,9,2,1,6,0,0.2222222222222222,0.06322510711784671,0.5474110308930111,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.2076596008020477,0.9385080552796037,-0.28531167555555553,-0.6353209811111111,False
realized_vol_1m,HIGH,16,16,2,4,10,0,0.125,0.03497748774324047,0.36022827265758695,0.25,0.625,0.3333333333333333,0.09677141110578041,0.700006684861608,-0.582015886875,-0.15972315562499995,False
realized_vol_5m,LOW,1,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.0,1.0,,,,-1.09659091,0.88068182,False
realized_vol_5m,MID_LOW,5,5,2,1,2,0,0.4,0.11762077423264783,0.769275718723987,0.2,0.4,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.018516972000000066,-0.620220032,False
realized_vol_5m,MID,8,8,1,0,7,0,0.125,0.02241749145005667,0.4708881822128535,0.0,0.875,1.0,0.20654931437723745,1.0,-0.55959567125,-0.77160737125,False
realized_vol_5m,MID_HIGH,9,9,1,2,6,0,0.1111111111111111,0.019890887638544907,0.434999705576656,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.5340179877777778,-0.2062352633333333,False
realized_vol_5m,HIGH,25,25,7,6,12,0,0.28,0.14283853850956563,0.47576605190361576,0.24,0.48,0.5384615384615384,0.29143795714506004,0.7679393219046169,-0.37353503159999996,-0.28091109400000003,True
realized_vol_15m,LOW,0,0,0,0,0,0,,,,,,,,,,,False
realized_vol_15m,MID_LOW,2,2,0,0,2,0,0.0,0.0,0.6576197724933469,0.0,1.0,,,,-1.094246035,-0.26264880999999995,False
realized_vol_15m,MID,5,5,0,1,4,0,0.0,0.0,0.43448246478317476,0.2,0.8,0.0,0.0,0.7934506856227626,-0.8277505999999999,-0.60613457,False
realized_vol_15m,MID_HIGH,12,12,5,2,5,0,0.4166666666666667,0.19326031365875665,0.6804886874504503,0.16666666666666666,0.4166666666666667,0.7142857142857143,0.35893445183261935,0.9177810759959433,0.07189604666666666,-0.4998371466666667,False
realized_vol_15m,HIGH,29,29,6,6,17,0,0.20689655172413793,0.09846070197841039,0.38390090403867905,0.20689655172413793,0.5862068965517241,0.5,0.2537815976337061,0.7462184023662939,-0.48830402034482756,-0.26614330344827586,True
short_long_vol_ratio,LOW,13,13,3,3,7,0,0.23076923076923078,0.08179528718498569,0.5025637594672749,0.23076923076923078,0.5384615384615384,0.5,0.1876163064826506,0.8123836935173494,-0.47908755,-0.19771451999999995,False
short_long_vol_ratio,MID_LOW,9,9,3,1,5,0,0.3333333333333333,0.1205838183869109,0.6457978644196036,0.1111111111111111,0.5555555555555556,0.75,0.30064184258240184,0.9544127391902995,-0.24501911666666665,-0.4616812688888889,False
short_long_vol_ratio,MID,9,9,3,0,6,0,0.3333333333333333,0.1205838183869109,0.6457978644196036,0.0,0.6666666666666666,1.0,0.4385029682449546,1.0,-0.18899069444444447,-0.8024947788888889,False
short_long_vol_ratio,MID_HIGH,7,7,0,2,5,0,0.0,5.551115123125783e-17,0.35433043506668743,0.2857142857142857,0.7142857142857143,0.0,0.0,0.6576197724933469,-0.5978210157142857,-0.18678195428571426,False
short_long_vol_ratio,HIGH,10,10,2,3,5,0,0.2,0.05668215145437519,0.5098375284633583,0.3,0.5,0.4,0.11762077423264783,0.769275718723987,-0.530633554,-0.20168251599999998,False
shock_pre_vol_ratio,LOW,5,5,1,1,3,0,0.2,0.03622410863243014,0.6244653702374747,0.2,0.6,0.5,0.09453120573423074,0.9054687942657693,-0.413592396,-0.387023134,False
shock_pre_vol_ratio,MID_LOW,10,10,2,1,7,0,0.2,0.05668215145437519,0.5098375284633583,0.1,0.7,0.6666666666666666,0.2076596008020477,0.9385080552796037,-0.5902223550000001,-0.539662235,False
shock_pre_vol_ratio,MID,8,8,1,2,5,0,0.125,0.02241749145005667,0.4708881822128535,0.25,0.625,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.75348617875,-0.19327907624999996,False
shock_pre_vol_ratio,MID_HIGH,17,17,5,5,7,0,0.29411764705882354,0.1327998961029523,0.5313311006653985,0.29411764705882354,0.4117647058823529,0.5,0.236593090512564,0.7634069094874361,-0.2429969823529412,-0.1718221894117647,False
shock_pre_vol_ratio,HIGH,8,8,2,0,6,0,0.25,0.071479212752109,0.5907245696898311,0.0,0.75,1.0,0.34238022750665303,1.0,-0.18703568000000007,-0.6841530225000001,False
volatility_percentile,LOW,4,4,1,0,3,0,0.25,0.04558726080970055,0.6993581574175981,0.0,0.75,1.0,0.20654931437723745,1.0,-0.11668341999999998,-1.10477202,False
volatility_percentile,MID_LOW,9,9,1,2,6,0,0.1111111111111111,0.019890887638544907,0.434999705576656,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.6261397166666666,-0.36646240333333335,False
volatility_percentile,MID,13,13,5,5,3,0,0.38461538461538464,0.17709707797762575,0.6447710848733431,0.38461538461538464,0.23076923076923078,0.5,0.236593090512564,0.7634069094874361,-0.14291775153846153,-0.06988181384615379,False
volatility_percentile,MID_HIGH,12,12,4,0,8,0,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.0,0.6666666666666666,1.0,0.5101091635454027,1.0,-0.17843863000000001,-0.32552787833333335,False
volatility_percentile,HIGH,10,10,0,2,8,0,0.0,0.0,0.2775327998628892,0.2,0.8,0.0,0.0,0.6576197724933469,-0.952412364,-0.4740124199999999,False
entry_spread,LOW,4,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.0,1.0,,,,-0.810277055,-0.16066189250000001,False
entry_spread,MID_LOW,7,7,1,1,5,0,0.14285714285714285,0.02567962434474355,0.5131278292743189,0.14285714285714285,0.7142857142857143,0.5,0.09453120573423074,0.9054687942657693,-0.27409805,-0.30445427999999997,False
entry_spread,MID,9,9,1,2,6,0,0.1111111111111111,0.019890887638544907,0.434999705576656,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.7219032599999999,-0.618702791111111,False
entry_spread,MID_HIGH,10,10,5,2,3,0,0.5,0.236593090512564,0.7634069094874361,0.2,0.3,0.7142857142857143,0.35893445183261935,0.9177810759959433,0.169627903,-0.5264567870000001,False
entry_spread,HIGH,18,18,4,4,10,0,0.2222222222222222,0.09000928108601694,0.45214584316212625,0.2222222222222222,0.5555555555555556,0.5,0.21521606221387757,0.7847839377861224,-0.53692579,-0.203636195,False
spread_atr_ratio,LOW,36,36,10,6,20,0,0.2777777777777778,0.1584833794013461,0.43992489997397105,0.16666666666666666,0.5555555555555556,0.625,0.38641040545502714,0.8151876744113636,-0.30141626666666665,-0.3993266263888889,True
spread_atr_ratio,MID_LOW,12,12,1,3,8,0,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.25,0.6666666666666666,0.25,0.04558726080970055,0.6993581574175981,-0.731193625,-0.24136779,False
spread_atr_ratio,MID,0,0,0,0,0,0,,,,,,,,,,,False
spread_atr_ratio,MID_HIGH,0,0,0,0,0,0,,,,,,,,,,,False
spread_atr_ratio,HIGH,0,0,0,0,0,0,,,,,,,,,,,False
spread_prevol_ratio,LOW,26,26,6,5,15,0,0.23076923076923078,0.11033849405783291,0.42051554078943687,0.19230769230769232,0.5769230769230769,0.5454545454545454,0.280091537409322,0.7872872837754024,-0.4029611473076923,-0.25486233076923076,True
spread_prevol_ratio,MID_LOW,12,12,3,4,5,0,0.25,0.08894166839405471,0.5323053349335657,0.3333333333333333,0.4166666666666667,0.42857142857142855,0.15821985525146975,0.7495416354723428,-0.5239626808333333,-0.2069706391666667,False
spread_prevol_ratio,MID,8,8,1,0,7,0,0.125,0.02241749145005667,0.4708881822128535,0.0,0.875,1.0,0.20654931437723745,1.0,-0.3627499675,-0.7391757299999999,False
spread_prevol_ratio,MID_HIGH,2,2,1,0,1,0,0.5,0.09453120573423074,0.9054687942657693,0.0,0.5,1.0,0.20654931437723745,1.0,0.02061631999999991,-1.1243489599999998,False
spread_prevol_ratio,HIGH,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity,LOW,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity,MID,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity,MID_HIGH,8,8,2,1,5,0,0.25,0.071479212752109,0.5907245696898311,0.125,0.625,0.6666666666666666,0.2076596008020477,0.9385080552796037,-0.412169175,-0.25358543375,False
tick_activity,HIGH,40,40,9,8,23,0,0.225,0.12316091323540743,0.37503096742310027,0.2,0.575,0.5294117647058824,0.30963235060004424,0.7383489355759056,-0.4081988925,-0.3810872139999999,True
quote_age_ms,LOW,9,9,3,3,3,0,0.3333333333333333,0.1205838183869109,0.6457978644196036,0.3333333333333333,0.3333333333333333,0.5,0.1876163064826506,0.8123836935173494,-0.18529136666666665,-0.10631123333333337,False
quote_age_ms,MID_LOW,15,15,3,4,8,0,0.2,0.07047549346981563,0.45185448715169363,0.26666666666666666,0.5333333333333333,0.42857142857142855,0.15821985525146975,0.7495416354723428,-0.574458902,-0.31763312466666666,False
quote_age_ms,MID,13,13,4,1,8,0,0.3076923076923077,0.12680703655710515,0.5763065681945096,0.07692307692307693,0.6153846153846154,0.8,0.37553462976252533,0.9637758913675698,-0.15345810769230767,-0.5920230553846154,False
quote_age_ms,MID_HIGH,6,6,1,1,4,0,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.16666666666666666,0.6666666666666666,0.5,0.09453120573423074,0.9054687942657693,-0.7414699233333332,-0.07240966499999997,False
quote_age_ms,HIGH,5,5,0,0,5,0,0.0,0.0,0.43448246478317476,0.0,1.0,,,,-0.579405666,-0.68402327,False
severity,LOW,0,0,0,0,0,0,,,,,,,,,,,False
severity,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
