period_id,variant,entry_pattern,entry_trigger,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_aligned,bos_up,first_pullback_after_bos,2,1,0.5,-14.990000000000002,10.79,-25.78,0.4185415050426687,-0.6185,-0.30925,0.42309486055405277,25.78,0.2578,-0.5814584949573313,1,0.5,0,0.0,1,0.5,1.0909499999999999,0.8202,1.0,1.0,1.0,0.0,0.0,GBPUSD:1|USDJPY:1,LONG:2,london_newyork_overlap:2
full2025_validation,anchor_aligned,choch_up,first_pullback_after_choch,2,1,0.5,27.490000000000002,31.19,-3.7,8.42972972972973,1.1513,0.57565,7.8775388291517325,3.7,0.037,7.42972972972973,0,0.0,1,0.5,1,0.5,0.70575,0.2111,0.5,0.5,0.5,0.5,0.0,EURJPY:1|GBPUSD:1,LONG:2,london:1|new_york:1
full2025_validation,anchor_aligned,double_bottom,neckline_break_retest,43,12,0.27906976744186046,-65.05,308.36,-373.40999999999997,0.8257947028735172,-2.730299999999999,-0.06349534883720928,0.8319618909287855,137.52999999999997,1.3752999999999997,-0.47298771177197707,4,0.09302325581395349,10,0.23255813953488372,29,0.6744186046511628,0.6020953488372093,0.5980302325581398,0.4883720930232558,0.27906976744186046,0.27906976744186046,0.23255813953488372,0.0,USDJPY:22|EURUSD:10|EURJPY:4|GBPUSD:4|AUDJPY:2|GBPJPY:1,LONG:43,london_newyork_overlap:18|new_york:9|london:8|tokyo:8
full2025_validation,anchor_aligned,double_top,neckline_break_retest,65,18,0.27692307692307694,-240.82000000000002,446.74999999999994,-687.57,0.6497520252483382,-9.825100000000003,-0.15115538461538466,0.6660219454491068,265.03000000000003,2.6503,-0.9086518507338792,14,0.2153846153846154,13,0.2,38,0.5846153846153846,0.7310184615384615,0.65258,0.6615384615384615,0.4153846153846154,0.3076923076923077,0.16923076923076924,0.0,USDJPY:33|EURUSD:8|EURJPY:7|AUDJPY:6|GBPUSD:6|GBPJPY:5,SHORT:65,london_newyork_overlap:25|new_york:16|london:12|tokyo:12
full2025_validation,anchor_aligned,head_and_shoulders,neckline_break_retest,58,9,0.15517241379310345,-248.47000000000003,244.94,-493.40999999999997,0.49642285320524515,-10.9573,-0.18891896551724138,0.48907012095608476,283.3,2.833,-0.8770561242499119,5,0.08620689655172414,7,0.1206896551724138,46,0.7931034482758621,0.5991137931034486,0.4784431034482756,0.4827586206896552,0.3275862068965517,0.2413793103448276,0.08620689655172414,0.0,USDJPY:31|EURUSD:8|GBPUSD:8|EURJPY:6|GBPJPY:5,SHORT:58,london_newyork_overlap:27|new_york:13|london:12|tokyo:6
full2025_validation,anchor_aligned,inverse_head_and_shoulders,neckline_break_retest,50,13,0.26,-116.34999999999998,248.32,-364.67,0.6809444154989442,-4.998100000000001,-0.09996200000000002,0.6825393800813008,161.92999999999998,1.6193,-0.7185203482986475,1,0.02,7,0.14,42,0.84,0.5361060000000001,0.5142780000000002,0.46,0.26,0.24,0.12,0.0,USDJPY:35|EURUSD:6|EURJPY:3|GBPJPY:3|GBPUSD:2|AUDJPY:1,LONG:50,london_newyork_overlap:14|new_york:14|tokyo:12|london:10
full2025_validation,anchor_aligned,sweep_high_reclaim,sweep_reclaim_retest,1,0,0.0,-24.97,0,-24.97,0.0,-1.039,-1.039,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0.7662,1.039,1.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_aligned,sweep_low_reclaim,sweep_reclaim_retest,1,0,0.0,-9.72,0,-9.72,0.0,-0.438,-0.438,0.0,9.72,0.09720000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4601,0.6501,0.0,0.0,0.0,0.0,0.0,EURJPY:1,LONG:1,london_newyork_overlap:1
full2025_validation,anchor_diag,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_diag,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0,USDJPY:1,LONG:1,london_newyork_overlap:1
full2025_validation,anchor_diag,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0,GBPUSD:1,LONG:1,london:1
full2025_validation,anchor_diag,double_bottom,neckline_break_retest,50,15,0.3,-53.93999999999998,350.44,-404.38,0.8666106137791186,-2.085000000000001,-0.041700000000000015,0.8837514008374362,148.06,1.4806,-0.3643117655004727,2,0.04,11,0.22,37,0.74,0.625714,0.5848460000000001,0.5,0.34,0.32,0.18,0.02,USDJPY:31|EURUSD:8|GBPJPY:4|EURJPY:3|GBPUSD:3|AUDJPY:1,LONG:50,london_newyork_overlap:19|new_york:15|london:10|tokyo:6
full2025_validation,anchor_diag,double_top,neckline_break_retest,88,24,0.2727272727272727,-407.14999999999986,569.3299999999999,-976.4800000000002,0.583043175487465,-17.353500000000004,-0.19719886363636369,0.5937432694378637,413.95999999999987,4.139599999999999,-0.9835491351821432,22,0.25,18,0.20454545454545456,48,0.5454545454545454,0.7273806818181818,0.6744806818181817,0.6477272727272727,0.4318181818181818,0.32954545454545453,0.14772727272727273,0.0,USDJPY:51|EURUSD:12|EURJPY:8|GBPUSD:7|AUDJPY:6|GBPJPY:4,SHORT:88,london_newyork_overlap:37|new_york:21|london:19|tokyo:11
full2025_validation,anchor_diag,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0.5988648936170216,0.5080372340425532,0.5,0.30851063829787234,0.20212765957446807,0.09574468085106383,0.0,USDJPY:48|EURUSD:14|GBPJPY:10|EURJPY:9|GBPUSD:9|AUDJPY:4,SHORT:94,london_newyork_overlap:40|london:24|new_york:18|tokyo:12
full2025_validation,anchor_diag,inverse_head_and_shoulders,neckline_break_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241,0.4321469879518074,0.5149746987951807,0.3253012048192771,0.18072289156626506,0.14457831325301204,0.0963855421686747,0.0,USDJPY:52|EURUSD:10|EURJPY:7|GBPJPY:5|GBPUSD:5|AUDJPY:4,LONG:83,london_newyork_overlap:32|new_york:22|london:18|tokyo:11
full2025_validation,anchor_flip,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_flip,choch_down,first_pullback_after_choch,3,1,0.3333333333333333,-20.86,4.23,-25.09,0.16859306496612197,-0.9057,-0.3019,0.15998887033945464,25.09,0.2509,-0.831406935033878,0,0.0,0,0.0,3,1.0,0.6079,0.5552333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:1|london_newyork_overlap:1|tokyo:1
