period_id,variant,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_aligned,LONG,98,27,0.2755102040816326,-178.62,598.6599999999999,-777.2800000000001,0.7701986414162204,-7.6336,-0.07789387755102041,0.7732791598355788,208.29000000000002,2.0829000000000004,-0.8575543713092323,6,0.061224489795918366,18,0.1836734693877551,74,0.7551020408163265,0.5790704081632653,0.5524683673469387,0.47959183673469385,0.2857142857142857,0.2755102040816326,0.17346938775510204,0.0,USDJPY:58|EURUSD:16|EURJPY:9|GBPUSD:8|GBPJPY:4|AUDJPY:3,LONG:98,london_newyork_overlap:35|new_york:24|tokyo:20|london:19
full2025_validation,anchor_aligned,SHORT,124,27,0.21774193548387097,-514.2600000000001,691.6899999999999,-1205.9500000000005,0.5735644098014011,-21.821399999999997,-0.1759790322580645,0.5795750551025758,521.07,5.210700000000001,-0.9869307386723474,20,0.16129032258064516,20,0.16129032258064516,84,0.6774193548387096,0.6696048387096771,0.5742451612903229,0.5806451612903226,0.3709677419354839,0.27419354838709675,0.12903225806451613,0.0,USDJPY:65|EURUSD:16|GBPUSD:14|EURJPY:13|GBPJPY:10|AUDJPY:6,SHORT:124,london_newyork_overlap:52|new_york:29|london:24|tokyo:19
full2025_validation,anchor_diag,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0.5056644444444442,0.5428911111111109,0.3925925925925926,0.24444444444444444,0.21481481481481482,0.1259259259259259,0.007407407407407408,USDJPY:84|EURUSD:18|EURJPY:10|GBPJPY:9|GBPUSD:9|AUDJPY:5,LONG:135,london_newyork_overlap:52|new_york:37|london:29|tokyo:17
full2025_validation,anchor_diag,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0.6645120218579234,0.5897961748633881,0.5737704918032787,0.37158469945355194,0.2677595628415301,0.12568306010928962,0.0,USDJPY:100|EURUSD:26|EURJPY:17|GBPUSD:16|GBPJPY:14|AUDJPY:10,SHORT:183,london_newyork_overlap:78|london:43|new_york:39|tokyo:23
full2025_validation,anchor_flip,LONG,45,14,0.3111111111111111,-42.73999999999999,286.66,-329.39999999999986,0.8702489374620527,-1.8365000000000005,-0.040811111111111124,0.8683361532505522,83.1,0.831,-0.5143200962695547,0,0.0,8,0.17777777777777778,37,0.8222222222222222,0.5589511111111111,0.5191644444444444,0.4444444444444444,0.26666666666666666,0.2222222222222222,0.17777777777777778,0.022222222222222223,USDJPY:27|EURUSD:8|GBPUSD:5|EURJPY:3|AUDJPY:1|GBPJPY:1,LONG:45,london_newyork_overlap:19|london:11|tokyo:10|new_york:5
full2025_validation,anchor_flip,SHORT,77,21,0.2727272727272727,-207.17000000000004,520.24,-727.4099999999997,0.7151950069424399,-8.764900000000003,-0.11382987012987017,0.7149876271026611,268.39000000000004,2.6839000000000004,-0.7718991020529826,8,0.1038961038961039,15,0.19480519480519481,54,0.7012987012987013,0.634042857142857,0.5455831168831166,0.5454545454545454,0.33766233766233766,0.24675324675324675,0.16883116883116883,0.0,USDJPY:45|EURUSD:10|GBPJPY:9|EURJPY:7|AUDJPY:4|GBPUSD:2,SHORT:77,london_newyork_overlap:34|london:22|tokyo:12|new_york:9
full2025_validation,anchor_flip_pullback,LONG,13,4,0.3076923076923077,5.59,104.4,-98.81,1.0565732213338732,0.10150000000000037,0.007807692307692336,1.024420758848014,50.230000000000004,0.5023000000000001,0.11128807485566393,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.5950307692307693,0.46195384615384616,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.0,USDJPY:10|EURUSD:2|EURJPY:1,LONG:13,london_newyork_overlap:5|london:4|new_york:2|tokyo:2
full2025_validation,anchor_flip_pullback,SHORT,14,3,0.21428571428571427,-83.99000000000001,95.74,-179.73,0.532687920770044,-3.6216000000000004,-0.2586857142857143,0.5194522583726979,122.93,1.2293,-0.6832343610184658,3,0.21428571428571427,3,0.21428571428571427,8,0.5714285714285714,0.51555,0.6942071428571429,0.5,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,USDJPY:7|GBPJPY:3|EURUSD:2|AUDJPY:1|EURJPY:1,SHORT:14,tokyo:5|london_newyork_overlap:4|london:3|new_york:2
full2025_validation,anchor_range_blocked,LONG,106,20,0.18867924528301888,-514.08,380.41,-894.4899999999999,0.4252814452928485,-22.630799999999997,-0.21349811320754714,0.42736409550510623,514.08,5.1408000000000005,-1.0,4,0.03773584905660377,11,0.10377358490566038,91,0.8584905660377359,0.44553490566037746,0.5383603773584904,0.330188679245283,0.19811320754716982,0.1792452830188679,0.08490566037735849,0.0,USDJPY:64|EURUSD:15|EURJPY:11|GBPUSD:8|GBPJPY:7|AUDJPY:1,LONG:106,london_newyork_overlap:39|london:28|new_york:24|tokyo:15
full2025_validation,anchor_range_blocked,SHORT,144,31,0.2152777777777778,-632.7200000000003,795.6899999999999,-1428.4100000000005,0.5570459461919194,-27.67839999999999,-0.19221111111111103,0.5601695224989158,641.7700000000002,6.417700000000003,-0.985898374807174,23,0.1597222222222222,24,0.16666666666666666,97,0.6736111111111112,0.6281854166666668,0.579552083333333,0.5069444444444444,0.3472222222222222,0.24305555555555555,0.1388888888888889,0.0,USDJPY:76|EURUSD:21|EURJPY:16|GBPUSD:13|GBPJPY:10|AUDJPY:8,SHORT:144,london_newyork_overlap:61|london:36|new_york:31|tokyo:16
full2025_validation,anchor_range_light_only,LONG,107,22,0.205607476635514,-472.90000000000003,422.27,-895.17,0.47172045533250667,-20.794499999999996,-0.19434112149532706,0.47496723989486467,472.90000000000003,4.729000000000001,-1.0,5,0.04672897196261682,12,0.11214953271028037,90,0.8411214953271028,0.4572448598130842,0.5366588785046726,0.34579439252336447,0.21495327102803738,0.19626168224299065,0.08411214953271028,0.0,USDJPY:64|EURUSD:17|EURJPY:10|GBPJPY:8|GBPUSD:7|AUDJPY:1,LONG:107,london_newyork_overlap:41|london:27|new_york:24|tokyo:15
full2025_validation,anchor_range_light_only,SHORT,150,34,0.22666666666666666,-661.8000000000002,841.5799999999999,-1503.3800000000003,0.5597919355053278,-29.038799999999995,-0.19359199999999996,0.5614573988999739,667.5700000000002,6.675700000000001,-0.9913567116557066,25,0.16666666666666666,25,0.16666666666666666,100,0.6666666666666666,0.6329253333333336,0.5895759999999995,0.52,0.3466666666666667,0.24,0.14,0.0,USDJPY:81|EURUSD:21|EURJPY:17|GBPUSD:13|GBPJPY:10|AUDJPY:8,SHORT:150,london_newyork_overlap:63|london:38|new_york:31|tokyo:18
