period_id,variant,m15_wave1_quality_bucket,m15_wave1_quality_high,anchor_aligned_bucket,anchor_flip_entry_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_aligned,none,false,anchor_aligned,no_anchor_flip_entry,222,54,0.24324324324324326,-692.8800000000001,1290.3500000000001,-1983.23,0.6506305370531911,-29.454999999999984,-0.1326801801801801,0.6557901576201781,729.36,7.2936,-0.9499835472194802,26,0.11711711711711711,38,0.17117117117117117,158,0.7117117117117117,0.629639189189189,0.5646319819819824,0.536036036036036,0.3333333333333333,0.2747747747747748,0.14864864864864866,0.0,USDJPY:123|EURUSD:32|EURJPY:22|GBPUSD:22|GBPJPY:14|AUDJPY:9,SHORT:124|LONG:98,london_newyork_overlap:87|new_york:53|london:43|tokyo:39
full2025_validation,anchor_diag,none,false,anchor_aligned,anchor_flip_entry_direction,56,14,0.25,-216.40000000000003,300.68,-517.0799999999999,0.5814960934478225,-9.683800000000002,-0.17292500000000002,0.580340969170632,243.99000000000004,2.4399000000000006,-0.8869215951473421,5,0.08928571428571429,9,0.16071428571428573,42,0.75,0.5588714285714288,0.5993749999999997,0.48214285714285715,0.26785714285714285,0.19642857142857142,0.14285714285714285,0.017857142857142856,USDJPY:35|EURUSD:9|AUDJPY:4|EURJPY:3|GBPUSD:3|GBPJPY:2,SHORT:39|LONG:17,london_newyork_overlap:23|london:16|new_york:9|tokyo:8
full2025_validation,anchor_diag,none,false,anchor_aligned,no_anchor_flip_entry,161,38,0.2360248447204969,-480.83,922.7199999999996,-1403.5500000000006,0.6574186883260298,-21.286100000000005,-0.13221180124223605,0.6581106388993291,538.14,5.3814,-0.8935035492622737,17,0.10559006211180125,29,0.18012422360248448,115,0.7142857142857143,0.6433304347826084,0.5662180124223604,0.5403726708074534,0.35403726708074534,0.2857142857142857,0.14906832298136646,0.0,USDJPY:93|EURUSD:20|GBPUSD:18|EURJPY:13|GBPJPY:11|AUDJPY:6,SHORT:98|LONG:63,london_newyork_overlap:63|new_york:47|london:29|tokyo:22
full2025_validation,anchor_diag,none,false,anchor_not_aligned,no_anchor_flip_entry,101,25,0.24752475247524752,-447.66000000000014,424.03,-871.6899999999998,0.48644586951783325,-19.3508,-0.1915920792079208,0.49754886687023525,453.29000000000013,4.5329000000000015,-0.9875796951179157,11,0.10891089108910891,11,0.10891089108910891,79,0.7821782178217822,0.5445287128712871,0.5593752475247524,0.43564356435643564,0.2871287128712871,0.2079207920792079,0.07920792079207921,0.0,USDJPY:56|EURUSD:15|EURJPY:11|GBPJPY:10|AUDJPY:5|GBPUSD:4,LONG:55|SHORT:46,london_newyork_overlap:44|london:27|new_york:20|tokyo:10
full2025_validation,anchor_flip,none,false,anchor_aligned,anchor_flip_entry_direction,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14
full2025_validation,anchor_flip_pullback,none,false,anchor_aligned,anchor_flip_entry_direction,27,7,0.25925925925925924,-78.4,200.14,-278.54,0.7185323472391756,-3.5200999999999993,-0.13037407407407406,0.6989489168455535,144.87,1.4487,-0.5411748464140264,4,0.14814814814814814,6,0.2222222222222222,17,0.6296296296296297,0.5538185185185186,0.5823814814814814,0.48148148148148145,0.25925925925925924,0.2222222222222222,0.18518518518518517,0.0,USDJPY:17|EURUSD:4|GBPJPY:3|EURJPY:2|AUDJPY:1,SHORT:14|LONG:13,london_newyork_overlap:9|london:7|tokyo:7|new_york:4
full2025_validation,anchor_range_blocked,none,false,anchor_aligned,anchor_flip_entry_direction,42,11,0.2619047619047619,-140.35999999999999,247.41000000000003,-387.76999999999987,0.6380328545271684,-6.429700000000001,-0.15308809523809527,0.6263409928286668,208.54,2.0854,-0.6730603241584348,4,0.09523809523809523,7,0.16666666666666666,31,0.7380952380952381,0.5437690476190478,0.5643309523809522,0.4523809523809524,0.23809523809523808,0.21428571428571427,0.14285714285714285,0.0,USDJPY:22|EURUSD:7|EURJPY:5|GBPJPY:3|GBPUSD:3|AUDJPY:2,SHORT:31|LONG:11,london_newyork_overlap:20|london:15|new_york:4|tokyo:3
full2025_validation,anchor_range_blocked,none,false,anchor_aligned,no_anchor_flip_entry,137,23,0.1678832116788321,-727.3600000000002,603.2600000000001,-1330.6200000000006,0.45336760307225193,-31.78549999999999,-0.2320109489051094,0.45768157187120395,727.3600000000002,7.273600000000002,-1.0,17,0.12408759124087591,19,0.1386861313868613,101,0.7372262773722628,0.5711313868613137,0.5742751824817517,0.45255474452554745,0.29927007299270075,0.22627737226277372,0.11678832116788321,0.0,USDJPY:78|EURUSD:20|GBPUSD:14|EURJPY:13|GBPJPY:8|AUDJPY:4,SHORT:84|LONG:53,london_newyork_overlap:49|new_york:36|london:29|tokyo:23
full2025_validation,anchor_range_blocked,none,false,anchor_not_aligned,no_anchor_flip_entry,71,17,0.23943661971830985,-279.0799999999999,325.43000000000006,-604.5100000000001,0.5383368347918148,-12.094,-0.17033802816901408,0.5458897654352046,299.8299999999999,2.998299999999999,-0.9307941166661108,6,0.08450704225352113,9,0.1267605633802817,56,0.7887323943661971,0.5155225352112678,0.5372408450704229,0.38028169014084506,0.28169014084507044,0.19718309859154928,0.09859154929577464,0.0,USDJPY:40|EURJPY:9|EURUSD:9|GBPJPY:6|GBPUSD:4|AUDJPY:3,LONG:42|SHORT:29,london_newyork_overlap:31|london:20|new_york:15|tokyo:5
full2025_validation,anchor_range_light_only,none,false,anchor_aligned,anchor_flip_entry_direction,42,11,0.2619047619047619,-140.35999999999999,247.41000000000003,-387.76999999999987,0.6380328545271684,-6.429700000000001,-0.15308809523809527,0.6263409928286668,208.54,2.0854,-0.6730603241584348,4,0.09523809523809523,7,0.16666666666666666,31,0.7380952380952381,0.5437690476190478,0.5643309523809522,0.4523809523809524,0.23809523809523808,0.21428571428571427,0.14285714285714285,0.0,USDJPY:22|EURUSD:7|EURJPY:5|GBPJPY:3|GBPUSD:3|AUDJPY:2,SHORT:31|LONG:11,london_newyork_overlap:20|london:15|new_york:4|tokyo:3
