"timestamp","run_index","run_id","status","exit_code","duration_seconds","report_path","summary_path"
"2026-07-09T14:32:16.4637148+09:00","1","q1_base","completed","0","71","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_base_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_base\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:32:53.5455637+09:00","2","q1_light","completed","0","37","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_light_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_light\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:33:48.5214325+09:00","3","q1_anchor_diag","completed","0","55","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_anchor_diag_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_anchor_diag\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:34:37.4848972+09:00","4","q1_anchor_aligned","completed","0","49","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_anchor_aligned_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_anchor_aligned\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:35:20.5046508+09:00","5","q1_anchor_flip","completed","0","43","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_anchor_flip_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_anchor_flip\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:35:57.4046883+09:00","6","q1_anchor_flip_pullback","completed","0","37","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_anchor_flip_pullback_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_anchor_flip_pullback\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:36:32.3343627+09:00","7","q1_light_and_anchor","completed","0","35","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_light_and_anchor_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_light_and_anchor\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:37:23.3202659+09:00","8","q1_light_or_anchor_flip","completed","0","51","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_light_or_anchor_flip_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_light_or_anchor_flip\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:38:14.3437467+09:00","9","q1_light_or_anchor_m5pattern","completed","0","51","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_light_or_anchor_m5pattern_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_light_or_anchor_m5pattern\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-09T14:39:05.3606828+09:00","10","q1_light_or_anchor_exhaustion","completed","0","51","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_q1_light_or_anchor_exhaustion_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_bias_q1_light_or_anchor_exhaustion\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
