run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpUseM15Wave1Quality,InpM15Wave1QualityMode,InpM15Wave1QualityCombineMode,InpUseM15SwingAnchorBias,InpM15SwingAnchorMode,InpM15AnchorBreakUseClose,InpM15AnchorBreakMinAtr,InpM15AnchorLookbackBars,InpM15AnchorMinSwingStrength,InpM15RequirePullbackAfterBiasFlip,InpM15BiasFlipMaxAgeBars,InpM15AnchorFlipRequireHighMediumM5Pattern,InpM15AnchorFlipRequireCorrectiveExhaustion,InpM15AnchorRangeMode,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution,daily_or_dd_stopped,passed_2025_gate
full2025_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_base.ini,fx_session_reversal_m15_anchor_bias_full2025_base,16385,15,5,0,false,0,0,0,0,0,false,0,0,false,0,true,0.05,96,2,false,24,false,false,0,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40,False,False
full2025_light,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light.ini,fx_session_reversal_m15_anchor_bias_full2025_light,16385,15,5,0,true,2,3,0,0,0,false,0,0,false,0,true,0.05,96,2,false,24,false,false,0,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7,False,False
full2025_anchor_diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_diag,anchor_bias_diagnostic_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_diag.ini,fx_session_reversal_m15_anchor_bias_full2025_anchor_diag,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,1,true,0.05,96,2,false,24,false,false,0,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40,False,False
full2025_anchor_aligned,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_aligned,anchor_bias_aligned_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_aligned.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_aligned.ini,fx_session_reversal_m15_anchor_bias_full2025_anchor_aligned,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,3,true,0.05,96,2,false,24,false,false,0,1,30,222,54,0.24324324324324326,-692.8800000000001,1290.3500000000001,-1983.23,0.6506305370531911,-29.454999999999984,-0.1326801801801801,0.6557901576201781,729.36,7.2936,-0.9499835472194802,26,0.11711711711711711,38,0.17117117117117117,158,0.7117117117117117,0.629639189189189,0.5646319819819824,0.536036036036036,0.3333333333333333,0.2747747747747748,0.14864864864864866,0.0,USDJPY:123|EURUSD:32|EURJPY:22|GBPUSD:22|GBPJPY:14|AUDJPY:9,SHORT:124|LONG:98,london_newyork_overlap:87|new_york:53|london:43|tokyo:39,False,False
full2025_anchor_flip,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_flip,anchor_bias_flip_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_flip.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_flip.ini,fx_session_reversal_m15_anchor_bias_full2025_anchor_flip,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,4,true,0.05,96,2,false,24,false,false,0,1,30,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14,False,False
full2025_anchor_flip_pullback,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_flip_pullback,anchor_bias_flip_plus_pullback,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_flip_pullback.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_anchor_flip_pullback.ini,fx_session_reversal_m15_anchor_bias_full2025_anchor_flip_pullback,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,4,true,0.05,96,2,true,24,false,false,0,1,30,27,7,0.25925925925925924,-78.4,200.14,-278.54,0.7185323472391756,-3.5200999999999993,-0.13037407407407406,0.6989489168455535,144.87,1.4487,-0.5411748464140264,4,0.14814814814814814,6,0.2222222222222222,17,0.6296296296296297,0.5538185185185186,0.5823814814814814,0.48148148148148145,0.25925925925925924,0.2222222222222222,0.18518518518518517,0.0,USDJPY:17|EURUSD:4|GBPJPY:3|EURJPY:2|AUDJPY:1,SHORT:14|LONG:13,london_newyork_overlap:9|london:7|tokyo:7|new_york:4,False,False
full2025_light_and_anchor,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_and_anchor,required_light_and_anchor_aligned,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_and_anchor.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_and_anchor.ini,fx_session_reversal_m15_anchor_bias_full2025_light_and_anchor,16385,15,5,0,true,2,3,0,0,0,false,0,0,true,3,true,0.05,96,2,false,24,false,false,0,1,30,13,3,0.23076923076923078,-81.49000000000001,68.38,-149.87,0.45626209381463934,-3.3177999999999996,-0.25521538461538457,0.4605466400013008,112.56,1.1256,-0.7239694385216774,3,0.23076923076923078,2,0.15384615384615385,8,0.6153846153846154,0.6186,0.6500384615384616,0.6923076923076923,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.0,USDJPY:9|EURJPY:2|EURUSD:1|GBPJPY:1,SHORT:11|LONG:2,london_newyork_overlap:5|new_york:3|tokyo:3|london:2,False,False
full2025_light_or_anchor_flip,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_anchor_flip,required_light_or_anchor_flip,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_or_anchor_flip.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_or_anchor_flip.ini,fx_session_reversal_m15_anchor_bias_full2025_light_or_anchor_flip,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,5,true,0.05,96,2,false,24,false,false,0,1,30,145,43,0.296551724137931,-265.3599999999999,999.6399999999999,-1265.0,0.7902292490118576,-11.013399999999994,-0.07595448275862064,0.7944816415492904,344.01,3.4401,-0.7713729252056624,12,0.08275862068965517,29,0.2,104,0.7172413793103448,0.6234675862068965,0.5354517241379312,0.5241379310344828,0.32413793103448274,0.2482758620689655,0.1724137931034483,0.006896551724137931,USDJPY:85|EURUSD:22|EURJPY:13|GBPJPY:13|GBPUSD:7|AUDJPY:5,SHORT:93|LONG:52,london_newyork_overlap:63|london:37|tokyo:23|new_york:22,False,False
full2025_light_or_anchor_m5pattern,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_anchor_m5pattern,required_light_or_anchor_flip_plus_m5_pattern,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_or_anchor_m5pattern.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_or_anchor_m5pattern.ini,fx_session_reversal_m15_anchor_bias_full2025_light_or_anchor_m5pattern,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,5,true,0.05,96,2,false,24,true,false,0,1,30,142,42,0.29577464788732394,-241.60999999999996,999.3599999999999,-1240.97,0.8053055271279723,-10.107699999999994,-0.07118098591549292,0.8075097790524505,334.78999999999996,3.3478999999999997,-0.7216762746796499,12,0.08450704225352113,29,0.20422535211267606,101,0.7112676056338029,0.6237964788732393,0.5350338028169014,0.5211267605633803,0.31690140845070425,0.2535211267605634,0.176056338028169,0.007042253521126761,USDJPY:83|EURUSD:22|GBPJPY:13|EURJPY:12|GBPUSD:7|AUDJPY:5,SHORT:90|LONG:52,london_newyork_overlap:62|london:36|new_york:22|tokyo:22,False,False
full2025_light_or_anchor_exhaustion,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_anchor_exhaustion,required_light_or_anchor_flip_plus_corrective_exhaustion,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_or_anchor_exhaustion.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_full2025_light_or_anchor_exhaustion.ini,fx_session_reversal_m15_anchor_bias_full2025_light_or_anchor_exhaustion,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,5,true,0.05,96,2,false,24,false,true,0,1,30,108,31,0.28703703703703703,-225.8300000000001,777.6899999999999,-1003.5200000000001,0.7749621332908162,-9.222000000000001,-0.0853888888888889,0.7796431566798807,307.2000000000001,3.072000000000001,-0.7351236979166668,11,0.10185185185185185,23,0.21296296296296297,74,0.6851851851851852,0.659736111111111,0.5293777777777776,0.5462962962962963,0.37962962962962965,0.25925925925925924,0.18518518518518517,0.0,USDJPY:60|EURUSD:17|EURJPY:12|GBPJPY:10|GBPUSD:5|AUDJPY:4,SHORT:74|LONG:34,london_newyork_overlap:45|london:28|new_york:18|tokyo:17,False,False
