period_id,variant,anchor_flip_entry_bucket,m15_bias_flip_direction,anchor_flip_pullback_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_aligned,no_anchor_flip_entry,NONE,no_flip,222,54,0.24324324324324326,-692.8800000000001,1290.3500000000001,-1983.23,0.6506305370531911,-29.454999999999984,-0.1326801801801801,0.6557901576201781,729.36,7.2936,-0.9499835472194802,26,0.11711711711711711,38,0.17117117117117117,158,0.7117117117117117,0.629639189189189,0.5646319819819824,0.536036036036036,0.3333333333333333,0.2747747747747748,0.14864864864864866,0.0,USDJPY:123|EURUSD:32|EURJPY:22|GBPUSD:22|GBPJPY:14|AUDJPY:9,SHORT:124|LONG:98,london_newyork_overlap:87|new_york:53|london:43|tokyo:39
full2025_validation,anchor_diag,anchor_flip_entry_direction,LONG,flip_has_pullback_age,2,0,0.0,-27.21,0,-27.21,0.0,-1.1628,-0.5814,0.0,27.21,0.2721,-1.0,0,0.0,0,0.0,2,1.0,0.27865,0.74475,0.5,0.0,0.0,0.0,0.0,EURUSD:1|USDJPY:1,LONG:2,london:1|london_newyork_overlap:1
full2025_validation,anchor_diag,anchor_flip_entry_direction,LONG,flip_no_pullback_age,15,4,0.26666666666666666,-32.18,68.00999999999999,-100.19000000000001,0.6788102605050402,-1.4621,-0.09747333333333333,0.6813694510427789,49.95,0.49950000000000006,-0.6442442442442442,0,0.0,2,0.13333333333333333,13,0.8666666666666667,0.4446466666666667,0.5780666666666665,0.26666666666666666,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667,USDJPY:8|EURUSD:5|GBPUSD:2,LONG:15,london_newyork_overlap:7|new_york:3|tokyo:3|london:2
full2025_validation,anchor_diag,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,6,1,0.16666666666666666,-48.49,31.79,-80.28,0.39598903836571997,-2.2822,-0.3803666666666667,0.3634208250815877,68.5,0.685,-0.7078832116788322,1,0.16666666666666666,1,0.16666666666666666,4,0.6666666666666666,0.39821666666666666,0.7888000000000001,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,USDJPY:3|EURJPY:1|EURUSD:1|GBPJPY:1,SHORT:6,london:3|london_newyork_overlap:3
full2025_validation,anchor_diag,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,33,9,0.2727272727272727,-108.52,200.88,-309.40000000000003,0.6492566257272139,-4.7767,-0.14474848484848485,0.6523204355547793,135.64999999999998,1.3564999999999998,-0.8000000000000002,4,0.12121212121212122,6,0.18181818181818182,23,0.696969696969697,0.6569848484848486,0.5658090909090908,0.6060606060606061,0.3333333333333333,0.24242424242424243,0.15151515151515152,0.0,USDJPY:23|AUDJPY:4|EURJPY:2|EURUSD:2|GBPJPY:1|GBPUSD:1,SHORT:33,london_newyork_overlap:12|london:10|new_york:6|tokyo:5
full2025_validation,anchor_diag,no_anchor_flip_entry,LONG,no_flip,8,4,0.5,-27.33,40.0,-67.33,0.5940888162780336,-1.2538000000000002,-0.15672500000000003,0.5929749383196987,67.33,0.6732999999999999,-0.40591118372196644,1,0.125,0,0.0,7,0.875,0.8045375,0.55265,0.875,0.375,0.25,0.125,0.0,USDJPY:3|EURUSD:2|GBPJPY:2|AUDJPY:1,SHORT:8,london_newyork_overlap:3|new_york:3|london:1|tokyo:1
full2025_validation,anchor_diag,no_anchor_flip_entry,NONE,no_flip,241,58,0.24066390041493776,-822.8400000000004,1277.2299999999996,-2100.07,0.6081844890884587,-35.89819999999996,-0.14895518672199154,0.6135935769358696,864.6900000000003,8.646900000000004,-0.9516011518578914,27,0.11203319502074689,39,0.16182572614107885,175,0.7261410788381742,0.6101195020746886,0.5660049792531121,0.5020746887966805,0.3360995850622407,0.26556016597510373,0.12448132780082988,0.0,USDJPY:141|EURUSD:32|EURJPY:21|GBPUSD:21|GBPJPY:17|AUDJPY:9,SHORT:136|LONG:105,london_newyork_overlap:98|new_york:61|london:52|tokyo:30
full2025_validation,anchor_diag,no_anchor_flip_entry,SHORT,no_flip,13,1,0.07692307692307693,-78.32,29.52,-107.84,0.2737388724035608,-3.4849,-0.2680692307692308,0.27244827658197457,78.32,0.7831999999999999,-1.0,0,0.0,1,0.07692307692307693,12,0.9230769230769231,0.39219230769230773,0.5253538461538462,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,USDJPY:5|EURJPY:3|GBPJPY:2|AUDJPY:1|EURUSD:1|GBPUSD:1,LONG:13,london_newyork_overlap:6|london:3|new_york:3|tokyo:1
full2025_validation,anchor_flip,anchor_flip_entry_direction,LONG,flip_has_pullback_age,5,1,0.2,-9.190000000000001,30.56,-39.75,0.7688050314465409,-0.38910000000000017,-0.07782000000000003,0.7702934057500441,32.22,0.3222,-0.28522656734947244,0,0.0,1,0.2,4,0.8,0.58816,0.52122,0.6,0.2,0.2,0.2,0.0,USDJPY:4|EURUSD:1,LONG:5,london:2|london_newyork_overlap:2|tokyo:1
full2025_validation,anchor_flip,anchor_flip_entry_direction,LONG,flip_no_pullback_age,40,13,0.325,-33.550000000000004,256.1,-289.65,0.8841705506645954,-1.4474,-0.036185,0.8818882859357784,52.32,0.5232,-0.6412461773700306,0,0.0,7,0.175,33,0.825,0.5553,0.5189075000000001,0.425,0.275,0.225,0.175,0.025,USDJPY:23|EURUSD:7|GBPUSD:5|EURJPY:3|AUDJPY:1|GBPJPY:1,LONG:40,london_newyork_overlap:17|london:9|tokyo:9|new_york:5
full2025_validation,anchor_flip,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,10,2,0.2,-54.89000000000001,63.09,-117.98000000000002,0.5347516528225122,-2.3824,-0.23824,0.5233674775928296,94.52000000000001,0.9452,-0.5807236563690225,1,0.1,2,0.2,7,0.7,0.49274000000000007,0.67418,0.5,0.2,0.2,0.2,0.0,USDJPY:5|GBPJPY:3|EURJPY:1|EURUSD:1,SHORT:10,london_newyork_overlap:4|london:3|tokyo:3
full2025_validation,anchor_flip,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,67,19,0.2835820895522388,-152.27999999999997,457.15,-609.4299999999998,0.7501271680094517,-6.382500000000003,-0.0952611940298508,0.7521773063138973,224.12,2.2412,-0.6794574335177582,7,0.1044776119402985,13,0.19402985074626866,47,0.7014925373134329,0.6551328358208953,0.5263895522388059,0.5522388059701493,0.3582089552238806,0.2537313432835821,0.16417910447761194,0.0,USDJPY:40|EURUSD:9|EURJPY:6|GBPJPY:6|AUDJPY:4|GBPUSD:2,SHORT:67,london_newyork_overlap:30|london:19|new_york:9|tokyo:9
full2025_validation,anchor_flip_pullback,anchor_flip_entry_direction,LONG,flip_has_pullback_age,13,4,0.3076923076923077,5.59,104.4,-98.81,1.0565732213338732,0.10150000000000037,0.007807692307692336,1.024420758848014,50.230000000000004,0.5023000000000001,0.11128807485566393,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.5950307692307693,0.46195384615384616,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.0,USDJPY:10|EURUSD:2|EURJPY:1,LONG:13,london_newyork_overlap:5|london:4|new_york:2|tokyo:2
full2025_validation,anchor_flip_pullback,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,14,3,0.21428571428571427,-83.99000000000001,95.74,-179.73,0.532687920770044,-3.6216000000000004,-0.2586857142857143,0.5194522583726979,122.93,1.2293,-0.6832343610184658,3,0.21428571428571427,3,0.21428571428571427,8,0.5714285714285714,0.51555,0.6942071428571429,0.5,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,USDJPY:7|GBPJPY:3|EURUSD:2|AUDJPY:1|EURJPY:1,SHORT:14,tokyo:5|london_newyork_overlap:4|london:3|new_york:2
full2025_validation,anchor_range_blocked,anchor_flip_entry_direction,LONG,flip_has_pullback_age,2,0,0.0,-27.21,0,-27.21,0.0,-1.1628,-0.5814,0.0,27.21,0.2721,-1.0,0,0.0,0,0.0,2,1.0,0.27865,0.74475,0.5,0.0,0.0,0.0,0.0,EURUSD:1|USDJPY:1,LONG:2,london:1|london_newyork_overlap:1
full2025_validation,anchor_range_blocked,anchor_flip_entry_direction,LONG,flip_no_pullback_age,9,2,0.2222222222222222,-42.660000000000004,13.11,-55.77,0.23507261968800428,-1.986,-0.22066666666666668,0.22780823515688792,42.660000000000004,0.4266000000000001,-1.0,0,0.0,0,0.0,9,1.0,0.37556666666666666,0.45766666666666667,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,EURUSD:4|USDJPY:4|GBPUSD:1,LONG:9,london_newyork_overlap:5|london:2|new_york:1|tokyo:1
full2025_validation,anchor_range_blocked,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,5,1,0.2,-36.82,31.79,-68.61,0.46334353592770733,-1.7452999999999999,-0.34906,0.4274325831638344,56.83,0.5682999999999999,-0.6478972373746261,1,0.2,1,0.2,3,0.6,0.46487999999999996,0.8351599999999999,0.4,0.2,0.2,0.2,0.0,USDJPY:2|EURJPY:1|EURUSD:1|GBPJPY:1,SHORT:5,london:3|london_newyork_overlap:2
full2025_validation,anchor_range_blocked,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,26,8,0.3076923076923077,-33.66999999999999,202.51,-236.18000000000004,0.8574392412566685,-1.5355999999999992,-0.05906153846153843,0.8526931747326011,116.46999999999998,1.1646999999999998,-0.2890873186228213,3,0.11538461538461539,6,0.23076923076923078,17,0.6538461538461539,0.6375576923076924,0.5352923076923077,0.5384615384615384,0.3076923076923077,0.2692307692307692,0.19230769230769232,0.0,USDJPY:15|EURJPY:4|AUDJPY:2|GBPJPY:2|GBPUSD:2|EURUSD:1,SHORT:26,london_newyork_overlap:12|london:9|new_york:3|tokyo:2
