period_id,variant,anchor_flip_entry_bucket,m15_bias_flip_direction,anchor_flip_pullback_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_range_blocked,no_anchor_flip_entry,LONG,no_flip,4,1,0.25,-42.28,17.53,-59.81,0.29309480020063533,-1.981,-0.49525,0.28026449643947104,59.81,0.5981000000000001,-0.7069051997993646,1,0.25,0,0.0,3,0.75,0.7474,0.7916749999999999,0.75,0.5,0.25,0.0,0.0,EURUSD:2|AUDJPY:1|USDJPY:1,SHORT:4,london_newyork_overlap:2|new_york:1|tokyo:1
full2025_validation,anchor_range_blocked,no_anchor_flip_entry,NONE,no_flip,195,37,0.18974358974358974,-948.2900000000003,878.4399999999997,-1826.7300000000007,0.48088113733282933,-41.204999999999984,-0.21130769230769222,0.48713193423638623,954.0600000000003,9.540600000000003,-0.9939521623377985,22,0.11282051282051282,27,0.13846153846153847,146,0.7487179487179487,0.5495615384615384,0.5629020512820514,0.4256410256410256,0.2923076923076923,0.2205128205128205,0.11282051282051282,0.0,USDJPY:113|EURUSD:27|EURJPY:20|GBPUSD:16|GBPJPY:13|AUDJPY:6,SHORT:109|LONG:86,london_newyork_overlap:76|new_york:47|london:46|tokyo:26
full2025_validation,anchor_range_blocked,no_anchor_flip_entry,SHORT,no_flip,9,2,0.2222222222222222,-15.870000000000001,32.72,-48.59,0.6733895863346366,-0.6935000000000002,-0.07705555555555559,0.6771415270018621,24.97,0.2497,-0.6355626752102523,0,0.0,1,0.1111111111111111,8,0.8888888888888888,0.5214444444444445,0.43191111111111113,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,USDJPY:4|EURJPY:2|GBPUSD:2|GBPJPY:1,LONG:9,london:3|new_york:3|london_newyork_overlap:2|tokyo:1
full2025_validation,anchor_range_light_only,anchor_flip_entry_direction,LONG,flip_has_pullback_age,2,0,0.0,-27.21,0,-27.21,0.0,-1.1628,-0.5814,0.0,27.21,0.2721,-1.0,0,0.0,0,0.0,2,1.0,0.27865,0.74475,0.5,0.0,0.0,0.0,0.0,EURUSD:1|USDJPY:1,LONG:2,london:1|london_newyork_overlap:1
full2025_validation,anchor_range_light_only,anchor_flip_entry_direction,LONG,flip_no_pullback_age,9,2,0.2222222222222222,-42.660000000000004,13.11,-55.77,0.23507261968800428,-1.986,-0.22066666666666668,0.22780823515688792,42.660000000000004,0.4266000000000001,-1.0,0,0.0,0,0.0,9,1.0,0.37556666666666666,0.45766666666666667,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,EURUSD:4|USDJPY:4|GBPUSD:1,LONG:9,london_newyork_overlap:5|london:2|new_york:1|tokyo:1
full2025_validation,anchor_range_light_only,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,5,1,0.2,-36.82,31.79,-68.61,0.46334353592770733,-1.7452999999999999,-0.34906,0.4274325831638344,56.83,0.5682999999999999,-0.6478972373746261,1,0.2,1,0.2,3,0.6,0.46487999999999996,0.8351599999999999,0.4,0.2,0.2,0.2,0.0,USDJPY:2|EURJPY:1|EURUSD:1|GBPJPY:1,SHORT:5,london:3|london_newyork_overlap:2
full2025_validation,anchor_range_light_only,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,26,8,0.3076923076923077,-33.66999999999999,202.51,-236.18000000000004,0.8574392412566685,-1.5355999999999992,-0.05906153846153843,0.8526931747326011,116.46999999999998,1.1646999999999998,-0.2890873186228213,3,0.11538461538461539,6,0.23076923076923078,17,0.6538461538461539,0.6375576923076924,0.5352923076923077,0.5384615384615384,0.3076923076923077,0.2692307692307692,0.19230769230769232,0.0,USDJPY:15|EURJPY:4|AUDJPY:2|GBPJPY:2|GBPUSD:2|EURUSD:1,SHORT:26,london_newyork_overlap:12|london:9|new_york:3|tokyo:2
full2025_validation,anchor_range_light_only,no_anchor_flip_entry,LONG,no_flip,7,3,0.42857142857142855,-24.580000000000002,58.55,-83.13,0.7043185372308433,-1.2021,-0.17172857142857142,0.6796450271826032,63.64,0.6364,-0.38623507228158394,2,0.2857142857142857,1,0.14285714285714285,4,0.5714285714285714,0.7380285714285714,0.6916714285714286,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,EURUSD:2|USDJPY:2|AUDJPY:1|EURJPY:1|GBPJPY:1,SHORT:7,new_york:3|london_newyork_overlap:2|tokyo:2
full2025_validation,anchor_range_light_only,no_anchor_flip_entry,NONE,no_flip,199,40,0.20100502512562815,-953.8900000000003,925.1699999999997,-1879.0600000000004,0.49235788106819345,-41.50799999999999,-0.20858291457286426,0.49817989261910506,959.6600000000003,9.596600000000004,-0.9939874538899194,24,0.12060301507537688,28,0.1407035175879397,147,0.7386934673366834,0.5586256281407035,0.5699904522613064,0.44221105527638194,0.3015075376884422,0.22613065326633167,0.11055276381909548,0.0,USDJPY:117|EURUSD:29|EURJPY:19|GBPUSD:15|GBPJPY:13|AUDJPY:6,SHORT:112|LONG:87,london_newyork_overlap:80|london:47|new_york:45|tokyo:27
full2025_validation,anchor_range_light_only,no_anchor_flip_entry,SHORT,no_flip,9,2,0.2222222222222222,-15.870000000000001,32.72,-48.59,0.6733895863346366,-0.6935000000000002,-0.07705555555555559,0.6771415270018621,24.97,0.2497,-0.6355626752102523,0,0.0,1,0.1111111111111111,8,0.8888888888888888,0.5214444444444445,0.43191111111111113,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,USDJPY:4|EURJPY:2|GBPUSD:2|GBPJPY:1,LONG:9,london:3|new_york:3|london_newyork_overlap:2|tokyo:1
full2025_validation,base,no_anchor_flip_entry,NONE,no_flip,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,no_anchor_flip_entry,NONE,no_flip,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_and_anchor,no_anchor_flip_entry,NONE,no_flip,13,3,0.23076923076923078,-81.49000000000001,68.38,-149.87,0.45626209381463934,-3.3177999999999996,-0.25521538461538457,0.4605466400013008,112.56,1.1256,-0.7239694385216774,3,0.23076923076923078,2,0.15384615384615385,8,0.6153846153846154,0.6186,0.6500384615384616,0.6923076923076923,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.0,USDJPY:9|EURJPY:2|EURUSD:1|GBPJPY:1,SHORT:11|LONG:2,london_newyork_overlap:5|new_york:3|tokyo:3|london:2
full2025_validation,light_or_anchor_exhaustion,anchor_flip_entry_direction,LONG,flip_has_pullback_age,3,2,0.6666666666666666,48.83,64.94,-16.11,4.031036623215394,1.9672,0.6557333333333334,4.0708710583827665,16.11,0.1611,3.0310366232153942,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.1166666666666665,0.5914666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,USDJPY:2|EURUSD:1,LONG:3,london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_exhaustion,anchor_flip_entry_direction,LONG,flip_no_pullback_age,20,4,0.2,-108.97,71.72,-180.69000000000003,0.3969229066356743,-4.5426,-0.22713,0.40718023673117826,120.47999999999999,1.2047999999999999,-0.9044654714475432,0,0.0,2,0.1,18,0.9,0.47339999999999993,0.4891599999999999,0.35,0.25,0.1,0.1,0.0,USDJPY:10|EURUSD:5|GBPUSD:3|AUDJPY:1|EURJPY:1,LONG:20,london_newyork_overlap:10|london:5|new_york:3|tokyo:2
full2025_validation,light_or_anchor_exhaustion,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,6,1,0.16666666666666666,-65.07000000000001,31.79,-96.86,0.3282056576502168,-2.7518,-0.4586333333333333,0.32133080129232744,85.08000000000001,0.8508000000000002,-0.7648095909732017,2,0.3333333333333333,1,0.16666666666666666,3,0.5,0.4244333333333333,0.8637166666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,USDJPY:3|EURJPY:1|EURUSD:1|GBPJPY:1,SHORT:6,london:3|london_newyork_overlap:2|tokyo:1
full2025_validation,light_or_anchor_exhaustion,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,41,11,0.2682926829268293,-87.64000000000001,283.85,-371.48999999999995,0.7640851705294895,-3.6722,-0.08956585365853659,0.7629523477542377,252.76,2.5276,-0.34673207786042104,3,0.07317073170731707,9,0.21951219512195122,29,0.7073170731707317,0.6954414634146344,0.5041878048780488,0.5853658536585366,0.4146341463414634,0.2682926829268293,0.1951219512195122,0.0,USDJPY:24|EURJPY:5|GBPJPY:5|AUDJPY:3|EURUSD:2|GBPUSD:2,SHORT:41,london_newyork_overlap:18|london:11|tokyo:8|new_york:4
full2025_validation,light_or_anchor_exhaustion,no_anchor_flip_entry,LONG,no_flip,4,2,0.5,-6.939999999999998,40.98,-47.92,0.8551752921535892,-0.22110000000000007,-0.05527500000000002,0.88945,47.919999999999995,0.47919999999999996,-0.14482470784641066,2,0.5,1,0.25,1,0.25,0.5715749999999999,0.66875,0.5,0.25,0.25,0.25,0.0,EURJPY:1|EURUSD:1|GBPJPY:1|USDJPY:1,SHORT:4,new_york:2|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_exhaustion,no_anchor_flip_entry,NONE,no_flip,31,11,0.3548387096774194,17.13999999999998,284.40999999999997,-267.27000000000004,1.0641299060874767,0.9675000000000004,0.03120967741935485,1.0877002148315342,130.86,1.3086000000000002,0.13097967293290522,4,0.12903225806451613,8,0.25806451612903225,19,0.6129032258064516,0.7587612903225806,0.5138419354838709,0.6451612903225806,0.45161290322580644,0.3548387096774194,0.1935483870967742,0.0,USDJPY:18|EURUSD:7|EURJPY:4|GBPJPY:2,SHORT:23|LONG:8,london_newyork_overlap:12|london:8|new_york:8|tokyo:3
full2025_validation,light_or_anchor_exhaustion,no_anchor_flip_entry,SHORT,no_flip,3,0,0.0,-23.18,0,-23.18,0.0,-0.9690000000000001,-0.323,0.0,23.18,0.2318,-1.0,0,0.0,0,0.0,3,1.0,0.5219666666666667,0.3857,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,USDJPY:2|GBPJPY:1,LONG:3,london_newyork_overlap:1|new_york:1|tokyo:1
full2025_validation,light_or_anchor_flip,anchor_flip_entry_direction,LONG,flip_has_pullback_age,5,1,0.2,-9.190000000000001,30.56,-39.75,0.7688050314465409,-0.38910000000000017,-0.07782000000000003,0.7702934057500441,32.22,0.3222,-0.28522656734947244,0,0.0,1,0.2,4,0.8,0.58816,0.52122,0.6,0.2,0.2,0.2,0.0,USDJPY:4|EURUSD:1,LONG:5,london:2|london_newyork_overlap:2|tokyo:1
full2025_validation,light_or_anchor_flip,anchor_flip_entry_direction,LONG,flip_no_pullback_age,37,11,0.2972972972972973,-67.58000000000001,215.79000000000002,-283.37,0.7615132159367611,-2.8388999999999998,-0.07672702702702702,0.7631684324685074,67.58000000000001,0.6758000000000001,-1.0,0,0.0,6,0.16216216216216217,31,0.8378378378378378,0.5286297297297298,0.526672972972973,0.40540540540540543,0.24324324324324326,0.21621621621621623,0.16216216216216217,0.02702702702702703,USDJPY:22|EURUSD:7|GBPUSD:5|AUDJPY:1|EURJPY:1|GBPJPY:1,LONG:37,london_newyork_overlap:17|tokyo:8|london:7|new_york:5
full2025_validation,light_or_anchor_flip,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,7,2,0.2857142857142857,-21.49000000000001,63.07,-84.56,0.7458609271523179,-0.9691000000000001,-0.13844285714285715,0.7296867590862179,72.78,0.7278,-0.29527342676559504,1,0.14285714285714285,2,0.2857142857142857,4,0.5714285714285714,0.5355857142857142,0.7014857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,USDJPY:3|GBPJPY:2|EURJPY:1|EURUSD:1,SHORT:7,london_newyork_overlap:4|london:3
full2025_validation,light_or_anchor_flip,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,60,16,0.26666666666666666,-188.47000000000003,368.65999999999997,-557.1299999999999,0.6617127061906558,-7.912700000000003,-0.13187833333333338,0.665290497239906,265.08000000000004,2.6508000000000003,-0.7109929078014184,6,0.1,11,0.18333333333333332,43,0.7166666666666667,0.6239199999999999,0.5373716666666667,0.5333333333333333,0.31666666666666665,0.21666666666666667,0.15,0.0,USDJPY:37|EURJPY:6|GBPJPY:6|EURUSD:5|AUDJPY:4|GBPUSD:2,SHORT:60,london_newyork_overlap:27|london:17|tokyo:9|new_york:7
full2025_validation,light_or_anchor_flip,no_anchor_flip_entry,LONG,no_flip,3,2,0.6666666666666666,17.4,41.1,-23.7,1.7341772151898736,0.7788999999999999,0.2596333333333333,1.7789,23.7,0.23700000000000002,0.7341772151898733,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.6858666666666666,0.5583333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,EURJPY:1|EURUSD:1|GBPJPY:1,SHORT:3,london_newyork_overlap:1|new_york:1|tokyo:1
full2025_validation,light_or_anchor_flip,no_anchor_flip_entry,NONE,no_flip,31,11,0.3548387096774194,19.14,280.46,-261.32000000000005,1.0732435328333076,0.9675000000000004,0.03120967741935485,1.0877002148315342,126.31,1.2631,0.15153194521415564,4,0.12903225806451613,8,0.25806451612903225,19,0.6129032258064516,0.7587612903225806,0.5138419354838709,0.6451612903225806,0.45161290322580644,0.3548387096774194,0.1935483870967742,0.0,USDJPY:18|EURUSD:7|EURJPY:4|GBPJPY:2,SHORT:23|LONG:8,london_newyork_overlap:12|london:8|new_york:8|tokyo:3
full2025_validation,light_or_anchor_flip,no_anchor_flip_entry,SHORT,no_flip,2,0,0.0,-15.17,0,-15.17,0.0,-0.65,-0.325,0.0,15.17,0.1517,-1.0,0,0.0,0,0.0,2,1.0,0.5696,0.39535,0.5,0.5,0.0,0.0,0.0,GBPJPY:1|USDJPY:1,LONG:2,new_york:1|tokyo:1
full2025_validation,light_or_anchor_m5pattern,anchor_flip_entry_direction,LONG,flip_has_pullback_age,5,1,0.2,-9.190000000000001,30.56,-39.75,0.7688050314465409,-0.38910000000000017,-0.07782000000000003,0.7702934057500441,32.22,0.3222,-0.28522656734947244,0,0.0,1,0.2,4,0.8,0.58816,0.52122,0.6,0.2,0.2,0.2,0.0,USDJPY:4|EURUSD:1,LONG:5,london:2|london_newyork_overlap:2|tokyo:1
full2025_validation,light_or_anchor_m5pattern,anchor_flip_entry_direction,LONG,flip_no_pullback_age,37,11,0.2972972972972973,-67.58000000000001,215.79000000000002,-283.37,0.7615132159367611,-2.8388999999999998,-0.07672702702702702,0.7631684324685074,67.58000000000001,0.6758000000000001,-1.0,0,0.0,6,0.16216216216216217,31,0.8378378378378378,0.5286297297297298,0.526672972972973,0.40540540540540543,0.24324324324324326,0.21621621621621623,0.16216216216216217,0.02702702702702703,USDJPY:22|EURUSD:7|GBPUSD:5|AUDJPY:1|EURJPY:1|GBPJPY:1,LONG:37,london_newyork_overlap:17|tokyo:8|london:7|new_york:5
full2025_validation,light_or_anchor_m5pattern,anchor_flip_entry_direction,SHORT,flip_has_pullback_age,7,2,0.2857142857142857,-21.49000000000001,63.07,-84.56,0.7458609271523179,-0.9691000000000001,-0.13844285714285715,0.7296867590862179,72.78,0.7278,-0.29527342676559504,1,0.14285714285714285,2,0.2857142857142857,4,0.5714285714285714,0.5355857142857142,0.7014857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,USDJPY:3|GBPJPY:2|EURJPY:1|EURUSD:1,SHORT:7,london_newyork_overlap:4|london:3
full2025_validation,light_or_anchor_m5pattern,anchor_flip_entry_direction,SHORT,flip_no_pullback_age,57,15,0.2631578947368421,-168.67000000000002,364.43,-533.0999999999999,0.6836053273307073,-7.007000000000002,-0.12292982456140356,0.6894376903063961,245.28000000000003,2.4528000000000003,-0.6876630789302022,6,0.10526315789473684,11,0.19298245614035087,40,0.7017543859649122,0.6247631578947368,0.5364315789473684,0.5263157894736842,0.2982456140350877,0.22807017543859648,0.15789473684210525,0.0,USDJPY:35|GBPJPY:6|EURJPY:5|EURUSD:5|AUDJPY:4|GBPUSD:2,SHORT:57,london_newyork_overlap:26|london:16|tokyo:8|new_york:7
