period_id,variant,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,light,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0,USDJPY:10|EURJPY:2|EURUSD:1,SHORT:10|LONG:3,london:13
full2025_validation,light,london_newyork_overlap,19,4,0.21052631578947367,-80.07000000000001,111.3,-191.37,0.5815958614202853,-3.3470999999999997,-0.17616315789473683,0.5759729401033749,106.26,1.0626,-0.7535290796160362,3,0.15789473684210525,3,0.15789473684210525,13,0.6842105263157895,0.646963157894737,0.5332105263157895,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0,USDJPY:11|EURUSD:6|EURJPY:1|GBPJPY:1,SHORT:13|LONG:6,london_newyork_overlap:19
full2025_validation,light,new_york,11,4,0.36363636363636365,32.98999999999999,104.87,-71.88,1.4589593767390097,1.3847,0.12588181818181818,1.4634358579604407,55.480000000000004,0.5548,0.5946286950252341,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0.7067545454545455,0.4417636363636363,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,USDJPY:4|GBPJPY:3|EURJPY:2|EURUSD:2,SHORT:7|LONG:4,new_york:11
full2025_validation,light,tokyo,7,4,0.5714285714285714,65.46,113.21,-47.75,2.370890052356021,2.7036999999999995,0.38624285714285705,2.4015343942771237,25.11,0.2511,2.6069295101553163,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,1.0458142857142858,0.4883,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0,USDJPY:6|EURJPY:1,SHORT:6|LONG:1,tokyo:7
full2025_validation,light_and_anchor,london,2,1,0.5,-19.650000000000002,4.95,-24.6,0.20121951219512194,-0.791,-0.3955,0.209,24.6,0.246,-0.7987804878048781,1,0.5,0,0.0,1,0.5,0.5069,0.8381000000000001,0.5,0.5,0.0,0.0,0.0,USDJPY:2,SHORT:2,london:2
full2025_validation,light_and_anchor,london_newyork_overlap,5,0,0.0,-88.48,0,-88.48,0.0,-3.6393999999999997,-0.72788,0.0,88.48,0.8848,-1.0,2,0.4,0,0.0,3,0.6,0.50826,0.7921799999999999,0.8,0.0,0.0,0.0,0.0,USDJPY:3|EURJPY:1|EURUSD:1,SHORT:4|LONG:1,london_newyork_overlap:5
full2025_validation,light_and_anchor,new_york,3,1,0.3333333333333333,12.109999999999998,31.07,-18.96,1.6387130801687764,0.5196999999999999,0.17323333333333332,1.668338477366255,18.96,0.18960000000000002,0.6387130801687763,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.8307333333333332,0.5329,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,USDJPY:2|EURJPY:1,SHORT:2|LONG:1,new_york:3
full2025_validation,light_and_anchor,tokyo,3,1,0.3333333333333333,14.530000000000001,32.36,-17.83,1.81491867638811,0.5929,0.19763333333333333,1.8085367516705304,17.83,0.1783,0.8149186763881101,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.6648333333333333,0.40490000000000004,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,USDJPY:2|GBPJPY:1,SHORT:3,tokyo:3
full2025_validation,light_or_anchor_exhaustion,london,28,10,0.35714285714285715,-14.310000000000002,262.67999999999995,-276.98999999999995,0.9483374851077656,-0.47679999999999906,-0.017028571428571396,0.9585603907560469,118.13999999999999,1.1813999999999998,-0.12112747587607926,3,0.10714285714285714,8,0.2857142857142857,17,0.6071428571428571,0.7029571428571428,0.5822678571428571,0.6071428571428571,0.42857142857142855,0.2857142857142857,0.25,0.0,USDJPY:16|EURJPY:4|EURUSD:3|GBPJPY:3|GBPUSD:2,SHORT:20|LONG:8,london:28
full2025_validation,light_or_anchor_exhaustion,london_newyork_overlap,45,9,0.2,-210.89000000000001,237.51999999999998,-448.4099999999999,0.5296938070069803,-8.916400000000001,-0.19814222222222225,0.5241592041925053,252.8,2.528,-0.8342167721518987,4,0.08888888888888889,7,0.15555555555555556,34,0.7555555555555555,0.539568888888889,0.5282733333333334,0.4444444444444444,0.26666666666666666,0.2,0.1111111111111111,0.0,USDJPY:23|EURUSD:11|EURJPY:4|GBPJPY:3|GBPUSD:3|AUDJPY:1,SHORT:30|LONG:15,london_newyork_overlap:45
full2025_validation,light_or_anchor_exhaustion,new_york,18,7,0.3888888888888889,32.51999999999999,166.22,-133.7,1.243231114435303,1.5420999999999998,0.0856722222222222,1.2764164978759254,68.42,0.6842,0.4752996199941536,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7211666666666666,0.47256666666666675,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0,USDJPY:7|GBPJPY:4|EURUSD:3|AUDJPY:2|EURJPY:2,SHORT:11|LONG:7,new_york:18
full2025_validation,light_or_anchor_exhaustion,tokyo,17,5,0.29411764705882354,-33.150000000000006,111.27,-144.42,0.7704611549646864,-1.3708999999999998,-0.08064117647058822,0.7725515570819438,87.48,0.8748,-0.37894375857338825,2,0.11764705882352941,3,0.17647058823529413,12,0.7058823529411765,0.8415941176470587,0.5053411764705883,0.7058823529411765,0.5294117647058824,0.29411764705882354,0.23529411764705882,0.0,USDJPY:14|EURJPY:2|AUDJPY:1,SHORT:13|LONG:4,tokyo:17
full2025_validation,light_or_anchor_flip,london,37,14,0.3783783783783784,3.849999999999987,335.78,-331.92999999999995,1.011598831078842,0.3946999999999999,0.010667567567567565,1.027986556242555,89.85,0.8985,0.04284919309961032,4,0.10810810810810811,10,0.2702702702702703,23,0.6216216216216216,0.6997135135135135,0.5956810810810812,0.6216216216216216,0.43243243243243246,0.32432432432432434,0.24324324324324326,0.0,USDJPY:23|EURJPY:4|EURUSD:4|GBPJPY:4|GBPUSD:2,SHORT:26|LONG:11,london:37
full2025_validation,light_or_anchor_flip,london_newyork_overlap,63,11,0.1746031746031746,-341.63999999999993,298.41999999999996,-640.0600000000002,0.4662375402306032,-14.720099999999995,-0.23365238095238086,0.4582960730412126,375.57,3.7557,-0.909657320872274,6,0.09523809523809523,9,0.14285714285714285,48,0.7619047619047619,0.4721603174603176,0.5394412698412699,0.38095238095238093,0.1746031746031746,0.15873015873015872,0.1111111111111111,0.0,USDJPY:33|EURUSD:14|EURJPY:5|GBPJPY:5|GBPUSD:5|AUDJPY:1,SHORT:41|LONG:22,london_newyork_overlap:63
full2025_validation,light_or_anchor_flip,new_york,22,9,0.4090909090909091,38.06999999999999,175.5,-137.43,1.2770137524557956,1.7505000000000004,0.07956818181818183,1.3026347636665399,53.790000000000006,0.5379,0.7077523703290572,1,0.045454545454545456,5,0.22727272727272727,16,0.7272727272727273,0.6809136363636363,0.43575909090909093,0.5909090909090909,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,USDJPY:9|EURUSD:4|GBPJPY:4|AUDJPY:3|EURJPY:2,SHORT:13|LONG:9,new_york:22
full2025_validation,light_or_anchor_flip,tokyo,23,9,0.391304347826087,34.359999999999985,189.94,-155.58000000000004,1.2208510091271367,1.5615,0.06789130434782609,1.2392260199469913,98.47,0.9847,0.3489387630750481,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086,0.8603130434782608,0.5229913043478261,0.6956521739130435,0.5217391304347826,0.34782608695652173,0.21739130434782608,0.043478260869565216,USDJPY:20|EURJPY:2|AUDJPY:1,SHORT:13|LONG:10,tokyo:23
full2025_validation,light_or_anchor_m5pattern,london,36,13,0.3611111111111111,1.8599999999999852,333.79,-331.92999999999995,1.0056035911186096,0.22219999999999956,0.00617222222222221,1.0157552895796698,94.08000000000001,0.9408000000000002,0.019770408163265148,4,0.1111111111111111,10,0.2777777777777778,22,0.6111111111111112,0.6965944444444445,0.5986083333333335,0.6111111111111112,0.4166666666666667,0.3333333333333333,0.25,0.0,USDJPY:23|EURUSD:4|GBPJPY:4|EURJPY:3|GBPUSD:2,SHORT:25|LONG:11,london:36
full2025_validation,light_or_anchor_m5pattern,london_newyork_overlap,62,11,0.1774193548387097,-328.19,298.41999999999996,-626.61,0.47624519238441765,-14.120399999999995,-0.2277483870967741,0.46863851885301416,362.12,3.6212,-0.9063017784159947,6,0.0967741935483871,9,0.14516129032258066,47,0.7580645161290323,0.4778064516129033,0.5371983870967741,0.3870967741935484,0.1774193548387097,0.16129032258064516,0.11290322580645161,0.0,USDJPY:32|EURUSD:14|EURJPY:5|GBPJPY:5|GBPUSD:5|AUDJPY:1,SHORT:40|LONG:22,london_newyork_overlap:62
full2025_validation,light_or_anchor_m5pattern,new_york,22,9,0.4090909090909091,38.06999999999999,175.5,-137.43,1.2770137524557956,1.7505000000000004,0.07956818181818183,1.3026347636665399,53.790000000000006,0.5379,0.7077523703290572,1,0.045454545454545456,5,0.22727272727272727,16,0.7272727272727273,0.6809136363636363,0.43575909090909093,0.5909090909090909,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,USDJPY:9|EURUSD:4|GBPJPY:4|AUDJPY:3|EURJPY:2,SHORT:13|LONG:9,new_york:22
full2025_validation,light_or_anchor_m5pattern,tokyo,22,9,0.4090909090909091,46.64999999999999,191.64999999999998,-145.00000000000003,1.321724137931034,2.04,0.09272727272727273,1.3372569765903977,98.47,0.9847,0.4737483497511932,1,0.045454545454545456,5,0.22727272727272727,16,0.7272727272727273,0.8589818181818181,0.5241772727272728,0.6818181818181818,0.5,0.36363636363636365,0.22727272727272727,0.045454545454545456,USDJPY:19|EURJPY:2|AUDJPY:1,SHORT:12|LONG:10,tokyo:22
full2025_validation,one_anchor_flip_pullback,london,6,0,0.0,-102.19999999999999,0,-102.19999999999999,0.0,-4.2982,-0.7163666666666666,0.0,102.19999999999999,1.0219999999999998,-1.0,2,0.3333333333333333,0,0.0,4,0.6666666666666666,0.27745,0.7747,0.16666666666666666,0.0,0.0,0.0,0.0,USDJPY:3|EURJPY:1|EURUSD:1|GBPJPY:1,LONG:4|SHORT:2,london:6
full2025_validation,one_anchor_flip_pullback,london_newyork_overlap,9,4,0.4444444444444444,75.77,127.42,-51.64999999999999,2.466989351403679,3.1125,0.3458333333333333,2.4509813062328094,19.950000000000003,0.1995,3.797994987468671,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0.7803333333333333,0.47459999999999997,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,USDJPY:6|EURJPY:1|EURUSD:1|GBPJPY:1,LONG:5|SHORT:4,london_newyork_overlap:9
full2025_validation,one_anchor_flip_pullback,new_york,3,0,0.0,-39.4,0,-39.4,0.0,-1.7052,-0.5684,0.0,39.4,0.394,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.4121666666666666,0.6446666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,AUDJPY:1|EURUSD:1|USDJPY:1,SHORT:2|LONG:1,new_york:3
full2025_validation,one_anchor_flip_pullback,tokyo,5,2,0.4,14.979999999999995,64.91,-49.93,1.3000200280392549,0.5216000000000003,0.10432000000000005,1.2505283381364074,49.93,0.4993,0.30002002803925487,1,0.2,2,0.4,2,0.4,0.6891200000000001,0.52996,0.6,0.4,0.4,0.2,0.0,USDJPY:5,SHORT:4|LONG:1,tokyo:5
full2025_validation,one_light_anchor_diag,london,7,5,0.7142857142857143,120.13999999999999,135.45999999999998,-15.32,8.842036553524803,4.831799999999999,0.6902571428571428,8.789456714492985,10.010000000000002,0.10010000000000002,12.001998001997999,0,0.0,4,0.5714285714285714,3,0.42857142857142855,0.9221142857142858,0.4879857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.0,USDJPY:7,SHORT:4|LONG:3,london:7
full2025_validation,one_light_anchor_diag,london_newyork_overlap,14,3,0.21428571428571427,-84.42000000000002,79.94,-164.36,0.4863713798977853,-3.5591,-0.25422142857142854,0.4756776664702416,121.31000000000002,1.2131,-0.6959030582804386,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0.6371142857142857,0.6291000000000001,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,USDJPY:7|EURUSD:5|EURJPY:1|GBPJPY:1,SHORT:9|LONG:5,london_newyork_overlap:14
