period_id,variant,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_aligned,london,43,11,0.2558139534883721,-160.34000000000003,233.44,-393.78000000000003,0.5928183249530194,-6.9956000000000005,-0.16268837209302325,0.5928861575706785,190.01000000000002,1.9001000000000001,-0.8438503236671755,5,0.11627906976744186,6,0.13953488372093023,32,0.7441860465116279,0.6576232558139534,0.5962488372093023,0.5348837209302325,0.4186046511627907,0.32558139534883723,0.11627906976744186,0.0,USDJPY:27|EURJPY:5|EURUSD:5|GBPUSD:3|GBPJPY:2|AUDJPY:1,SHORT:24|LONG:19,london:43
full2025_validation,anchor_aligned,london_newyork_overlap,87,20,0.22988505747126436,-392.8400000000001,486.20000000000005,-879.0400000000002,0.553103385511467,-16.7106,-0.1920758620689655,0.5575636426216921,399.6500000000001,3.9965000000000006,-0.982960090078819,13,0.14942528735632185,15,0.1724137931034483,59,0.6781609195402298,0.6227206896551726,0.6064701149425284,0.5517241379310345,0.3218390804597701,0.27586206896551724,0.14942528735632185,0.0,USDJPY:40|EURUSD:19|GBPUSD:14|EURJPY:7|GBPJPY:5|AUDJPY:2,SHORT:52|LONG:35,london_newyork_overlap:87
full2025_validation,anchor_aligned,new_york,53,10,0.18867924528301888,-239.22,219.76000000000002,-458.98,0.47880081920780865,-10.3483,-0.19525094339622642,0.47952984016174965,239.22,2.3922,-1.0,5,0.09433962264150944,6,0.11320754716981132,42,0.7924528301886793,0.5309207547169812,0.5168943396226415,0.4339622641509434,0.20754716981132076,0.1320754716981132,0.11320754716981132,0.0,USDJPY:28|EURUSD:8|AUDJPY:5|EURJPY:5|GBPUSD:5|GBPJPY:2,SHORT:29|LONG:24,new_york:53
full2025_validation,anchor_aligned,tokyo,39,13,0.3333333333333333,99.52,350.95,-251.43,1.3958159328640178,4.599500000000002,0.11793589743589748,1.4283665353487376,71.06000000000002,0.7106000000000002,1.4005066141289049,3,0.07692307692307693,11,0.28205128205128205,25,0.6410256410256411,0.7483743589743591,0.5013153846153847,0.6410256410256411,0.4358974358974359,0.41025641025641024,0.23076923076923078,0.0,USDJPY:28|EURJPY:5|GBPJPY:5|AUDJPY:1,LONG:20|SHORT:19,tokyo:39
full2025_validation,anchor_diag,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0,USDJPY:44|EURJPY:8|EURUSD:7|GBPJPY:6|GBPUSD:4|AUDJPY:3,SHORT:43|LONG:29,london:72
full2025_validation,anchor_diag,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0.5279307692307692,0.6044723076923078,0.4230769230769231,0.26153846153846155,0.2153846153846154,0.1076923076923077,0.0,USDJPY:69|EURUSD:26|GBPUSD:16|EURJPY:10|GBPJPY:7|AUDJPY:2,SHORT:78|LONG:52,london_newyork_overlap:130
full2025_validation,anchor_diag,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0,USDJPY:41|EURUSD:11|AUDJPY:8|GBPJPY:6|EURJPY:5|GBPUSD:5,SHORT:39|LONG:37,new_york:76
full2025_validation,anchor_diag,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025,USDJPY:30|EURJPY:4|GBPJPY:4|AUDJPY:2,SHORT:23|LONG:17,tokyo:40
full2025_validation,anchor_flip,london,33,12,0.36363636363636365,17.450000000000003,295.03000000000003,-277.5799999999999,1.0628647597089131,0.8115000000000001,0.024590909090909094,1.0688015057482958,106.47999999999999,1.0648,0.1638805409466567,2,0.06060606060606061,8,0.24242424242424243,23,0.696969696969697,0.6945878787878789,0.5716939393939395,0.6060606060606061,0.3939393939393939,0.3333333333333333,0.24242424242424243,0.0,USDJPY:19|EURJPY:4|EURUSD:4|GBPJPY:4|GBPUSD:2,SHORT:22|LONG:11,london:33
full2025_validation,anchor_flip,london_newyork_overlap,53,11,0.20754716981132076,-166.25,317.46999999999997,-483.71999999999997,0.6563094352104523,-7.398200000000004,-0.1395886792452831,0.641203714930042,211.41,2.1141,-0.7863866420699116,3,0.05660377358490566,10,0.18867924528301888,40,0.7547169811320755,0.4746698113207548,0.5088150943396226,0.33962264150943394,0.20754716981132076,0.18867924528301888,0.1509433962264151,0.0,USDJPY:28|EURUSD:11|GBPUSD:5|EURJPY:4|GBPJPY:4|AUDJPY:1,SHORT:34|LONG:19,london_newyork_overlap:53
full2025_validation,anchor_flip,new_york,14,5,0.35714285714285715,-55.620000000000005,71.84,-127.46000000000001,0.5636278048015063,-2.1052999999999997,-0.15037857142857142,0.6003151459923302,82.32000000000001,0.8232000000000002,-0.6756559766763849,2,0.14285714285714285,2,0.14285714285714285,10,0.7142857142857143,0.6717714285714286,0.5377642857142857,0.6428571428571429,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,USDJPY:7|AUDJPY:3|EURUSD:3|GBPJPY:1,SHORT:9|LONG:5,new_york:14
full2025_validation,anchor_flip,tokyo,22,7,0.3181818181818182,-45.49,122.56,-168.05000000000004,0.729306753942279,-1.9093999999999998,-0.08679090909090909,0.7279824486423342,67.97,0.6797,-0.6692658525820215,1,0.045454545454545456,3,0.13636363636363635,18,0.8181818181818182,0.7495636363636362,0.5459318181818182,0.6818181818181818,0.4090909090909091,0.22727272727272727,0.13636363636363635,0.045454545454545456,USDJPY:18|EURJPY:2|AUDJPY:1|GBPJPY:1,SHORT:12|LONG:10,tokyo:22
full2025_validation,anchor_flip_pullback,london,7,0,0.0,-118.37,0,-118.37,0.0,-4.9826,-0.7118,0.0,118.37,1.1837,-1.0,2,0.2857142857142857,0,0.0,5,0.7142857142857143,0.2527285714285714,0.7837142857142856,0.14285714285714285,0.0,0.0,0.0,0.0,USDJPY:4|EURJPY:1|EURUSD:1|GBPJPY:1,LONG:4|SHORT:3,london:7
full2025_validation,anchor_flip_pullback,london_newyork_overlap,9,4,0.4444444444444444,75.77,127.42,-51.64999999999999,2.466989351403679,3.1125,0.3458333333333333,2.4509813062328094,19.950000000000003,0.1995,3.797994987468671,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0.7803333333333333,0.47459999999999997,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,USDJPY:6|EURJPY:1|EURUSD:1|GBPJPY:1,LONG:5|SHORT:4,london_newyork_overlap:9
full2025_validation,anchor_flip_pullback,new_york,4,1,0.25,-31.59,7.81,-39.4,0.1982233502538071,-1.3938,-0.34845,0.18261787473610133,39.4,0.394,-0.8017766497461929,1,0.25,0,0.0,3,0.75,0.531725,0.5153,0.5,0.25,0.0,0.0,0.0,EURUSD:2|AUDJPY:1|USDJPY:1,LONG:2|SHORT:2,new_york:4
full2025_validation,anchor_flip_pullback,tokyo,7,2,0.2857142857142857,-4.210000000000004,64.91,-69.12,0.9390914351851851,-0.2561999999999999,-0.03659999999999998,0.9104133156164768,69.12,0.6912,-0.060908564814814874,1,0.14285714285714285,2,0.2857142857142857,4,0.5714285714285714,0.5762999999999999,0.5579571428571428,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,USDJPY:6|GBPJPY:1,SHORT:5|LONG:2,tokyo:7
full2025_validation,anchor_range_blocked,london,64,13,0.203125,-280.0799999999999,291.3400000000001,-571.42,0.5098526477897171,-12.561100000000001,-0.19626718750000002,0.5073865931471554,318.34,3.1833999999999993,-0.8798140353081609,5,0.078125,8,0.125,51,0.796875,0.5805234375000001,0.5685796875000001,0.46875,0.328125,0.234375,0.109375,0.0,USDJPY:38|EURJPY:10|EURUSD:7|GBPUSD:4|GBPJPY:3|AUDJPY:2,SHORT:36|LONG:28,london:64
full2025_validation,anchor_range_blocked,london_newyork_overlap,100,16,0.16,-602.8900000000002,419.66999999999996,-1022.56,0.41041112501955873,-26.2857,-0.262857,0.41536014946453015,602.8900000000002,6.028900000000002,-1.0,13,0.13,14,0.14,73,0.73,0.5098260000000002,0.5847169999999998,0.41,0.24,0.19,0.11,0.0,USDJPY:50|EURUSD:19|GBPUSD:13|EURJPY:12|GBPJPY:6,SHORT:61|LONG:39,london_newyork_overlap:100
full2025_validation,anchor_range_blocked,new_york,55,11,0.2,-284.85999999999996,222.10999999999999,-506.9700000000001,0.4381127088387872,-12.470600000000001,-0.22673818181818184,0.44116869440523415,316.43999999999994,3.164399999999999,-0.9002022500316016,7,0.12727272727272726,6,0.10909090909090909,42,0.7636363636363637,0.4774363636363637,0.5352763636363636,0.32727272727272727,0.21818181818181817,0.12727272727272726,0.09090909090909091,0.0,USDJPY:29|EURUSD:10|AUDJPY:5|GBPJPY:5|GBPUSD:4|EURJPY:2,SHORT:31|LONG:24,new_york:55
full2025_validation,anchor_range_blocked,tokyo,31,11,0.3548387096774194,21.029999999999987,242.98,-221.95,1.0947510700608245,1.0082,0.03252258064516129,1.1042045642467337,61.92999999999999,0.6192999999999999,0.33957694170838026,2,0.06451612903225806,7,0.22580645161290322,22,0.7096774193548387,0.7513,0.5232483870967742,0.6129032258064516,0.45161290322580644,0.41935483870967744,0.1935483870967742,0.0,USDJPY:23|EURJPY:3|GBPJPY:3|AUDJPY:2,SHORT:16|LONG:15,tokyo:31
full2025_validation,anchor_range_light_only,london,65,16,0.24615384615384617,-201.38,355.43000000000006,-556.8100000000001,0.6383326448878432,-9.082300000000002,-0.13972769230769233,0.6344812598349145,239.64,2.3964,-0.8403438491069939,5,0.07692307692307693,10,0.15384615384615385,50,0.7692307692307693,0.6106769230769232,0.5642061538461539,0.5076923076923077,0.36923076923076925,0.26153846153846155,0.12307692307692308,0.0,USDJPY:40|EURJPY:9|EURUSD:8|GBPJPY:3|GBPUSD:3|AUDJPY:2,SHORT:38|LONG:27,london:65
full2025_validation,anchor_range_light_only,london_newyork_overlap,104,16,0.15384615384615385,-697.6000000000001,402.30999999999995,-1099.9099999999999,0.3657662899691793,-30.474300000000003,-0.2930221153846154,0.3702499013248306,697.6000000000001,6.976000000000002,-1.0,15,0.14423076923076922,13,0.125,76,0.7307692307692307,0.5054211538461539,0.5980730769230767,0.41346153846153844,0.23076923076923078,0.18269230769230768,0.09615384615384616,0.0,USDJPY:53|EURUSD:20|GBPUSD:13|EURJPY:12|GBPJPY:6,SHORT:63|LONG:41,london_newyork_overlap:104
full2025_validation,anchor_range_light_only,new_york,55,12,0.21818181818181817,-275.02,233.30000000000004,-508.3200000000001,0.4589628580421781,-12.1133,-0.2202418181818182,0.45981609318421013,306.59999999999997,3.066,-0.8969993476842792,8,0.14545454545454545,6,0.10909090909090909,41,0.7454545454545455,0.48305818181818194,0.5428145454545454,0.34545454545454546,0.21818181818181817,0.12727272727272726,0.09090909090909091,0.0,USDJPY:28|EURUSD:10|GBPJPY:6|AUDJPY:5|GBPUSD:4|EURJPY:2,SHORT:31|LONG:24,new_york:55
full2025_validation,anchor_range_light_only,tokyo,33,12,0.36363636363636365,39.300000000000004,272.81,-233.51,1.1683011434199821,1.8366000000000005,0.05565454545454547,1.180776613022294,60.120000000000005,0.6012000000000001,0.6536926147704591,2,0.06060606060606061,8,0.24242424242424243,23,0.696969696969697,0.7587272727272727,0.5191242424242425,0.6060606060606061,0.45454545454545453,0.42424242424242425,0.21212121212121213,0.0,USDJPY:24|EURJPY:4|GBPJPY:3|AUDJPY:2,SHORT:18|LONG:15,tokyo:33
full2025_validation,base,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0,USDJPY:44|EURJPY:8|EURUSD:7|GBPJPY:6|GBPUSD:4|AUDJPY:3,SHORT:43|LONG:29,london:72
full2025_validation,base,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0.5279307692307692,0.6044723076923078,0.4230769230769231,0.26153846153846155,0.2153846153846154,0.1076923076923077,0.0,USDJPY:69|EURUSD:26|GBPUSD:16|EURJPY:10|GBPJPY:7|AUDJPY:2,SHORT:78|LONG:52,london_newyork_overlap:130
full2025_validation,base,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0,USDJPY:41|EURUSD:11|AUDJPY:8|GBPJPY:6|EURJPY:5|GBPUSD:5,SHORT:39|LONG:37,new_york:76
full2025_validation,base,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025,USDJPY:30|EURJPY:4|GBPJPY:4|AUDJPY:2,SHORT:23|LONG:17,tokyo:40
