period_id,variant,anchor_break_quality_bucket,m15_anchor_break_direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_flip,weak,LONG,2,2,1.0,31.049999999999997,31.049999999999997,0,inf,1.4421,0.72105,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.9655,0.24064999999999998,1.0,0.5,0.5,0.5,0.0,EURUSD:1|USDJPY:1,LONG:2,new_york:2
full2025_validation,anchor_flip,weak,SHORT,4,1,0.25,1.4000000000000012,21.34,-19.939999999999998,1.0702106318956872,0.12809999999999996,0.03202499999999999,1.1523367820192651,15.079999999999998,0.1508,0.09283819628647225,0,0.0,0,0.0,4,1.0,0.716075,0.420075,0.75,0.5,0.25,0.0,0.0,EURJPY:2|USDJPY:2,SHORT:4,london_newyork_overlap:2|london:1|tokyo:1
full2025_validation,anchor_flip_pullback,normal,LONG,12,3,0.25,-26.669999999999998,72.14,-98.81,0.7300880477684445,-1.2032999999999996,-0.10027499999999996,0.7104876933811324,66.01,0.6601,-0.4040296924708377,1,0.08333333333333333,2,0.16666666666666666,9,0.75,0.5358833333333334,0.47549166666666665,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,0.0,USDJPY:9|EURUSD:2|EURJPY:1,LONG:12,london_newyork_overlap:5|london:4|new_york:2|tokyo:1
full2025_validation,anchor_flip_pullback,normal,SHORT,12,3,0.25,-58.90000000000001,95.74,-154.64000000000001,0.6191153647180547,-2.5976,-0.21646666666666667,0.6011301517105829,109.59,1.0959,-0.5374577972442742,3,0.25,3,0.25,6,0.5,0.5444083333333333,0.7102916666666667,0.5,0.25,0.25,0.16666666666666666,0.0,USDJPY:6|GBPJPY:3|EURUSD:2|AUDJPY:1,SHORT:12,tokyo:5|london:3|london_newyork_overlap:2|new_york:2
full2025_validation,anchor_flip_pullback,strong,LONG,1,1,1.0,32.26,32.26,0,inf,1.3048,1.3048,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3048,0.2995,1.0,1.0,1.0,1.0,0.0,USDJPY:1,LONG:1,tokyo:1
full2025_validation,anchor_flip_pullback,strong,SHORT,1,0,0.0,-13.34,0,-13.34,0.0,-0.5369,-0.5369,0.0,13.34,0.1334,-1.0,0,0.0,0,0.0,1,1.0,0.0649,0.557,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_flip_pullback,weak,SHORT,1,0,0.0,-11.75,0,-11.75,0.0,-0.4871,-0.4871,0.0,11.75,0.11750000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.6199,0.6384,1.0,0.0,0.0,0.0,0.0,EURJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_range_blocked,none,NONE,195,37,0.18974358974358974,-948.2900000000003,878.4399999999997,-1826.7300000000007,0.48088113733282933,-41.204999999999984,-0.21130769230769222,0.48713193423638623,954.0600000000003,9.540600000000003,-0.9939521623377985,22,0.11282051282051282,27,0.13846153846153847,146,0.7487179487179487,0.5495615384615384,0.5629020512820514,0.4256410256410256,0.2923076923076923,0.2205128205128205,0.11282051282051282,0.0,USDJPY:113|EURUSD:27|EURJPY:20|GBPUSD:16|GBPJPY:13|AUDJPY:6,SHORT:109|LONG:86,london_newyork_overlap:76|new_york:47|london:46|tokyo:26
full2025_validation,anchor_range_blocked,normal,LONG,15,3,0.2,-112.14999999999999,30.64,-142.79,0.21458085300091045,-5.1298,-0.3419866666666667,0.20923062693653555,129.68,1.2968,-0.8648210980876001,1,0.06666666666666667,0,0.0,14,0.9333333333333333,0.46180000000000004,0.5850133333333332,0.4,0.2,0.13333333333333333,0.0,0.0,EURUSD:7|USDJPY:6|AUDJPY:1|GBPUSD:1,LONG:11|SHORT:4,london_newyork_overlap:8|london:3|new_york:2|tokyo:2
full2025_validation,anchor_range_blocked,normal,SHORT,36,9,0.25,-120.61999999999999,216.15999999999997,-336.78000000000003,0.6418433398657876,-5.5464,-0.15406666666666669,0.6282249793882845,195.76999999999998,1.9576999999999998,-0.6161311743372325,4,0.1111111111111111,7,0.19444444444444445,25,0.6944444444444444,0.5672222222222223,0.5502999999999999,0.4444444444444444,0.25,0.19444444444444445,0.16666666666666666,0.0,USDJPY:20|EURJPY:5|GBPJPY:4|GBPUSD:3|AUDJPY:2|EURUSD:2,SHORT:28|LONG:8,london_newyork_overlap:14|london:13|new_york:6|tokyo:3
full2025_validation,anchor_range_blocked,weak,SHORT,4,2,0.5,34.26,50.86,-16.6,3.0638554216867466,1.5719999999999998,0.39299999999999996,3.2393162393162394,11.78,0.1178,2.9083191850594226,0,0.0,1,0.25,3,0.75,0.793475,0.54245,0.75,0.5,0.5,0.25,0.0,EURJPY:2|GBPUSD:1|USDJPY:1,SHORT:3|LONG:1,london:2|london_newyork_overlap:2
full2025_validation,anchor_range_light_only,none,NONE,199,40,0.20100502512562815,-953.8900000000003,925.1699999999997,-1879.0600000000004,0.49235788106819345,-41.50799999999999,-0.20858291457286426,0.49817989261910506,959.6600000000003,9.596600000000004,-0.9939874538899194,24,0.12060301507537688,28,0.1407035175879397,147,0.7386934673366834,0.5586256281407035,0.5699904522613064,0.44221105527638194,0.3015075376884422,0.22613065326633167,0.11055276381909548,0.0,USDJPY:117|EURUSD:29|EURJPY:19|GBPUSD:15|GBPJPY:13|AUDJPY:6,SHORT:112|LONG:87,london_newyork_overlap:80|london:47|new_york:45|tokyo:27
full2025_validation,anchor_range_light_only,normal,LONG,18,5,0.2777777777777778,-94.45,71.66,-166.10999999999999,0.43140087893564505,-4.3509,-0.2417166666666667,0.4188804744159955,123.17,1.2317,-0.7668263375822034,2,0.1111111111111111,1,0.05555555555555555,15,0.8333333333333334,0.5057555555555556,0.5805666666666666,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.0,EURUSD:7|USDJPY:7|AUDJPY:1|EURJPY:1|GBPJPY:1|GBPUSD:1,LONG:11|SHORT:7,london_newyork_overlap:8|new_york:4|london:3|tokyo:3
full2025_validation,anchor_range_light_only,normal,SHORT,36,9,0.25,-120.61999999999999,216.15999999999997,-336.78000000000003,0.6418433398657876,-5.5464,-0.15406666666666669,0.6282249793882845,195.76999999999998,1.9576999999999998,-0.6161311743372325,4,0.1111111111111111,7,0.19444444444444445,25,0.6944444444444444,0.5672222222222223,0.5502999999999999,0.4444444444444444,0.25,0.19444444444444445,0.16666666666666666,0.0,USDJPY:20|EURJPY:5|GBPJPY:4|GBPUSD:3|AUDJPY:2|EURUSD:2,SHORT:28|LONG:8,london_newyork_overlap:14|london:13|new_york:6|tokyo:3
full2025_validation,anchor_range_light_only,weak,SHORT,4,2,0.5,34.26,50.86,-16.6,3.0638554216867466,1.5719999999999998,0.39299999999999996,3.2393162393162394,11.78,0.1178,2.9083191850594226,0,0.0,1,0.25,3,0.75,0.793475,0.54245,0.75,0.5,0.5,0.25,0.0,EURJPY:2|GBPUSD:1|USDJPY:1,SHORT:3|LONG:1,london:2|london_newyork_overlap:2
full2025_validation,base,none,NONE,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,none,NONE,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_and_anchor,none,NONE,13,3,0.23076923076923078,-81.49000000000001,68.38,-149.87,0.45626209381463934,-3.3177999999999996,-0.25521538461538457,0.4605466400013008,112.56,1.1256,-0.7239694385216774,3,0.23076923076923078,2,0.15384615384615385,8,0.6153846153846154,0.6186,0.6500384615384616,0.6923076923076923,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.0,USDJPY:9|EURJPY:2|EURUSD:1|GBPJPY:1,SHORT:11|LONG:2,london_newyork_overlap:5|new_york:3|tokyo:3|london:2
full2025_validation,light_or_anchor_exhaustion,none,NONE,31,11,0.3548387096774194,17.13999999999998,284.40999999999997,-267.27000000000004,1.0641299060874767,0.9675000000000004,0.03120967741935485,1.0877002148315342,130.86,1.3086000000000002,0.13097967293290522,4,0.12903225806451613,8,0.25806451612903225,19,0.6129032258064516,0.7587612903225806,0.5138419354838709,0.6451612903225806,0.45161290322580644,0.3548387096774194,0.1935483870967742,0.0,USDJPY:18|EURUSD:7|EURJPY:4|GBPJPY:2,SHORT:23|LONG:8,london_newyork_overlap:12|london:8|new_york:8|tokyo:3
full2025_validation,light_or_anchor_exhaustion,normal,LONG,24,5,0.20833333333333334,-130.39000000000001,114.32999999999998,-244.72000000000003,0.46718698921216073,-5.543399999999998,-0.23097499999999993,0.4619782011588519,152.9,1.529,-0.8527795945062133,2,0.08333333333333333,3,0.125,19,0.7916666666666666,0.4945208333333333,0.5604916666666667,0.375,0.25,0.125,0.125,0.0,USDJPY:11|EURUSD:6|GBPUSD:3|EURJPY:2|AUDJPY:1|GBPJPY:1,LONG:20|SHORT:4,london_newyork_overlap:12|london:6|new_york:3|tokyo:3
full2025_validation,light_or_anchor_exhaustion,normal,SHORT,48,12,0.25,-160.81,315.64,-476.4499999999998,0.6624829467939974,-6.767000000000001,-0.14097916666666668,0.6597633879863846,312.11,3.1211,-0.5152350132965942,5,0.10416666666666667,10,0.20833333333333334,33,0.6875,0.646047916666667,0.5435479166666665,0.5208333333333334,0.375,0.25,0.1875,0.0,USDJPY:28|GBPJPY:7|EURJPY:5|AUDJPY:3|EURUSD:3|GBPUSD:2,SHORT:45|LONG:3,london_newyork_overlap:20|london:14|tokyo:9|new_york:5
full2025_validation,light_or_anchor_exhaustion,strong,LONG,1,1,1.0,32.26,32.26,0,inf,1.3048,1.3048,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3048,0.2995,1.0,1.0,1.0,1.0,0.0,USDJPY:1,LONG:1,tokyo:1
full2025_validation,light_or_anchor_exhaustion,weak,LONG,2,2,1.0,31.049999999999997,31.049999999999997,0,inf,1.4421,0.72105,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.9655,0.24064999999999998,1.0,0.5,0.5,0.5,0.0,EURUSD:1|USDJPY:1,LONG:2,new_york:2
full2025_validation,light_or_anchor_exhaustion,weak,SHORT,2,0,0.0,-15.079999999999998,0,-15.079999999999998,0.0,-0.626,-0.313,0.0,15.079999999999998,0.1508,-1.0,0,0.0,0,0.0,2,1.0,0.80765,0.4604,1.0,0.5,0.0,0.0,0.0,EURJPY:1|USDJPY:1,SHORT:2,london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_flip,none,NONE,31,11,0.3548387096774194,19.14,280.46,-261.32000000000005,1.0732435328333076,0.9675000000000004,0.03120967741935485,1.0877002148315342,126.31,1.2631,0.15153194521415564,4,0.12903225806451613,8,0.25806451612903225,19,0.6129032258064516,0.7587612903225806,0.5138419354838709,0.6451612903225806,0.45161290322580644,0.3548387096774194,0.1935483870967742,0.0,USDJPY:18|EURUSD:7|EURJPY:4|GBPJPY:2,SHORT:23|LONG:8,london_newyork_overlap:12|london:8|new_york:8|tokyo:3
full2025_validation,light_or_anchor_flip,normal,LONG,42,11,0.2619047619047619,-120.98000000000003,225.84,-346.8199999999998,0.651173519404879,-5.1960000000000015,-0.12371428571428575,0.6460707449815747,128.87,1.2887000000000002,-0.9387755102040819,1,0.023809523809523808,6,0.14285714285714285,35,0.8333333333333334,0.5076642857142857,0.5473142857142859,0.40476190476190477,0.21428571428571427,0.19047619047619047,0.14285714285714285,0.023809523809523808,USDJPY:24|EURUSD:8|GBPUSD:5|EURJPY:2|GBPJPY:2|AUDJPY:1,LONG:39|SHORT:3,london_newyork_overlap:20|london:9|tokyo:9|new_york:4
full2025_validation,light_or_anchor_flip,normal,SHORT,64,17,0.265625,-214.85999999999999,410.39,-625.25,0.6563614554178329,-9.123,-0.142546875,0.6557072662636144,316.33,3.1633,-0.6792273891189581,7,0.109375,13,0.203125,44,0.6875,0.6155359374999999,0.5579078124999999,0.515625,0.3125,0.21875,0.171875,0.0,USDJPY:38|GBPJPY:9|EURUSD:6|EURJPY:5|AUDJPY:4|GBPUSD:2,SHORT:62|LONG:2,london_newyork_overlap:28|london:19|tokyo:9|new_york:8
full2025_validation,light_or_anchor_flip,strong,LONG,1,1,1.0,30.56,30.56,0,inf,1.3048,1.3048,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3048,0.2995,1.0,1.0,1.0,1.0,0.0,USDJPY:1,LONG:1,tokyo:1
full2025_validation,light_or_anchor_flip,strong,SHORT,1,0,0.0,-11.67,0,-11.67,0.0,-0.5369,-0.5369,0.0,11.67,0.11670000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.0649,0.557,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light_or_anchor_flip,weak,LONG,2,2,1.0,31.049999999999997,31.049999999999997,0,inf,1.4421,0.72105,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.9655,0.24064999999999998,1.0,0.5,0.5,0.5,0.0,EURUSD:1|USDJPY:1,LONG:2,new_york:2
full2025_validation,light_or_anchor_flip,weak,SHORT,4,1,0.25,1.4000000000000012,21.34,-19.939999999999998,1.0702106318956872,0.12809999999999996,0.03202499999999999,1.1523367820192651,15.079999999999998,0.1508,0.09283819628647225,0,0.0,0,0.0,4,1.0,0.716075,0.420075,0.75,0.5,0.25,0.0,0.0,EURJPY:2|USDJPY:2,SHORT:4,london_newyork_overlap:2|london:1|tokyo:1
full2025_validation,light_or_anchor_m5pattern,none,NONE,31,11,0.3548387096774194,23.09000000000001,284.40999999999997,-261.32000000000005,1.0883590999540789,0.9675000000000004,0.03120967741935485,1.0877002148315342,126.31,1.2631,0.18280421185971032,4,0.12903225806451613,8,0.25806451612903225,19,0.6129032258064516,0.7587612903225806,0.5138419354838709,0.6451612903225806,0.45161290322580644,0.3548387096774194,0.1935483870967742,0.0,USDJPY:18|EURUSD:7|EURJPY:4|GBPJPY:2,SHORT:23|LONG:8,london_newyork_overlap:12|london:8|new_york:8|tokyo:3
full2025_validation,light_or_anchor_m5pattern,normal,LONG,42,11,0.2619047619047619,-120.98000000000003,225.84,-346.8199999999998,0.651173519404879,-5.1960000000000015,-0.12371428571428575,0.6460707449815747,128.87,1.2887000000000002,-0.9387755102040819,1,0.023809523809523808,6,0.14285714285714285,35,0.8333333333333334,0.5076642857142857,0.5473142857142859,0.40476190476190477,0.21428571428571427,0.19047619047619047,0.14285714285714285,0.023809523809523808,USDJPY:24|EURUSD:8|GBPUSD:5|EURJPY:2|GBPJPY:2|AUDJPY:1,LONG:39|SHORT:3,london_newyork_overlap:20|london:9|tokyo:9|new_york:4
full2025_validation,light_or_anchor_m5pattern,normal,SHORT,61,16,0.26229508196721313,-195.06000000000003,406.1600000000001,-601.2199999999999,0.6755596952862515,-8.2173,-0.13470983606557377,0.6767337015531323,296.53000000000003,2.9653,-0.6578086534246114,7,0.11475409836065574,13,0.21311475409836064,41,0.6721311475409836,0.6159114754098359,0.558039344262295,0.5081967213114754,0.29508196721311475,0.22950819672131148,0.18032786885245902,0.0,USDJPY:36|GBPJPY:9|EURUSD:6|AUDJPY:4|EURJPY:4|GBPUSD:2,SHORT:59|LONG:2,london_newyork_overlap:27|london:18|new_york:8|tokyo:8
full2025_validation,light_or_anchor_m5pattern,strong,LONG,1,1,1.0,30.56,30.56,0,inf,1.3048,1.3048,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3048,0.2995,1.0,1.0,1.0,1.0,0.0,USDJPY:1,LONG:1,tokyo:1
full2025_validation,light_or_anchor_m5pattern,strong,SHORT,1,0,0.0,-11.67,0,-11.67,0.0,-0.5369,-0.5369,0.0,11.67,0.11670000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.0649,0.557,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light_or_anchor_m5pattern,weak,LONG,2,2,1.0,31.049999999999997,31.049999999999997,0,inf,1.4421,0.72105,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.9655,0.24064999999999998,1.0,0.5,0.5,0.5,0.0,EURUSD:1|USDJPY:1,LONG:2,new_york:2
full2025_validation,light_or_anchor_m5pattern,weak,SHORT,4,1,0.25,1.4000000000000012,21.34,-19.939999999999998,1.0702106318956872,0.12809999999999996,0.03202499999999999,1.1523367820192651,15.079999999999998,0.1508,0.09283819628647225,0,0.0,0,0.0,4,1.0,0.716075,0.420075,0.75,0.5,0.25,0.0,0.0,EURJPY:2|USDJPY:2,SHORT:4,london_newyork_overlap:2|london:1|tokyo:1
full2025_validation,one_anchor_flip_pullback,normal,LONG,10,2,0.2,-24.930000000000003,64.33,-89.25999999999999,0.7207035626260363,-1.0746999999999998,-0.10746999999999998,0.7108145198180987,56.46000000000001,0.5646000000000001,-0.44155154091392135,1,0.1,2,0.2,7,0.7,0.5510200000000001,0.5078699999999999,0.4,0.2,0.2,0.2,0.0,USDJPY:8|EURJPY:1|EURUSD:1,LONG:10,london_newyork_overlap:5|london:4|new_york:1
full2025_validation,one_anchor_flip_pullback,normal,SHORT,10,3,0.3,-33.09,95.74,-128.82999999999998,0.7431498874485757,-1.5754000000000001,-0.15754,0.7130523478197516,83.78,0.8378,-0.3949629983289568,3,0.3,3,0.3,4,0.4,0.587,0.6929799999999999,0.5,0.3,0.3,0.2,0.0,USDJPY:5|EURUSD:2|GBPJPY:2|AUDJPY:1,SHORT:10,tokyo:4|london:2|london_newyork_overlap:2|new_york:2
full2025_validation,one_anchor_flip_pullback,strong,LONG,1,1,1.0,32.26,32.26,0,inf,1.3048,1.3048,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3048,0.2995,1.0,1.0,1.0,1.0,0.0,USDJPY:1,LONG:1,tokyo:1
full2025_validation,one_anchor_flip_pullback,strong,SHORT,1,0,0.0,-13.34,0,-13.34,0.0,-0.5369,-0.5369,0.0,13.34,0.1334,-1.0,0,0.0,0,0.0,1,1.0,0.0649,0.557,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,one_anchor_flip_pullback,weak,SHORT,1,0,0.0,-11.75,0,-11.75,0.0,-0.4871,-0.4871,0.0,11.75,0.11750000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.6199,0.6384,1.0,0.0,0.0,0.0,0.0,EURJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,one_light_anchor_diag,none,NONE,22,9,0.4090909090909091,49.68000000000001,227.23000000000002,-177.54999999999998,1.2798085046465786,2.0828000000000007,0.0946727272727273,1.2861224826221935,77.41,0.7741,0.641777548120398,2,0.09090909090909091,6,0.2727272727272727,14,0.6363636363636364,0.7768818181818182,0.5270499999999999,0.6363636363636364,0.45454545454545453,0.4090909090909091,0.18181818181818182,0.0,USDJPY:12|EURUSD:5|EURJPY:3|GBPJPY:2,SHORT:14|LONG:8,london_newyork_overlap:9|new_york:7|london:4|tokyo:2
full2025_validation,one_light_anchor_diag,normal,LONG,6,4,0.6666666666666666,81.16999999999999,109.55,-28.38,3.860112755461593,3.2231,0.5371833333333333,3.7146466773351303,23.7,0.23700000000000002,3.424894514767932,1,0.16666666666666666,3,0.5,2,0.3333333333333333,0.8156666666666667,0.5043000000000001,0.6666666666666666,0.5,0.5,0.5,0.0,EURUSD:2|USDJPY:2|EURJPY:1|GBPJPY:1,LONG:3|SHORT:3,london_newyork_overlap:3|london:1|new_york:1|tokyo:1
full2025_validation,one_light_anchor_diag,normal,SHORT,7,3,0.42857142857142855,53.079999999999984,95.66999999999999,-42.59,2.246301948814275,2.1579000000000006,0.30827142857142864,2.228942422689219,30.200000000000003,0.302,1.7576158940397344,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,0.8601857142857143,0.5030285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,USDJPY:6|GBPJPY:1,SHORT:6|LONG:1,london:2|london_newyork_overlap:2|tokyo:2|new_york:1
full2025_validation,one_light_or_anchor,none,NONE,19,9,0.47368421052631576,92.91,223.88,-130.97,1.7093990990303123,3.9587000000000003,0.20835263157894737,1.7326177477560836,38.230000000000004,0.38230000000000003,2.4302903478943234,2,0.10526315789473684,6,0.3157894736842105,11,0.5789473684210527,0.8405789473684211,0.48911052631578944,0.6842105263157895,0.5263157894736842,0.47368421052631576,0.21052631578947367,0.0,USDJPY:12|EURUSD:5|EURJPY:2,SHORT:13|LONG:6,london_newyork_overlap:8|new_york:5|london:4|tokyo:2
