period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag,GBPUSD,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0.51998,0.6232479999999999,0.44,0.32,0.2,0.08,0.0,GBPUSD:25,SHORT:16|LONG:9,london_newyork_overlap:16|new_york:5|london:4
full2025_validation,anchor_diag,USDJPY,184,44,0.2391304347826087,-586.6500000000002,968.4999999999997,-1555.1499999999999,0.6227695077645241,-25.84859999999999,-0.1404815217391304,0.6239749671596717,621.7200000000001,6.217200000000001,-0.9435919706620345,17,0.09239130434782608,29,0.15760869565217392,138,0.75,0.604566847826087,0.5608668478260871,0.5108695652173914,0.30978260869565216,0.2391304347826087,0.11956521739130435,0.005434782608695652,USDJPY:184,SHORT:100|LONG:84,london_newyork_overlap:69|london:44|new_york:41|tokyo:30
full2025_validation,anchor_flip,AUDJPY,5,1,0.2,-23.960000000000004,31.51,-55.470000000000006,0.5680548043987741,-0.9759999999999999,-0.19519999999999998,0.5723612145642554,37.870000000000005,0.37870000000000004,-0.6326907842619488,0,0.0,1,0.2,4,0.8,0.65588,0.56782,0.6,0.4,0.2,0.2,0.0,AUDJPY:5,SHORT:4|LONG:1,new_york:3|london_newyork_overlap:1|tokyo:1
full2025_validation,anchor_flip,EURJPY,10,3,0.3,-48.56,44.56999999999999,-93.13000000000001,0.4785783313647588,-2.1289000000000002,-0.21289000000000002,0.4628059550845319,59.18000000000001,0.5918000000000001,-0.8205474822575194,1,0.1,1,0.1,8,0.8,0.5093099999999999,0.5625300000000001,0.4,0.3,0.1,0.1,0.0,EURJPY:10,SHORT:7|LONG:3,london:4|london_newyork_overlap:4|tokyo:2
full2025_validation,anchor_flip,EURUSD,18,5,0.2777777777777778,-69.71,95.41,-165.12,0.5778221899224806,-2.9534,-0.16407777777777777,0.5814757606246546,110.66,1.1066,-0.6299475872040484,2,0.1111111111111111,2,0.1111111111111111,14,0.7777777777777778,0.5321388888888888,0.4998166666666666,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.0,EURUSD:18,SHORT:10|LONG:8,london_newyork_overlap:11|london:4|new_york:3
full2025_validation,anchor_flip,GBPJPY,10,3,0.3,-5.66,92.72,-98.38,0.9424679812970116,-0.16949999999999998,-0.01695,0.9586736559795197,78.19,0.7818999999999999,-0.07238777337255405,1,0.1,3,0.3,6,0.6,0.6551899999999999,0.56224,0.6,0.3,0.3,0.3,0.0,GBPJPY:10,SHORT:9|LONG:1,london:4|london_newyork_overlap:4|new_york:1|tokyo:1
full2025_validation,anchor_flip,GBPUSD,7,3,0.42857142857142855,53.16,93.97,-40.81,2.3026219063954914,2.1385000000000005,0.30550000000000005,2.2085334840350384,21.07,0.2107,2.523018509729473,0,0.0,3,0.42857142857142855,4,0.5714285714285714,0.7854142857142857,0.4329,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.0,GBPUSD:7,LONG:5|SHORT:2,london_newyork_overlap:5|london:2
full2025_validation,anchor_flip,USDJPY,72,20,0.2777777777777778,-155.18,448.72,-603.8999999999997,0.7430369266434844,-6.512100000000003,-0.09044583333333338,0.7449046345008054,192.08999999999997,1.9208999999999996,-0.8078504867510022,4,0.05555555555555555,13,0.18055555555555555,55,0.7638888888888888,0.6107402777777777,0.5452569444444443,0.5,0.3055555555555556,0.25,0.16666666666666666,0.013888888888888888,USDJPY:72,SHORT:45|LONG:27,london_newyork_overlap:28|london:19|tokyo:18|new_york:7
full2025_validation,anchor_flip_pullback,AUDJPY,1,0,0.0,-9.8,0,-9.8,0.0,-0.4169,-0.4169,0.0,9.8,0.098,-1.0,0,0.0,0,0.0,1,1.0,0.2278,0.5877,0.0,0.0,0.0,0.0,0.0,AUDJPY:1,SHORT:1,new_york:1
full2025_validation,anchor_flip_pullback,EURJPY,2,0,0.0,-23.89,0,-23.89,0.0,-1.0382,-0.5191,0.0,23.89,0.2389,-1.0,0,0.0,0,0.0,2,1.0,0.42910000000000004,0.6745,0.5,0.0,0.0,0.0,0.0,EURJPY:2,LONG:1|SHORT:1,london:1|london_newyork_overlap:1
full2025_validation,anchor_flip_pullback,EURUSD,4,1,0.25,-56.93,7.81,-64.74000000000001,0.12063639172072904,-2.4598,-0.61495,0.11237009237875288,64.74,0.6474,-0.879363608279271,2,0.5,0,0.0,2,0.5,0.5456749999999999,0.7799499999999999,0.75,0.25,0.0,0.0,0.0,EURUSD:4,LONG:2|SHORT:2,new_york:2|london:1|london_newyork_overlap:1
full2025_validation,anchor_flip_pullback,GBPJPY,3,1,0.3333333333333333,2.6900000000000013,31.3,-28.61,1.0940230688570431,0.12159999999999993,0.04053333333333331,1.102056231640789,28.61,0.28609999999999997,0.09402306885704304,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.6739999999999999,0.5957333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,GBPJPY:3,SHORT:3,london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,anchor_flip_pullback,USDJPY,17,5,0.29411764705882354,9.53,161.02999999999997,-151.5,1.0629042904290427,0.2731999999999999,0.01607058823529411,1.0435385424468917,113.5,1.135,0.08396475770925109,2,0.11764705882352941,5,0.29411764705882354,10,0.5882352941176471,0.5683764705882351,0.5223882352941176,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.0,USDJPY:17,LONG:10|SHORT:7,london_newyork_overlap:6|tokyo:6|london:4|new_york:1
full2025_validation,anchor_range_blocked,AUDJPY,9,3,0.3333333333333333,-40.239999999999995,48.489999999999995,-88.72999999999999,0.5464893497126113,-1.697,-0.18855555555555556,0.5611585208171709,46.89,0.46890000000000004,-0.8581787161441671,2,0.2222222222222222,1,0.1111111111111111,6,0.6666666666666666,0.6155777777777778,0.6556777777777777,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,AUDJPY:9,SHORT:8|LONG:1,new_york:5|london:2|tokyo:2
full2025_validation,anchor_range_blocked,EURJPY,27,5,0.18518518518518517,-130.24,116.02,-246.26000000000002,0.4711280760172175,-5.732399999999999,-0.2123111111111111,0.4751895118467792,164.08,1.6408000000000003,-0.7937591418820088,2,0.07407407407407407,3,0.1111111111111111,22,0.8148148148148148,0.5232037037037036,0.5581370370370369,0.37037037037037035,0.2962962962962963,0.18518518518518517,0.1111111111111111,0.0,EURJPY:27,SHORT:16|LONG:11,london_newyork_overlap:12|london:10|tokyo:3|new_york:2
full2025_validation,anchor_range_blocked,EURUSD,36,7,0.19444444444444445,-204.43999999999994,159.21,-363.6499999999999,0.43781108208442193,-9.067899999999998,-0.25188611111111103,0.43765658720512,230.79999999999995,2.308,-0.8857885615251299,5,0.1388888888888889,5,0.1388888888888889,26,0.7222222222222222,0.5085361111111111,0.5773138888888888,0.3888888888888889,0.2222222222222222,0.19444444444444445,0.1111111111111111,0.0,EURUSD:36,SHORT:21|LONG:15,london_newyork_overlap:19|new_york:10|london:7
full2025_validation,anchor_range_blocked,GBPJPY,17,4,0.23529411764705882,-9.739999999999998,112.39,-122.13,0.9202489150904773,-0.18530000000000021,-0.010900000000000012,0.9657321448385546,55.9,0.5589999999999999,-0.17423971377459746,0,0.0,4,0.23529411764705882,13,0.7647058823529411,0.6448470588235294,0.5022705882352942,0.5294117647058824,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.0,GBPJPY:17,SHORT:10|LONG:7,london_newyork_overlap:6|new_york:5|london:3|tokyo:3
full2025_validation,anchor_range_blocked,GBPUSD,21,4,0.19047619047619047,-121.96,68.48,-190.44000000000003,0.35958832178113836,-5.654400000000002,-0.2692571428571429,0.3483462026045869,122.9,1.229,-0.9923515052888526,2,0.09523809523809523,2,0.09523809523809523,17,0.8095238095238095,0.4946285714285714,0.547404761904762,0.42857142857142855,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.0,GBPUSD:21,SHORT:13|LONG:8,london_newyork_overlap:13|london:4|new_york:4
full2025_validation,anchor_range_blocked,USDJPY,140,28,0.2,-640.1800000000003,671.5099999999999,-1311.6899999999998,0.511942608390702,-27.97219999999999,-0.1998014285714285,0.5131095008415913,640.1800000000003,6.401800000000003,-1.0,16,0.11428571428571428,20,0.14285714285714285,104,0.7428571428571429,0.5597271428571429,0.5623821428571427,0.44285714285714284,0.29285714285714287,0.22857142857142856,0.12142857142857143,0.0,USDJPY:140,SHORT:76|LONG:64,london_newyork_overlap:50|london:38|new_york:29|tokyo:23
full2025_validation,anchor_range_light_only,AUDJPY,9,3,0.3333333333333333,-40.25999999999999,48.489999999999995,-88.75,0.5463661971830985,-1.697,-0.18855555555555556,0.5611585208171709,46.91,0.46909999999999996,-0.8582391814112128,2,0.2222222222222222,1,0.1111111111111111,6,0.6666666666666666,0.6155777777777778,0.6556777777777777,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,AUDJPY:9,SHORT:8|LONG:1,new_york:5|london:2|tokyo:2
full2025_validation,anchor_range_light_only,EURJPY,27,6,0.2222222222222222,-93.36999999999998,145.85,-239.22,0.609689825265446,-4.1213,-0.15264074074074074,0.6120910357290765,127.20999999999998,1.2720999999999998,-0.7339831774231584,2,0.07407407407407407,4,0.14814814814814814,21,0.7777777777777778,0.554348148148148,0.5510962962962961,0.4074074074074074,0.3333333333333333,0.2222222222222222,0.14814814814814814,0.0,EURJPY:27,SHORT:17|LONG:10,london_newyork_overlap:12|london:9|tokyo:4|new_york:2
full2025_validation,anchor_range_light_only,EURUSD,38,8,0.21052631578947367,-212.97999999999993,172.57000000000002,-385.54999999999995,0.4475943457398523,-9.5063,-0.2501657894736842,0.4448940742297901,221.97999999999996,2.2197999999999993,-0.959455806829444,6,0.15789473684210525,5,0.13157894736842105,27,0.7105263157894737,0.5139184210526316,0.5827657894736842,0.39473684210526316,0.23684210526315788,0.21052631578947367,0.10526315789473684,0.0,EURUSD:38,SHORT:21|LONG:17,london_newyork_overlap:20|new_york:10|london:8
full2025_validation,anchor_range_light_only,GBPJPY,18,5,0.2777777777777778,4.200000000000006,123.58,-119.38,1.0351817724912047,0.3879999999999999,0.02155555555555555,1.0732034035809295,45.73,0.4573,0.0918434288213428,0,0.0,4,0.2222222222222222,14,0.7777777777777778,0.6537888888888888,0.4913222222222222,0.5555555555555556,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.0,GBPJPY:18,SHORT:10|LONG:8,london_newyork_overlap:6|new_york:6|london:3|tokyo:3
full2025_validation,anchor_range_light_only,GBPUSD,20,4,0.2,-111.25000000000001,68.48,-179.73000000000002,0.38101596839704,-5.176500000000001,-0.258825,0.3686502177068215,112.19000000000001,1.1219000000000001,-0.9916213566271503,2,0.1,2,0.1,16,0.8,0.5049,0.5362199999999999,0.45,0.2,0.15,0.05,0.0,GBPUSD:20,SHORT:13|LONG:7,london_newyork_overlap:13|new_york:4|london:3
full2025_validation,anchor_range_light_only,USDJPY,145,30,0.20689655172413793,-681.0400000000002,704.8799999999999,-1385.9199999999998,0.5086007850380974,-29.7202,-0.20496689655172412,0.5104296560346716,681.0400000000002,6.810400000000002,-1.0,18,0.12413793103448276,21,0.14482758620689656,106,0.7310344827586207,0.5652503448275862,0.5749303448275862,0.45517241379310347,0.296551724137931,0.22758620689655173,0.11724137931034483,0.0,USDJPY:145,SHORT:81|LONG:64,london_newyork_overlap:53|london:40|new_york:28|tokyo:24
full2025_validation,base,AUDJPY,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.6967200000000001,0.6147400000000001,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.0,AUDJPY:15,SHORT:10|LONG:5,new_york:8|london:3|london_newyork_overlap:2|tokyo:2
full2025_validation,base,EURJPY,27,7,0.25925925925925924,-81.27999999999999,175.51999999999998,-256.8,0.6834890965732087,-3.567300000000001,-0.13212222222222225,0.6859328778701226,152.48,1.5248,-0.5330535152151101,4,0.14814814814814814,5,0.18518518518518517,18,0.6666666666666666,0.6016259259259259,0.578048148148148,0.48148148148148145,0.37037037037037035,0.25925925925925924,0.14814814814814814,0.0,EURJPY:27,SHORT:17|LONG:10,london_newyork_overlap:10|london:8|new_york:5|tokyo:4
full2025_validation,base,EURUSD,44,9,0.20454545454545456,-292.12,143.26000000000002,-435.37999999999994,0.3290458909458405,-13.063699999999999,-0.2969022727272727,0.3289723754635765,301.12,3.0112,-0.9701115834218916,5,0.11363636363636363,4,0.09090909090909091,35,0.7954545454545454,0.49610454545454535,0.5924159090909091,0.38636363636363635,0.20454545454545456,0.18181818181818182,0.06818181818181818,0.0,EURUSD:44,SHORT:26|LONG:18,london_newyork_overlap:26|new_york:11|london:7
full2025_validation,base,GBPJPY,23,8,0.34782608695652173,8.399999999999999,160.48,-152.07999999999998,1.055234087322462,0.8679999999999999,0.0377391304347826,1.1316927371758887,73.23,0.7323000000000001,0.11470708725931993,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086,0.7437956521739129,0.5020695652173913,0.6521739130434783,0.43478260869565216,0.391304347826087,0.21739130434782608,0.0,GBPJPY:23,SHORT:14|LONG:9,london_newyork_overlap:7|london:6|new_york:6|tokyo:4
full2025_validation,base,GBPUSD,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0.51998,0.6232479999999999,0.44,0.32,0.2,0.08,0.0,GBPUSD:25,SHORT:16|LONG:9,london_newyork_overlap:16|new_york:5|london:4
full2025_validation,base,USDJPY,184,44,0.2391304347826087,-586.6500000000002,968.4999999999997,-1555.1499999999999,0.6227695077645241,-25.84859999999999,-0.1404815217391304,0.6239749671596717,621.7200000000001,6.217200000000001,-0.9435919706620345,17,0.09239130434782608,29,0.15760869565217392,138,0.75,0.604566847826087,0.5608668478260871,0.5108695652173914,0.30978260869565216,0.2391304347826087,0.11956521739130435,0.005434782608695652,USDJPY:184,SHORT:100|LONG:84,london_newyork_overlap:69|london:44|new_york:41|tokyo:30
full2025_validation,light,EURJPY,6,2,0.3333333333333333,4.899999999999999,65.66,-60.760000000000005,1.0806451612903225,0.15629999999999988,0.02604999999999998,1.0636167528185927,60.76,0.6076,0.08064516129032256,1,0.16666666666666666,2,0.3333333333333333,3,0.5,0.6624666666666666,0.5585,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,EURJPY:6,SHORT:5|LONG:1,london:2|new_york:2|london_newyork_overlap:1|tokyo:1
full2025_validation,light,EURUSD,9,5,0.5555555555555556,77.29,140.73,-63.440000000000005,2.2183165195460273,3.1967,0.3551888888888889,2.1973107607026487,30.830000000000005,0.3083000000000001,2.506973726889393,2,0.2222222222222222,4,0.4444444444444444,3,0.3333333333333333,0.9307888888888889,0.4690888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0,EURUSD:9,SHORT:6|LONG:3,london_newyork_overlap:6|new_york:2|london:1
full2025_validation,light,GBPJPY,4,1,0.25,-24.560000000000002,11.0,-35.56,0.3093363329583802,-1.0267000000000002,-0.25667500000000004,0.31227811641771047,26.16,0.2616,-0.9388379204892967,0,0.0,0,0.0,4,1.0,0.396575,0.52325,0.5,0.0,0.0,0.0,0.0,GBPJPY:4,LONG:3|SHORT:1,new_york:3|london_newyork_overlap:1
full2025_validation,light,USDJPY,31,11,0.3548387096774194,76.66000000000001,310.97,-234.31,1.3271734027570314,3.167300000000001,0.10217096774193551,1.3330214072422928,82.27000000000001,0.8227000000000002,0.9318098942506382,4,0.12903225806451613,9,0.2903225806451613,18,0.5806451612903226,0.8092967741935484,0.500690322580645,0.6774193548387096,0.5161290322580645,0.3870967741935484,0.1935483870967742,0.0,USDJPY:31,SHORT:24|LONG:7,london_newyork_overlap:11|london:10|tokyo:6|new_york:4
full2025_validation,light_and_anchor,EURJPY,2,0,0.0,-28.03,0,-28.03,0.0,-1.1596,-0.5798,0.0,28.03,0.2803,-1.0,0,0.0,0,0.0,2,1.0,0.46065,0.792,0.5,0.0,0.0,0.0,0.0,EURJPY:2,SHORT:2,london_newyork_overlap:1|new_york:1
full2025_validation,light_and_anchor,EURUSD,1,0,0.0,-24.09,0,-24.09,0.0,-1.0,-1.0,0.0,24.09,0.2409,-1.0,1,1.0,0,0.0,0,0.0,0.0594,1.0,0.0,0.0,0.0,0.0,0.0,EURUSD:1,LONG:1,london_newyork_overlap:1
full2025_validation,light_and_anchor,GBPJPY,1,0,0.0,-7.06,0,-7.06,0.0,-0.2879,-0.2879,0.0,7.06,0.0706,-1.0,0,0.0,0,0.0,1,1.0,0.0633,0.4645,0.0,0.0,0.0,0.0,0.0,GBPJPY:1,SHORT:1,tokyo:1
full2025_validation,light_and_anchor,USDJPY,9,3,0.3333333333333333,-22.310000000000002,68.38,-90.69,0.7539971330907487,-0.8703000000000002,-0.09670000000000002,0.7649616506427568,53.38,0.5337999999999999,-0.41794679655301614,2,0.2222222222222222,2,0.2222222222222222,5,0.5555555555555556,0.7775333333333335,0.6002222222222223,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,USDJPY:9,SHORT:8|LONG:1,london_newyork_overlap:3|london:2|new_york:2|tokyo:2
full2025_validation,light_or_anchor_exhaustion,AUDJPY,4,1,0.25,-6.210000000000004,31.66,-37.870000000000005,0.8360179561658304,-0.25929999999999986,-0.06482499999999997,0.8343765968318856,37.870000000000005,0.37870000000000004,-0.16398204383416962,0,0.0,1,0.25,3,0.75,0.686925,0.5206,0.5,0.5,0.25,0.25,0.0,AUDJPY:4,SHORT:3|LONG:1,new_york:2|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_exhaustion,EURJPY,12,2,0.16666666666666666,-85.19,61.11,-146.29999999999998,0.4177033492822967,-3.5265,-0.293875,0.425623401794876,110.92999999999999,1.1093,-0.7679617776976472,2,0.16666666666666666,2,0.16666666666666666,8,0.6666666666666666,0.5109166666666666,0.6075416666666668,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,EURJPY:12,SHORT:10|LONG:2,london:4|london_newyork_overlap:4|new_york:2|tokyo:2
full2025_validation,light_or_anchor_exhaustion,EURUSD,17,6,0.35294117647058826,-12.490000000000002,142.69,-155.18,0.9195128238175022,-0.5268999999999996,-0.0309941176470588,0.9192255216078244,109.69,1.0969,-0.11386635062448722,3,0.17647058823529413,4,0.23529411764705882,10,0.5882352941176471,0.6402470588235293,0.5176647058823529,0.47058823529411764,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.0,EURUSD:17,SHORT:9|LONG:8,london_newyork_overlap:11|london:3|new_york:3
full2025_validation,light_or_anchor_exhaustion,GBPJPY,10,3,0.3,-11.25,72.47,-83.72,0.8656235069278547,-0.40010000000000007,-0.040010000000000004,0.8852002754504764,36.91,0.3691,-0.3047954483879708,0,0.0,2,0.2,8,0.8,0.57079,0.48353,0.5,0.2,0.2,0.2,0.0,GBPJPY:10,SHORT:7|LONG:3,new_york:4|london:3|london_newyork_overlap:3
full2025_validation,light_or_anchor_exhaustion,GBPUSD,5,2,0.4,27.710000000000004,63.17,-35.46,1.781443880428652,1.0876000000000001,0.21752000000000002,1.719835859421537,15.72,0.1572,1.7627226463104329,0,0.0,2,0.4,3,0.6,0.86934,0.48860000000000003,0.8,0.8,0.4,0.2,0.0,GBPUSD:5,LONG:3|SHORT:2,london_newyork_overlap:3|london:2
full2025_validation,light_or_anchor_exhaustion,USDJPY,60,17,0.2833333333333333,-138.4,406.59,-544.9899999999998,0.7460503862456195,-5.596800000000003,-0.09328000000000004,0.7526363708686546,219.84,2.1984,-0.6295487627365357,6,0.1,12,0.2,42,0.7,0.6905666666666666,0.5286883333333333,0.5833333333333334,0.4166666666666667,0.25,0.16666666666666666,0.0,USDJPY:60,SHORT:43|LONG:17,london_newyork_overlap:23|london:16|tokyo:14|new_york:7
full2025_validation,light_or_anchor_flip,AUDJPY,5,1,0.2,-23.800000000000004,31.66,-55.46000000000001,0.5708618824377929,-0.9759999999999999,-0.19519999999999998,0.5723612145642554,37.870000000000005,0.37870000000000004,-0.6284658040665435,0,0.0,1,0.2,4,0.8,0.65588,0.56782,0.6,0.4,0.2,0.2,0.0,AUDJPY:5,SHORT:4|LONG:1,new_york:3|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_flip,EURJPY,13,3,0.23076923076923078,-81.17,62.97,-144.14000000000001,0.436866934924379,-3.3608000000000002,-0.25852307692307697,0.4537416292828814,92.82,0.9281999999999999,-0.8744882568411981,2,0.15384615384615385,2,0.15384615384615385,9,0.6923076923076923,0.4937307692307692,0.627623076923077,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.0,EURJPY:13,SHORT:11|LONG:2,london_newyork_overlap:5|london:4|new_york:2|tokyo:2
full2025_validation,light_or_anchor_flip,EURUSD,22,6,0.2727272727272727,-87.58999999999999,117.36999999999999,-204.95999999999998,0.5726483216237315,-3.6969,-0.16804090909090907,0.5760338539874766,116.83,1.1683000000000001,-0.7497218180261919,3,0.13636363636363635,3,0.13636363636363635,16,0.7272727272727273,0.5398045454545455,0.5035,0.4090909090909091,0.22727272727272727,0.22727272727272727,0.13636363636363635,0.0,EURUSD:22,SHORT:12|LONG:10,london_newyork_overlap:14|london:4|new_york:4
full2025_validation,light_or_anchor_flip,GBPJPY,13,4,0.3076923076923077,-20.22,103.75,-123.97000000000001,0.8368960232314269,-0.8584,-0.06603076923076924,0.8367005288589583,78.72,0.7872,-0.25685975609756095,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.5830538461538463,0.5353461538461539,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,GBPJPY:13,SHORT:9|LONG:4,london_newyork_overlap:5|london:4|new_york:4
