period_id,variant,m15_anchor_bias_state,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_aligned,long_bias,mfe_ge_1r,mfe_ge_1_3r,17,17,1.0,514.77,514.77,0,inf,22.3691,1.3158294117647058,inf,0.0,0.0,inf,0,0.0,17,1.0,0,0.0,1.3158294117647058,0.4028588235294117,1.0,1.0,1.0,1.0,0.0,USDJPY:10|AUDJPY:2|EURJPY:2|EURUSD:2|GBPUSD:1,LONG:17,new_york:6|london_newyork_overlap:5|london:3|tokyo:3
full2025_validation,anchor_aligned,long_bias,mfe_ge_1r,mfe_lt_1_3r,10,5,0.5,-3.1000000000000014,69.35,-72.45,0.9572118702553484,-0.06830000000000047,-0.006830000000000047,0.977966320407768,57.57,0.5757,-0.05384749001215913,1,0.1,1,0.1,8,0.8,1.12032,0.64483,1.0,1.0,1.0,0.0,0.0,USDJPY:5|EURJPY:2|EURUSD:2|GBPUSD:1,LONG:10,london_newyork_overlap:5|london:3|tokyo:2
full2025_validation,anchor_aligned,long_bias,mfe_lt_1r,mfe_lt_1_3r,71,5,0.07042253521126761,-690.2900000000002,14.54,-704.8300000000002,0.02062908786515897,-29.934400000000004,-0.42161126760563383,0.020785219399538105,690.2900000000002,6.9029000000000025,-1.0,5,0.07042253521126761,0,0.0,66,0.9295774647887324,0.3264309859154929,0.5752816901408448,0.28169014084507044,0.014084507042253521,0.0,0.0,0.0,USDJPY:43|EURUSD:12|GBPUSD:6|EURJPY:5|GBPJPY:4|AUDJPY:1,LONG:71,london_newyork_overlap:25|new_york:18|tokyo:15|london:13
full2025_validation,anchor_aligned,short_bias,mfe_ge_1r,mfe_ge_1_3r,16,16,1.0,488.77000000000004,488.77000000000004,0,inf,21.215100000000003,1.3259437500000002,inf,0.0,0.0,inf,0,0.0,16,1.0,0,0.0,1.3286250000000002,0.43709999999999993,1.0,1.0,1.0,1.0,0.0,USDJPY:9|GBPJPY:3|EURJPY:2|AUDJPY:1|EURUSD:1,SHORT:16,london_newyork_overlap:8|tokyo:6|london:2
full2025_validation,anchor_aligned,short_bias,mfe_ge_1r,mfe_lt_1_3r,18,7,0.3888888888888889,85.58999999999999,152.48,-66.89,2.2795634624009566,3.693599999999999,0.20519999999999994,2.254406520631686,23.17,0.23170000000000002,3.6940008631851526,1,0.05555555555555555,4,0.2222222222222222,13,0.7222222222222222,1.1511777777777779,0.4268,1.0,1.0,1.0,0.0,0.0,USDJPY:9|GBPJPY:3|GBPUSD:3|EURUSD:2|EURJPY:1,SHORT:18,london:6|london_newyork_overlap:6|tokyo:5|new_york:1
full2025_validation,anchor_aligned,short_bias,mfe_lt_1r,mfe_lt_1_3r,90,4,0.044444444444444446,-1088.6200000000006,50.44,-1139.0600000000004,0.04428212736818076,-46.730099999999986,-0.5192233333333331,0.04551999950979091,1095.4300000000005,10.954300000000005,-0.9937832631934492,19,0.2111111111111111,0,0.0,71,0.7888888888888889,0.4561311111111114,0.6281155555555554,0.4222222222222222,0.13333333333333333,0.0,0.0,0.0,USDJPY:47|EURUSD:13|GBPUSD:11|EURJPY:10|AUDJPY:5|GBPJPY:4,SHORT:90,london_newyork_overlap:38|new_york:28|london:16|tokyo:8
full2025_validation,anchor_diag,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,7,7,1.0,208.82000000000002,208.82000000000002,0,inf,9.1401,1.3057285714285716,inf,0.0,0.0,inf,0,0.0,7,1.0,0,0.0,1.3057285714285716,0.5254428571428571,1.0,1.0,1.0,1.0,0.0,USDJPY:3|AUDJPY:1|EURJPY:1|GBPJPY:1|GBPUSD:1,SHORT:6|LONG:1,london:5|london_newyork_overlap:1|new_york:1
full2025_validation,anchor_diag,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,3,3,1.0,51.45,51.45,0,inf,2.3459000000000003,0.7819666666666668,inf,0.0,0.0,inf,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.1403666666666668,0.42086666666666667,1.0,1.0,1.0,0.0,0.0,USDJPY:3,SHORT:3,london:2|london_newyork_overlap:1
full2025_validation,anchor_diag,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,42,1,0.023809523809523808,-495.59999999999997,1.92,-497.52,0.003859141341051616,-22.029799999999998,-0.5245190476190476,0.003798533042715409,495.59999999999997,4.956,-1.0,5,0.11904761904761904,0,0.0,37,0.8809523809523809,0.39540714285714285,0.6022238095238094,0.35714285714285715,0.09523809523809523,0.0,0.0,0.0,USDJPY:25|EURJPY:5|AUDJPY:4|EURUSD:4|GBPJPY:3|GBPUSD:1,SHORT:30|LONG:12,london_newyork_overlap:19|london:9|new_york:8|tokyo:6
full2025_validation,anchor_diag,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,59.1,59.1,0,inf,2.7481999999999998,0.9160666666666666,inf,0.0,0.0,inf,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.4198666666666666,0.7254999999999999,1.0,1.0,1.0,1.0,0.3333333333333333,USDJPY:2|GBPJPY:1,LONG:2|SHORT:1,london:1|new_york:1|tokyo:1
full2025_validation,anchor_diag,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,1,0,0.0,-19.49,0,-19.49,0.0,-0.8774,-0.8774,0.0,19.49,0.1949,-1.0,0,0.0,0,0.0,1,1.0,1.2264,0.8774,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_diag,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,21,5,0.23809523809523808,-126.33,48.91,-175.23999999999995,0.27910294453321166,-5.749499999999999,-0.27378571428571424,0.2772015840090514,154.6,1.546,-0.8171410090556275,1,0.047619047619047616,0,0.0,20,0.9523809523809523,0.3893952380952381,0.5489428571428571,0.38095238095238093,0.09523809523809523,0.0,0.0,0.0,USDJPY:9|EURUSD:8|GBPUSD:2|AUDJPY:1|GBPJPY:1,LONG:15|SHORT:6,london_newyork_overlap:11|new_york:5|london:3|tokyo:2
full2025_validation,anchor_diag,long_bias,mfe_ge_1r,mfe_ge_1_3r,16,16,1.0,469.71000000000004,469.71000000000004,0,inf,21.026300000000003,1.3141437500000002,inf,0.0,0.0,inf,0,0.0,16,1.0,0,0.0,1.3188000000000002,0.42603125,1.0,1.0,1.0,1.0,0.0,USDJPY:9|EURUSD:3|AUDJPY:2|EURJPY:1|GBPUSD:1,LONG:12|SHORT:4,london_newyork_overlap:6|new_york:6|london:3|tokyo:1
full2025_validation,anchor_diag,long_bias,mfe_ge_1r,mfe_lt_1_3r,14,8,0.5714285714285714,11.109999999999996,104.56,-93.44999999999999,1.1188871054039595,0.5956999999999995,0.04254999999999996,1.145299770720523,55.68,0.5568,0.1995330459770114,2,0.14285714285714285,3,0.21428571428571427,9,0.6428571428571429,1.1783785714285713,0.5631857142857143,1.0,1.0,1.0,0.0,0.0,USDJPY:8|EURUSD:3|EURJPY:2|AUDJPY:1,LONG:7|SHORT:7,london_newyork_overlap:6|london:5|new_york:2|tokyo:1
full2025_validation,anchor_diag,long_bias,mfe_lt_1r,mfe_lt_1_3r,71,5,0.07042253521126761,-702.5400000000001,28.11,-730.6500000000002,0.03847259289673577,-31.003999999999998,-0.43667605633802814,0.039014093674738945,717.71,7.1771,-0.9788633291998161,7,0.09859154929577464,0,0.0,64,0.9014084507042254,0.34505492957746486,0.5766873239436618,0.29577464788732394,0.056338028169014086,0.0,0.0,0.0,USDJPY:45|EURUSD:9|EURJPY:6|GBPUSD:6|GBPJPY:5,LONG:44|SHORT:27,london_newyork_overlap:23|new_york:19|london:18|tokyo:11
full2025_validation,anchor_diag,short_bias,mfe_ge_1r,mfe_ge_1_3r,14,14,1.0,414.21999999999997,414.21999999999997,0,inf,18.4139,1.3152785714285715,inf,0.0,0.0,inf,0,0.0,14,1.0,0,0.0,1.317557142857143,0.4795357142857143,1.0,1.0,1.0,1.0,0.0,USDJPY:8|GBPJPY:3|EURJPY:2|AUDJPY:1,SHORT:12|LONG:2,london_newyork_overlap:7|tokyo:5|london:1|new_york:1
full2025_validation,anchor_diag,short_bias,mfe_ge_1r,mfe_lt_1_3r,20,9,0.45,143.45000000000002,210.63000000000002,-67.18,3.1353081274188748,6.4239,0.321195,3.144516775162744,22.590000000000003,0.22590000000000002,6.350154935812306,1,0.05,6,0.3,13,0.65,1.188205,0.44025,1.0,1.0,1.0,0.0,0.0,USDJPY:10|GBPJPY:4|GBPUSD:3|EURUSD:2|EURJPY:1,SHORT:15|LONG:5,london:7|london_newyork_overlap:7|tokyo:5|new_york:1
full2025_validation,anchor_diag,short_bias,mfe_lt_1r,mfe_lt_1_3r,106,6,0.05660377358490566,-1158.7900000000004,50.0,-1208.7900000000004,0.04136367772731408,-51.353999999999985,-0.4844716981132074,0.04091347976550434,1165.6000000000004,11.656000000000004,-0.9941575154426905,17,0.16037735849056603,0,0.0,89,0.839622641509434,0.40313113207547185,0.6154981132075472,0.33962264150943394,0.12264150943396226,0.0,0.0,0.0,USDJPY:61|EURUSD:15|GBPUSD:11|EURJPY:9|AUDJPY:5|GBPJPY:5,SHORT:71|LONG:35,london_newyork_overlap:49|new_york:32|london:18|tokyo:7
full2025_validation,anchor_flip,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,13,13,1.0,406.55,406.55,0,inf,17.091200000000004,1.3147076923076926,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,1.320823076923077,0.41316153846153847,1.0,1.0,1.0,1.0,0.0,USDJPY:6|GBPJPY:3|EURUSD:2|AUDJPY:1|EURJPY:1,SHORT:13,london_newyork_overlap:7|london:5|new_york:1
full2025_validation,anchor_flip,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,6,5,0.8333333333333334,94.76,106.11,-11.35,9.348898678414097,4.1158,0.6859666666666667,9.864527245315529,11.35,0.11349999999999999,8.348898678414098,0,0.0,2,0.3333333333333333,4,0.6666666666666666,1.15715,0.4254166666666667,1.0,1.0,1.0,0.0,0.0,USDJPY:4|EURUSD:1|GBPUSD:1,SHORT:6,london:3|london_newyork_overlap:2|new_york:1
full2025_validation,anchor_flip,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,58,3,0.05172413793103448,-708.4799999999998,7.58,-716.0599999999997,0.010585705108510464,-29.971899999999998,-0.5167568965517241,0.01044954504034548,708.4799999999998,7.084799999999998,-1.0,8,0.13793103448275862,0,0.0,50,0.8620689655172413,0.4259948275862069,0.5876948275862068,0.39655172413793105,0.1206896551724138,0.0,0.0,0.0,USDJPY:35|EURUSD:7|EURJPY:6|GBPJPY:6|AUDJPY:3|GBPUSD:1,SHORT:58,london_newyork_overlap:25|london:14|tokyo:12|new_york:7
full2025_validation,anchor_flip,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,8,8,1.0,248.84000000000003,248.84000000000003,0,inf,10.503900000000002,1.3129875000000002,inf,0.0,0.0,inf,0,0.0,8,1.0,0,0.0,1.3442375000000002,0.5438624999999999,1.0,1.0,1.0,1.0,0.125,USDJPY:6|GBPUSD:2,LONG:8,london:3|tokyo:3|london_newyork_overlap:1|new_york:1
full2025_validation,anchor_flip,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,2,2,1.0,19.2,19.2,0,inf,0.7852,0.3926,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.26095,0.21235,1.0,1.0,1.0,0.0,0.0,USDJPY:2,LONG:2,tokyo:2
