side,context,horizon,feature,operator,quantile,threshold,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
long,all,3,breakout_persist_down_6,>=,0.8,1.0,21625,82.95925299375274,0.028779991603859537,0.5181965317919075,7297,82.2712182900094,0.005991273548977961,0.5326846649307935,279.9840490838391
short,all,3,breakout_persist_up_6,>=,0.8,1.0,21882,83.92393330847494,0.005076464585965622,0.5217987386893337,6981,78.447383823013,0.057750267383136794,0.5408967196676694,272.4309862461359
short,all,6,rsi7,>=,0.8,70.36686618178484,14798,56.75621254494606,0.011582045856979827,0.5197323962697662,5053,56.79522304179839,0.1301261935945514,0.5402731050860875,207.47988270295392
short,all,3,rsi7,>=,0.8,70.36686618178484,14798,56.75621254494606,0.01832567376949993,0.5236518448438978,5055,56.806617761823006,0.08667670719717237,0.5546983184965381,205.00397846372715
short,all,6,ret_3,>=,0.8,0.0012041529462039071,14882,57.06774605879847,0.008567871124860835,0.5075930654481925,6364,71.52236010302036,0.10763947185578976,0.5309553739786298,204.731742242359
short,all,6,ret_6,>=,0.8,0.001680657301920219,14881,57.07531063138409,0.008209039863302302,0.514750352798871,6412,72.06181222196207,0.0925518178591642,0.5311915159076731,203.54374452111765
short,all,12,tick_volume_z,>=,0.8,0.823240226993806,14876,57.08502218491426,0.03386805924908555,0.49583221296047325,4876,54.820737039350405,0.20070666391101002,0.49548810500410173,203.54327791106155
long,all,12,range_compression_12,>=,0.8,0.0074818168704777884,14884,57.44022940758707,0.03716433101669878,0.5206933619994625,9938,111.81997187060479,0.07399249751778313,0.5160998188770376,202.79097071875208
long,all,6,roc_atr_6,<=,0.2,-1.3739739204718322,14883,57.07538049774298,0.07989254954048852,0.534838406235302,5159,58.16598809896649,0.02138653185141788,0.5545648381469277,202.4356435566761
long,all,3,roc_atr_6,<=,0.2,-1.3739739204718322,14883,57.07538049774298,0.04865599982186669,0.5314116777531411,5159,58.16598809896649,0.03426671699373174,0.5508819538670285,201.96884251488626
long,all,6,rsi7,<=,0.2,29.575019344305513,14800,56.757836427068625,0.08916554603106232,0.5351351351351351,5358,60.397823789580805,0.03260956958128375,0.5451661067562523,201.94238297063023
short,all,3,ret_6,>=,0.8,0.001680657301920219,14881,57.07531063138409,0.003846314402075781,0.5187823398965123,6415,72.08708884466816,0.05012340730075423,0.5479345284489477,200.9619751848607
long,all,3,high_break_12,<=,0.2,-3.0688470714877853,14883,57.07538049774298,0.050110032708676845,0.5311429147349325,5114,57.66540072824087,0.021487687191649937,0.5529917872506844,200.94933366778773
long,all,3,rsi7,<=,0.2,29.575019344305513,14800,56.757836427068625,0.06325997543996068,0.5328378378378379,5358,60.397823789580805,0.036068540025151835,0.54180664427025,200.82421905088086
long,all,6,ret_6,<=,0.2,-0.0016435243052270062,14885,57.08457062199555,0.04012706028711002,0.5321464561639234,6710,75.5406144945665,0.030720102849813278,0.5448584202682564,200.7306950431668
short,all,12,ret_1,>=,0.8,0.0006927082690149969,14882,57.0662264000213,0.015645158418181395,0.5061819647896788,6235,70.09172879503494,0.07931059013998873,0.5157979149959904,200.60469010864998
long,all,6,ret_3,<=,0.2,-0.0011814470803400033,14883,57.077660594439116,0.035240081772163784,0.5310085332258281,6571,73.95841800844146,0.03652969897859662,0.5388829706285192,200.45008020876162
long,all,3,close_vs_ema20,<=,0.2,-1.1293213564467712,14883,57.09818966550773,0.055691100991372804,0.5343008801988847,5084,57.3271210994088,0.0076668460075140854,0.5564516129032258,200.33882402371003
short,all,6,high_break_12,>=,0.8,-0.5777720755023213,14883,57.08374174302152,0.030171353275341747,0.5263723711617282,4708,52.911261999531725,0.16950371118600696,0.5448173322005098,200.0647266479069
short,all,3,ret_3,>=,0.8,0.0012041529462039071,14882,57.06774605879847,0.012622569623328231,0.5219728531111409,6366,71.53925394100203,0.04658555271840697,0.5355010995915803,199.8183023363724
short,all,3,macd_hist,>=,0.8,0.1951514590809691,14883,57.07994087331709,0.007274415999724561,0.5183094806154673,5056,56.82450731707317,0.05962807598990652,0.5328322784810127,199.6844157019435
long,all,3,ema20_slope_3,<=,0.2,-0.34028731440970034,14883,57.097429066204874,0.051098673864407744,0.5314116777531411,5183,58.51446491571933,0.004839524912100658,0.5554698051321628,199.65611062314454
short,all,3,tick_flow_signed_3,>=,0.8,0.4175371954152865,14886,57.10133191262653,0.0019912142870853753,0.5197501007658203,5027,56.5051908516119,0.0626406600926688,0.5388899940322259,199.37335418664537
long,all,3,ret_6,<=,0.2,-0.0016435243052270062,14885,57.08457062199555,0.022142689829430292,0.524689284514612,6710,75.5406144945665,0.027571677107557088,0.5426229508196722,199.1746438398031
long,all,12,range_compression_24,>=,0.8,0.010804117427765596,14881,57.440197287299625,0.00033567170293580457,0.514750352798871,10162,114.59107282693813,0.058747545932914556,0.5115134815981106,199.09686802417352
short,all,6,ret_1,>=,0.8,0.0006927082690149969,14882,57.0662264000213,0.02367311622418384,0.5102136809568606,6239,70.11753687660969,0.05780365238059996,0.5149863760217984,198.85522939421926
short,all,12,macd_line_atr,<=,0.2,-0.5864360086616169,14883,57.12710746224894,0.0019209224538806783,0.47483706242021095,5313,59.98447606727037,0.13825543360352313,0.45511010728402035,198.8305650245478
long,all,6,high_break_24,<=,0.2,-4.214170805263066,14881,57.09051672461336,0.03751946185433186,0.5263759155970701,5298,59.73550483498414,0.0024400310354249838,0.5568138920347301,198.78292982044945
long,all,12,atr_pct,>=,0.8,0.0019542267425278503,14883,57.4394489634563,0.036798732066487545,0.5216018275885238,11012,124.16631430584918,0.03940354343299912,0.5087177624409734,198.6129828517854
short,all,6,bb_z,>=,0.8,1.226781177201727,14882,57.09131112383946,0.009645338463447341,0.5236527348474668,4757,53.461952704284705,0.13349916671725187,0.5492957746478874,197.81792608323283
short,all,6,roc_atr_3,>=,0.8,0.9807277479589356,14883,57.07158074137197,0.011636004625877603,0.5137405093059195,4733,53.19222664481386,0.15140475053048152,0.541728290724699,197.63578683216943
long,all,3,high_break_24,<=,0.2,-4.214170805263066,14881,57.09051672461336,0.03179294767362041,0.5230831261339963,5298,59.73550483498414,0.0038636997034053487,0.5473763684409211,197.6207721821152
long,all,12,bb_width,>=,0.8,0.009190537720624253,14882,57.12250773003519,0.004219699500248652,0.5104824620346727,9559,107.5681631696167,0.05035030724615611,0.5140705094675175,197.43852723288154
long,all,6,range_compression_24,>=,0.8,0.010804117427765596,14881,57.440197287299625,0.009070705032164032,0.5075599758080774,10167,114.5891284780652,0.032612237952463076,0.5170650142618275,197.10027674603745
short,all,12,ema50_slope_6,<=,0.2,-0.41601923540044466,14883,57.12710746224894,0.020569811210287215,0.47483706242021095,5468,61.73686686529716,0.11262765069790207,0.4555596196049744,197.05869351633737
short,all,6,stoch_spread,>=,0.8,9.4267921753818,14883,57.08146116045864,0.017318298945575576,0.5043338036686152,5009,56.30506225362008,0.07200109122647481,0.5102814933120383,196.7778834038192
long,all,6,atr_pct,>=,0.8,0.0019542267425278503,14883,57.4394489634563,0.016029405783856546,0.5121951219512195,11013,124.16786720952084,0.024751413399184442,0.516662126577681,196.73516498527727
long,all,6,range_compression_12,>=,0.8,0.0074818168704777884,14884,57.44022940758707,0.01869370056332323,0.5120935232464391,9941,111.82314572511034,0.019382453575281077,0.5170505985313348,196.34222552167563
long,all,3,ret_3,<=,0.2,-0.0011814470803400033,14883,57.077660594439116,0.028831051219097494,0.5248269838070282,6572,73.92922427935318,0.008517851645108957,0.5281497261107729,196.07194782476358
short,all,6,roc_atr_6,>=,0.8,1.3859635464193016,14883,57.08146116045864,0.015146165910293788,0.5222737351340455,4759,53.48442987590728,0.12255169053395477,0.5398192897667577,196.01532699153577
short,all,3,ret_1,>=,0.8,0.0006927082690149969,14882,57.0662264000213,0.018692290246785002,0.5205617524526274,6240,70.12330263773997,0.018696940200591896,0.5216346153846154,195.82407193323488
long,all,6,bb_width,>=,0.8,0.009190537720624253,14882,57.12250773003519,0.02026698853594596,0.5100120951485015,9565,107.59784391844387,0.02415304083707004,0.5139571353894407,195.43054007014626
long,all,3,macd_hist,<=,0.2,-0.19864393474136224,14883,57.076140509733946,0.03840518879123502,0.5263723711617282,5021,56.61451726568006,0.007320684752849949,0.5337582154949213,195.4140499751625
short,all,3,ret_12,>=,0.8,0.0023731513752087707,14884,57.08301595333849,0.007043491626009095,0.5217011556033324,6317,70.99691707317074,0.006677785946011766,0.5304733259458604,195.1416169228225
long,all,3,ret_1,<=,0.2,-0.0006909667201906666,14883,57.07842066715494,0.02388790996466938,0.5194517234428543,6341,71.2638726293608,0.008655361606278073,0.5223150922567419,195.09203294645272
long,all,6,ret_1,<=,0.2,-0.0006909667201906666,14883,57.07842066715494,0.02167238100275943,0.519720486461063,6340,71.28044971892567,0.006021956383845534,0.5241324921135647,194.9325617721437
long,all,6,stoch_d,<=,0.2,21.078993238718855,14883,57.076140509733946,0.08095622498314312,0.5319492037895586,4844,54.61233118027011,0.027294482179110954,0.550784475639967,194.36521686704958
short,all,3,bb_z,>=,0.8,1.226781177201727,14882,57.09131112383946,0.01924590579486472,0.5350759306544819,4760,53.489406531663356,0.07852366927917735,0.5577731092436975,194.10057308247255
long,all,3,range_compression_24,>=,0.8,0.010804117427765596,14881,57.440197287299625,0.006657970575878901,0.49842080505342384,10170,114.60948505243387,0.017198354261495748,0.5064896755162241,194.03927829394283
long,all,3,stoch_d,<=,0.2,21.078993238718855,14883,57.076140509733946,0.056266581235137274,0.5316804407713499,4844,54.61233118027011,0.033249812143778736,0.5497522708505368,193.85919311392476
long,all,3,atr_pct,>=,0.8,0.0019542267425278503,14883,57.4394489634563,0.007969334324853028,0.503460323859437,11014,124.14026299311207,0.010653398399372195,0.5075358634465226,193.74094239014877
short,all,3,roc_atr_6,>=,0.8,1.3859635464193016,14883,57.08146116045864,0.010058131833248154,0.5221393536249412,4762,53.51188107222288,0.08266560231526769,0.5573288534229316,193.6602818995571
long,all,3,range_compression_12,>=,0.8,0.0074818168704777884,14884,57.44022940758707,0.009610434962929838,0.5045686643375437,9944,111.84378661251269,0.003181640147415833,0.5064360418342719,192.99636352881126
short,all,3,high_break_12,>=,0.8,-0.5777720755023213,14883,57.08374174302152,0.022398690603260052,0.532083585298663,4708,52.911261999531725,0.08391816233958045,0.5581988105352591,192.7618616553333
long,all,3,stoch_k,<=,0.2,18.887709864485448,14883,57.07538049774298,0.05564683735306122,0.5332258281260499,4774,53.82313564298297,0.045188633274938265,0.5490155006284039,192.38577215277522
short,all,3,roc_atr_3,>=,0.8,0.9807277479589356,14883,57.07158074137197,0.018421673801932315,0.5257676543707586,4734,53.19931325113157,0.07870522629460107,0.5517532741867343,192.14446734547977
short,all,3,upper_wick_share,>=,0.8,0.4406962077052424,14883,57.073100583206845,0.0026149746444208005,0.5037290868776456,5443,61.178784685634,0.013724085604697064,0.49972441668197687,191.84228130023953
long,all,3,bb_width,>=,0.8,0.009190537720624253,14882,57.12250773003519,0.007465856534928502,0.5012095148501545,9568,107.61898066783831,0.006959547327355774,0.502299331103679,191.6812617986241
long,all,6,stoch_k,<=,0.2,18.887709864485448,14883,57.07538049774298,0.08313146285109321,0.5342336894443325,4774,53.82313564298297,0.027881749972516093,0.5477586929199832,191.66910252434351
long,all,3,low_break_12,<=,0.2,0.6040274388394001,14883,57.07462050599201,0.05271694002308542,0.5316804407713499,4796,54.07116852613036,0.03392531164178862,0.5431609674728941,191.3217515636802
short,all,6,high_break_24,>=,0.8,-0.9288411221762011,14881,57.08747485780506,0.004100661169074048,0.5248975203279349,4454,50.056661203465225,0.16848858826162763,0.5577009429726089,190.63441772818808
long,all,6,low_break_12,<=,0.2,0.6040274388394001,14883,57.07462050599201,0.08168879647892395,0.5330914466169455,4796,54.07116852613036,0.014957416483344952,0.5412844036697247,190.45262015957627
short,all,3,stoch_spread,>=,0.8,9.4267921753818,14883,57.08146116045864,0.008312912488302399,0.5138748908150238,5009,56.30506225362008,0.006891439696354768,0.5102814933120383,190.28834627837261
short,all,6,stoch_k,>=,0.8,82.3851136456741,14883,57.07842066715494,0.005977792667932817,0.5235503594705369,4519,50.78716928119878,0.14473486123383686,0.545032086744855,189.4483851540706
long,all,6,low_break_24,<=,0.2,1.0064984422574133,14881,57.0943195140147,0.05758336333302111,0.5304079026947114,4720,53.23516741727041,0.029110747589425466,0.5514830508474576,189.02958854236564
