feature,horizon,train_pearson,train_spearman,test_pearson,test_spearman,abs_consistency
roc_atr_6,6,-0.014715145686160386,-0.04451670740049142,-0.02069625296057232,-0.0582465479301084,0.04451670740049142
high_break_12,3,-0.01904012250833499,-0.04430847127240728,-0.020268068713082493,-0.058721216078456144,0.04430847127240728
high_break_12,6,-0.016261102328795907,-0.04377366770531405,-0.019368160459794927,-0.05563139662218832,0.04377366770531405
rsi7,6,-0.01813900089835076,-0.04282310381140728,-0.026551259350514143,-0.059755484584367975,0.04282310381140728
rsi7,3,-0.021332827784384174,-0.041375279556337914,-0.02823141747511926,-0.060213636923190136,0.041375279556337914
bb_z,6,-0.009725044824287347,-0.04048790907045121,-0.008651809653918416,-0.049567073884613934,0.04048790907045121
stoch_k,6,-0.012386732825323429,-0.040378416974058945,-0.017559370857252888,-0.05265844173785846,0.040378416974058945
close_vs_ema20,3,-0.009351858926552659,-0.04017179470540277,-0.021159435164075976,-0.06487266058766751,0.04017179470540277
stoch_k,3,-0.013786568408935246,-0.04000246686404551,-0.01734934209041352,-0.05520578778079679,0.04000246686404551
bb_z,3,-0.013920609109655785,-0.039984031693943364,-0.00985929330778654,-0.051285155359879764,0.039984031693943364
roc_atr_3,3,-0.014850375252611943,-0.03983391142278963,-0.02038232270586653,-0.052432646212263075,0.03983391142278963
close_vs_ema20,6,-0.0030648293520401846,-0.03929102684121533,-0.017947726397326762,-0.06325724767588399,0.03929102684121533
ret_6,6,-0.006253268643570717,-0.038686592085154174,-0.01841552149360708,-0.05357303529873581,0.038686592085154174
roc_atr_6,3,-0.0151328139982048,-0.03858871415334342,-0.02702258597375547,-0.062090024255814356,0.03858871415334342
high_break_24,3,-0.011763827223758717,-0.03852575062683289,-0.021806110487987636,-0.06343967462848564,0.03852575062683289
roc_atr_3,6,-0.011694987691843241,-0.03824581520983303,-0.024269881612225746,-0.05510988827249961,0.03824581520983303
high_break_24,6,-0.008303425014266978,-0.03815149148479078,-0.02464830639280141,-0.06588144164511454,0.03815149148479078
stoch_d,6,-0.010147874953506266,-0.03686741793141681,-0.014796171260406348,-0.05029427883453874,0.03686741793141681
ret_3,3,-0.010693923727400306,-0.03623412846565616,-0.013731640254151982,-0.046294525873240025,0.03623412846565616
stoch_d,3,-0.012094741694595144,-0.03619239843915268,-0.017099226776338072,-0.05330687666715791,0.03619239843915268
low_break_12,3,-0.0073454392894901814,-0.03488539613132719,-0.02159820065502274,-0.05309717128872027,0.03488539613132719
close_vs_ema50,6,0.000958846465223973,-0.03466421052761445,-0.016121648968141063,-0.0637660491321978,0.03466421052761445
ema20_slope_3,6,-0.00015278576928643784,-0.03464476650571697,-0.014227822982681531,-0.05835177856761866,0.03464476650571697
ema20_slope_3,3,-0.00525869718640435,-0.034512730149983746,-0.019744495545984637,-0.06031797919580151,0.034512730149983746
ret_3,6,-0.005396093246704998,-0.033963185855438865,-0.02072473254261369,-0.05159220812595204,0.033963185855438865
ret_6,3,-0.006477889893154954,-0.03357101118087021,-0.020734066801403085,-0.05845759738002383,0.03357101118087021
close_vs_ema50,3,-0.0039012623239497463,-0.03342446170636024,-0.018416546735942705,-0.06293819171372095,0.03342446170636024
high_break_12,12,-0.005486564120430836,-0.03276550246131536,-0.012651902531331263,-0.047308979536358146,0.03276550246131536
tick_flow_signed_3,3,-0.012918413663746747,-0.03268381300467076,-0.018827744394120435,-0.04496218689660545,0.03268381300467076
low_break_24,3,-0.0015258570569083748,-0.032015826132840076,-0.01969673670892484,-0.05490083777924358,0.032015826132840076
low_break_12,6,0.0021803635423601328,-0.031755790193018,-0.01616291238194206,-0.04694313638304823,0.031755790193018
breakout_followthrough_down,6,0.012013028966924286,0.029600612955590896,-0.0011293378799502635,0.03953124953219134,0.029600612955590896
tick_flow_signed_3,6,-0.009650982993574078,-0.02950424562642841,-0.02483195203364561,-0.0478082487872313,0.02950424562642841
macd_hist,3,-0.01023248297602585,-0.02942622903589761,-0.013679849221341992,-0.03710220566541337,0.02942622903589761
breakout_persist_down_3,6,0.009950473115627141,0.029208911438070386,0.007713637600508775,0.03948556163022242,0.029208911438070386
breakout_followthrough_down,3,0.01263740724877962,0.02893595458428744,0.005104223758893039,0.04162848469222793,0.02893595458428744
roc_atr_12,3,-0.0024842248351951216,-0.02883881618043027,-0.010404136240541255,-0.046009483487277805,0.02883881618043027
low_break_24,6,0.0062859608870867644,-0.028533660165108717,-0.01992149419695351,-0.055472561469696,0.028533660165108717
breakout_persist_down_3,3,0.010430563861323072,0.028307147738319317,0.015573681001860984,0.041882698702695835,0.028307147738319317
close_vs_ema50,12,0.009457994914002557,-0.028104884616343587,-0.009539087361955743,-0.05616975826740521,0.028104884616343587
breakout_persist_up_3,3,-0.007875781382445483,-0.027454411652767203,-0.02493436929320656,-0.044601841154874006,0.027454411652767203
rsi14,3,-0.00010427895141226892,-0.027389993035718162,-0.005998294477545517,-0.04140071969165467,0.027389993035718162
breakout_down_12,3,0.012078816147069942,0.027313239928223664,0.011884553637507492,0.031675789861651336,0.027313239928223664
breakout_followthrough_up,3,0.0022178624346073468,-0.02718600581189298,-0.01906697900645822,-0.044885471321772764,0.02718600581189298
high_break_24,12,0.002604838393091402,-0.027003428233724987,-0.023629257495072862,-0.06457364046406858,0.027003428233724987
stoch_k,12,0.0016251333599621772,-0.026758231461144387,-0.011988736569489443,-0.045418349257825064,0.026758231461144387
ret_12,3,-0.002304842415099621,-0.026664665432680753,-0.009021187301721665,-0.03951104682526778,0.026664665432680753
breakout_persist_down_6,6,0.008471098559222755,0.026412675492658206,-0.0016289603278873328,0.039515760046535404,0.026412675492658206
body_atr,3,-0.009732869259690972,-0.026406315246082047,-0.00483943179457445,-0.02834305040961617,0.026406315246082047
breakout_down_24,3,0.01192669375373637,0.026183893711029516,0.010374506236360057,0.030603653623820053,0.026183893711029516
ema_gap_10_20,3,0.00160798853944065,-0.026050406497888794,-0.013682132657410964,-0.0529752304006214,0.026050406497888794
ret_1,3,-0.012057222778302361,-0.02602669227999486,-0.005699639646347372,-0.028471087846601725,0.02602669227999486
breakout_down_12,6,0.010493014005794358,0.02599660158753333,0.006722990619266257,0.03152158522424096,0.02599660158753333
roc_atr_3,12,0.001593459050426841,-0.025821452313109942,-0.003218886268916707,-0.03542092344258458,0.025821452313109942
breakout_persist_down_6,3,0.009465527752449302,0.025802811438901507,0.009738765267838555,0.04223246760901424,0.025802811438901507
bb_z,12,0.0058928918434425995,-0.02577379133640957,-0.0013922338675823286,-0.04407838190387693,0.02577379133640957
close_vs_ema20,12,0.010414902711482328,-0.025726379498798736,-0.0069381513602122915,-0.05276219424901706,0.025726379498798736
breakout_persist_up_3,6,-0.0012858743520007983,-0.02534358769872927,-0.017416469403060096,-0.03656764864916089,0.02534358769872927
breakout_up_12,3,-0.00445212681636986,-0.025260908030416782,-0.01969053814404022,-0.03977081199896519,0.025260908030416782
ema_gap_50_100,12,-0.0020621079782608756,-0.0286288984349472,-0.002532604374827941,-0.024962700329398388,0.024962700329398388
ema_gap_10_20,6,0.0071447898920697205,-0.024902248490445415,-0.010100779236878082,-0.053215120259096756,0.024902248490445415
breakout_followthrough_up,6,0.014269375080607695,-0.024819888805057387,-0.01422268632677234,-0.0362984663608581,0.024819888805057387
breakout_up_24,3,-0.004723125865666957,-0.024765472941559195,-0.026007993462665222,-0.04248047887499249,0.024765472941559195
roc_atr_12,6,0.005706487722290298,-0.024741998836487922,-0.003514961319479772,-0.03761607166692244,0.024741998836487922
ret_24,3,-0.0013659800939935132,-0.02462229858078694,-0.01462551544141353,-0.047314318812210765,0.02462229858078694
breakout_persist_up_6,3,-0.0023977518320010727,-0.024567546945454558,-0.016749263344946575,-0.03664227020470221,0.024567546945454558
ret_3,12,-0.001581525486001967,-0.02450108222828417,-0.008650953362058207,-0.03190747248264322,0.02450108222828417
ret_12,6,0.001635301199544495,-0.024362409163296395,-0.007361473301743438,-0.03066089173203929,0.024362409163296395
ret_24,6,0.0005241734820808008,-0.024220631279232976,-0.01777658817122588,-0.053225535449395095,0.024220631279232976
rsi14,6,0.007769361747014884,-0.024153492222863112,-0.0035323048075787834,-0.03946468729359421,0.024153492222863112
breakout_persist_up_6,6,0.0062835730655847605,-0.02382984263498087,-0.014092613687327558,-0.03781434346085912,0.02382984263498087
body_atr,6,-0.004429134015265246,-0.023644331517962486,-0.010155591223913556,-0.029462856656711757,0.023644331517962486
macd_hist,6,-0.0034980588772877607,-0.02352981337763793,-0.007921476332101749,-0.032238899878699455,0.02352981337763793
ret_1,6,-0.004753016281462032,-0.0234851122175305,-0.010290707647766876,-0.02773372732206839,0.0234851122175305
ema50_slope_6,6,0.006956591049303491,-0.022955309348489893,-0.008298742221971049,-0.05045040910640111,0.022955309348489893
roc_atr_6,12,0.005885180518973006,-0.022845791495976736,0.00030328132140945344,-0.0359015299156192,0.022845791495976736
rsi7,12,0.002928746321612666,-0.022593902754199608,-0.00682958435768603,-0.03683994331828972,0.022593902754199608
macd_line_atr,6,0.007950084325068331,-0.022501938125269565,-0.009277445240680625,-0.05132684811145812,0.022501938125269565
ret_6,12,0.001146044642784327,-0.022345405419917863,-0.007556451869904007,-0.032840704776123775,0.022345405419917863
macd_line_atr,3,0.0034655678093093913,-0.02228539677938777,-0.012079403602756318,-0.050277238619223,0.02228539677938777
breakout_up_12,6,-0.003469079163204897,-0.022225051924060362,-0.01697597374205459,-0.03150735571302407,0.022225051924060362
ema_gap_20_50,12,0.005527314200836649,-0.022104335137283063,-0.009615673147998497,-0.04056673432695055,0.022104335137283063
ema50_slope_6,3,0.0023609897304094026,-0.02208950458188836,-0.011409614204283164,-0.04941443184568774,0.02208950458188836
breakout_down_24,6,0.007607038101775354,0.021520757140726012,0.011994457063233538,0.034175336820006376,0.021520757140726012
stoch_d,12,0.005130611233108761,-0.02112193211198779,-0.012326084450210235,-0.0472247776490764,0.02112193211198779
ema50_slope_6,12,0.01007254141256914,-0.021038078853121884,-0.010218985938205007,-0.049508235282119804,0.021038078853121884
ema20_slope_3,12,0.012529640800576534,-0.02062093908299977,-0.007207460936783705,-0.05135482607533442,0.02062093908299977
close_location,3,-0.006979247733547371,-0.020281767427649373,-0.01823714493701478,-0.03263779494545734,0.020281767427649373
ret_24,12,0.00244935665115856,-0.019914116364369346,-0.016435901525227142,-0.050402677339531216,0.019914116364369346
macd_line_atr,12,0.011774224413317247,-0.01972729788671933,-0.010715327615696534,-0.05069421774815973,0.01972729788671933
ema_gap_50_100,6,-0.0008042319899534188,-0.019647177264371516,-0.0053951762068569,-0.023751001908066588,0.019647177264371516
body_atr,12,-0.00040833785491082187,-0.01947620459533163,-0.0012285466155883009,-0.024814303880196436,0.01947620459533163
breakout_followthrough_down,12,0.004623431540571215,0.019410092175495323,-0.017074774419369904,0.03358304808091224,0.019410092175495323
ret_1,12,-0.003838561403693263,-0.019232636758389588,-0.0057486524308911855,-0.02339258672321886,0.019232636758389588
tick_flow_signed_3,12,-0.0005360599841637278,-0.01879458705855045,-0.007542634710423919,-0.031876211563538925,0.01879458705855045
breakout_persist_down_3,12,0.0015249716054883357,0.018793559439514256,0.0014499629907231823,0.03334623105198581,0.018793559439514256
ema_gap_10_20,12,0.013092463590863938,-0.018761917855456903,-0.011306599372168229,-0.05345693210235225,0.018761917855456903
close_location,6,-0.007418496604281917,-0.018627832178468865,-0.015801256238460203,-0.029087127315349605,0.018627832178468865
ema_gap_20_50,6,0.0055025424571485335,-0.0185893910265904,-0.008605995040597976,-0.04147434779386661,0.0185893910265904
breakout_persist_down_6,12,0.0005273702216996382,0.018548332252547674,-9.384063350542773e-05,0.03540412388494535,0.018548332252547674
breakout_up_24,6,-0.0005553477630303211,-0.018030342552951207,-0.01750175871717302,-0.030301122078340945,0.018030342552951207
ret_12,12,0.0032368953495407965,-0.01758666400376324,-0.007332060435576095,-0.027837720513339295,0.01758666400376324
spread_points,12,-0.019588754455351343,-0.017162088388532545,0.029984452913492242,0.025854009418282017,0.017162088388532545
spread_price,12,-0.019588754455351427,-0.017162088388532545,0.029984452913491944,0.025854009418282017,0.017162088388532545
breakout_down_12,12,0.0030494111645622754,0.01690362017500865,-0.00011723529327374974,0.02334573714800322,0.01690362017500865
roc_atr_12,12,0.012712800550184035,-0.016358259558166104,-0.0031651366167612317,-0.038699230347426936,0.016358259558166104
stoch_spread,3,-0.006140881868465243,-0.016304510516820237,-0.0036778141846062,-0.02096431305411726,0.016304510516820237
stoch_spread,6,-0.007055593610177874,-0.01620013564970401,-0.009245036313935093,-0.020741240922446103,0.01620013564970401
low_break_12,12,0.016871041338080064,-0.015979646871872706,-0.0031184553949570775,-0.036562740458820596,0.015979646871872706
rsi14,12,0.014504221008976907,-0.01557060007387653,-0.005982192753498085,-0.043360918896962246,0.01557060007387653
breakout_down_24,12,0.0014033139326679143,0.015529894550702276,0.004599040969760084,0.028431122404525982,0.015529894550702276
low_break_24,12,0.017685300362411217,-0.015489988004339495,-0.017481161640374415,-0.05442401989532007,0.015489988004339495
close_location,12,-0.0028741248487875563,-0.015462568891333775,-0.010547506223984272,-0.022248986149674948,0.015462568891333775
ema_gap_20_50,3,0.0037839065323039506,-0.014870307650305703,-0.00902633572179381,-0.038795416235105705,0.014870307650305703
breakout_followthrough_up,12,0.019591951396657682,-0.014080102270628923,-0.0021789181101137395,-0.03049925751822666,0.014080102270628923
breakout_persist_up_3,12,0.010700158241409836,-0.014061640853293648,-0.012383146364751673,-0.03259197635064783,0.014061640853293648
ema_gap_50_100,3,-0.00045726094385891694,-0.012851284170000405,-0.004577790454806918,-0.019975336256292296,0.012851284170000405
breakout_up_24,12,0.003566955355514921,-0.01204584649479682,-0.011418888005485484,-0.02898081694244735,0.01204584649479682
spread_points,6,-0.012189933594954287,-0.011944591114942822,0.025021567263307464,0.02142276659353516,0.011944591114942822
spread_price,6,-0.012189933594954325,-0.011944591114942822,0.02502156726330777,0.02142276659353516,0.011944591114942822
breakout_persist_up_6,12,0.014028044050850156,-0.011693322599872893,-0.007601241221377402,-0.036411303560316764,0.011693322599872893
breakout_up_12,12,0.0075071576949682,-0.01138096540999507,-0.014350446287467566,-0.029243673874061633,0.01138096540999507
range_compression_12,12,-0.004418623430406666,0.010623388225342579,0.03826267037584805,0.038019867449023026,0.010623388225342579
adx14,12,-0.011949765482857507,-0.011647561758445026,0.0020101054817577087,0.010340252917171137,0.010340252917171137
spread_z,3,0.02046410595363814,0.010096548777771906,0.022076577787654074,0.048310782217232465,0.010096548777771906
stoch_spread,12,-0.007386227957638759,-0.017341170723316555,-0.0014196327283013783,-0.009582198749200856,0.009582198749200856
range_compression_12,6,-0.002053544896953981,0.009271986992350122,0.019872180093303642,0.02455804842081677,0.009271986992350122
spread_points,3,-0.0075342437949446235,-0.008746453044816482,0.01768189525531279,0.011097277427013105,0.008746453044816482
spread_price,3,-0.007534243794944637,-0.008746453044816482,0.017681895255312607,0.011097277427013105,0.008746453044816482
spread_change_3,3,0.0036004110033018397,0.0077303189173553504,-0.002358818033310104,-0.010169724445019781,0.0077303189173553504
bb_width,6,-0.0005207452948995209,0.007404969531859182,0.023327054910343037,0.027425626148704144,0.007404969531859182
spread_change_3,12,3.5193922315944525e-05,0.0054086425476495125,0.00426582414405043,0.007082158837287363,0.0054086425476495125
bb_width,3,6.0391812249783666e-05,0.005278645291774013,0.014719616800277644,0.017762477597823477,0.005278645291774013
macd_hist,12,0.009977158491680717,-0.00523762600517916,-0.004189751747806057,-0.027354338530340506,0.00523762600517916
bb_width,12,-0.005905624893933661,0.005222710530901799,0.034991034438018896,0.036706919427582,0.005222710530901799
range_compression_12,3,-0.0016924098549449247,0.005163182091096439,0.009224843505258304,0.015730696955366504,0.005163182091096439
range_compression_24,6,-0.004773258147561963,0.005077083582373698,0.021673953282900293,0.02544617415475498,0.005077083582373698
range_compression_24,12,-0.011624562378271506,0.004821371783546175,0.03535707487803141,0.03853794905301789,0.004821371783546175
spread_z,12,0.0005720453453476335,0.004791643124709509,0.15050075258630569,0.13158190459978233,0.004791643124709509
spread_z,6,0.009179083894824447,0.004711291987719008,0.10221521641015661,0.10550352890102392,0.004711291987719008
lower_wick_share,12,-0.006753137113940305,-0.005018374265253581,-0.006348851380952261,-0.004228323256483496,0.004228323256483496
lower_wick_share,3,-0.005359717474621165,-0.0038995694169795063,-0.025151979748148753,-0.019190080439859685,0.0038995694169795063
tick_volume_change_1,6,0.0012316522825128178,-0.004967227164465501,-0.0032640657350409634,0.003711491129597887,0.003711491129597887
adx14,6,-0.0040012756924274065,-0.005541072013802784,-0.0012105413167759046,0.0037109413935335306,0.0037109413935335306
adx14,3,-0.0011311071223386814,-0.0035846032559466875,-0.002714034532394609,0.004256072079006043,0.0035846032559466875
range_atr,6,0.0027068323130146734,-0.003306590196273531,-0.010263641313615924,0.01318555921014644,0.003306590196273531
tick_volume_z,6,-0.0027543754361814845,-0.002986833089116665,-0.016216945414685966,0.012832990632227452,0.002986833089116665
upper_wick_share,12,-0.005898889288296837,-0.004469855868752657,0.007215595735430525,0.0028541437588320458,0.0028541437588320458
tick_volume_rel10,3,-0.0024073330459360993,-0.002835517378699774,-0.003351152359894139,0.00997577364648288,0.002835517378699774
upper_wick_share,3,-0.003059795681545144,-0.0028003320200690515,0.015077502100572366,0.013080092873363293,0.0028003320200690515
tick_volume_change_1,3,0.0025178729040828693,-0.0027284958483872464,-0.004997386443306599,0.003323561326323926,0.0027284958483872464
tick_volume_rel10,6,0.0006986002771673748,-0.002688612335357585,-0.013581566897507695,0.008213790434583125,0.002688612335357585
tick_volume_change_3,3,-0.002039503110132772,-0.002564424155751985,-0.0006542551478715906,0.004249432727035279,0.002564424155751985
spread_atr,3,0.028128689630758978,0.0024682032752668427,-0.018842745489322056,-0.013384845785628301,0.0024682032752668427
range_atr,3,0.00312064484787906,-0.0022756599884303816,0.003355839706023979,0.014465821976850613,0.0022756599884303816
range_atr,12,0.0013777021183577975,-0.0021587622766303847,-0.01399341246384453,0.011351349737072811,0.0021587622766303847
tick_volume_change_3,6,-0.0015904181391115419,-0.002083339864913822,-0.002961490406663359,0.00748838466996707,0.002083339864913822
atr_pct,6,-0.010983831223685651,0.0020458531832873903,0.023975472524438452,0.02324826375989338,0.0020458531832873903
atr_pct,12,-0.01579392452699488,0.001914267656508618,0.03802615441407666,0.035565242252095654,0.001914267656508618
spread_change_1,3,0.003898031894338317,0.0019065914088152857,-0.004272434956856741,-0.0022754861611307643,0.0019065914088152857
spread_change_1,12,0.0009277547059190583,0.002819646772962339,0.0023966011005313033,0.0019031378805138845,0.0019031378805138845
tick_volume_change_1,12,-0.0015822537572691962,-0.0017982031372123827,-0.006418983705250936,0.003824751227786682,0.0017982031372123827
tick_volume_z,12,-0.013246860328981662,-0.00611980707279676,-0.02402109317344989,-0.0015706666869845557,0.0015706666869845557
spread_atr,12,0.06047179307704493,0.001565486871438324,-0.038649267912867366,-0.03275196232735027,0.001565486871438324
range_compression_24,3,-0.002882717705713143,0.0015464696720999959,0.01362084718523912,0.017145224157517108,0.0015464696720999959
tick_acceleration_3,6,0.004609521009555186,0.0013069643392488494,0.002423392414985334,-0.004959948607938466,0.0013069643392488494
spread_acceleration_3,6,0.0007534226521462067,0.0012936379929741708,-0.003577423753492084,-0.004265326856705858,0.0012936379929741708
lower_wick_share,6,-0.005226636493976267,-0.001269783351907138,-0.011045109638763225,-0.010705056188198846,0.001269783351907138
spread_acceleration_3,3,0.003479248894263287,0.0011941266042471616,-0.006226365241612624,-0.0035351855172848436,0.0011941266042471616
tick_volume_change_3,12,-0.004285898295545696,-0.00260485265828132,-0.010597698373085596,0.001139033030150198,0.001139033030150198
tick_acceleration_3,12,0.0033910784409902275,-0.0011001567369089526,-0.0015265486440942933,-0.012056652559541867,0.0011001567369089526
upper_wick_share,6,-0.0011253970869314605,-0.0008435941972273833,0.008829331531023811,0.005474931788197043,0.0008435941972273833
atr_pct,3,-0.007595033708359835,-0.0005739117549726049,0.015602230759278024,0.01542926765987474,0.0005739117549726049
spread_change_3,6,0.0022357704092694952,0.005027538786032248,0.0029828294837123143,-0.0005530866712318259,0.0005530866712318259
spread_atr,6,0.04411361386661061,0.00038493734596006286,-0.022439266444277368,-0.021642042963512107,0.00038493734596006286
tick_volume_z,3,-0.0038033257322693374,-0.00034628673497428094,-0.008708551062898152,0.015751203624285705,0.00034628673497428094
tick_volume_rel10,12,-0.005449210182342235,-0.003696952102307664,-0.021760302476175643,0.00033870270778303723,0.00033870270778303723
spread_acceleration_3,12,0.0008503405666037384,0.0013536884061615632,-0.0005922441372551701,-0.000149456095729972,0.000149456095729972
spread_change_1,6,0.0016018925835554138,0.0028059458651455526,0.00022653514832352158,-0.00010679766150803161,0.00010679766150803161
tick_acceleration_3,3,-0.000369704614357705,-4.378243632455507e-05,0.0005781289348147137,0.0014190648129887489,4.378243632455507e-05
