scenario,timestamp,event_type,side,position_id,session_type,breakout_type,breakout_state,execution_trigger,range_tf,execution_tf,partial_target_label,final_target_label,volatility_bucket,breakout_level,range_height_pips,range_atr_pips,setup_to_entry_pips,bars_from_setup_to_entry,stop_distance_pips,planned_risk_amount,partial_hit,be_move,runner_target_enabled,runner_target_hit,runner_stop_at_breakeven,bars_since_entry,bars_to_partial,bars_to_final,bars_to_time_stop,mfe_pips,mae_pips,max_unrealized_r,min_unrealized_r,event_r_multiple,price,entry_price,stop_loss_price,initial_risk_price_distance,target_reward_multiple,target_price,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,obstacle_buffer_r,hard_obstacle_present_before_target,soft_obstacle_present_before_target,clean_path_to_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,volume,net_profit,outcome,reason
session_one_shot_target_1_5_clean_path,2025.01.08 10:35:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,158.255,36.099999999999,9.642857142857281,5.3999999999973625,43,40.500000000000114,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,158.289,158.289,157.884,0.40500000000000114,1.5,158.897,158.418,previous_day_high,0.1290000000000191,0.3185185185185648,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.01.10 07:30:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,158.397,46.89999999999941,6.65714285714214,2.5000000000005684,6,50.499999999999545,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,158.423,158.423,157.918,0.5049999999999955,1.5,159.181,158.5,round_number,0.07699999999999818,0.15247524752475025,0.2,1,1,0,1,h1_h4_swing_blocked,2,1,1,0.0,0.0,,h1_h4_swing_blocked
session_one_shot_target_1_5_clean_path,2025.01.15 07:05:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,157.582,49.200000000001864,8.714285714286103,10.099999999999909,1,58.899999999999864,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,157.495,157.495,158.084,0.5889999999999986,1.5,156.612,157.48,current_day_low,0.01500000000001478,0.025466893039074387,0.2,1,1,0,1,opening_range_level_blocked,5,3,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.01.17 07:35:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,155.488,51.900000000000546,8.835714285714042,18.700000000001182,7,62.700000000000955,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,155.586,155.586,154.959,0.6270000000000095,1.5,156.527,156.0,round_number,0.41399999999998727,0.6602870813396825,0.2,1,1,0,1,h1_h4_swing_blocked,3,2,1,0.0,0.0,,h1_h4_swing_blocked
session_one_shot_target_1_5_clean_path,2025.02.11 10:10:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,152.053,37.700000000000955,6.299999999999802,7.900000000000773,38,41.200000000000614,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,152.078,152.078,151.666,0.41200000000000614,1.5,152.696,152.091,current_day_high,0.01300000000000523,0.03155339805826465,0.2,1,1,0,1,previous_day_level_blocked,4,2,2,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.03.13 07:20:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,148.011,35.50000000000182,11.807142857143193,6.999999999999318,4,41.100000000000136,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.965,147.965,148.376,0.41100000000000136,1.5,147.349,147.931,current_day_low,0.033999999999991815,0.08272506082723041,0.2,1,1,0,1,opening_range_level_blocked,4,2,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.03.17 07:10:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,148.891,43.59999999999786,10.900000000000253,22.700000000000387,2,52.1000000000015,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,148.966,148.966,148.445,0.521000000000015,1.5,149.748,149.0,round_number,0.033999999999991815,0.065259117082516,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.03.19 08:35:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,149.637,45.40000000000077,12.471428571429014,37.999999999999545,19,54.49999999999875,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,149.718,149.718,149.173,0.5449999999999875,1.5,150.536,149.731,current_day_high,0.01300000000000523,0.023853211009184454,0.2,1,1,0,1,previous_day_level_blocked,4,2,2,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.03.25 07:20:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,150.579,35.599999999999454,9.971428571428858,6.60000000000025,4,39.59999999999866,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,150.549,150.549,150.945,0.3959999999999866,1.5,149.955,150.531,current_day_low,0.018000000000000682,0.04545454545454872,0.2,1,1,0,1,opening_range_level_blocked,3,1,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.03.27 07:25:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,150.078,53.600000000000136,10.964285714285671,7.600000000002183,5,55.50000000000068,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,150.069,150.069,150.624,0.5550000000000068,1.5,149.237,150.052,current_day_low,0.016999999999995907,0.03063063063062288,0.2,1,1,0,1,opening_range_level_blocked,5,3,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.03.28 09:35:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,150.695,50.40000000000191,9.36428571428533,14.499999999998181,31,55.19999999999925,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,150.657,150.657,151.209,0.5519999999999925,1.5,149.829,150.651,current_day_low,0.006000000000000227,0.010869565217391864,0.2,1,1,0,1,previous_day_level_blocked,4,2,2,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.04.01 07:05:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,149.629,50.30000000000143,11.59285714285705,5.099999999998772,1,53.89999999999873,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,149.603,149.603,150.142,0.5389999999999873,1.5,148.795,149.568,current_day_low,0.03499999999999659,0.06493506493506014,0.2,1,1,0,1,opening_range_level_blocked,3,1,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.04.02 09:30:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,149.943,43.20000000000164,6.878571428570945,21.800000000001774,30,47.800000000000864,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,149.979,149.979,149.501,0.47800000000000864,1.5,150.696,150.0,round_number,0.020999999999986585,0.04393305439327658,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.04.28 08:00:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,143.338,53.10000000000059,10.728571428572037,25.799999999998136,12,56.19999999999834,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,143.317,143.317,143.879,0.5619999999999834,1.5,142.474,143.312,current_day_low,0.0049999999999954525,0.008896797153017081,0.2,1,1,0,1,opening_range_level_blocked,4,2,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.04.30 09:05:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,142.541,41.499999999999204,9.178571428571134,6.60000000000025,25,47.59999999999991,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,142.592,142.592,142.116,0.4759999999999991,1.5,143.306,142.749,previous_day_high,0.15699999999998226,0.3298319327730726,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.06.05 07:35:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,143.021,50.0,13.74999999999981,6.200000000001182,7,55.60000000000116,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,143.066,143.066,142.51,0.5560000000000116,1.5,143.9,143.069,current_day_high,0.002999999999985903,0.005395683453211943,0.2,1,1,0,1,opening_range_level_blocked,3,1,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.06.06 08:25:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,143.895,51.30000000000052,9.185714285714434,19.499999999999318,17,58.9999999999975,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,143.962,143.962,143.372,0.589999999999975,1.5,144.847,143.965,previous_day_high,0.0030000000000143245,0.005084745762736359,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.06.11 09:25:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,145.156,50.900000000001455,10.521428571428185,18.39999999999975,29,56.60000000000025,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,145.203,145.203,144.637,0.5660000000000025,1.5,146.052,145.284,previous_day_high,0.08099999999998886,0.14310954063602208,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.06.17 07:15:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,144.573,53.10000000000059,14.771428571428785,12.5,3,58.70000000000175,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,144.529,144.529,145.116,0.5870000000000175,1.5,143.649,144.5,round_number,0.028999999999996362,0.04940374787052044,0.2,1,1,0,1,opening_range_level_blocked,3,1,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.06.18 07:30:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,145.032,39.90000000000009,8.357142857142692,6.999999999999318,6,44.599999999999795,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,144.995,144.995,145.441,0.44599999999999795,1.5,144.326,144.988,current_day_low,0.007000000000005002,0.015695067264585277,0.2,1,1,0,1,opening_range_level_blocked,5,3,2,0.0,0.0,,opening_range_level_blocked
