scenario,timestamp,event_type,side,position_id,session_type,breakout_type,breakout_state,execution_trigger,range_tf,execution_tf,partial_target_label,final_target_label,volatility_bucket,breakout_level,range_height_pips,range_atr_pips,setup_to_entry_pips,bars_from_setup_to_entry,stop_distance_pips,planned_risk_amount,partial_hit,be_move,runner_target_enabled,runner_target_hit,runner_stop_at_breakeven,bars_since_entry,bars_to_partial,bars_to_final,bars_to_time_stop,mfe_pips,mae_pips,max_unrealized_r,min_unrealized_r,event_r_multiple,price,entry_price,stop_loss_price,initial_risk_price_distance,target_reward_multiple,target_price,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,obstacle_buffer_r,hard_obstacle_present_before_target,soft_obstacle_present_before_target,clean_path_to_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,volume,net_profit,outcome,reason
session_one_shot_target_1_5_clean_path,2025.06.19 08:50:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,145.214,48.69999999999948,6.342857142857311,15.399999999999636,22,51.8999999999977,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,145.236,145.236,144.717,0.518999999999977,1.5,146.015,145.431,previous_day_high,0.1950000000000216,0.3757225433526594,0.2,1,1,0,1,previous_day_level_blocked,2,1,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.06.20 14:35:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,145.559,44.80000000000075,6.657142857143315,31.89999999999884,91,50.499999999999545,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,145.606,145.606,145.101,0.5049999999999955,1.5,146.364,145.763,previous_day_high,0.1570000000000107,0.31089108910893487,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.07.02 08:55:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,143.743,43.09999999999832,8.528571428571487,28.000000000000114,23,51.900000000000546,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,143.821,143.821,143.302,0.5190000000000055,1.5,144.6,143.846,current_day_high,0.025000000000005684,0.048169556840087516,0.2,1,1,0,1,previous_day_level_blocked,3,1,2,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.07.03 08:15:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,143.876,43.899999999999295,8.278571428571519,6.599999999997408,15,49.89999999999952,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,143.926,143.926,143.427,0.4989999999999952,1.5,144.675,144.0,round_number,0.07400000000001228,0.14829659318639876,0.2,1,1,0,1,h1_h4_swing_blocked,4,3,1,0.0,0.0,,h1_h4_swing_blocked
session_one_shot_target_1_5_clean_path,2025.07.04 07:20:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,144.452,50.80000000000098,8.249999999999954,8.799999999999386,4,54.20000000000016,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,144.428,144.428,144.97,0.5420000000000016,1.5,143.615,144.425,current_day_low,0.002999999999985903,0.00553505535052748,0.2,1,1,0,1,opening_range_level_blocked,3,1,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.07.18 07:05:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,148.665,38.299999999998136,10.571428571428235,2.600000000001046,1,43.00000000000068,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,148.702,148.702,148.272,0.4300000000000068,1.5,149.347,148.748,h1_swing_high,0.04599999999999227,0.10697674418602683,0.2,1,1,0,1,h1_h4_swing_blocked,4,3,1,0.0,0.0,,h1_h4_swing_blocked
session_one_shot_target_1_5_clean_path,2025.07.22 08:25:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.705,50.7000000000005,8.20714285714281,15.999999999999659,17,55.70000000000164,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.745,147.745,147.188,0.5570000000000164,1.5,148.581,147.749,current_day_high,0.003999999999990678,0.0071813285457640215,0.2,0,1,0,1,no_clean_path_to_target,2,0,2,0.0,0.0,,no_clean_path_to_target
session_one_shot_target_1_5_clean_path,2025.07.29 08:25:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,148.282,41.89999999999827,10.578571428571733,10.699999999999932,17,46.700000000001296,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,148.244,148.244,148.711,0.46700000000001296,1.5,147.544,148.228,current_day_low,0.015999999999991132,0.03426124197000147,0.2,0,1,0,1,no_clean_path_to_target,2,0,2,0.0,0.0,,no_clean_path_to_target
session_one_shot_target_1_5_clean_path,2025.08.06 07:35:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,147.324,41.99999999999875,10.314285714285548,9.399999999999409,7,45.69999999999936,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.297,147.297,147.754,0.45699999999999363,1.5,146.612,147.0,round_number,0.29699999999999704,0.6498905908096306,0.2,0,1,0,1,no_clean_path_to_target,1,0,1,0.0,0.0,,no_clean_path_to_target
session_one_shot_target_1_5_clean_path,2025.08.18 15:15:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.577,50.39999999999907,8.314285714285544,20.199999999999818,99,53.400000000002024,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.597,147.597,147.063,0.5340000000000202,1.5,148.398,147.862,previous_day_high,0.26499999999998636,0.4962546816478957,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.08.19 09:35:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,147.614,49.099999999998545,9.121428571428606,22.400000000001796,31,51.50000000000148,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.6,147.6,148.115,0.5150000000000148,1.5,146.828,147.589,recent_equal_lows,0.01099999999999568,0.021359223300961874,0.2,1,1,0,1,previous_day_level_blocked,8,1,7,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.08.21 09:30:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.5,26.900000000000546,7.678571428571881,9.499999999999886,30,30.19999999999925,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.523,147.523,147.221,0.3019999999999925,1.5,147.976,147.811,previous_day_high,0.2880000000000109,0.9536423841060201,0.2,1,0,0,1,previous_day_level_blocked,2,2,0,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.08.29 09:50:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.103,35.000000000002274,6.928571428571543,12.699999999998113,34,38.10000000000002,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.124,147.124,146.743,0.3810000000000002,1.5,147.696,147.474,previous_day_high,0.3499999999999943,0.9186351706036591,0.2,1,1,0,1,previous_day_level_blocked,2,1,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.01 09:40:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,146.83,54.49999999999875,7.992857142858072,8.599999999998431,32,58.499999999997954,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,146.8,146.8,147.385,0.5849999999999795,1.5,145.923,146.781,current_day_low,0.019000000000005457,0.032478632478642945,0.2,1,1,0,1,h1_h4_swing_blocked,4,2,2,0.0,0.0,,h1_h4_swing_blocked
session_one_shot_target_1_5_clean_path,2025.09.04 10:20:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,148.259,47.79999999999802,8.678571428571981,6.800000000001205,40,55.00000000000114,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,148.321,148.321,147.771,0.5500000000000114,1.5,149.146,148.5,round_number,0.17900000000000205,0.32545454545454244,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.05 15:10:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,148.074,43.39999999999975,5.842857142857762,20.899999999997476,98,55.699999999998795,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.961,147.961,148.518,0.556999999999988,1.5,147.126,147.907,current_day_low,0.054000000000002046,0.09694793536804885,0.2,1,1,0,1,previous_day_level_blocked,4,2,2,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.09 07:50:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.147,36.700000000001864,7.685714285714562,22.399999999998954,10,39.09999999999911,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.133,147.133,147.524,0.39099999999999113,1.5,146.547,147.128,recent_equal_lows,0.005000000000023874,0.01278772378522759,0.2,1,1,0,1,opening_range_level_blocked,7,1,6,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.11 08:45:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,quiet,147.474,20.199999999999818,3.3142857142856275,4.599999999999227,21,23.699999999999477,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.499,147.499,147.262,0.23699999999999477,1.5,147.855,147.5,round_number,0.0010000000000047748,0.004219409282720662,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.12 07:15:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.478,36.700000000001864,7.00000000000026,7.599999999999341,3,43.199999999998795,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.533,147.533,147.101,0.43199999999998795,1.5,148.181,148.0,round_number,0.46700000000001296,1.0810185185185788,0.2,1,1,0,1,previous_day_level_blocked,4,3,1,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.15 07:05:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.396,35.80000000000041,5.100000000000321,5.19999999999925,1,39.6000000000015,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.368,147.368,147.764,0.396000000000015,1.5,146.774,147.363,current_day_low,0.0049999999999954525,0.012626262626250665,0.2,1,1,0,1,opening_range_level_blocked,5,3,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.16 07:25:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,147.008,52.499999999997726,10.378571428571167,10.699999999999932,5,55.400000000000205,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,146.989,146.989,147.543,0.554000000000002,1.5,146.158,146.975,current_day_low,0.014000000000010004,0.02527075812276165,0.2,1,1,0,1,opening_range_level_blocked,3,1,2,0.0,0.0,,opening_range_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.22 11:45:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,expanded,147.829,53.89999999999873,11.342857142857234,50.30000000000143,57,55.29999999999973,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.825,147.825,148.378,0.5529999999999973,1.5,146.996,147.822,recent_rejection_zone,0.002999999999985903,0.005424954792017934,0.2,1,1,0,1,previous_day_level_blocked,7,2,5,0.0,0.0,,previous_day_level_blocked
session_one_shot_target_1_5_clean_path,2025.09.23 11:50:00,obstacle_blocked,short,0,tokyo_range_london_break,session_low_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.592,26.800000000000068,8.114285714285822,17.199999999999704,58,28.700000000000614,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.583,147.583,147.87,0.28700000000000614,1.5,147.153,147.5,round_number,0.08299999999999841,0.28919860627176525,0.2,1,1,0,1,h1_h4_swing_blocked,2,1,1,0.0,0.0,,h1_h4_swing_blocked
session_one_shot_target_1_5_clean_path,2025.09.24 07:05:00,obstacle_blocked,long,0,tokyo_range_london_break,session_high_breakout,session_box_ready,exec_range_close_confirm,m15,m5,partial_box_382,final_fixed_r,normal,147.871,37.10000000000093,6.214285714285892,2.7999999999991587,1,41.89999999999827,0.0,0,0,1,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,147.909,147.909,147.49,0.4189999999999827,1.5,148.538,147.919,previous_day_high,0.010000000000019327,0.023866348448734462,0.2,1,1,0,1,previous_day_level_blocked,3,2,1,0.0,0.0,,previous_day_level_blocked
