scenario,position_id,side,entry_time,entry_price,stop_loss_price,initial_risk_price_distance,target_reward_multiple,target_price,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,obstacle_buffer_r,hard_obstacle_present_before_target,soft_obstacle_present_before_target,clean_path_to_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,net_profit,result_r,outcome
session_one_shot_no_obstacle_filter,48,long,2025.05.08 08:15:00,144.049,143.425,0.6239999999999952,1.5,144.985,144.064,current_day_high,0.014999999999986358,0.02403846153843986,0.2,0,1,1,0,,2,0,2,-7.5600000000000005,-0.21597036057692473,loss
session_one_shot_no_obstacle_filter,50,long,2025.06.05 07:35:00,143.066,142.51,0.5560000000000116,1.5,143.9,143.069,current_day_high,0.002999999999985903,0.005395683453211943,0.2,1,1,0,0,,3,1,2,-7.74,-0.22263017985611044,loss
session_one_shot_no_obstacle_filter,52,long,2025.06.06 08:25:00,143.962,143.372,0.589999999999975,1.5,144.847,143.965,previous_day_high,0.0030000000000143245,0.005084745762736359,0.2,1,1,0,0,,3,2,1,-5.62,-0.1702193220339055,loss
session_one_shot_no_obstacle_filter,54,long,2025.06.11 09:25:00,145.203,144.637,0.5660000000000025,1.5,146.052,145.284,previous_day_high,0.08099999999998886,0.14310954063602208,0.2,1,1,0,0,,3,2,1,-3.5300000000000002,-0.11216793286219032,loss
session_one_shot_no_obstacle_filter,56,short,2025.06.17 07:15:00,144.529,145.116,0.5870000000000175,1.5,143.649,144.5,round_number,0.028999999999996362,0.04940374787052044,0.2,1,1,0,0,,3,1,2,-4.04,-0.12487695059624841,loss
session_one_shot_no_obstacle_filter,58,short,2025.06.18 07:30:00,144.995,145.441,0.44599999999999795,1.5,144.326,144.988,current_day_low,0.007000000000005002,0.015695067264585277,0.2,1,1,0,0,,5,3,2,3.19,0.09402372197309461,win
session_one_shot_no_obstacle_filter,60,long,2025.06.19 08:50:00,145.236,144.717,0.518999999999977,1.5,146.015,145.431,previous_day_high,0.1950000000000216,0.3757225433526594,0.2,1,1,0,0,,2,1,1,-8.19,-0.25415651252409605,loss
session_one_shot_no_obstacle_filter,62,long,2025.06.20 14:35:00,145.606,145.101,0.5049999999999955,1.5,146.364,145.763,previous_day_high,0.1570000000000107,0.31089108910893487,0.2,1,1,0,0,,3,2,1,-3.64,-0.10460711287128806,loss
session_one_shot_no_obstacle_filter,64,long,2025.06.25 08:20:00,145.113,144.59,0.5229999999999961,1.5,145.898,145.5,round_number,0.38700000000000045,0.7399617590822243,0.2,0,1,1,0,,1,0,1,-6.39,-0.19762571701720982,loss
session_one_shot_no_obstacle_filter,66,long,2025.07.02 08:55:00,143.821,143.302,0.5190000000000055,1.5,144.6,143.846,current_day_high,0.025000000000005684,0.048169556840087516,0.2,1,1,0,0,,3,1,2,-5.57,-0.172937111967457,loss
session_one_shot_no_obstacle_filter,68,long,2025.07.03 08:15:00,143.926,143.427,0.4989999999999952,1.5,144.675,144.0,round_number,0.07400000000001228,0.14829659318639876,0.2,1,1,0,0,,4,3,1,-3.96,-0.11407656913827761,loss
session_one_shot_no_obstacle_filter,70,short,2025.07.04 07:20:00,144.428,144.97,0.5420000000000016,1.5,143.615,144.425,current_day_low,0.002999999999985903,0.00553505535052748,0.2,1,1,0,0,,3,1,2,11.129999999999999,0.32829621156211464,win
session_one_shot_no_obstacle_filter,73,long,2025.07.15 14:25:00,147.915,147.536,0.3789999999999907,1.5,148.484,147.921,current_day_high,0.006000000000000227,0.01583113456464479,0.2,0,1,1,0,,2,0,2,-3.69,-0.10803079764562883,loss
session_one_shot_no_obstacle_filter,75,long,2025.07.16 07:15:00,149.116,148.689,0.4270000000000209,1.5,149.757,149.5,round_number,0.38399999999998613,0.8992974238875113,0.2,0,1,1,0,,1,0,1,-4.75,-0.1371937939110003,loss
session_one_shot_no_obstacle_filter,77,long,2025.07.18 07:05:00,148.702,148.272,0.4300000000000068,1.5,149.347,148.748,h1_swing_high,0.04599999999999227,0.10697674418602683,0.2,1,1,0,0,,4,3,1,-3.87,-0.11180924999999824,loss
session_one_shot_no_obstacle_filter,79,long,2025.07.22 08:25:00,147.745,147.188,0.5570000000000164,1.5,148.581,147.749,current_day_high,0.003999999999990678,0.0071813285457640215,0.2,0,1,0,0,,2,0,2,7.41,0.21975609216037656,win
session_one_shot_no_obstacle_filter,82,long,2025.07.28 09:20:00,148.047,147.5,0.546999999999997,1.5,148.868,148.5,round_number,0.45300000000000296,0.8281535648994615,0.2,0,1,1,0,,1,0,1,-3.77,-0.11322329270769918,loss
session_one_shot_no_obstacle_filter,84,short,2025.07.29 08:25:00,148.244,148.711,0.46700000000001296,1.5,147.544,148.228,current_day_low,0.015999999999991132,0.03426124197000147,0.2,0,1,0,0,,2,0,2,-8.3,-0.2391327428460124,loss
session_one_shot_no_obstacle_filter,86,short,2025.08.01 08:35:00,150.513,150.921,0.40799999999998704,1.5,149.901,150.512,current_day_low,0.0010000000000047748,0.0024509803921686437,0.2,0,1,1,0,,2,0,2,-4.78,-0.1448410294117693,loss
session_one_shot_no_obstacle_filter,88,short,2025.08.06 07:35:00,147.297,147.754,0.45699999999999363,1.5,146.612,147.0,round_number,0.29699999999999704,0.6498905908096306,0.2,0,1,0,0,,1,0,1,-6.27,-0.1878043982494556,loss
session_one_shot_no_obstacle_filter,90,short,2025.08.11 10:45:00,147.407,147.796,0.3889999999999816,1.5,146.824,147.377,current_day_low,0.030000000000001137,0.07712082262211455,0.2,0,1,1,0,,2,0,2,-3.26,-0.09500930591260087,loss
session_one_shot_no_obstacle_filter,92,long,2025.08.12 11:45:00,148.455,148.031,0.4240000000000066,1.5,149.091,148.5,round_number,0.044999999999987494,0.10613207547166696,0.2,0,1,1,0,,1,0,1,-3.07,-0.08896483490565898,loss
session_one_shot_no_obstacle_filter,94,short,2025.08.13 10:15:00,147.545,148.168,0.6230000000000189,1.5,146.611,147.537,current_day_low,0.007999999999981355,0.01284109149274657,0.2,0,1,1,0,,2,0,2,0.87,0.025910080256821042,win
session_one_shot_no_obstacle_filter,97,long,2025.08.18 15:15:00,147.597,147.063,0.5340000000000202,1.5,148.398,147.862,previous_day_high,0.26499999999998636,0.4962546816478957,0.2,1,1,0,0,,3,2,1,10.67,0.3275707761131794,win
session_one_shot_no_obstacle_filter,100,short,2025.08.19 09:35:00,147.6,148.115,0.5150000000000148,1.5,146.828,147.589,recent_equal_lows,0.01099999999999568,0.021359223300961874,0.2,1,1,0,0,,8,1,7,-4.02,-0.12818379288025522,loss
session_one_shot_no_obstacle_filter,102,short,2025.08.20 09:10:00,147.346,147.821,0.4749999999999943,1.5,146.634,147.329,current_day_low,0.016999999999995907,0.035789473684202336,0.2,0,1,1,0,,2,0,2,2.6500000000000004,0.0823820842105273,win
session_one_shot_no_obstacle_filter,105,long,2025.08.21 09:30:00,147.523,147.221,0.3019999999999925,1.5,147.976,147.811,previous_day_high,0.2880000000000109,0.9536423841060201,0.2,1,0,0,0,,2,2,0,-3.25,-0.09910549461920774,loss
session_one_shot_no_obstacle_filter,107,long,2025.08.22 07:55:00,148.753,148.183,0.5699999999999932,1.5,149.608,149.0,round_number,0.2470000000000141,0.43333333333336327,0.2,0,1,1,0,,1,0,1,-2.5300000000000002,-0.08184106140350976,loss
session_one_shot_no_obstacle_filter,109,short,2025.08.28 09:05:00,147.048,147.484,0.43600000000000705,1.5,146.394,147.0,round_number,0.04800000000000182,0.11009174311926845,0.2,0,1,1,0,,2,0,2,-3.44,-0.10667586321934773,loss
session_one_shot_no_obstacle_filter,111,long,2025.08.29 09:50:00,147.124,146.743,0.3810000000000002,1.5,147.696,147.474,previous_day_high,0.3499999999999943,0.9186351706036591,0.2,1,1,0,0,,2,1,1,-5.3,-0.15739919240864111,loss
session_one_shot_no_obstacle_filter,113,short,2025.09.01 09:40:00,146.8,147.385,0.5849999999999795,1.5,145.923,146.781,current_day_low,0.019000000000005457,0.032478632478642945,0.2,1,1,0,0,,4,2,2,-3.43,-0.10779727777778153,loss
session_one_shot_no_obstacle_filter,115,long,2025.09.04 10:20:00,148.321,147.771,0.5500000000000114,1.5,149.146,148.5,round_number,0.17900000000000205,0.32545454545454244,0.2,1,1,0,0,,3,2,1,-4.19,-0.12431433737373483,loss
session_one_shot_no_obstacle_filter,117,short,2025.09.05 15:10:00,147.961,148.518,0.556999999999988,1.5,147.126,147.907,current_day_low,0.054000000000002046,0.09694793536804885,0.2,1,1,0,0,,4,2,2,40.18,1.1883838140834089,win
session_one_shot_no_obstacle_filter,120,short,2025.09.09 07:50:00,147.133,147.524,0.39099999999999113,1.5,146.547,147.128,recent_equal_lows,0.005000000000023874,0.01278772378522759,0.2,1,1,0,0,,7,1,6,5.35,0.15484897698210068,win
session_one_shot_no_obstacle_filter,123,short,2025.09.10 15:35:00,147.235,147.574,0.33899999999999864,1.5,146.727,147.057,current_day_low,0.1780000000000257,0.5250737463127623,0.2,0,1,1,0,,2,0,2,-15.06,-0.43575673156342354,loss
session_one_shot_no_obstacle_filter,125,long,2025.09.11 08:45:00,147.499,147.262,0.23699999999999477,1.5,147.855,147.5,round_number,0.0010000000000047748,0.004219409282720662,0.2,1,1,0,0,,3,2,1,24.29,0.7192953727145025,win
session_one_shot_no_obstacle_filter,128,long,2025.09.12 07:15:00,147.533,147.101,0.43199999999998795,1.5,148.181,148.0,round_number,0.46700000000001296,1.0810185185185788,0.2,1,1,0,0,,4,3,1,-5.3,-0.1648364688552235,loss
session_one_shot_no_obstacle_filter,130,short,2025.09.15 07:05:00,147.368,147.764,0.396000000000015,1.5,146.774,147.363,current_day_low,0.0049999999999954525,0.012626262626250665,0.2,1,1,0,0,,5,3,2,-5.78,-0.17938799242423564,loss
session_one_shot_no_obstacle_filter,132,short,2025.09.16 07:25:00,146.989,147.543,0.554000000000002,1.5,146.158,146.975,current_day_low,0.014000000000010004,0.02527075812276165,0.2,1,1,0,0,,3,1,2,-3.31,-0.09787867829923749,loss
session_one_shot_no_obstacle_filter,134,long,2025.09.17 10:20:00,146.635,146.195,0.4399999999999977,1.5,147.295,147.0,round_number,0.3650000000000091,0.8295454545454795,0.2,0,1,1,0,,1,0,1,-3.68,-0.11180128925619895,loss
session_one_shot_no_obstacle_filter,136,long,2025.09.18 07:35:00,147.172,146.754,0.41800000000000637,1.5,147.799,147.5,round_number,0.32800000000000296,0.7846889952153061,0.2,0,1,1,0,,1,0,1,15.55,0.4544747906698495,win
session_one_shot_no_obstacle_filter,139,short,2025.09.22 11:45:00,147.825,148.378,0.5529999999999973,1.5,146.996,147.822,recent_rejection_zone,0.002999999999985903,0.005424954792017934,0.2,1,1,0,0,,7,2,5,-2.74,-0.08118096443640788,loss
session_one_shot_no_obstacle_filter,141,short,2025.09.23 11:50:00,147.583,147.87,0.28700000000000614,1.5,147.153,147.5,round_number,0.08299999999999841,0.28919860627176525,0.2,1,1,0,0,,2,1,1,-4.26,-0.12910969460954838,loss
session_one_shot_no_obstacle_filter,143,long,2025.09.24 07:05:00,147.909,147.49,0.4189999999999827,1.5,148.538,147.919,previous_day_high,0.010000000000019327,0.023866348448734462,0.2,1,1,0,0,,3,2,1,-5.44,-0.1597161495624569,loss
session_one_shot_no_obstacle_filter,145,long,2025.09.25 14:15:00,148.897,148.539,0.3580000000000041,1.5,149.434,148.904,previous_day_high,0.007000000000005002,0.019553072625712074,0.2,1,1,0,0,,3,2,1,-4.33,-0.1277375917797272,loss
session_one_shot_no_obstacle_filter,147,short,2025.09.26 08:05:00,149.61,149.96,0.3499999999999943,1.5,149.085,149.608,current_day_low,0.0020000000000095497,0.005714285714313092,0.2,0,1,1,0,,2,0,2,-4.86,-0.1476507673469412,loss
session_one_shot_no_obstacle_filter,149,short,2025.09.30 07:25:00,148.493,148.848,0.3550000000000182,1.5,147.961,148.484,current_day_low,0.00899999999998613,0.02535211267601597,0.2,1,1,0,0,,4,2,2,-6.5,-0.19573501006035213,loss
session_one_shot_no_obstacle_filter,151,short,2025.10.01 07:45:00,147.745,148.23,0.4849999999999852,1.5,147.018,147.742,current_day_low,0.0030000000000143245,0.006185567010339002,0.2,1,1,0,0,,5,3,2,24.509999999999998,0.7507741484536311,win
session_one_shot_no_obstacle_filter,154,short,2025.10.02 11:40:00,146.908,147.328,0.4200000000000159,1.5,146.278,146.901,recent_rejection_zone,0.0069999999999765805,0.016666666666610274,0.2,1,1,0,0,,9,2,7,12.23,0.35720093055554203,win
session_one_shot_no_obstacle_filter,157,long,2025.10.07 09:15:00,150.638,150.162,0.4759999999999991,1.5,151.352,150.669,current_day_high,0.03100000000000591,0.06512605042018062,0.2,0,1,1,0,,2,0,2,-5.45,-0.1680031197478995,loss
session_one_shot_no_obstacle_filter,159,long,2025.10.09 09:10:00,152.808,152.389,0.4189999999999827,1.5,153.437,152.82,current_day_high,0.012000000000000455,0.028639618138427088,0.2,1,1,0,0,,4,2,2,13.92,0.4168552744630243,win
session_one_shot_no_obstacle_filter,162,long,2025.10.13 10:35:00,152.346,151.722,0.6239999999999952,1.5,153.282,152.5,round_number,0.15399999999999636,0.24679487179486786,0.2,1,1,0,0,,3,2,1,-4.68,-0.14352093750000108,loss
session_one_shot_no_obstacle_filter,164,short,2025.10.17 08:20:00,149.855,150.442,0.5870000000000175,1.5,148.975,149.851,current_day_low,0.003999999999990678,0.006814310051091241,0.2,0,1,1,0,,2,0,2,-4.86,-0.14007986371379483,loss
session_one_shot_no_obstacle_filter,166,long,2025.10.24 08:05:00,152.934,152.454,0.47999999999998977,1.5,153.654,153.0,round_number,0.0660000000000025,0.13750000000000814,0.2,0,1,1,0,,1,0,1,-1.96,-0.061223866666667966,loss
session_one_shot_no_obstacle_filter,168,long,2025.10.27 08:15:00,153.24,152.638,0.6020000000000039,1.5,154.143,153.5,round_number,0.2599999999999909,0.4318936877076233,0.2,0,1,1,0,,1,0,1,-4.18,-0.13272454734219183,loss
session_one_shot_no_obstacle_filter,170,long,2025.10.31 09:55:00,154.211,153.635,0.5760000000000218,1.5,155.075,154.212,current_day_high,0.0009999999999763531,0.0017361111110699918,0.2,1,1,0,0,,4,2,2,3.73,0.1102127218364156,win
session_one_shot_no_obstacle_filter,173,long,2025.11.03 09:15:00,154.266,153.973,0.29299999999997794,1.5,154.706,154.404,previous_day_high,0.13800000000000523,0.4709897610922035,0.2,1,1,0,0,,3,2,1,-7.0,-0.2046989002654686,loss
session_one_shot_no_obstacle_filter,175,short,2025.11.06 10:05:00,153.713,154.144,0.4310000000000116,1.5,153.067,153.694,current_day_low,0.019000000000005457,0.044083526682146046,0.2,0,1,1,0,,2,0,2,2.26,0.06739056071152177,win
session_one_shot_no_obstacle_filter,178,long,2025.11.07 08:00:00,153.363,152.804,0.5589999999999975,1.5,154.202,153.5,round_number,0.13700000000000045,0.2450805008944563,0.2,1,1,0,0,,2,1,1,3.83,0.11701864241701503,win
session_one_shot_no_obstacle_filter,181,short,2025.11.11 15:25:00,153.917,154.497,0.5800000000000125,1.5,153.047,153.888,current_day_low,0.028999999999996362,0.04999999999999265,0.2,1,1,0,0,,4,2,2,4.01,0.11784176245210477,win
session_one_shot_no_obstacle_filter,184,short,2025.11.13 10:35:00,154.574,155.02,0.44599999999999795,1.5,153.905,154.571,current_day_low,0.0030000000000143245,0.006726457399135288,0.2,1,1,0,0,,3,1,2,-6.75,-0.19412177690583046,loss
session_one_shot_no_obstacle_filter,186,long,2025.11.14 13:00:00,154.759,154.294,0.464999999999975,1.5,155.457,155.0,round_number,0.24100000000001387,0.5182795698925309,0.2,1,1,0,0,,2,1,1,-3.91,-0.11822571065494282,loss
session_one_shot_no_obstacle_filter,188,long,2025.11.17 10:35:00,154.801,154.399,0.4019999999999868,1.5,155.404,154.806,current_day_high,0.005000000000023874,0.012437810945333428,0.2,0,1,1,0,,3,0,3,-2.94,-0.08704166475316014,loss
session_one_shot_no_obstacle_filter,190,long,2025.11.19 10:30:00,155.672,155.196,0.4759999999999991,1.5,156.386,155.727,previous_day_high,0.05500000000000682,0.11554621848740951,0.2,1,1,0,0,,3,2,1,-7.28,-0.21520631016042824,loss
session_one_shot_no_obstacle_filter,192,short,2025.11.21 08:15:00,157.05,157.547,0.4969999999999857,1.5,156.305,157.047,current_day_low,0.0030000000000143245,0.006036217303851934,0.2,1,1,0,0,,5,1,4,-5.85,-0.18313560362173564,loss
session_one_shot_no_obstacle_filter,194,long,2025.11.24 09:50:00,156.847,156.267,0.5800000000000125,1.5,157.717,157.0,round_number,0.1529999999999916,0.2637931034482557,0.2,1,1,0,0,,2,1,1,-7.12,-0.21433927969348196,loss
session_one_shot_no_obstacle_filter,196,short,2025.11.25 09:35:00,156.521,156.987,0.4660000000000082,1.5,155.822,156.518,current_day_low,0.002999999999985903,0.006437768240312983,0.2,1,1,0,0,,4,2,2,-7.44,-0.22749621537260625,loss
session_one_shot_no_obstacle_filter,198,short,2025.11.28 15:55:00,156.066,156.582,0.5159999999999911,1.5,155.292,156.055,current_day_low,0.01099999999999568,0.021317829457356337,0.2,1,1,0,0,,4,2,2,-5.38,-0.16330489534884002,loss
session_one_shot_no_obstacle_filter,200,long,2025.12.02 08:30:00,155.792,155.38,0.41200000000000614,1.5,156.41,156.0,round_number,0.2079999999999984,0.5048543689320274,0.2,1,1,0,0,,2,1,1,-4.17,-0.12157309559372485,loss
session_one_shot_no_obstacle_filter,202,short,2025.12.03 08:25:00,155.551,155.908,0.3569999999999993,1.5,155.016,155.538,current_day_low,0.012999999999976808,0.036414565826265635,0.2,1,1,0,0,,3,1,2,-8.77,-0.25508990289449157,loss
session_one_shot_no_obstacle_filter,204,short,2025.12.04 10:10:00,155.01,155.545,0.5349999999999966,1.5,154.208,155.004,previous_day_low,0.006000000000000227,0.011214953271028534,0.2,1,1,0,0,,4,2,2,6.04,0.1757154542056086,win
session_one_shot_no_obstacle_filter,207,short,2025.12.05 07:25:00,154.778,155.234,0.4560000000000173,1.5,154.094,154.776,current_day_low,0.001999999999981128,0.00438596491223915,0.2,1,1,0,0,,5,3,2,14.7,0.45429330143538943,win
session_one_shot_no_obstacle_filter,210,long,2025.12.08 10:30:00,155.457,154.885,0.5720000000000027,1.5,156.315,155.486,previous_day_high,0.028999999999996362,0.0506993006992941,0.2,1,1,0,0,,3,2,1,-1.1,-0.03301816239316224,loss
session_one_shot_no_obstacle_filter,212,long,2025.12.09 07:10:00,156.077,155.725,0.35200000000000387,1.5,156.605,156.105,current_day_high,0.027999999999991587,0.07954545454542977,0.2,1,1,0,0,,3,1,2,-8.65,-0.25467533143939114,loss
session_one_shot_no_obstacle_filter,214,long,2025.12.11 08:00:00,156.076,155.473,0.6029999999999802,1.5,156.981,156.5,round_number,0.4240000000000066,0.70315091210617,0.2,1,1,0,0,,4,3,1,-5.18,-0.1675178067993421,loss
session_one_shot_no_obstacle_filter,216,long,2025.12.12 08:25:00,155.785,155.429,0.35599999999999454,1.5,156.319,156.0,round_number,0.2150000000000034,0.6039325842696818,0.2,1,1,0,0,,3,2,1,-3.4699999999999998,-0.10136623782771688,loss
session_one_shot_no_obstacle_filter,218,short,2025.12.16 14:50:00,154.684,155.221,0.5370000000000061,1.5,153.879,154.676,current_day_low,0.008000000000009777,0.014897579143407235,0.2,0,1,1,0,,2,0,2,5.99,0.17375238733705575,win
session_one_shot_no_obstacle_filter,221,long,2025.12.18 07:35:00,155.826,155.408,0.41800000000000637,1.5,156.453,156.0,round_number,0.1740000000000066,0.4162679425837415,0.2,0,1,1,0,,1,0,1,7.31,0.22542955741626447,win
session_one_shot_no_obstacle_filter,223,short,2025.12.22 15:15:00,157.113,157.707,0.5939999999999941,1.5,156.222,157.0,round_number,0.11299999999999955,0.19023569023569137,0.2,0,1,1,0,,2,0,2,-7.9,-0.2304358772914351,loss
session_one_shot_no_obstacle_filter,225,short,2025.12.30 10:25:00,155.885,156.341,0.4560000000000173,1.5,155.201,155.88,recent_equal_lows,0.0049999999999954525,0.010964912280691366,0.2,0,1,1,0,,3,0,3,-3.5300000000000002,-0.110665077751192,loss
session_one_shot_target_1_5_clean_path,2,short,2025.01.03 08:55:00,157.157,157.571,0.41399999999998727,1.5,156.536,157.0,round_number,0.1570000000000107,0.3792270531401341,0.2,0,1,1,0,,1,0,1,-6.28,-0.18340470457079716,loss
session_one_shot_target_1_5_clean_path,4,long,2025.01.23 07:05:00,156.717,156.267,0.45000000000001705,1.5,157.392,157.0,round_number,0.28299999999998704,0.6288888888888362,0.2,0,1,1,0,,1,0,1,0.96,0.027952533333332277,win
session_one_shot_target_1_5_clean_path,7,short,2025.02.13 08:10:00,154.101,154.67,0.5689999999999884,1.5,153.248,154.08,current_day_low,0.020999999999986585,0.0369068541300299,0.2,0,1,1,0,,2,0,2,-2.04,-0.06243810193321745,loss
session_one_shot_target_1_5_clean_path,9,long,2025.04.29 07:45:00,142.525,141.929,0.5960000000000036,1.5,143.419,143.0,round_number,0.4749999999999943,0.7969798657717977,0.2,0,1,1,0,,1,0,1,-5.24,-0.15057282624906695,loss
session_one_shot_target_1_5_clean_path,11,long,2025.05.08 08:15:00,144.049,143.425,0.6239999999999952,1.5,144.985,144.064,current_day_high,0.014999999999986358,0.02403846153843986,0.2,0,1,1,0,,2,0,2,-6.62,-0.21590626831501997,loss
session_one_shot_target_1_5_clean_path,13,long,2025.06.25 08:20:00,145.113,144.59,0.5229999999999961,1.5,145.898,145.5,round_number,0.38700000000000045,0.7399617590822243,0.2,0,1,1,0,,1,0,1,-6.39,-0.19539661567877772,loss
session_one_shot_target_1_5_clean_path,15,long,2025.07.15 14:25:00,147.915,147.536,0.3789999999999907,1.5,148.484,147.921,current_day_high,0.006000000000000227,0.01583113456464479,0.2,0,1,1,0,,2,0,2,-3.69,-0.10861421757662132,loss
session_one_shot_target_1_5_clean_path,17,long,2025.07.16 07:15:00,149.116,148.689,0.4270000000000209,1.5,149.757,149.5,round_number,0.38399999999998613,0.8992974238875113,0.2,0,1,1,0,,1,0,1,-4.75,-0.1371937939110003,loss
session_one_shot_target_1_5_clean_path,19,long,2025.07.28 09:20:00,148.047,147.5,0.546999999999997,1.5,148.868,148.5,round_number,0.45300000000000296,0.8281535648994615,0.2,0,1,1,0,,1,0,1,-3.77,-0.11416368677635651,loss
session_one_shot_target_1_5_clean_path,21,short,2025.08.01 08:35:00,150.513,150.921,0.40799999999998704,1.5,149.901,150.512,current_day_low,0.0010000000000047748,0.0024509803921686437,0.2,0,1,1,0,,2,0,2,-4.78,-0.14449639297386077,loss
