trades,net_profit,expectancy_r,pf_money,pf_r,win_rate,maxdd_money,maxdd_r,commission,fee,swap,long,short,tp,sl,time,hold_over_900,max_hold,month,matched,mt5_only,python_only
95,22.62,0.027443386476392,1.1138456892647,1.1213847590021,0.48421052631579,60.46,6.5051742678256,0,0,0,22,73,11,10,74,74,906.466,202505,95,0,1
44,-48.47,-0.11752132051458,0.64013660999332,0.64134656145851,0.47727272727273,77.22,8.3183539470634,0,0,0,10,34,3,7,34,34,909.42,202506,44,0,0
