entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_alignment_mode,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.09 04:00:00,2025.01.09 06:01:53,tokyo_first120_reference,USDJPY,SHORT,2025.01.09 03:45:00,3,0,9,tokyo,2025.01.09 00:00,45,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_top,neckline_break_retest,158.13300000,PERIOD_M15,h1_confirmed_h4_not_opposite,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,158.10875000,158.09300000,158.09300000,pre_session_low,0.1024,neckline_level,158.13300000,false,true,true,false,1.50,157.91500000,158.10600000,157.90200000,158.23300000,157.91500000,0.12700000,1.6063,158.23300000,158.23300000,true,true,price_1_0r_close,1.0787,2025.01.09 05:00:00,5,1.6063,0.1890,tp,false,false,true,false,1.0787,0.5276,40.05,0.00,0.00,40.05,0.310,1.504,8,0.09014286,16.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,2,break_even_at_1_0r
2025.01.16 04:30:00,2025.01.16 10:30:00,tokyo_first120_reference,AUDJPY,SHORT,2025.01.16 04:15:00,4,1,10,tokyo,2025.01.16 00:00,75,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,choch_down,first_pullback_after_choch,96.89000000,PERIOD_M15,h1_confirmed_h4_not_opposite,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,96.78600000,96.71600000,96.71600000,failed_breakout_level,0.1356,opening_range_low|neckline_level,96.89000000,false,true,true,false,1.50,96.10200000,96.77700000,96.95600000,97.22700000,96.10200000,0.45000000,-0.3978,97.22700000,97.22700000,true,false,none,0.0000,,-1,0.2800,0.7889,time,false,false,false,true,-0.3978,0.0000,-9.07,0.00,0.00,-9.07,0.080,1.500,24,0.15000000,28.00,3.100,choch_failed,false,not_invalidated,DEAL_REASON_EXPERT,4,break_even_at_1_0r
2025.01.22 03:15:01,2025.01.22 09:15:00,tokyo_first120_reference,GBPJPY,LONG,2025.01.22 03:00:00,3,0,9,tokyo,2025.01.22 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,191.84200000,PERIOD_M15,h1_confirmed_h4_not_opposite,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,192.05312500,192.01700000,192.05312500,recent_equal_highs,0.0658,session_high|opening_range_high|neckline_level,192.01700000,false,true,true,false,1.50,192.53500000,192.03100000,191.94200000,191.69500000,192.53500000,0.33600000,-0.2649,191.69500000,191.69500000,true,false,none,0.0000,,-1,1.1220,0.5268,time,false,false,false,true,-0.2649,0.0000,-6.20,0.00,0.00,-6.20,0.110,1.500,24,0.19500000,38.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,6,break_even_at_1_0r
2025.01.28 04:30:00,2025.01.28 06:17:18,tokyo_first120_reference,GBPJPY,LONG,2025.01.28 04:15:00,4,1,10,tokyo,2025.01.28 00:00,75,first_120min,false,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,193.60400000,PERIOD_M5,h1_confirmed_h4_not_opposite,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,193.70266667,193.60400000,193.70266667,recent_equal_highs,0.1950,neckline_level,193.60400000,false,true,true,false,1.50,193.94800000,193.66600000,193.94800000,193.47800000,193.94800000,0.18800000,1.5000,193.47800000,193.47800000,true,true,price_1_0r_close,1.1330,2025.01.28 06:00:00,7,1.5000,0.8883,tp,false,false,true,false,1.1330,0.3670,37.51,0.00,0.00,37.51,0.210,1.500,7,0.23250000,38.00,4.200,other,false,not_invalidated,DEAL_REASON_TP,8,break_even_at_1_0r
2025.02.03 03:15:00,2025.02.03 04:45:23,tokyo_first120_reference,USDJPY,LONG,2025.02.03 03:00:00,3,0,9,tokyo,2025.02.03 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,155.79500000,PERIOD_M5,h1_confirmed_h4_not_opposite,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,155.87500000,155.79500000,155.87500000,current_day_high,0.1686,session_high|opening_range_high|neckline_level,155.79500000,false,false,true,false,1.50,156.22200000,155.83100000,155.55200000,155.57000000,156.22200000,0.26100000,-1.0690,155.57000000,155.57000000,true,false,none,0.0000,,-1,0.1686,1.0690,full_sl,true,false,false,false,-1.0690,0.0000,-26.90,0.00,0.00,-26.90,0.150,1.498,6,0.23214286,20.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,10,break_even_at_1_0r
2025.02.05 04:00:00,2025.02.05 04:25:53,tokyo_first120_reference,GBPJPY,SHORT,2025.02.05 03:45:00,3,0,9,tokyo,2025.02.05 00:00,45,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_top,neckline_break_retest,191.59800000,PERIOD_M5,h1_confirmed_h4_not_opposite,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,191.59800000,191.50000000,191.50000000,round_number,0.1566,opening_range_low|neckline_level,191.59800000,false,true,true,false,1.50,191.16600000,191.53900000,191.16200000,191.78800000,191.16600000,0.24900000,1.5141,191.78800000,191.78800000,true,false,none,0.0000,,-1,1.5141,0.6506,tp,false,false,true,false,1.5141,0.0000,36.35,0.00,0.00,36.35,0.150,1.498,1,0.21478571,38.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,12,break_even_at_1_0r
2025.02.06 04:30:00,2025.02.06 09:02:13,tokyo_first120_reference,USDJPY,SHORT,2025.02.06 04:15:00,4,1,10,tokyo,2025.02.06 00:00,75,first_120min,false,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,152.23900000,PERIOD_M15,h1_confirmed_h4_not_opposite,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,152.23900000,152.10700000,152.10700000,previous_day_low,0.1344,neckline_level,152.23900000,false,true,true,false,1.50,151.43700000,152.17300000,152.66500000,152.66400000,151.43700000,0.49100000,-1.0020,152.66400000,152.66400000,true,false,none,0.0000,,-1,0.2587,1.0020,full_sl,true,false,false,false,-1.0020,0.0000,-22.56,0.00,0.00,-22.56,0.070,1.499,18,0.18221429,16.00,4.500,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,14,break_even_at_1_0r
2025.02.14 03:15:00,2025.02.14 05:07:27,tokyo_first120_reference,USDJPY,SHORT,2025.02.14 03:00:00,3,0,9,tokyo,2025.02.14 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,152.57700000,PERIOD_M15,h1_confirmed_h4_not_opposite,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,152.56700000,152.50000000,152.50000000,round_number,0.0553,neckline_level,152.57700000,false,true,true,false,1.50,151.84700000,152.52500000,152.98200000,152.97700000,151.84700000,0.45200000,-1.0111,152.97700000,152.97700000,true,false,none,0.0000,,-1,0.1881,1.0111,full_sl,true,false,false,false,-1.0111,0.0000,-23.90,0.00,0.00,-23.90,0.080,1.500,7,0.15071429,21.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,16,break_even_at_1_0r
2025.02.17 03:15:00,2025.02.17 09:15:00,tokyo_first120_reference,USDJPY,SHORT,2025.02.17 03:00:00,3,0,9,tokyo,2025.02.17 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,151.89900000,PERIOD_M15,h1_confirmed_h4_not_opposite,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,151.78300000,151.74100000,151.74100000,current_day_low,0.0875,session_low|opening_range_low|neckline_level,151.74100000,false,true,true,false,1.50,151.20900000,151.77400000,151.64300000,152.15100000,151.20900000,0.37700000,0.3475,152.15100000,152.15100000,true,false,none,0.0000,,-1,0.8170,0.4085,time,false,false,false,true,0.3475,0.0000,8.64,0.00,0.00,8.64,0.100,1.499,24,0.12550000,22.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,18,break_even_at_1_0r
2025.02.21 04:30:00,2025.02.21 07:49:20,tokyo_first120_reference,AUDJPY,LONG,2025.02.21 04:15:00,4,1,10,tokyo,2025.02.21 00:00,75,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,96.19000000,PERIOD_M5,h1_confirmed_h4_not_opposite,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,96.50000000,96.36100000,96.50000000,round_number,0.3892,session_high|opening_range_high|neckline_level,96.36100000,false,true,true,false,1.50,96.85100000,96.37700000,96.06100000,96.06100000,96.85100000,0.31600000,-1.0000,96.06100000,96.06100000,true,false,none,0.0000,,-1,0.3323,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-25.01,0.00,0.00,-25.01,0.120,1.500,13,0.14457143,28.00,4.200,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,20,break_even_at_1_0r
