control_id,detector_version,symbol,boundary_msc,quote_msc,quote_age_ms,time_bucket,trigger_horizon_ms,estimator,volatility_regime,direction,raw_p,adjusted_p,local_volatility,signed_return,bid,ask,mid,spread,tick_activity,integrity_status,shock_excluded,complete_120s,abs_return_1s,abs_return_3s,abs_return_10s,abs_return_30s,abs_return_120s,realized_volatility_120s,mfe_120s,mae_120s,spread_change_120s,tick_activity_120s,quote_reversion_ratio,cluster_duration_comparison_ms,spec_sha256,feature_schema,source_commit
"USDCAD_STRICT_V0_ctrl_h1_1741034752500_126283","STRICT_V0","USDCAD","1741034752500","1741034752036","464","5","500","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.000010000000","-0.000003459831","1.4450200000","1.4452900000","1.4451550000","0.0002700000","85276","VALID","false","true","0.000055358916","0.000072659206","0.000044978886","0.000051896201","0.000041517176","0.000123248215","0.000110000000","0.000115000000","0.000000000000","201","11.999771656978","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDCAD_STRICT_V0_ctrl_h1_1741038570500_136842","STRICT_V0","USDCAD","1741038570500","1741038570451","49","5","500","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.000010000000","-0.000006930391","1.4427800000","1.4430500000","1.4429150000","0.0002700000","91807","VALID","false","true","0.000006930391","0.000045046684","0.000148992826","0.000221748697","0.000758592657","0.000576845979","0.000000000000","0.001390000000","-0.000030000000","177","109.458851597752","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDCAD_STRICT_V0_ctrl_h2_1741130212000_410155","STRICT_V0","USDCAD","1741130212000","1741130211921","79","5","1000","0","NORMAL","LONG","1.000000000000","1.000000000000","0.000074130000","0.000006924153","1.4440500000","1.4444000000","1.4442250000","0.0003500000","246161","VALID","false","true","0.000006924105","0.000051932315","0.000020772602","0.000055394565","0.000730762536","0.000817787058","0.000270000000","0.001530000000","-0.000010000000","208","105.538187037031","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_STRICT_V0_ctrl_h1_1741130218000_671999","STRICT_V0","USDJPY","1741130218000","1741130217897","103","5","500","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.001000000000","-0.000003347062","149.3740000000","149.3950000000","149.3845000000","0.0210000000","366514","VALID","false","true","0.000006694113","0.000003347062","0.000043512824","0.000401567457","0.000799629336","0.000200981241","0.007000000000","0.121000000000","-0.005000000000","165","238.904856850226","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_STRICT_V0_ctrl_h1_1741130218000_671999","STRICT_V0","USDJPY","1741130218000","1741130217897","103","5","500","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.001000000000","-0.000003347062","149.3740000000","149.3950000000","149.3845000000","0.0210000000","366514","VALID","false","true","0.000006694113","0.000003347062","0.000043512824","0.000401567457","0.000799629336","0.000200981241","0.007000000000","0.121000000000","-0.005000000000","165","238.904856850226","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDCAD_STRICT_V0_ctrl_h1_1741145191000_426476","STRICT_V0","USDCAD","1741145191000","1741145190802","198","0","500","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.000010000000","-0.000003470144","1.4407000000","1.4410200000","1.4408600000","0.0003200000","259053","VALID","false","true","0.000041642664","0.000055523938","0.000000000000","0.000156144549","0.000194309508","0.000474658796","0.000650000000","0.000445000000","-0.000020000000","267","55.994656663546","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"EURUSD_STRICT_V0_ctrl_h2_1741097127000_113533","STRICT_V0","EURUSD","1741097127000","1741097126993","7","3","1000","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.000014826000","-0.000028465834","1.0537900000","1.0539700000","1.0538800000","0.0001800000","109851","VALID","false","true","0.000066419019","0.000047442606","0.000085395071","0.000018977313","0.000161321700","0.000193071173","0.000250000000","0.000130000000","0.000000000000","117","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDCAD_STRICT_V0_ctrl_h1_1741200946000_589742","STRICT_V0","USDCAD","1741200946000","1741200945907","93","4","500","0","NORMAL","LONG","1.000000000000","1.000000000000","0.000010000000","0.000048631036","1.4393000000","1.4395900000","1.4394450000","0.0002900000","352710","VALID","false","true","0.000006947098","0.000083368939","0.000013894340","0.000034736213","0.000184115681","0.000160587722","0.000010000000","0.000370000000","-0.000010000000","211","3.785970742496","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDCAD_STRICT_V0_ctrl_h1_1741200946000_589742","STRICT_V0","USDCAD","1741200946000","1741200945907","93","4","500","0","NORMAL","LONG","1.000000000000","1.000000000000","0.000010000000","0.000048631036","1.4393000000","1.4395900000","1.4394450000","0.0002900000","352710","VALID","false","true","0.000006947098","0.000083368939","0.000013894340","0.000034736213","0.000184115681","0.000160587722","0.000010000000","0.000370000000","-0.000010000000","211","3.785970742496","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"EURUSD_STRICT_V0_ctrl_h1_1741361275500_503720","STRICT_V0","EURUSD","1741361275500","1741361275371","129","3","500","0","NORMAL","SHORT","1.000000000000","1.000000000000","0.000010000000","-0.000004604423","1.0858200000","1.0860000000","1.0859100000","0.0001800000","387541","VALID","false","true","0.000018417902","0.000046045392","0.000110512502","0.000055254724","0.000027626217","0.000325081498","0.000130000000","0.000275000000","0.000020000000","303","5.999930934974","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
