path,bytes,sha256,owning_commit
reports/analysis/tick_shock/step15l/independent_recalculation.md,351,45940C7BA44FF7CCC413C9B0A7CA622FA9A153F31C59A4231D5528E7CF0995F4,SELF
reports/analysis/tick_shock/step15l/leave_one_symbol_out.csv,3066,A2A330894C3763FB65D437DABD754B3FC4F7CFCEF8B93D4BF2DC7B5698981658,SELF
reports/analysis/tick_shock/step15l/lightgbm_feature_importance.csv,3013,44C6606D3C4A71E60D8333ADB5B3E0123CC17E7651C451836190B376DAAE83A3,SELF
reports/analysis/tick_shock/step15l/lightgbm_feature_importance.png,53425,6D13FEA42F6C39310B1C4DC0E6AB74B3C187F079228159FFD2001D42F0146377,SELF
reports/analysis/tick_shock/step15l/lightgbm_permutation_importance.csv,3702,2790822006579E133915EF280DCD0F4F0F160047324D38304434FA7ECE2A2D23,SELF
reports/analysis/tick_shock/step15l/lightgbm_shap_summary.csv,2953,6F22EE7FC3614F015C1B3F98F4A648215A8B4ED4FAF1D5C27441A05621202FB1,SELF
reports/analysis/tick_shock/step15l/lightgbm_shap_summary.png,50536,4A4EB1755034217ABCE0253E2C9A899C4CDF2D19A70354BC947E40F71A8A232C,SELF
reports/analysis/tick_shock/step15l/major_feature_dependence.png,30238,3921718109FA51B1CB0C898B5992133A914DDB8AD7E45313A2AA33150ABDB146,SELF
reports/analysis/tick_shock/step15l/model_comparison.csv,4196,B03CCF7CD4A367C14B096E4AF78372E11F8654FC20427E515F93B28B3F87D2E6,SELF
reports/analysis/tick_shock/step15l/model_oof_predictions.csv,4045170,9C7CE1A660B506DA5262A3C88179DEC85B5B723784C9F9D67E701ECBF2AEF0BD,SELF
reports/analysis/tick_shock/step15l/precision_recall_curve.png,27229,E125CA4EAACA772D374F01D2E5CD874DD0BC48E2F3E44A4F0BB06AD6AF65AB82,SELF
reports/analysis/tick_shock/step15l/precision_vs_selected_count.png,31158,9AABE05BB7F9186A1B825C2C348BB2C25217AE214D9697BB3D49003D2F699863,SELF
reports/analysis/tick_shock/step15l/prediction_calibration.csv,696,B949A617EFD0AD681BC1E29CBA763261C2650249EA2F806971EC58B21CFF97E3,SELF
reports/analysis/tick_shock/step15l/python_environment.txt,126,A714403B545BE2A1C419947EF0DC82962F9356EAF67C8908D1BCC2DBE951C60A,SELF
reports/analysis/tick_shock/step15l/qa_checks.csv,339,08EC3014FC15162AD5AEA4589F7D0126A1A2DA681EA55BB5F68878A64741F423,SELF
reports/analysis/tick_shock/step15l/recall_precision_frontier.csv,13689,D96F44D5FFD7E96683B743A9A49AA0219617DF5C8F79265139609FE3AA4467C8,SELF
reports/analysis/tick_shock/step15l/recall_vs_selected_count.png,23575,2CAD8EF4965305527B5A78A749ED9BB053D97E5704D230AA3BF1B3719FD3E0D3,SELF
reports/analysis/tick_shock/step15l/requirements_step15l.txt,133,3C15649D47F9F992BCA8272F2E844B9C3BAEE55BD20228A737DD528CC92DBDA5,SELF
reports/analysis/tick_shock/step15l/selected_count_frontier.csv,7123,64D5D1B9753371B1381A4B6CDD8B0B9F7E3CB9E61AE5B73C9B07F0E9DB7B045A,SELF
reports/analysis/tick_shock/step15l/symbol_feature_ablation.csv,1507,36A72492BF8EECC39C9A675DFB42671099091C82E780D37CB3CE512835193BDF,SELF
reports/analysis/tick_shock/step15l/symbol_performance.png,20321,44B429354F05CF6FCC205551862AFF4EFA9F32E35C6BA8D3F5FFB965ABD2C6EB,SELF
reports/analysis/tick_shock/step15l/walk_forward_performance.png,38937,76CD1EDE9DBE60E1AB02DD53DDE568B9CCD68202B9AF39BFCFF6BCDC7595D4FE,SELF
reports/analysis/tick_shock/step15l/walk_forward_results.csv,14663,74BBE10F5157F3487798594243510187FFC185543CB46DF28CA6BCDE24F3253F,SELF
reports/analysis/tick_shock/step15l_behavior_comparison.csv,296,C4AC4AF72919FBB344735A9DD14C702423445F8251B42CB978E4EB2F703903F5,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/clean_move_causal_features.csv,5881363,1D85A0B30FCA0F648A4C56B9C530FFFE2CA73E0803218A20C5C6A234376098BF,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/clean_move_causal_features.csv.runmeta,4564,98A7D9B039C4AB5AA52F957A95C8D5293D4AA3E230D6565A6ADB31FABEB00901,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/clean_move_ml.set,1661,0816356BD7E04C5B1398851BA2F52B5427EDBA4948CA256F369E4FE50B77A405,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/compile.log,24076,517BCB1A58CB6E3A9CADEF8119512895F73DCD15CD51FE2A693E927209DE1C9B,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/detection_time_snapshots.csv,3119385,8FA286D8953C77358C4FBC958F4F013E782444216047F0FE14FBFEFD09887C23,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/detection_time_snapshots.csv.runmeta,2801,42F7752BB4435D7710831E57A1AAC375DC3B6ACE698D4F20E2E1BADECFF8FE8D,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/detector_features.csv,16997680,E6C76B688084F669AC26D73FB1526FA0369ECC47AE93CE921CD1C5E357342490,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/detector_features.csv.runmeta,2355,69B27705E3151CD35C34D42445CECC4971529672A098F480BD68F03AAE3F1F34,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/executed_EA.ex5,392218,69A2AC00F61B4915AAB2330BBE0427A4724F62BCC1B80BFA38013C8DB7D1827D,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/medium_horizon_episode_summary.csv,1809085,7FEA99D7EE536934D2FEA831E8D008FF70384A46590C5CDC86D943B7E0216D1B,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/medium_horizon_episode_summary.csv.runmeta,2110,08A73A7766153F51CF2FB8FD60A61CFDEF7D563293FB121418860BAA095D41F0,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/post_shock_excursion.csv,5396784,4D6A821C1DA9DA11B40995EE8805A037139DD31BB2691254969757DC927A34D5,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/post_shock_excursion.csv.runmeta,3435,C78D077DDD3430402BAB23D186AB65E3747297D71BA71303E5C7DC66ED93965D,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/run_command.txt,113,2D06BD91DFFD426C04F9EB7EC96708E2A6B1C456D82DEFE33732ED9981312A53,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/source_hashes.txt,450,896A6B0248BB03AE30ACC216BEADFE2C125DADA24637BF8D87EF34A75599C440,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/summary.csv,154170,50CEC7A60C9441641911E90831E3E18BC56E11E938A6059F4A9C0D70F8350AA1,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/summary.csv.runmeta,1736,2F267F0C89233A912EC3C89E23A02A6EA9F8FF79995784F74B866AD3610B3723,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/summary.md,851,803C1E485BE251575AFEBBC6B6B153B527044F3F8F514E663E8326683617BABC,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/symbol_specs.csv,1581,7790921A6A005F2D8F468FC349F71F0550C1CE1EBB1EDD3122A2348D0E73457C,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/symbol_specs.csv.runmeta,1697,A845520D421A76A1E924F3447C31DF0A2B00F7952C157ABA1C61FF1EE49FE040,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_config.ini,633,87085C9C3B4F6EE27ACEF013307FAC4A2DECC486F654A7DB7F599265A085A846,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_journal_excerpt.txt,897,82A8B9D9FD19AB8328864826BCF9817CD99FBFA98DC10EC6CAD8C4A841CCC265,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_report-holding.png,1233,420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_report-hst.png,11978,5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_report-mfemae.png,2333,2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_report.html,37936,67EF440608BC324D76F1B4EFD70AB3623EC9167A59F2EDEDD69DBC23527392D9,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_report.html.meta.json,5598,C9BA17E57481A2AAF5DB939AEA48FA9C3AAE04ED3F0E9F60EE85126E892D09C7,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tester_report.png,5715,06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/tick_quality.csv,859,14297C7DEED05E69ADAFC277AA77BD623920338C773006BF88E02626C83696D6,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/trades.csv,15,69DFAB285053561A1B3B95776103D8CEEB380E1963FE3C407392E6C216A729C6,SELF
reports/backtest/runs/20260903_ts15l_clean_move_ml_r1_202503/trades.csv.runmeta,1529,E4CB57F7624D7A12A59B02616B246E06E257BF1650D69C293661E08D94B82675,SELF
reports/compile/tick_shock/step15l_clean_move_feature_harness.log,5514,70C39A8E8DAF795899BC23138121B2B3F9B175BEF8254D995D2FD1082EE00B23,475cad4c13dfefc08e320415d88222780dcc9401
reports/compile/tick_shock/step15l_march_research_ea.log,24076,517BCB1A58CB6E3A9CADEF8119512895F73DCD15CD51FE2A693E927209DE1C9B,SELF
reports/compile/tick_shock/step15l_research_ea.log,24076,262EC6D2B52290A19FA38054075B11C778861391085CC2FB5CFC1D9C70AEE494,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/configs/step15l_clean_move_feature.ini,456,76D169AEAA6964E054CF443283E72BC26F66C6A28081B6F0BABFD4C0A0506D1E,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/step15g_green/python_tests.log,1799,94559A487DCEF801BD78ADA38584C21D6E34E9467AD99964D6F558B8B766FA67,SELF
reports/tests/tick_shock/step15l_clean_move_feature_harness_journal.txt,440,9C8C3F5387B207166A6ED9A68012DDA6A667EB07B447536A48BEC0F748F9186F,SELF
reports/tests/tick_shock/step15l_validation_summary.md,1572,599F38877200ED5C50D82A3F5A18294DF2332D1A3AFDD24D06B8C960994E293C,SELF
reports/tests/tick_shock/tester/step15l_clean_move_feature-holding.png,1233,420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/tester/step15l_clean_move_feature-hst.png,11978,5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/tester/step15l_clean_move_feature-mfemae.png,2333,2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/tester/step15l_clean_move_feature.html,22054,CB431B13D06CD13B3BA70862BC97813C68AFAA19DF5EEFDB9BF2EECC2BF5ACA4,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/tester/step15l_clean_move_feature.html.meta.json,971,E31BEDA4107E18E0D8EE6BE6F1EBC06E326A4E65EAD9AB7817DB4D66ABA34CBB,475cad4c13dfefc08e320415d88222780dcc9401
reports/tests/tick_shock/tester/step15l_clean_move_feature.png,5715,06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4,475cad4c13dfefc08e320415d88222780dcc9401
tools/tick_shock/analyze_step15l_clean_move.py,26293,E588DFE860F3C2EB2B161C9F47DC3351AC202290BC74DB51AA9CCDF6F01EE974,SELF
tools/tick_shock/finalize_step15l.py,7010,27EE4A8AF3396CF2AB84DF041493F8F57D711191445E20F4D02D20750E629514,SELF
tools/tick_shock/prepare_step15l_evidence.py,3519,46A15778AAA9DEB2F4067FADC643D353EB8CAC42C6493F03CDFA19FC709C73F5,SELF
tools/tick_shock/run_step15l_march.ps1,5065,016283F8D78FBC1573609DF849571E2346AE51110953A38316A91339A44CA9FC,475cad4c13dfefc08e320415d88222780dcc9401
tools/tick_shock/step15l_independent_oracle.py,4191,6F3430BCA3462830AACAE407364914CF7D147F8BCEADEFE81BEB126805AEEF8B,SELF
