session,max_countertrend_bodies,min_transition_distance_pips,max_pullback_ratio,min_rejection_close_location,min_impulse_pips,max_stoch_d,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
all,4,0.0,0.7,0.6,14.0,100.0,441,1.1095987349623895,-0.16843537414965984,0.45351473922902497,112,1.2974538433691323,-0.3103571428571429,0.4017857142857143,0.06758677228189852
all,4,1.0,0.7,0.65,14.0,100.0,395,0.9979385060748278,-0.180506329113924,0.4481012658227848,99,1.1468565222637865,-0.35020202020202024,0.3838383838383838,0.06668442797624927
ny,1,2.0,0.55,0.6,12.0,100.0,20,0.053900284473723616,-0.17549999999999993,0.45,9,0.11995002082465639,0.025555555555555554,0.5555555555555556,0.06523561245030031
ny_open,1,2.0,0.7,0.65,14.0,100.0,20,0.05780114799502267,-0.398,0.35,5,0.0893189430591738,0.12000000000000002,0.6,0.06346022959900453
ny,1,3.0,0.55,0.6,12.0,100.0,18,0.04851025602635125,-0.18944444444444444,0.4444444444444444,9,0.11995002082465639,0.025555555555555554,0.5555555555555556,0.06109094009415915
all,4,2.0,0.7,0.65,14.0,100.0,372,0.9398306943286986,-0.19677419354838702,0.44086021505376344,95,1.1005188850006034,-0.33800000000000013,0.3894736842105263,0.057501679329803074
all,4,3.0,0.7,0.6,12.0,100.0,413,1.0434141848326681,-0.15903147699757864,0.4576271186440678,111,1.2858694340533365,-0.36171171171171174,0.3783783783783784,0.0574597911337216
all,3,3.0,0.7,0.6,12.0,100.0,398,1.0055177858678013,-0.15806532663316578,0.457286432160804,108,1.251116206105949,-0.3794444444444445,0.37037037037037035,0.05643473614488381
ny_open,1,0.0,0.7,0.65,14.0,100.0,21,0.06069120539477381,-0.43428571428571433,0.3333333333333333,5,0.0893189430591738,0.12000000000000002,0.6,0.05594776488847857
ny_open,1,1.0,0.7,0.65,14.0,100.0,21,0.06069120539477381,-0.43428571428571433,0.3333333333333333,5,0.0893189430591738,0.12000000000000002,0.6,0.05594776488847857
all,4,1.0,0.7,0.7,14.0,100.0,356,0.899407868766174,-0.1808707865168539,0.44662921348314605,92,1.065765657053216,-0.33413043478260873,0.391304347826087,0.054810616254456074
ny_open,1,3.0,0.7,0.65,14.0,100.0,18,0.05202103319552041,-0.43666666666666665,0.3333333333333333,5,0.0893189430591738,0.12000000000000002,0.6,0.05373753997243744
london_ny,1,0.0,0.45,0.6,8.0,65.0,9,0.02912424998314569,0.05555555555555563,0.5555555555555556,4,0.1428217208033722,-0.09250000000000003,0.5,0.05308873888551803
london_ny,1,0.0,0.45,0.6,10.0,65.0,9,0.02912424998314569,0.05555555555555563,0.5555555555555556,4,0.1428217208033722,-0.09250000000000003,0.5,0.05308873888551803
london_ny,1,0.0,0.45,0.6,12.0,65.0,9,0.02912424998314569,0.05555555555555563,0.5555555555555556,4,0.1428217208033722,-0.09250000000000003,0.5,0.05308873888551803
london_ny,1,1.0,0.45,0.6,8.0,65.0,9,0.02912424998314569,0.05555555555555563,0.5555555555555556,4,0.1428217208033722,-0.09250000000000003,0.5,0.05308873888551803
