time,event,strategy,symbol,direction,label,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score
2025.01.02 09:30:00,signal,range_reversion,USDJPY,LONG,h1_range_m15_zscore_reversion,,156.73300000,156.60200000,156.89600000,0.13100000,1.250,0.11350000,17.00,1.734
2025.01.02 09:30:00,order_sent,range_reversion,USDJPY,LONG,h1_range_m15_zscore_reversion,,156.73300000,156.60200000,156.89600000,0.13100000,1.250,0.11350000,17.00,1.734
2025.01.02 10:45:00,signal,range_reversion,USDJPY,LONG,h1_range_m15_zscore_reversion,,156.59600000,156.41200000,156.82600000,0.18400000,1.250,0.16007143,17.00,1.496
2025.01.02 10:45:00,order_sent,range_reversion,USDJPY,LONG,h1_range_m15_zscore_reversion,,156.59600000,156.41200000,156.82600000,0.18400000,1.250,0.16007143,17.00,1.496
2025.01.02 13:45:00,signal,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.24200000,157.41300000,157.02800000,0.17100000,1.250,0.14857143,16.00,1.522
2025.01.02 13:45:00,order_sent,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.24200000,157.41300000,157.02800000,0.17100000,1.250,0.14857143,16.00,1.522
2025.01.02 14:00:00,signal,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.20000000,157.36200000,156.99800000,0.16200000,1.250,0.14078571,16.00,1.309
2025.01.02 14:00:00,blocked,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,symbol_already_open,157.20000000,157.36200000,156.99800000,0.16200000,1.250,0.14078571,16.00,1.309
2025.01.02 19:00:00,signal,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.65300000,157.94400000,157.28900000,0.29100000,1.250,0.25300000,16.00,2.460
2025.01.02 19:00:00,order_sent,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.65300000,157.94400000,157.28900000,0.29100000,1.250,0.25300000,16.00,2.460
2025.01.02 19:45:00,signal,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.53500000,157.80200000,157.20100000,0.26700000,1.250,0.23221429,18.00,1.401
2025.01.02 19:45:00,blocked,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,symbol_already_open,157.53500000,157.80200000,157.20100000,0.26700000,1.250,0.23221429,18.00,1.401
2025.01.02 20:30:00,signal,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,,157.55200000,157.77100000,157.27800000,0.21900000,1.250,0.19071429,16.00,1.187
2025.01.02 20:30:00,blocked,range_reversion,USDJPY,SHORT,h1_range_m15_zscore_reversion,symbol_already_open,157.55200000,157.77100000,157.27800000,0.21900000,1.250,0.19071429,16.00,1.187
2025.01.06 12:15:00,signal,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,,163.17800000,163.37700000,162.92900000,0.19900000,1.250,0.17342857,30.00,1.459
2025.01.06 12:15:00,order_sent,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,,163.17800000,163.37700000,162.92900000,0.19900000,1.250,0.17342857,30.00,1.459
2025.01.06 12:45:00,signal,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,,163.23800000,163.44200000,162.98300000,0.20400000,1.250,0.17764286,30.00,1.432
2025.01.06 12:45:00,blocked,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,symbol_already_open,163.23800000,163.44200000,162.98300000,0.20400000,1.250,0.17764286,30.00,1.432
2025.01.06 13:00:00,signal,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,,163.18400000,163.38600000,162.93100000,0.20200000,1.250,0.17600000,30.00,1.159
2025.01.06 13:00:00,blocked,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,symbol_already_open,163.18400000,163.38600000,162.93100000,0.20200000,1.250,0.17600000,30.00,1.159
2025.01.06 14:00:00,signal,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,,163.82100000,164.09200000,163.48200000,0.27100000,1.250,0.23550000,30.00,1.988
2025.01.06 14:00:00,order_sent,range_reversion,EURJPY,SHORT,h1_range_m15_zscore_reversion,,163.82100000,164.09200000,163.48200000,0.27100000,1.250,0.23550000,30.00,1.988
2025.01.06 14:15:00,signal,range_reversion,EURUSD,SHORT,h1_range_m15_zscore_reversion,,1.04098000,1.04315000,1.03827000,0.00217000,1.250,0.00188429,18.00,2.056
2025.01.06 14:15:00,order_sent,range_reversion,EURUSD,SHORT,h1_range_m15_zscore_reversion,,1.04098000,1.04315000,1.03827000,0.00217000,1.250,0.00188429,18.00,2.056
2025.01.06 14:15:00,signal,range_reversion,GBPUSD,SHORT,h1_range_m15_zscore_reversion,,1.25393000,1.25587000,1.25150000,0.00194000,1.250,0.00168786,20.00,2.183
2025.01.06 14:15:00,order_sent,range_reversion,GBPUSD,SHORT,h1_range_m15_zscore_reversion,,1.25393000,1.25587000,1.25150000,0.00194000,1.250,0.00168786,20.00,2.183
2025.01.06 14:30:00,signal,range_reversion,EURUSD,SHORT,h1_range_m15_zscore_reversion,,1.03985000,1.04202000,1.03714000,0.00217000,1.250,0.00188429,18.00,1.581
2025.01.06 14:30:00,blocked,range_reversion,EURUSD,SHORT,h1_range_m15_zscore_reversion,symbol_already_open,1.03985000,1.04202000,1.03714000,0.00217000,1.250,0.00188429,18.00,1.581
