run_id,stage,count
"q1_g_base_first_child_flip_mode1","symbols_scanned","107140"
"q1_g_base_first_child_flip_mode1","parent_anchor_states_available","1076"
"q1_g_base_first_child_flip_mode1","parent_flips_detected","1076"
"q1_g_base_first_child_flip_mode1","parent_wave1_confirmed","1076"
"q1_g_base_first_child_flip_mode1","parent_wave2_pending","1075"
"q1_g_base_first_child_flip_mode1","parent_wave2_started_first_close","0"
"q1_g_base_first_child_flip_mode1","parent_wave2_started_confirmed_pivot","1036"
"q1_g_base_first_child_flip_mode1","parent_wave2_started_child_trend","0"
"q1_g_base_first_child_flip_mode1","child_countertrend_confirmed","1032"
"q1_g_base_first_child_flip_mode1","child_anchor_created","939"
"q1_g_base_first_child_flip_mode1","child_anchor_updated","1069"
"q1_g_base_first_child_flip_mode1","child_flip_detected","768"
"q1_g_base_first_child_flip_mode1","fresh_first_flip_signal","751"
"q1_g_base_first_child_flip_mode1","valid_candidate","39"
"q1_g_base_first_child_flip_mode1","signal_reserved","39"
"q1_g_base_first_child_flip_mode1","portfolio_selected","39"
"q1_g_base_first_child_flip_mode1","trades_taken","38"
"q1_g_base_first_child_flip_mode1","candidate_invalid","712"
"q1_g_base_first_child_flip_mode1","position_cap_reject","1"
"q1_g_base_first_child_flip_mode1","risk_reject","0"
"q1_g_base_first_child_flip_mode1","order_failure","0"
"q1_g_base_first_child_flip_mode1","expired","17"
"q1_g_base_first_child_flip_mode1","parent_invalidated","40"
"q1_g_base_first_child_flip_mode1","signals_consumed","768"
