entry_time,exit_time,strategy,symbol,direction,entry_type,range_position,regime_type,failure_type,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,zscore,rsi,range_low,range_high,range_mid,distance_to_range_mid_r,distance_to_opposite_boundary_r,room_to_mean,room_to_range_mid,room_to_opposite_boundary,h1_adx_low,h4_adx_low,h1_ma_slope_small,h4_ma_slope_small,range_width_ok,price_middle,strong_trend_break,target_too_far,exit_reason,position_id
2025.01.10 16:00:00,2025.01.10 16:29:32,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,158.54300000,158.21900000,158.92100000,158.21900000,0.37800000,0.8571,20.48,0.00,0.00,20.48,0.100,0.857,1,0.16792857,18.00,7.697,1.6969,72.66,157.56700000,158.87100000,158.21900000,0.8563,2.5794,0.43062500,0.32400000,0.97600000,false,true,true,true,true,false,false,false,DEAL_REASON_TP,36
2025.01.10 17:45:00,2025.01.10 23:45:00,new_range_boundary_reversion_to_mid,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,157.53300000,157.71100000,157.39400000,158.21900000,0.13900000,1.2806,31.60,0.00,0.00,31.60,0.280,4.935,24,0.30864286,17.00,8.665,-1.6649,41.77,157.56700000,158.87100000,158.21900000,4.9392,9.6336,0.47375000,0.68600000,1.33800000,true,true,true,true,true,false,false,true,DEAL_REASON_EXPERT,38
2025.01.14 01:15:00,2025.01.14 03:30:48,new_range_boundary_reversion_to_mid,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,157.33100000,157.91100000,156.95000000,157.88800000,0.38100000,1.5223,36.73,0.00,0.00,36.73,0.100,1.462,9,0.11900000,20.00,7.465,-1.4647,24.37,156.90400000,158.87100000,157.88750000,1.4614,4.0441,0.17775000,0.55650000,1.54000000,true,false,true,true,true,false,false,false,DEAL_REASON_TP,40
2025.01.14 07:15:00,2025.01.14 11:22:49,new_range_boundary_reversion_to_mid,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,157.50000000,157.89500000,157.02800000,157.88800000,0.47200000,0.8369,20.01,0.00,0.00,20.01,0.080,0.822,16,0.14764286,18.00,6.026,-0.0261,35.38,156.90400000,158.87100000,157.88750000,0.8202,2.9019,0.00000000,0.38750000,1.37100000,false,true,true,true,true,false,false,false,DEAL_REASON_TP,42
2025.01.14 17:00:00,2025.01.14 17:39:34,new_range_boundary_reversion_to_mid,EURUSD,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,bad_regime,1.02672000,1.02813000,1.02812000,1.02273000,0.00140000,-1.0071,-25.38,0.00,0.00,-25.38,0.180,2.850,2,0.00124071,18.00,4.621,1.6214,55.86,1.01771000,1.02775000,1.02273000,2.8455,6.4256,0.00104813,0.00399000,0.00901000,false,true,true,false,true,false,false,false,DEAL_REASON_SL,45
2025.01.14 15:15:00,2025.01.14 18:09:26,new_range_boundary_reversion_to_mid,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,weak_trend,other,1.21663000,1.22103000,1.21279000,1.22100000,0.00384000,1.1458,26.40,0.00,0.00,26.40,0.060,1.138,11,0.00120000,20.00,4.543,-1.5431,29.92,1.20990000,1.23210000,1.22100000,1.1380,4.0286,0.00287125,0.00437000,0.01547000,false,true,true,false,true,false,false,false,DEAL_REASON_TP,44
2025.01.14 17:45:00,2025.01.14 23:45:00,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,no_mean_reversion,158.00900000,158.03300000,158.21200000,157.53000000,0.20300000,-0.1182,-2.89,0.00,0.00,-2.89,0.190,2.360,24,0.19107143,16.00,7.215,1.2151,46.25,156.90400000,158.15500000,157.52950000,2.3583,5.4347,0.18768750,0.47950000,1.10500000,false,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,47
2025.01.14 21:15:01,2025.01.15 03:15:00,new_range_boundary_reversion_to_mid,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,bad_regime,1.22045000,1.22066000,1.22432000,1.21743000,0.00387000,-0.0543,-1.26,0.00,-0.06,-1.32,0.060,0.780,24,0.00120857,20.00,4.489,1.4891,53.58,1.20990000,1.22495000,1.21742500,0.7822,2.7279,0.00269312,0.00302500,0.01055000,true,true,false,false,true,false,false,false,DEAL_REASON_EXPERT,49
2025.01.16 05:15:01,2025.01.16 11:15:00,new_range_boundary_reversion_to_mid,AUDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,96.82400000,96.89000000,96.53000000,97.26200000,0.29400000,0.2245,5.43,0.00,0.00,5.43,0.130,1.490,24,0.15678571,28.00,6.811,-1.8114,14.56,96.57700000,97.94600000,97.26150000,1.4879,3.8159,0.43300000,0.43750000,1.12200000,false,true,false,true,true,false,false,false,DEAL_REASON_EXPERT,52
2025.01.17 16:30:00,2025.01.17 17:01:00,new_range_boundary_reversion_to_mid,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.02805000,1.03024000,1.02556000,1.03017000,0.00249000,0.8795,21.90,0.00,0.00,21.90,0.100,0.851,2,0.00095357,18.00,8.755,-1.7549,33.69,1.02585000,1.03449000,1.03017000,0.8528,2.5904,0.00131156,0.00212000,0.00644000,true,true,true,true,true,false,false,false,DEAL_REASON_TP,54
2025.01.20 13:30:00,2025.01.20 13:54:43,new_range_boundary_reversion_to_mid,GBPJPY,SHORT,upper_boundary_reversion,upper_boundary,range,target_too_far,190.73000000,190.92000000,190.91900000,190.09000000,0.18900000,-1.0053,-24.29,0.00,0.00,-24.29,0.200,3.386,1,0.19578571,38.00,7.275,1.2754,56.59,189.31900000,190.86000000,190.08950000,3.3936,7.4761,0.27693750,0.64050000,1.41100000,false,true,true,true,true,false,false,true,DEAL_REASON_SL,57
2025.01.20 11:30:00,2025.01.20 15:51:21,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,156.21600000,155.77100000,156.59100000,155.77300000,0.37500000,1.1867,28.57,0.00,0.00,28.57,0.100,1.181,17,0.11728571,18.00,7.478,1.4777,58.46,154.96900000,156.57600000,155.77250000,1.1817,3.3225,0.20384375,0.44350000,1.24700000,true,true,false,true,true,false,false,false,DEAL_REASON_TP,56
2025.01.21 05:00:00,2025.01.21 05:14:59,new_range_boundary_reversion_to_mid,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,155.15000000,154.78600000,154.79300000,155.73500000,0.35700000,-1.0196,-25.87,0.00,0.00,-25.87,0.110,1.639,0,0.33557143,16.00,7.531,-1.5311,43.94,154.89400000,156.57600000,155.73500000,1.6402,3.9981,0.35509375,0.58500000,1.42600000,false,true,true,true,true,false,false,false,DEAL_REASON_SL,60
2025.01.21 05:30:00,2025.01.21 09:56:45,new_range_boundary_reversion_to_mid,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,154.97100000,155.74000000,154.79000000,155.73500000,0.18100000,4.2486,103.69,0.00,0.00,103.69,0.210,4.221,17,0.34828571,16.00,7.769,-1.7690,44.84,154.89400000,156.57600000,155.73500000,4.2097,8.8437,0.47959375,0.76400000,1.60500000,false,true,true,true,true,false,false,true,DEAL_REASON_TP,62
2025.01.21 06:45:03,2025.01.21 10:07:16,new_range_boundary_reversion_to_mid,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,other,1.22973000,1.22520000,1.23412000,1.22520000,0.00439000,1.0319,22.65,0.00,0.00,22.65,0.050,1.032,13,0.00137143,20.00,6.493,-0.4928,60.52,1.21598000,1.23441000,1.22519500,1.0334,3.1331,0.00000000,0.00453500,0.01375000,true,true,false,true,true,false,false,false,DEAL_REASON_TP,63
2025.01.21 18:00:00,2025.01.21 23:09:16,new_range_boundary_reversion_to_mid,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,stop_outside_range_hit,1.22986000,1.23430000,1.23430000,1.22520000,0.00444000,-1.0000,-22.20,0.00,0.00,-22.20,0.050,1.050,20,0.00138643,20.00,7.819,1.8195,75.78,1.21598000,1.23441000,1.22519500,1.0515,3.1285,0.00388125,0.00466500,0.01388000,true,true,false,true,true,false,false,false,DEAL_REASON_SL,66
2025.01.22 16:00:00,2025.01.22 16:55:21,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,stop_outside_range_hit,155.88500000,156.19200000,156.19100000,155.49500000,0.30600000,-1.0033,-25.55,0.00,0.00,-25.55,0.130,1.275,3,0.09550000,16.00,7.539,0.5390,63.56,154.76500000,156.22500000,155.49500000,1.2762,3.6649,0.05765625,0.39000000,1.12000000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,68
2025.01.23 10:00:00,2025.01.23 16:00:00,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,other,156.60200000,156.20900000,156.77200000,155.99500000,0.17000000,2.3118,57.86,0.00,0.00,57.86,0.230,3.571,24,0.09735714,19.00,3.822,0.8218,54.59,155.24700000,156.74300000,155.99500000,3.5662,7.9609,0.08481250,0.60700000,1.35500000,true,false,false,true,true,false,false,true,DEAL_REASON_EXPERT,70
2025.01.23 18:15:00,2025.01.23 18:44:26,new_range_boundary_reversion_to_mid,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.03988000,1.04215000,1.03830000,1.04214000,0.00158000,1.4367,36.32,0.00,0.00,36.32,0.160,1.430,1,0.00106000,18.00,6.993,-0.9934,46.76,1.03862000,1.04566000,1.04214000,1.4322,3.6629,0.00055188,0.00226000,0.00578000,true,true,true,false,true,false,false,false,DEAL_REASON_TP,72
2025.01.24 06:45:00,2025.01.24 06:53:36,new_range_boundary_reversion_to_mid,EURJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,162.18000000,161.98100000,161.98200000,162.64600000,0.19800000,-1.0051,-25.48,0.00,0.00,-25.48,0.200,2.354,0,0.21014286,35.00,7.933,-1.9333,29.00,162.04500000,163.24600000,162.64550000,2.3505,5.3827,0.41018750,0.46550000,1.06600000,true,true,true,false,true,false,false,false,DEAL_REASON_SL,74
2025.01.24 08:30:00,2025.01.24 08:44:20,new_range_boundary_reversion_to_mid,EURJPY,LONG,lower_boundary_reversion,lower_boundary,weak_trend,other,162.30800000,162.63200000,161.83400000,162.57500000,0.47400000,0.6835,16.60,0.00,0.00,16.60,0.080,0.563,0,0.23028571,30.00,3.967,-0.9672,24.42,161.90300000,163.24600000,162.57450000,0.5621,1.9785,0.23406250,0.26650000,0.93800000,false,true,true,false,true,false,false,false,DEAL_REASON_TP,76
2025.01.24 15:30:00,2025.01.24 17:35:07,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,156.32700000,155.78700000,156.79500000,155.79000000,0.46800000,1.1538,27.73,0.00,0.00,27.73,0.080,1.147,8,0.17178571,19.00,8.588,1.5876,76.06,154.83600000,156.74300000,155.78950000,1.1496,3.1891,0.65587500,0.53750000,1.49100000,true,true,true,true,true,false,false,false,DEAL_REASON_TP,78
2025.01.27 11:30:00,2025.01.27 13:05:20,new_range_boundary_reversion_to_mid,EURUSD,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,bad_regime,1.04820000,1.05132000,1.05132000,1.04460000,0.00312000,-1.0000,-24.96,0.00,0.00,-24.96,0.080,1.154,6,0.00097571,18.00,4.909,1.9088,62.25,1.03712000,1.05207000,1.04459500,1.1546,3.5487,0.00162344,0.00360500,0.01108000,true,true,false,false,true,false,false,false,DEAL_REASON_SL,80
2025.01.27 18:15:00,2025.01.28 00:15:00,new_range_boundary_reversion_to_mid,GBPJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,192.55200000,193.00900000,191.96600000,193.39600000,0.58600000,0.7799,17.60,0.00,0.21,17.81,0.060,1.440,24,0.29021429,38.00,6.935,-0.9350,44.91,192.05300000,194.73800000,193.39550000,1.4393,3.7300,0.20843750,0.84350000,2.18600000,false,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,82
2025.01.28 18:30:00,2025.01.29 00:30:00,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,155.59400000,155.57500000,156.20100000,154.97300000,0.60700000,0.0313,0.73,0.00,-0.68,0.05,0.060,1.023,24,0.18964286,16.00,8.013,1.0130,62.32,153.70600000,156.23900000,154.97250000,1.0241,3.1111,0.14728125,0.62150000,1.88800000,true,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,84
2025.01.28 19:00:00,2025.01.29 01:00:00,new_range_boundary_reversion_to_mid,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.24309000,1.24383000,1.24103000,1.24680000,0.00206000,0.3592,8.88,0.00,-0.14,8.74,0.120,1.801,24,0.00110643,20.00,6.746,-0.7459,51.62,1.24136000,1.25223000,1.24679500,1.7969,4.4327,0.00038531,0.00370500,0.00914000,true,true,true,false,true,false,false,false,DEAL_REASON_EXPERT,85
2025.01.29 04:15:00,2025.01.29 10:15:00,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,155.64100000,155.14500000,155.96100000,154.97300000,0.32000000,1.5500,38.36,0.00,0.00,38.36,0.120,2.087,24,0.10014286,17.00,6.964,0.9642,60.28,153.70600000,156.23900000,154.97250000,2.0861,6.0382,0.06671875,0.66850000,1.93500000,true,true,false,true,true,false,false,false,DEAL_REASON_EXPERT,88
2025.01.29 12:30:02,2025.01.29 12:51:25,new_range_boundary_reversion_to_mid,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.24202000,1.24104000,1.24104000,1.24680000,0.00098000,-1.0000,-25.48,0.00,0.00,-25.48,0.260,4.878,1,0.00105429,20.00,9.311,-2.3112,22.16,1.24136000,1.25223000,1.24679500,4.8910,10.4580,0.00251375,0.00477500,0.01021000,true,true,true,true,true,false,false,true,DEAL_REASON_SL,90
2025.01.29 13:00:00,2025.01.29 15:15:44,new_range_boundary_reversion_to_mid,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.24166000,1.24065000,1.24065000,1.24660000,0.00101000,-1.0000,-25.25,0.00,0.00,-25.25,0.250,4.891,9,0.00103429,20.00,8.056,-2.0563,19.10,1.24096000,1.25223000,1.24659500,4.8848,10.4624,0.00267875,0.00493500,0.01057000,false,true,true,true,true,false,false,true,DEAL_REASON_SL,92
2025.01.29 13:15:00,2025.01.29 19:15:00,new_range_boundary_reversion_to_mid,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,155.35300000,155.18900000,155.77600000,154.83800000,0.42300000,0.3877,9.51,0.00,0.00,9.51,0.090,1.217,24,0.13207143,17.00,6.813,0.8134,55.09,153.70600000,155.97000000,154.83800000,1.2186,3.8970,0.08512500,0.51500000,1.64700000,false,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,93
2025.01.30 09:15:00,2025.01.30 14:44:33,new_range_boundary_reversion_to_mid,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,154.49800000,154.23400000,154.23500000,155.12200000,0.26300000,-1.0038,-25.68,0.00,0.00,-25.68,0.150,2.373,21,0.13042857,16.00,6.569,-0.5694,50.38,154.27400000,155.97000000,155.12200000,2.3715,5.5942,0.11268750,0.62400000,1.47200000,true,true,false,true,true,false,false,false,DEAL_REASON_SL,96
2025.01.30 16:30:00,2025.01.30 17:19:10,new_range_boundary_reversion_to_mid,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,target_too_far,1.24643000,1.24739000,1.24738000,1.24313000,0.00095000,-1.0105,-25.92,0.00,0.00,-25.92,0.270,3.474,3,0.00112429,20.00,7.982,1.9823,70.87,1.23922000,1.24704000,1.24313000,3.4836,7.6112,0.00224031,0.00330000,0.00721000,true,true,true,false,true,false,false,true,DEAL_REASON_SL,98
2025.01.30 17:45:00,2025.01.30 22:38:23,new_range_boundary_reversion_to_mid,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,other,1.24666000,1.24329000,1.24793000,1.24338000,0.00127000,2.6535,67.40,0.00,0.00,67.40,0.200,2.583,19,0.00131643,20.00,7.494,1.4936,75.73,1.23922000,1.24754000,1.24338000,2.5727,5.8356,0.00207719,0.00328000,0.00744000,true,true,true,false,true,false,false,false,DEAL_REASON_TP,100
2025.01.31 01:30:00,2025.01.31 07:30:00,new_range_boundary_reversion_to_mid,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,no_mean_reversion,1.03923000,1.03864000,1.03734000,1.04219000,0.00189000,-0.3122,-7.67,0.00,0.00,-7.67,0.130,1.566,24,0.00113071,18.00,8.204,-1.2037,29.90,1.03768000,1.04669000,1.04218500,1.5641,3.9487,0.00187344,0.00295500,0.00746000,true,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,102
2025.01.31 11:45:00,2025.01.31 12:15:34,new_range_boundary_reversion_to_mid,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.03786000,1.03733000,1.03735000,1.04216000,0.00051000,-1.0392,-26.50,0.00,0.00,-26.50,0.500,8.431,2,0.00093643,18.00,7.445,-1.4449,42.78,1.03763000,1.04669000,1.04216000,8.4160,17.2823,0.00102344,0.00430000,0.00883000,false,true,true,true,true,false,false,true,DEAL_REASON_SL,104
2025.01.31 13:15:00,2025.01.31 17:04:38,new_range_boundary_reversion_to_mid,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,1.03794000,1.03613000,1.03615000,1.04158000,0.00179000,-1.0112,-25.34,0.00,0.00,-25.34,0.140,2.034,15,0.00103714,18.00,7.989,-0.9885,29.66,1.03646000,1.04669000,1.04157500,2.0294,4.8851,0.00073750,0.00363500,0.00875000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,106
2025.01.31 17:15:00,2025.01.31 19:09:03,new_range_boundary_reversion_to_mid,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.03717000,1.04169000,1.03618000,1.04158000,0.00099000,4.5657,113.00,0.00,0.00,113.00,0.250,4.455,7,0.00091857,18.00,7.073,-1.0727,44.15,1.03646000,1.04669000,1.04157500,4.4695,9.6594,0.00096875,0.00440500,0.00952000,true,true,false,true,true,false,false,true,DEAL_REASON_TP,108
2025.01.31 20:00:00,2025.01.31 20:19:59,new_range_boundary_reversion_to_mid,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,other,1.24530000,1.24299000,1.24806000,1.24312000,0.00276000,0.8370,20.79,0.00,0.00,20.79,0.090,0.790,1,0.00167143,20.00,8.610,1.6098,71.62,1.23867000,1.24756000,1.24311500,0.7913,2.4009,0.00320000,0.00218500,0.00663000,true,true,true,true,true,false,false,false,DEAL_REASON_TP,112
