run_id,stage,count
"full2025_g_base_first_child_flip_mode1","symbols_scanned","445734"
"full2025_g_base_first_child_flip_mode1","parent_anchor_states_available","4470"
"full2025_g_base_first_child_flip_mode1","parent_flips_detected","4470"
"full2025_g_base_first_child_flip_mode1","parent_wave1_confirmed","4470"
"full2025_g_base_first_child_flip_mode1","parent_wave2_pending","4469"
"full2025_g_base_first_child_flip_mode1","parent_wave2_started_first_close","0"
"full2025_g_base_first_child_flip_mode1","parent_wave2_started_confirmed_pivot","4319"
"full2025_g_base_first_child_flip_mode1","parent_wave2_started_child_trend","0"
"full2025_g_base_first_child_flip_mode1","child_countertrend_confirmed","4292"
"full2025_g_base_first_child_flip_mode1","child_anchor_created","3890"
"full2025_g_base_first_child_flip_mode1","child_anchor_updated","4239"
"full2025_g_base_first_child_flip_mode1","child_flip_detected","3164"
"full2025_g_base_first_child_flip_mode1","fresh_first_flip_signal","3072"
"full2025_g_base_first_child_flip_mode1","valid_candidate","166"
"full2025_g_base_first_child_flip_mode1","signal_reserved","166"
"full2025_g_base_first_child_flip_mode1","portfolio_selected","166"
"full2025_g_base_first_child_flip_mode1","trades_taken","165"
"full2025_g_base_first_child_flip_mode1","candidate_invalid","2906"
"full2025_g_base_first_child_flip_mode1","position_cap_reject","1"
"full2025_g_base_first_child_flip_mode1","risk_reject","0"
"full2025_g_base_first_child_flip_mode1","order_failure","0"
"full2025_g_base_first_child_flip_mode1","expired","92"
"full2025_g_base_first_child_flip_mode1","parent_invalidated","149"
"full2025_g_base_first_child_flip_mode1","signals_consumed","3164"
