entry_pattern,entry_trigger,run_id,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate
bos_down,first_pullback_after_bos,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,1,1,1.0,31.79,31.79,0,0,1.3029,1.3029,0,0,0.0,0,0,0.0,1,1.0,0,0.0
bos_up,first_pullback_after_bos,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0
choch_up,first_pullback_after_choch,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0
double_bottom,neckline_break_retest,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,50,15,0.3,-53.93999999999998,350.44,-404.38,0.8666106137791186,-2.085000000000001,-0.041700000000000015,0.8837514008374362,148.06,1.4806,-0.3643117655004727,2,0.04,11,0.22,37,0.74
double_top,neckline_break_retest,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,88,24,0.2727272727272727,-407.14999999999986,569.3299999999999,-976.4800000000002,0.583043175487465,-17.353500000000004,-0.19719886363636369,0.5937432694378637,413.95999999999987,4.139599999999999,-0.9835491351821432,22,0.25,18,0.20454545454545456,48,0.5454545454545454
head_and_shoulders,neckline_break_retest,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723
inverse_head_and_shoulders,neckline_break_retest,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241
