run_id,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,signals,orders_sent,drawdown_stopped,daily_stopped
c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,4816,318,false,false
