symbol,run_id,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate
AUDJPY,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6
EURJPY,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,27,7,0.25925925925925924,-81.27999999999999,175.51999999999998,-256.8,0.6834890965732087,-3.567300000000001,-0.13212222222222225,0.6859328778701226,152.48,1.5248,-0.5330535152151101,4,0.14814814814814814,5,0.18518518518518517,18,0.6666666666666666
EURUSD,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,44,9,0.20454545454545456,-292.12,143.26000000000002,-435.37999999999994,0.3290458909458405,-13.063699999999999,-0.2969022727272727,0.3289723754635765,301.12,3.0112,-0.9701115834218916,5,0.11363636363636363,4,0.09090909090909091,35,0.7954545454545454
GBPJPY,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,23,8,0.34782608695652173,8.399999999999999,160.48,-152.07999999999998,1.055234087322462,0.8679999999999999,0.0377391304347826,1.1316927371758887,73.23,0.7323000000000001,0.11470708725931993,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086
GBPUSD,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76
USDJPY,c10_full2025_counter_diag_sma_failure_exit_relaxed_retest,184,44,0.2391304347826087,-586.6500000000002,968.4999999999997,-1555.1499999999999,0.6227695077645241,-25.84859999999999,-0.1404815217391304,0.6239749671596717,621.7200000000001,6.217200000000001,-0.9435919706620345,17,0.09239130434782608,29,0.15760869565217392,138,0.75
