run_id,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,london,5,1,0.2,-19.32,30.21,-49.53,0.6099333737129012,-0.7454,-0.14908,0.6377156743620899,36.92,0.3692,-0.52329360780065,1,0.2,0,0.0,1,0.2,3,0.6,0.62926,0.59172
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,london_newyork_overlap,13,3,0.23076923076923078,-75.75,92.36,-168.11,0.5494021771459163,-3.0646,-0.23573846153846154,0.5605489195118804,105.59,1.0559,-0.7173974808220476,4,0.3076923076923077,0,0.0,3,0.23076923076923078,6,0.46153846153846156,0.5572846153846155,0.7642461538461538
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,new_york,7,4,0.5714285714285714,-24.57,13.07,-37.64,0.3472369819341126,-0.9613,-0.13732857142857144,0.3680231411478536,28.200000000000003,0.28200000000000003,-0.8712765957446807,0,0.0,0,0.0,0,0.0,7,1.0,0.6015,0.3606714285714286
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,tokyo,6,1,0.16666666666666666,-37.07,30.68,-67.75,0.4528413284132841,-1.5094999999999998,-0.2515833333333333,0.4661172808941077,64.45,0.6445000000000001,-0.5751745539177657,2,0.3333333333333333,0,0.0,1,0.16666666666666666,3,0.5,0.6723,0.6267
c6_jan_counter_m15break_diagnostic_sma,london,4,1,0.25,-22.160000000000004,32.3,-54.46,0.5930958501652589,-0.8411,-0.210275,0.6251448435689455,30.0,0.3,-0.7386666666666668,2,0.5,0,0.0,1,0.25,1,0.25,0.350675,0.5609500000000001
c6_jan_counter_m15break_diagnostic_sma,london_newyork_overlap,11,2,0.18181818181818182,-148.73999999999998,69.59,-218.33,0.31873769065176566,-6.2461,-0.5678272727272727,0.3157208588957055,148.73999999999998,1.4873999999999998,-1.0,9,0.8181818181818182,0,0.0,2,0.18181818181818182,0,0.0,0.2619909090909091,0.8298181818181818
c6_jan_counter_m15break_diagnostic_sma,new_york,7,6,0.8571428571428571,34.84,59.64,-24.8,2.4048387096774193,1.4958,0.21368571428571428,2.490137477585176,24.8,0.248,1.4048387096774195,1,0.14285714285714285,0,0.0,0,0.0,6,0.8571428571428571,0.3570857142857143,0.1434
c6_jan_counter_m15break_diagnostic_sma,tokyo,6,1,0.16666666666666666,-69.92000000000002,32.76,-102.68,0.3190494740942734,-2.8674,-0.4779,0.32921608533932206,84.76,0.8476000000000001,-0.8249174138744693,3,0.5,0,0.0,1,0.16666666666666666,2,0.3333333333333333,0.23455,0.71245
c7_jan_counter_m15break_diagnostic_no_sma_gate,london,5,2,0.4,0.519999999999996,54.3,-53.78,1.009669021941242,0.09109999999999996,0.018219999999999993,1.040600766556734,30.0,0.3,0.0173333333333332,2,0.4,0,0.0,1,0.2,2,0.4,0.46698000000000006,0.44876000000000005
c7_jan_counter_m15break_diagnostic_no_sma_gate,london_newyork_overlap,17,4,0.23529411764705882,-180.09,136.41,-316.5,0.4309952606635071,-7.5549,-0.44440588235294115,0.42838659887416014,180.09,1.8009000000000002,-1.0,13,0.7647058823529411,0,0.0,4,0.23529411764705882,0,0.0,0.33305294117647055,0.7774588235294118
c7_jan_counter_m15break_diagnostic_no_sma_gate,new_york,11,6,0.5454545454545454,-19.509999999999998,66.12,-85.63,0.772159289968469,-0.7093000000000005,-0.06448181818181822,0.8014833473271761,73.13,0.7313,-0.2667851770819089,2,0.18181818181818182,0,0.0,0,0.0,9,0.8181818181818182,0.26033636363636364,0.32481818181818184
c7_jan_counter_m15break_diagnostic_no_sma_gate,tokyo,5,1,0.2,-52.02,32.76,-84.78,0.38641188959660294,-2.1128,-0.42256,0.39978977869946875,84.78,0.8477999999999999,-0.613588110403397,3,0.6,0,0.0,1,0.2,1,0.2,0.28146,0.7040200000000001
c8_jan_notopposite_m15break_diagnostic_sma,london,6,2,0.3333333333333333,-9.009999999999998,67.32,-76.33000000000001,0.8819599109131401,-0.4301999999999999,-0.07169999999999999,0.8673777668166964,26.47,0.2647,-0.3403853418964865,3,0.5,0,0.0,2,0.3333333333333333,1,0.16666666666666666,0.46893333333333337,0.5406333333333334
c8_jan_notopposite_m15break_diagnostic_sma,london_newyork_overlap,12,3,0.25,-156.04,65.2,-221.24000000000004,0.2947025854275899,-6.4999,-0.5416583333333334,0.2986274467488184,156.04,1.5604,-1.0,9,0.75,0,0.0,1,0.08333333333333333,2,0.16666666666666666,0.230625,0.7722833333333333
