run_id,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,LONG,8,3,0.375,1.25,40.01,-38.76,1.032249742002064,0.09789999999999999,0.012237499999999998,1.060461956521739,24.11,0.24109999999999998,0.05184570717544587,0,0.0,0,0.0,1,0.125,7,0.875,0.4629875,0.429725
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,SHORT,23,6,0.2608695652173913,-157.96000000000004,126.31,-284.27000000000004,0.444331093678545,-6.378699999999999,-0.27733478260869565,0.4576165979337613,166.27,1.6626999999999998,-0.9500210500992363,7,0.30434782608695654,0,0.0,4,0.17391304347826086,12,0.5217391304347826,0.6491913043478261,0.6843869565217391
c6_jan_counter_m15break_diagnostic_sma,LONG,8,4,0.5,11.669999999999998,76.60999999999999,-64.94,1.179704342469972,0.4937,0.0617125,1.1806836480749523,28.95,0.2895,0.4031088082901554,2,0.25,0,0.0,1,0.125,5,0.625,0.40326249999999997,0.34155
c6_jan_counter_m15break_diagnostic_sma,SHORT,20,6,0.3,-217.64999999999998,117.67999999999999,-335.33,0.35093788208630305,-8.9525,-0.44762500000000005,0.35676359220859477,217.64999999999998,2.1764999999999994,-1.0,13,0.65,0,0.0,3,0.15,4,0.2,0.24827000000000005,0.6958949999999999
c7_jan_counter_m15break_diagnostic_no_sma_gate,LONG,20,7,0.35,-107.14000000000001,141.22,-248.35999999999999,0.5686100821388308,-4.3238,-0.21619000000000002,0.5810596077823424,107.14000000000001,1.0714000000000001,-1.0,8,0.4,0,0.0,2,0.1,10,0.5,0.29985,0.51604
c7_jan_counter_m15break_diagnostic_no_sma_gate,SHORT,18,6,0.3333333333333333,-143.96000000000004,148.37,-292.33000000000004,0.5075428454144288,-5.9621,-0.3312277777777778,0.5126176131579594,153.27000000000004,1.5327000000000004,-0.9392575194101912,12,0.6666666666666666,0,0.0,4,0.2222222222222222,2,0.1111111111111111,0.3483777777777778,0.6796055555555555
c8_jan_notopposite_m15break_diagnostic_sma,LONG,5,3,0.6,-9.46,20.0,-29.46,0.678886625933469,-0.3877999999999999,-0.07755999999999999,0.6847154471544716,29.46,0.29460000000000003,-0.3211133740665309,1,0.2,0,0.0,0,0.0,4,0.8,0.16844,0.246
c8_jan_notopposite_m15break_diagnostic_sma,SHORT,22,7,0.3181818181818182,-195.45000000000005,164.29000000000002,-359.74,0.456690943459165,-8.100800000000001,-0.3682181818181819,0.4620839862944567,195.45000000000005,1.9545000000000003,-1.0,14,0.6363636363636364,0,0.0,4,0.18181818181818182,4,0.18181818181818182,0.31630909090909093,0.6845272727272728
c9_jan_counter_diag_sma_m5_failure_exit,LONG,8,3,0.375,-2.530000000000001,42.089999999999996,-44.62,0.9432989690721649,-0.06270000000000009,-0.007837500000000011,0.9664562379627647,24.11,0.24109999999999998,-0.10493571132310249,0,0.0,0,0.0,1,0.125,7,0.875,0.47416250000000004,0.4556875
c9_jan_counter_diag_sma_m5_failure_exit,SHORT,20,5,0.25,-150.23000000000008,105.63,-255.86,0.41284296099429374,-6.126099999999998,-0.30630499999999994,0.42049700604466805,160.63000000000002,1.6063,-0.9352549336985623,7,0.35,0,0.0,3,0.15,10,0.5,0.644315,0.68929
