run_id,transcript_context_mode,transcript_stage,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,1,0,0.0,-24.99,0,-24.99,0.0,-1.0056,-1.0056,0.0,24.99,0.24989999999999998,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.1831,1.4366
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,1,0,0.0,-18.87,0,-18.87,0.0,-0.7889,-0.7889,0.0,18.87,0.1887,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.2463,0.7889
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_failed,1,0,0.0,-11.78,0,-11.78,0.0,-0.4871,-0.4871,0.0,11.78,0.1178,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.6199,0.6384
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_NONE_no_ordered_dow_wave3_break|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,1,1,1.0,1.82,1.82,0,inf,0.0766,0.0766,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,1.2153,0.0574
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_retest,1,1,1.0,30.21,30.21,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.3121,0.6208
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_failed,1,0,0.0,-7.82,0,-7.82,0.0,-0.3394,-0.3394,0.0,7.82,0.0782,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,1.0459,0.5291
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_SHORT_ordered_dow_wave3_break_below_swing_low|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,3,1,0.3333333333333333,-30.6,1.92,-32.52,0.05904059040590405,-1.2818,-0.4272666666666667,0.06150241616634939,30.6,0.30600000000000005,-1.0,1,0.3333333333333333,0,0.0,0,0.0,2,0.6666666666666666,0.44399999999999995,0.5507333333333333
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_LONG_dow_trend_up_hh_hl|structure_SHORT_ordered_dow_wave3_break_below_swing_low|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,1,1,1.0,31.02,31.02,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.299,0.1842
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_NONE_dow_range_or_transition|structure_LONG_ordered_dow_wave3_break_above_swing_high|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0928,0.233
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,h1_counter_m15_reversal,top_NONE_dow_range_or_transition|structure_LONG_ordered_dow_wave3_break_above_swing_high|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,2,2,1.0,9.33,9.33,0,inf,0.3992,0.1996,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,2,1.0,0.66005,0.2266
