run_id,top_sma75_state,structure_sma75_state,primary_sma75_state,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,break_even_exits,break_even_exit_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0928,0.233
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-48.93,0,-48.93,0.0,-2.0056000000000003,-1.0028000000000001,0.0,48.93,0.48929999999999996,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.21435,1.4376000000000002
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_flat_or_falling,below_75sma_falling,below_75sma_falling,2,2,1.0,32.94,32.94,0,inf,1.383,0.6915,inf,0.0,0.0,inf,0,0.0,0,0.0,1,0.5,1,0.5,0.9281999999999999,0.16915
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_rising,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,3.15,3.15,0,inf,0.1296,0.1296,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.6185,0.2778
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_rising,above_75sma_rising,above_75sma_rising,3,1,0.3333333333333333,-14.120000000000001,6.18,-20.3,0.30443349753694576,-0.5701,-0.19003333333333336,0.3210670477551506,14.120000000000001,0.1412,-1.0,0,0.0,0,0.0,0,0.0,3,1.0,0.40173333333333333,0.49733333333333335
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_rising,above_75sma_rising,below_75sma_falling,2,0,0.0,-48.31,0,-48.31,0.0,-2.0255,-1.01275,0.0,48.31,0.48310000000000003,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.5056499999999999,1.01275
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-37.79,0,-37.79,0.0,-1.5434999999999999,-0.7717499999999999,0.0,37.79,0.37789999999999996,-1.0,1,0.5,0,0.0,0,0.0,1,0.5,0.4125,0.8473999999999999
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_rising,below_75sma_falling,below_75sma_falling,1,0,0.0,-7.82,0,-7.82,0.0,-0.3394,-0.3394,0.0,7.82,0.0782,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,1.0459,0.5291
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,above_75sma_rising,below_75sma_flat_or_rising,above_75sma_rising,1,1,1.0,1.82,1.82,0,inf,0.0766,0.0766,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,1.2153,0.0574
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_falling,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,30.68,30.68,0,inf,1.3179,1.3179,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.3179,0.4801
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_falling,above_75sma_rising,below_75sma_falling,2,0,0.0,-29.3,0,-29.3,0.0,-1.2269,-0.61345,0.0,29.3,0.293,-1.0,1,0.5,0,0.0,0,0.0,1,0.5,0.48660000000000003,0.6404
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_falling,below_75sma_falling,above_75sma_rising,1,0,0.0,-9.44,0,-9.44,0.0,-0.3852,-0.3852,0.0,9.44,0.0944,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0926,0.6741
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_falling,below_75sma_falling,below_75sma_falling,7,1,0.14285714285714285,-46.209999999999994,29.55,-75.76,0.39004751847940866,-1.8247000000000004,-0.2606714285714286,0.4173824196174845,75.75999999999999,0.7575999999999999,-0.6099524815205913,1,0.14285714285714285,0,0.0,1,0.14285714285714285,5,0.7142857142857143,0.6822571428571429,0.5542857142857144
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_flat_or_rising,above_75sma_flat_or_falling,below_75sma_flat_or_rising,1,1,1.0,30.21,30.21,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.3121,0.6208
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_flat_or_rising,below_75sma_falling,below_75sma_falling,2,0,0.0,-32.85,0,-32.85,0.0,-1.3543,-0.67715,0.0,32.85,0.3285,-1.0,0,0.0,0,0.0,0,0.0,2,1.0,0.15585,0.70215
c10_jan_counter_diag_sma_failure_exit_relaxed_retest,below_75sma_flat_or_rising,below_75sma_flat_or_rising,below_75sma_falling,2,1,0.5,22.96,31.79,-8.83,3.6002265005662513,0.9425999999999999,0.47129999999999994,3.616153205661948,8.829999999999998,0.08829999999999998,2.600226500566252,0,0.0,0,0.0,1,0.5,1,0.5,0.77645,0.65775
c6_jan_counter_m15break_diagnostic_sma,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,1,0,0.0,-4.6,0,-4.6,0.0,-0.2081,-0.2081,0.0,4.6,0.046,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0,0.2081
c6_jan_counter_m15break_diagnostic_sma,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-48.93,0,-48.93,0.0,-2.0056000000000003,-1.0028000000000001,0.0,48.93,0.48929999999999996,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0028000000000001
c6_jan_counter_m15break_diagnostic_sma,above_75sma_flat_or_falling,below_75sma_falling,below_75sma_falling,2,2,1.0,45.47,45.47,0,inf,1.9257,0.96285,inf,0.0,0.0,inf,0,0.0,0,0.0,1,0.5,1,0.5,0.96285,0.0
c6_jan_counter_m15break_diagnostic_sma,above_75sma_rising,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,3.96,3.96,0,inf,0.163,0.163,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.163,0.0
c6_jan_counter_m15break_diagnostic_sma,above_75sma_rising,above_75sma_rising,above_75sma_rising,3,1,0.3333333333333333,-28.31,8.58,-36.89,0.23258335592301438,-1.15,-0.3833333333333333,0.24555533687594308,28.31,0.28309999999999996,-1.0,1,0.3333333333333333,0,0.0,0,0.0,2,0.6666666666666666,0.12476666666666668,0.5081
c6_jan_counter_m15break_diagnostic_sma,above_75sma_rising,above_75sma_rising,below_75sma_falling,2,0,0.0,-48.33,0,-48.33,0.0,-2.0255,-1.01275,0.0,48.33,0.48329999999999995,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.01275
c6_jan_counter_m15break_diagnostic_sma,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-50.22,0,-50.22,0.0,-2.0743,-1.03715,0.0,50.22,0.5022,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.03715
c6_jan_counter_m15break_diagnostic_sma,above_75sma_rising,below_75sma_flat_or_rising,above_75sma_rising,1,1,1.0,2.62,2.62,0,inf,0.11,0.11,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.11,0.0
c6_jan_counter_m15break_diagnostic_sma,below_75sma_falling,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,32.76,32.76,0,inf,1.4073,1.4073,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.4073,0.0
c6_jan_counter_m15break_diagnostic_sma,below_75sma_falling,above_75sma_rising,below_75sma_falling,2,0,0.0,-47.43,0,-47.43,0.0,-2.0,-1.0,0.0,47.43,0.4743,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0
c6_jan_counter_m15break_diagnostic_sma,below_75sma_falling,below_75sma_falling,above_75sma_rising,1,1,1.0,31.31,31.31,0,inf,1.2815,1.2815,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,1.2815,0.0
c6_jan_counter_m15break_diagnostic_sma,below_75sma_falling,below_75sma_falling,below_75sma_falling,6,1,0.16666666666666666,-112.98,1.17,-114.14999999999999,0.010249671484888305,-4.7433000000000005,-0.7905500000000001,0.009811494060914765,112.98,1.1298000000000001,-1.0,4,0.6666666666666666,0,0.0,0,0.0,2,0.3333333333333333,0.007833333333333333,0.7983833333333333
c6_jan_counter_m15break_diagnostic_sma,below_75sma_flat_or_rising,above_75sma_flat_or_falling,below_75sma_flat_or_rising,1,1,1.0,32.3,32.3,0,inf,1.4027,1.4027,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.4027,0.0
c6_jan_counter_m15break_diagnostic_sma,below_75sma_flat_or_rising,below_75sma_falling,below_75sma_falling,1,0,0.0,-24.8,0,-24.8,0.0,-1.0038,-1.0038,0.0,24.8,0.248,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0038
c6_jan_counter_m15break_diagnostic_sma,below_75sma_flat_or_rising,below_75sma_flat_or_rising,below_75sma_falling,2,1,0.5,11.199999999999996,36.12,-24.92,1.4494382022471908,0.4616,0.2308,1.453260015710919,24.92,0.24920000000000003,0.44943820224719083,1,0.5,0,0.0,1,0.5,0,0.0,0.74,0.5092
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,4,1,0.25,-19.240000000000002,33.92,-53.160000000000004,0.638073739653875,-0.8223,-0.205575,0.6352951612187875,29.240000000000002,0.29240000000000005,-0.6580027359781122,2,0.5,0,0.0,1,0.25,1,0.25,0.3581,0.5636749999999999
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_flat_or_falling,below_75sma_falling,below_75sma_falling,2,2,1.0,45.37,45.37,0,inf,1.9257,0.96285,inf,0.0,0.0,inf,0,0.0,0,0.0,1,0.5,1,0.5,0.96285,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_flat_or_falling,near_75sma,below_75sma_falling,1,0,0.0,-23.38,0,-23.38,0.0,-1.006,-1.006,0.0,23.38,0.23379999999999998,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1.006
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_rising,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,3.96,3.96,0,inf,0.163,0.163,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.163,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_rising,above_75sma_rising,above_75sma_rising,5,2,0.4,-18.68,42.739999999999995,-61.42,0.6958645392380332,-0.7824,-0.15648,0.6939805217663394,41.33,0.41329999999999995,-0.451971933220421,2,0.4,0,0.0,1,0.2,2,0.4,0.35486,0.51134
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_rising,above_75sma_rising,below_75sma_falling,2,0,0.0,-48.35,0,-48.35,0.0,-2.0255,-1.01275,0.0,48.35,0.4835,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.01275
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-50.22,0,-50.22,0.0,-2.0743,-1.03715,0.0,50.22,0.5022,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.03715
c7_jan_counter_m15break_diagnostic_no_sma_gate,above_75sma_rising,below_75sma_flat_or_rising,above_75sma_rising,1,1,1.0,2.62,2.62,0,inf,0.11,0.11,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.11,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_falling,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,32.76,32.76,0,inf,1.4073,1.4073,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.4073,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_falling,above_75sma_rising,below_75sma_falling,2,0,0.0,-47.43,0,-47.43,0.0,-2.0,-1.0,0.0,47.43,0.4743,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_falling,below_75sma_falling,above_75sma_rising,1,1,1.0,29.08,29.08,0,inf,1.2815,1.2815,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,1.2815,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_falling,below_75sma_falling,below_75sma_falling,12,1,0.08333333333333333,-196.85000000000002,34.96,-231.81000000000003,0.15081316595487682,-8.1905,-0.6825416666666667,0.14842848379617596,196.85000000000002,1.9685000000000001,-1.0,8,0.6666666666666666,0,0.0,1,0.08333333333333333,3,0.25,0.11896666666666667,0.8015083333333334
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_flat_or_rising,above_75sma_flat_or_falling,below_75sma_flat_or_rising,1,1,1.0,32.3,32.3,0,inf,1.4027,1.4027,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,1.4027,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_flat_or_rising,below_75sma_falling,below_75sma_falling,2,2,1.0,31.880000000000003,31.880000000000003,0,inf,1.3433000000000002,0.6716500000000001,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,2,1.0,0.6716500000000001,0.0
c7_jan_counter_m15break_diagnostic_no_sma_gate,below_75sma_flat_or_rising,below_75sma_flat_or_rising,below_75sma_falling,1,0,0.0,-24.92,0,-24.92,0.0,-1.0184,-1.0184,0.0,24.92,0.24920000000000003,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0184
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,1,0,0.0,-4.6,0,-4.6,0.0,-0.2081,-0.2081,0.0,4.6,0.046,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0,0.2081
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,2,1,0.5,10.169999999999998,34.11,-23.94,1.4248120300751879,0.40080000000000005,0.20040000000000002,1.4008,23.94,0.23940000000000003,0.42481203007518786,1,0.5,0,0.0,1,0.5,0,0.0,0.7004,0.5
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_flat_or_falling,below_75sma_falling,above_75sma_rising,1,1,1.0,21.62,21.62,0,inf,0.9826,0.9826,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.9826,0.0
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_rising,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,3.96,3.96,0,inf,0.163,0.163,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.163,0.0
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_rising,above_75sma_rising,above_75sma_rising,1,1,1.0,8.58,8.58,0,inf,0.3743,0.3743,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.3743,0.0
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_rising,above_75sma_rising,below_75sma_falling,1,0,0.0,-24.63,0,-24.63,0.0,-1.02,-1.02,0.0,24.63,0.2463,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1.02
c8_jan_notopposite_m15break_diagnostic_sma,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,1,0,0.0,-26.1,0,-26.1,0.0,-1.0743,-1.0743,0.0,26.1,0.261,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0743
c8_jan_notopposite_m15break_diagnostic_sma,below_75sma_falling,above_75sma_rising,below_75sma_falling,2,0,0.0,-48.14,0,-48.14,0.0,-2.0045,-1.00225,0.0,48.14,0.4814,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.00225
c8_jan_notopposite_m15break_diagnostic_sma,below_75sma_falling,below_75sma_falling,below_75sma_falling,11,4,0.36363636363636365,-87.27,72.44,-159.70999999999998,0.4535720994302173,-3.713,-0.33754545454545454,0.45464426296927324,87.27,0.8727,-1.0,6,0.5454545454545454,0,0.0,2,0.18181818181818182,3,0.2727272727272727,0.28140000000000004,0.6189454545454546
c8_jan_notopposite_m15break_diagnostic_sma,below_75sma_flat_or_rising,below_75sma_falling,above_75sma_flat_or_falling,1,1,1.0,7.46,7.46,0,inf,0.3049,0.3049,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.3049,0.0
c8_jan_notopposite_m15break_diagnostic_sma,below_75sma_flat_or_rising,below_75sma_falling,below_75sma_falling,2,0,0.0,-52.94,0,-52.94,0.0,-2.1524,-1.0762,0.0,52.94,0.5294,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0762
c8_jan_notopposite_m15break_diagnostic_sma,below_75sma_flat_or_rising,below_75sma_flat_or_rising,below_75sma_falling,2,1,0.5,11.839999999999996,36.12,-24.28,1.487644151565074,0.48,0.24,1.48,24.28,0.24280000000000002,0.48764415156507396,1,0.5,0,0.0,1,0.5,0,0.0,0.74,0.5
c8_jan_notopposite_m15break_diagnostic_sma,near_75sma,above_75sma_rising,below_75sma_flat_or_rising,1,0,0.0,-24.86,0,-24.86,0.0,-1.0219,-1.0219,0.0,24.86,0.2486,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0219
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0928,0.233
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-48.93,0,-48.93,0.0,-2.0056000000000003,-1.0028000000000001,0.0,48.93,0.48929999999999996,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.21435,1.4376000000000002
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_flat_or_falling,below_75sma_falling,below_75sma_falling,2,2,1.0,35.39,35.39,0,inf,1.4859,0.74295,inf,0.0,0.0,inf,0,0.0,0,0.0,1,0.5,1,0.5,0.9796499999999999,0.16915
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_rising,above_75sma_flat_or_falling,above_75sma_rising,1,1,1.0,3.15,3.15,0,inf,0.1296,0.1296,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,0.6185,0.2778
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_rising,above_75sma_rising,above_75sma_rising,3,1,0.3333333333333333,-14.120000000000001,6.18,-20.3,0.30443349753694576,-0.5701,-0.19003333333333336,0.3210670477551506,14.120000000000001,0.1412,-1.0,0,0.0,0,0.0,0,0.0,3,1.0,0.40173333333333333,0.49733333333333335
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_rising,above_75sma_rising,below_75sma_falling,2,0,0.0,-48.31,0,-48.31,0.0,-2.0255,-1.01275,0.0,48.31,0.48310000000000003,-1.0,2,1.0,0,0.0,0,0.0,0,0.0,0.5056499999999999,1.01275
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,2,0,0.0,-37.85,0,-37.85,0.0,-1.5614,-0.7807,0.0,37.85,0.3785,-1.0,1,0.5,0,0.0,0,0.0,1,0.5,0.5059,0.85635
c9_jan_counter_diag_sma_m5_failure_exit,above_75sma_rising,below_75sma_flat_or_rising,above_75sma_rising,1,1,1.0,1.82,1.82,0,inf,0.0766,0.0766,inf,0.0,0.0,inf,0,0.0,0,0.0,0,0.0,1,1.0,1.2153,0.0574
