breakout_time,signal_time,direction,breakout_hour,signal_hour,body_pips,range_pips,body_to_range,breakout_close_location,body_vs_avg,slow_slope_pips,prior_touches,retest_delay_bars,retest_close_location,expectancy_r,win,hold_bars
2025-07-02 03:25:00,2025-07-02 03:50:00,buy,3,3,10.500000000001819,11.299999999999955,0.9292035398231736,0.9292035398231736,2.941176470588282,0.6448761349503229,10,5,0.3690476190476754,-1.15,0.0,1
2025-07-02 04:00:00,2025-07-02 04:05:00,buy,4,4,6.599999999997408,10.899999999998045,0.6055045871558341,0.8807339449540591,1.4982973893295726,0.948915458749866,12,1,0.32467532467540616,-1.15,0.0,5
2025-07-02 12:10:00,2025-07-02 13:00:00,buy,12,13,14.499999999998181,16.100000000000136,0.9006211180123017,0.9130434782608081,4.489164086686639,2.6976090914502038,2,10,0.1578947368423152,-1.15,0.0,2
2025-07-03 15:40:00,2025-07-03 19:50:00,buy,15,19,25.40000000000191,32.500000000001705,0.7815384615384793,0.9292307692307848,2.7326519634213446,6.668946983026558,2,50,0.056603773584895545,-1.15,0.0,36
2025-07-03 16:05:00,2025-07-03 19:50:00,buy,16,19,4.800000000000182,9.700000000000841,0.4948453608247181,0.5567010309278079,0.4040404040404137,11.252038864867586,5,45,0.056603773584895545,-1.15,0.0,36
2025-07-03 18:15:00,2025-07-03 19:50:00,buy,18,19,2.899999999999636,5.699999999998795,0.5087719298246052,0.7894736842104738,0.44241037376038234,7.317373200450561,13,19,0.056603773584895545,-1.15,0.0,36
2025-07-03 19:00:00,2025-07-03 19:50:00,buy,19,19,8.00000000000125,10.300000000000864,0.7766990291262699,0.9902912621358768,1.6649323621228793,5.374342497131579,17,10,0.056603773584895545,-1.15,0.0,36
2025-07-03 22:55:00,2025-07-03 23:00:00,buy,22,23,5.099999999998772,5.19999999999925,0.9807692307691361,0.9807692307691361,3.1288343558280762,1.9794242346279134,29,1,0.0208333333328399,-1.15,0.0,8
2025-07-04 07:00:00,2025-07-04 07:15:00,sell,7,7,4.399999999998272,5.60000000000116,0.7857142857138144,0.8571428571427121,2.1359223300960695,2.21230187686956,8,3,0.9594594594596411,1.05,1.0,18
2025-07-04 17:40:00,2025-07-04 18:05:00,buy,17,18,1.500000000001478,3.299999999998704,0.4545454545460809,0.8787878787881137,0.8064516129039282,0.6474173427506003,12,5,0.45238095238038845,-1.15,0.0,60
2025-07-04 19:30:00,2025-07-04 22:45:00,buy,19,22,2.600000000001046,2.600000000001046,1.0,1.0,2.1940928270038347,0.4654789742915,13,39,0.8571428571419871,-1.15,0.0,12
2025-07-04 22:15:00,2025-07-04 22:45:00,buy,22,22,3.3999999999991815,4.000000000002046,0.8499999999993605,0.9249999999996803,5.440000000002401,0.15897156939388424,27,6,0.8571428571419871,-1.15,0.0,12
2025-07-04 22:45:00,2025-07-04 22:50:00,buy,22,22,0.39999999999906777,1.3999999999981583,0.2857142857139957,0.8571428571419871,0.592592592591501,0.3010766282415034,33,1,0.764705882353433,-1.15,0.0,11
