date;trigger;strategy_mode;enable_trading;total_signals;live_entries;closed_trades;realized_profit_r;realized_profit_money;win_rate;avg_win_r;avg_loss_r;pf;max_daily_dd_r;max_daily_dd_percent;consecutive_losses;reject_reason_top1;reject_reason_top2;reject_reason_top3;spread_too_wide_count;daily_loss_r_blocked_count;weekly_loss_r_blocked_count;monthly_loss_r_blocked_count;total_open_risk_blocked_count;soft_pause_drawdown_percent_count;hard_stop_drawdown_percent_count;emergency_stop_drawdown_percent_count;live_order_send_failed_count;live_position_tracking_failed_count;live_sl_tp_invalid_count;live_lot_invalid_count;drawdown_percent;max_drawdown_percent;drawdown_guard_state;stop_condition_triggered;stop_reason
20260105;daily_rollover;STRATEGY_01B_J_SHORT;true;13;2;2;0.4979381443;5.6200000000;50.0000000000;1.4979381443;-1.0000000000;1.4979381443;1.0000000000;0.0891000000;0;pattern_adx_bucket_filter_failed=6;direction_filter_failed=3;entry_open_count_filter_failed=1;0;0;0;0;0;0;0;0;0;0;0;0;0.0000000000;0.1978537022;0;false;
