Time;Trigger;Symbol;StrategyName;TotalTrades;WinRate;AvgWinR;AvgLossR;ExpectancyR;ProfitFactor;MaxConsecutiveLosses;LongTrades;ShortTrades;LongExpectancyR;ShortExpectancyR;MaxDD_R;MaxDDPercent;CurrentDDPercent;DrawdownGuardState;StopConditionTriggered;StopReason
2026.01.09 23:56:59;OnTester;USDJPY;Strategy_01_NWave_ExpectedValue;4;50.0;1.504071112981275;-1.0;0.25203555649063747;1.504071112981275;1;0;4;0.0;0.25203555649063747;1.0;0.19785370223368604;0.12311793680677713;0;false;
