setup_id;strategy_mode;signal_time;order_send_time;planned_entry_price;planned_sl;planned_tp;planned_risk_points;actual_entry_deal_time;actual_entry_deal_price;actual_exit_deal_time;actual_exit_deal_price;exit_reason;actual_risk_money;realized_profit_money;commission;swap;slippage_points_entry;slippage_points_exit;spread_at_entry;spread_at_exit;realized_r;account_balance;account_equity;peak_equity;drawdown_percent;drawdown_r
SHORT_1767583800_157.020;STRATEGY_01B_J_SHORT;2026.01.05 03:55:00;2026.01.05 04:00:00;157.0080000000;157.1830000000;156.7460000000;175.0000000000;2026.01.05 04:00:00;157.0080000000;2026.01.05 04:37:06;157.1830000000;stop_loss;8.9100000000;-8.9100000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;16.0000000000;16.0000000000;-1.0000000000;9991.0900000000;9991.0900000000;10002.3400000000;0.1124736812;1.0000000000
SHORT_1767611400_156.771;STRATEGY_01B_J_SHORT;2026.01.05 16:00:00;2026.01.05 16:05:00;156.7610000000;156.8780000000;156.5860000000;117.0000000000;2026.01.05 16:05:00;156.7610000000;2026.01.05 17:25:45;156.5860000000;take_profit;9.7000000000;14.5300000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;21.0000000000;16.0000000000;1.4979381443;10005.6200000000;10005.6200000000;10005.6200000000;0.0000000000;0.0000000000
SHORT_1767840600_156.728;STRATEGY_01B_J_SHORT;2026.01.08 05:15:00;2026.01.08 05:20:00;156.6670000000;156.7950000000;156.4750000000;128.0000000000;2026.01.08 05:20:00;156.6670000000;2026.01.08 10:00:00;156.4740000000;take_profit;9.8000000000;14.8000000000;0.0000000000;0.0000000000;0.0000000000;-1.0000000000;17.0000000000;17.0000000000;1.5102040816;10020.4200000000;10020.4200000000;10020.4200000000;0.0000000000;0.0000000000
SHORT_1767913500_156.909;STRATEGY_01B_J_SHORT;2026.01.09 01:50:00;2026.01.09 01:55:00;156.8990000000;156.9900000000;156.7620000000;91.0000000000;2026.01.09 01:55:00;156.8990000000;2026.01.09 02:31:16;156.9900000000;stop_loss;9.8500000000;-9.8500000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;18.0000000000;18.0000000000;-1.0000000000;10010.5700000000;10010.5700000000;10022.9100000000;0.1231179368;1.0000000000
