Time;SetupId;SignalTime;EntryTime;SignalBarTime;EntryBarTime;ExitBarTime;Symbol;Direction;StrategyName;ContextTF;PatternTF;EntryTF;SessionName;SignalPrice;EntryPrice;StopLoss;TakeProfit;RiskPoints;RewardPoints;RR;LotSize;PlannedRiskMoney;RiskPercent;PatternType;NecklinePrice;LeftPeakOrBottom;RightPeakOrBottom;FiboExtensionValue;ATRValue;SpreadPoints;ContextFilterPassed;FiboFilterPassed;ATRFilterPassed;SpreadFilterPassed;EntryReason;RejectReason;Result;ProfitMoney;ProfitR;MFE;MAE;MFE_R;MAE_R;HoldingBars;ExitReason;FilterMode;ContextFilterReason;IsExecutable;ContextEMAShort;ContextEMALong;ContextEMAShortAboveLong;ContextEMAShortSlopeATR;ContextEMALongSlopeATR;ContextPriceVsEMAShort;ContextPriceVsEMALong;HTFTrendState;PatternADX;EntryADX;PatternADXBucket;EntryADXBucket;PatternDIDirection;EntryDIDirection;PatternATR;EntryATR;PatternATRPercentile;EntryATRPercentile;PatternATRBucket;EntryATRBucket;SLDistanceATR;TPDistanceATR;DoubleTopBottomHeightATR;NecklineDistanceATR;RightPeakOrBottomDepthATR;LeftRightSymmetryRatio;BreakCandleBodyATR;BreakCandleClosePosition;BreakCandleDirectionStrength;BreakCandleStrengthBucket;ContextDirectionAligned;TrendAlignmentTag;EntryOpenCount;SameDirectionOpenCount;OppositeDirectionOpenCount;BarsSinceLastEntry;ApproximateDuplicateSetup;MFEReached05;MFEReached10;MFE05ThenSL;MFE10ThenSL;StopConditionTriggered;StopReason;DrawdownPercent;DrawdownR
2026.01.05 01:35:00;LONG_1767396900_156.836;2026.01.05 01:30:00;2026.01.05 01:35:00;2026.01.05 01:30:00;2026.01.05 01:35:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;156.8880000000;156.9040000000;156.8000000000;157.0600000000;104.0000000000;156.0000000000;1.5000000000;0.1500000000;9.9500000000;0.1000000000;double_bottom_neckline_break;156.8360000000;156.8070000000;156.8070000000;188.9437314906;0.0469285714;16.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6057595661;156.3878241022;1;0.2842769427;0.2054449913;above;above;bullish;25.3909100763;19.4676546523;middle;low;minus_di;plus_di;0.0642142857;0.0469285714;58.0000000000;77.5000000000;normal_vol;high_vol;2.2161339422;3.3242009132;0.6179604262;1.1080669711;0.6179604262;1.0000000000;1.4063926941;0.7790697674;0.7674418605;high;1;TrendFollow;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000
2026.01.05 01:55:00;LONG_1767571200_156.949;2026.01.05 01:50:00;2026.01.05 01:55:00;2026.01.05 01:50:00;2026.01.05 01:55:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;156.9660000000;156.9820000000;156.6780000000;157.4380000000;304.0000000000;456.0000000000;1.5000000000;0.0500000000;9.7000000000;0.1000000000;double_bottom_neckline_break;156.9490000000;156.6990000000;156.6870000000;188.9437314906;0.0620714286;16.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6057595661;156.3878241022;1;0.2842769427;0.2054449913;above;above;bullish;24.5464463894;34.0076798957;middle;high;plus_di;plus_di;0.0690000000;0.0620714286;67.5000000000;94.5000000000;normal_vol;high_vol;4.8975834292;7.3463751438;4.0276179517;0.2738780207;4.2209436133;0.9541984733;0.7249712313;0.6200000000;0.4500000000;middle;1;TrendFollow;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000
2026.01.05 03:45:00;SHORT_1767583800_157.020;2026.01.05 03:40:00;2026.01.05 03:45:00;2026.01.05 03:40:00;2026.01.05 03:45:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;157.0010000000;157.0010000000;157.1820000000;156.7300000000;181.0000000000;271.0000000000;1.4972375691;0.0800000000;9.2100000000;0.1000000000;double_top_neckline_break;157.0200000000;157.1570000000;157.1710000000;178.6771105309;0.0712857143;18.0000000000;1;1;1;1;double_top_neckline_close_break;pattern_adx_bucket_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6057595661;156.3878241022;1;0.2842769427;0.2054449913;above;above;bullish;32.9965094174;26.7976643956;high;middle;plus_di;minus_di;0.1133571429;0.0712857143;100.0000000000;94.5000000000;high_vol;high_vol;2.5390781563;3.8016032064;1.9218436874;0.2665330661;2.1182364729;0.9072847682;1.3186372745;0.1617647059;0.6911764706;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000
2026.01.05 04:00:00;SHORT_1767583800_157.020;2026.01.05 03:55:00;2026.01.05 04:00:00;2026.01.05 03:55:00;2026.01.05 04:00:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;157.0080000000;157.0080000000;157.1830000000;156.7460000000;175.0000000000;262.0000000000;1.4971428571;0.0800000000;8.9100000000;0.1000000000;double_top_neckline_break;157.0200000000;157.1570000000;157.1710000000;178.6771105309;0.0784285714;16.0000000000;1;1;1;1;double_top_neckline_close_break;;LIVE_ENTRY;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;1;156.6440681788;156.4121447256;1;0.2855562253;0.2062238924;above;above;bullish;28.8171024452;25.7374905048;middle;middle;plus_di;minus_di;0.1208571429;0.0784285714;100.0000000000;99.5000000000;high_vol;high_vol;2.2313296903;3.3406193078;1.7468123862;0.1530054645;1.9253187614;0.9072847682;0.6757741348;0.0000000000;0.8281250000;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0082000000;0.0000000000
2026.01.05 04:15:00;SHORT_1767583800_157.020;2026.01.05 04:10:00;2026.01.05 04:15:00;2026.01.05 04:10:00;2026.01.05 04:15:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;156.9870000000;156.9840000000;157.1820000000;156.6870000000;198.0000000000;297.0000000000;1.5000000000;0.0700000000;8.8200000000;0.1000000000;double_top_neckline_break;157.0200000000;157.1570000000;157.1710000000;178.6771105309;0.0722857143;23.0000000000;1;1;1;1;double_top_neckline_close_break;entry_open_count_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6440681788;156.4121447256;1;0.2855562253;0.2062238924;above;above;bullish;25.1949497360;25.2737810784;middle;middle;plus_di;minus_di;0.1240000000;0.0722857143;100.0000000000;94.5000000000;high_vol;high_vol;2.7391304348;4.1086956522;1.8952569170;0.4565217391;2.0889328063;0.9072847682;0.9268774704;0.0886075949;0.8481012658;high;0;CounterTrend;1;1;0;3;1;0;0;0;0;false;;0.0019999500;0.0000000000
2026.01.05 04:37:06;SHORT_1767583800_157.020;2026.01.05 03:55:00;2026.01.05 04:00:00;2026.01.05 03:55:00;2026.01.05 04:00:00;2026.01.05 04:35:00;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;157.0080000000;157.0080000000;157.1830000000;156.7460000000;175.0000000000;262.0000000000;1.4971428571;0.0800000000;8.9100000000;0.1000000000;double_top_neckline_break;157.0200000000;157.1570000000;157.1710000000;178.6771105309;0.0784285714;16.0000000000;1;1;1;1;double_top_neckline_close_break;;LOSS;-8.9100000000;-1.0000000000;0.2628571429;-1.0000000000;0.2628571429;-1.0000000000;7;stop_loss;FILTER_ALL;fibo_and_atr;1;156.6440681788;156.4121447256;1;0.2855562253;0.2062238924;above;above;bullish;28.8171024452;25.7374905048;middle;middle;plus_di;minus_di;0.1208571429;0.0784285714;100.0000000000;99.5000000000;high_vol;high_vol;2.2313296903;3.3406193078;1.7468123862;0.1530054645;1.9253187614;0.9072847682;0.6757741348;0.0000000000;0.8281250000;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.1124736812;1.0000000000
2026.01.05 06:50:00;SHORT_1767594600_157.238;2026.01.05 06:45:00;2026.01.05 06:50:00;2026.01.05 06:45:00;2026.01.05 06:50:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;157.2290000000;157.2290000000;157.2970000000;157.1270000000;68.0000000000;102.0000000000;1.5000000000;0.2300000000;9.9400000000;0.1000000000;double_top_neckline_break;157.2380000000;157.2890000000;157.2910000000;178.6771105309;0.0367857143;16.0000000000;1;1;1;1;double_top_neckline_close_break;pattern_adx_bucket_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6440681788;156.4121447256;1;0.2855562253;0.2062238924;above;above;bullish;43.7105685123;30.0690932159;high;middle;plus_di;plus_di;0.1002142857;0.0367857143;91.5000000000;37.5000000000;high_vol;normal_vol;1.8485436893;2.7728155340;1.3864077670;0.2446601942;1.4407766990;0.9622641509;0.5708737864;0.2941176471;0.6176470588;high;0;CounterTrend;0;0;0;34;0;0;0;0;0;false;;0.1124736812;1.0000000000
2026.01.05 07:10:00;SHORT_1767594600_157.238;2026.01.05 07:05:00;2026.01.05 07:10:00;2026.01.05 07:05:00;2026.01.05 07:10:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;london;157.2270000000;157.2270000000;157.2960000000;157.1240000000;69.0000000000;103.0000000000;1.4927536232;0.2200000000;9.6500000000;0.1000000000;double_top_neckline_break;157.2380000000;157.2890000000;157.2910000000;178.6771105309;0.0357857143;18.0000000000;1;1;1;1;double_top_neckline_close_break;pattern_adx_bucket_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6440681788;156.4121447256;1;0.2855562253;0.2062238924;above;above;bullish;43.8397579505;26.4071356315;high;middle;plus_di;plus_di;0.0941428571;0.0357857143;86.5000000000;34.0000000000;high_vol;normal_vol;1.9281437126;2.8782435130;1.4251497006;0.3073852295;1.4810379242;0.9622641509;1.1457085828;0.0851063830;0.8723404255;high;0;CounterTrend;0;0;0;38;0;0;0;0;0;false;;0.1124736812;1.0000000000
2026.01.05 08:35:00;SHORT_1767600300_157.107;2026.01.05 08:30:00;2026.01.05 08:35:00;2026.01.05 08:30:00;2026.01.05 08:35:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;london;157.0470000000;157.0470000000;157.2300000000;156.7730000000;183.0000000000;274.0000000000;1.4972677596;0.0800000000;9.3100000000;0.1000000000;double_top_neckline_break;157.1070000000;157.2300000000;157.2230000000;178.6771105309;0.0433571429;19.0000000000;1;1;1;1;double_top_neckline_close_break;pattern_adx_bucket_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6943473999;156.4419429717;1;0.3832028269;0.2465847829;above;above;bullish;32.4090888448;32.4214702090;high;high;minus_di;minus_di;0.0710714286;0.0433571429;59.5000000000;51.0000000000;normal_vol;normal_vol;4.2207578254;6.3196046129;2.6754530478;1.3838550247;2.6754530478;0.9430894309;1.4299835255;0.1481481481;0.7654320988;high;0;CounterTrend;0;0;0;55;0;0;0;0;0;false;;0.1124736812;1.0000000000
2026.01.05 10:15:00;SHORT_1767606300_156.966;2026.01.05 10:10:00;2026.01.05 10:15:00;2026.01.05 10:10:00;2026.01.05 10:15:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;london;156.9590000000;156.9600000000;157.0810000000;156.7790000000;121.0000000000;181.0000000000;1.4958677686;0.1200000000;9.2400000000;0.1000000000;double_top_neckline_break;156.9660000000;157.0830000000;157.0720000000;178.6771105309;0.0577857143;16.0000000000;1;1;1;1;double_top_neckline_close_break;pattern_adx_bucket_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.6943473999;156.4419429717;1;0.3832028269;0.2465847829;above;above;bullish;39.5742296755;25.1844419353;high;middle;minus_di;minus_di;0.0808571429;0.0577857143;72.0000000000;75.5000000000;high_vol;high_vol;2.0939431397;3.1322620519;1.8343634116;0.1211372064;1.8343634116;0.9059829060;0.2768850433;0.3421052632;0.2105263158;middle;0;CounterTrend;0;0;0;75;0;0;0;0;0;false;;0.1124736812;1.0000000000
2026.01.05 12:25:00;SHORT_1767611400_156.771;2026.01.05 12:20:00;2026.01.05 12:25:00;2026.01.05 12:20:00;2026.01.05 12:25:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;H4;M15;M5;london;156.7560000000;156.7560000000;156.8750000000;156.5770000000;119.0000000000;179.0000000000;1.5042016807;0.1300000000;9.8600000000;0.1000000000;double_top_neckline_break;156.7710000000;156.8740000000;156.8670000000;178.6771105309;0.0509285714;16.0000000000;1;1;1;1;double_top_neckline_close_break;pattern_adx_bucket_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;156.7156476475;156.4606118747;1;0.3444767444;0.2281748356;above;above;bullish;36.9307589466;27.9718151647;high;middle;minus_di;minus_di;0.1109285714;0.0509285714;95.5000000000;63.0000000000;high_vol;normal_vol;2.3366058906;3.5147265077;1.8849929874;0.2945301543;1.8849929874;0.9320388350;0.3141654979;0.2916666667;0.3333333333;middle;0;CounterTrend;0;0;0;101;0;0;0;0;0;false;;0.1124736812;1.0000000000
