run_id;timestamp;account_login;account_trade_mode;account_is_demo;broker_server;symbol;timeframe;selected_strategy_mode;enable_trading;risk_percent;max_total_open_risk_percent;max_daily_loss_r;max_weekly_loss_r;max_monthly_loss_r;stop_trading_after_maxdd_r;block_non_demo_account;use_drawdown_percent_guards;soft_pause_drawdown_percent;soft_pause_cooldown_days;hard_stop_drawdown_percent;emergency_stop_drawdown_percent;drawdown_guard_state;min_bars_between_entries;allow_only_one_position_strategy01b;use_equity_curve_guard;max_spread_points;magic_number;digits;point;stops_level;freeze_level;lot_step;min_lot;max_lot;preflight_status;preflight_warnings
USDJPY_2026051501_20260101_000000;2026.01.01 00:00:00;21045302;demo;true;VantageTradingLtd-Live;USDJPY;M5;STRATEGY_01B_J_SHORT;true;0.1000000000;0.1000000000;1.5000000000;4.0000000000;6.0000000000;999.0000000000;true;true;8.0000000000;5;12.0000000000;15.0000000000;0;5;true;true;30.0000000000;2026051501;3;0.0010000000;0;0;0.0100000000;0.0100000000;100.0000000000;PASS;
