entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,htf_alignment_mode,htf_permission_mode,allowed_direction,top_context_direction_state,structure_direction_state,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,selected_candidate_pattern,primary_best_pattern,primary_best_score,secondary_best_pattern,secondary_best_score,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,transcript_context_mode,transcript_context_passed,transcript_stage,transcript_reject_reason,top_sma75_state,structure_sma75_state,primary_sma75_state,structure_break_age_bars,structure_break_level,primary_break_age_bars,primary_break_level,nested_thirdwave_enabled,nested_thirdwave_mode,h1_context_direction,h1_context_impulse_direction,context_impulse_high,context_impulse_low,h1_context_fib_retrace_ratio,h1_context_fib_room_bucket,context_fib_room_score,m15_wave1_candidate,m15_wave1_direction,m15_wave1_break_type,m15_wave1_break_level,m15_wave1_age_bars,m15_wave1_high,m15_wave1_low,m15_wave2_candidate,m15_wave2_retrace_ratio,m15_wave2_fib_zone,m15_wave2_fib_score,m5_corrective_wave_detected,m5_corrective_direction,m5_corrective_swing_count,m5_corrective_123_detected,m5_corrective_invalidation,m5_invalidation_type,m5_invalidation_level,post_break_acceptance_pass,post_break_acceptance_bars,sma75_state,sma75_reclaim,sma75_granville_score,nested_score,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,base_pattern_score,target_room_score,retest_score,fib_source_tf,fib_impulse_high,fib_impulse_low,fib_retrace_ratio,fib_zone,fib_score,fib_required_pass,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.02 03:20:00,2025.01.02 03:50:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.02 03:15:00,3,0,9,tokyo,2025.01.02 00:00,15,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,157.53100000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,no_ordered_dow_wave3_break,dow_trend_down_ll_lh,no_ordered_dow_wave3_break,false,true,false,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_counter_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,0,157.37400000,0,157.56300000,true,required,SHORT,SHORT,158.06000000,156.01500000,0.6910,deep_618_786,0.050,true,LONG,return_high_break_or_bos_up,157.37400000,0,157.37400000,157.22700000,false,-1.8912,outside_beyond_impulse,0.000,true,SHORT,12,true,true,return_high_break_or_bos_up,157.56300000,false,1,above_75sma_rising|above_75sma_rising,true,0.150,0.750,157.76400000,157.63700000,157.76400000,pre_session_high,0.5895,session_high|opening_range_high|neckline_level,157.63700000,0.1579,false,true,true,false,1.30,157.89900000,4.200,-0.300,0.200,PERIOD_M15,157.76900000,157.16200000,0.1928,outside,0.000,true,0-30,true,false,none,order_sent,5.600,157.65200000,157.52400000,157.46200000,157.89900000,0.19000000,-0.6737,157.46200000,157.46200000,false,false,none,0.0000,,-1,0.0368,0.7316,time,false,false,false,true,-0.6737,0.0000,-16.25,0.00,0.00,-16.25,0.200,1.300,6,0.09500000,16.00,5.600,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,2,no_break_even
2025.01.06 16:20:00,2025.01.06 16:52:55,session_reversal_pullback_all_symbols_first120,EURUSD,SHORT,2025.01.06 16:15:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,15,first_120min,true,true,3,EURUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,1.04101000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,false,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,-1,0.00000000,0,1.04037000,true,required,LONG,LONG,1.03175000,1.02946000,-4.3013,outside_beyond_impulse,0.100,false,NONE,none,0.00000000,-1,0.00000000,0.00000000,false,0.0000,none,0.000,true,LONG,21,true,true,return_low_break_or_bos_down,1.04037000,false,1,above_75sma_rising|below_75sma_flat_or_rising,true,0.150,0.550,1.03914000,1.03527000,1.03527000,session_low,0.1831,neckline_level,1.04101000,4.3005,false,true,true,false,1.30,1.03130000,4.500,-0.300,0.200,PERIOD_M15,1.04321000,1.03914000,-0.7912,outside,0.000,true,0-30,true,false,none,order_sent,5.350,1.03592000,1.03949000,1.03947000,1.03130000,0.00355000,-1.0056,1.03947000,1.03947000,false,false,none,0.0000,,-1,0.1831,1.4366,full_sl,true,false,false,false,-1.0056,0.0000,-24.99,0.00,0.00,-24.99,0.070,1.301,6,0.00118357,18.00,5.350,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,4,no_break_even
2025.01.08 16:30:00,2025.01.08 17:05:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.08 16:25:00,16,13,22,london_newyork_overlap,2025.01.08 13:00,25,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,neckline_break_retest,158.32700000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,false,true,true,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,above_75sma_rising,above_75sma_rising,above_75sma_rising,0,158.27600000,0,158.27600000,true,required,NONE,SHORT,158.23700000,157.91900000,0.9277,over_786,0.000,true,LONG,return_high_break_or_bos_up,158.27600000,0,158.27600000,157.91900000,false,-0.4482,outside_beyond_impulse,0.000,true,SHORT,13,true,true,return_high_break_or_bos_up,158.27600000,false,1,above_75sma_rising|above_75sma_rising,true,0.150,0.750,158.50000000,158.42600000,158.50000000,round_number,0.2222,session_high|opening_range_high|neckline_level,158.42600000,0.1040,false,true,true,false,1.30,158.81100000,4.500,-0.300,0.200,PERIOD_M15,158.53900000,158.04400000,0.2081,outside,0.000,true,0-30,true,false,none,order_sent,5.900,158.43600000,158.28300000,158.14800000,158.81100000,0.28800000,-0.5313,158.14800000,158.14800000,false,false,none,0.0000,,-1,0.0764,0.6111,time,false,false,false,true,-0.5313,0.0000,-12.57,0.00,0.00,-12.57,0.130,1.302,7,0.09614286,16.00,5.900,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,6,no_break_even
2025.01.13 10:15:00,2025.01.13 10:40:01,session_reversal_pullback_all_symbols_first120,GBPUSD,LONG,2025.01.13 10:10:00,10,7,16,london,2025.01.13 07:00,10,first_120min,true,true,3,GBPUSD,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,neckline_break_retest,1.21502000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,structure_trend_bias_dow_trend_down_ll_lh,dow_range_or_transition,structure_trend_bias_dow_trend_down_ll_lh,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_SHORT_structure_trend_bias_dow_trend_down_ll_lh,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_SHORT_structure_trend_bias_dow_trend_down_ll_lh|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,below_75sma_falling,below_75sma_falling,above_75sma_flat_or_falling,0,1.21595000,0,1.21539000,true,required,NONE,SHORT,1.23210000,1.21910000,-0.4138,outside_beyond_impulse,0.100,true,LONG,return_high_break_or_bos_up,1.21595000,0,1.21595000,1.21250000,false,-0.2319,outside_beyond_impulse,0.000,true,SHORT,15,true,true,return_high_break_or_bos_up,1.21539000,false,1,below_75sma_falling|above_75sma_flat_or_falling,true,0.150,0.750,1.21910000,1.21656000,1.21910000,previous_day_low,0.7253,session_high|opening_range_high|neckline_level,1.21656000,0.1762,false,true,true,false,1.30,1.22096000,4.500,-0.300,0.200,PERIOD_M15,1.21595000,1.21293000,-0.2649,outside,0.000,true,0-30,true,false,none,order_sent,5.900,1.21675000,1.21477000,1.21351000,1.22096000,0.00324000,-0.6111,1.21351000,1.21351000,false,false,none,0.0000,,-1,0.0926,0.6111,time,false,false,false,true,-0.6111,0.0000,-13.86,0.00,0.00,-13.86,0.070,1.299,5,0.00107857,20.00,5.900,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,8,no_break_even
2025.01.14 16:10:01,2025.01.14 16:18:54,session_reversal_pullback_all_symbols_first120,EURUSD,SHORT,2025.01.14 16:05:00,16,13,22,london_newyork_overlap,2025.01.14 13:00,5,first_120min,true,true,3,EURUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,1.02490000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,above_75sma_rising,below_75sma_falling,2,1.02491000,0,1.02552000,true,required,NONE,LONG,1.02741000,1.02376000,0.5973,room_382_618,0.100,true,SHORT,return_low_break_or_bos_down,1.02491000,2,1.02654000,1.02491000,false,0.0061,room_under_382,0.000,true,LONG,23,true,true,return_low_break_or_bos_down,1.02552000,false,1,above_75sma_rising|below_75sma_falling,true,0.150,0.750,1.02494792,1.02490000,1.02427000,session_low,0.5963,neckline_level,1.02490000,0.0213,false,true,true,false,1.30,1.02350000,4.200,-0.300,0.200,PERIOD_M15,1.02741000,1.02388000,0.2946,outside,0.000,true,0-30,true,false,none,order_sent,5.600,1.02492000,1.02601000,1.02601000,1.02350000,0.00109000,-1.0000,1.02601000,1.02601000,false,false,none,0.0000,,-1,0.5963,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-23.98,0.00,0.00,-23.98,0.220,1.303,1,0.00093786,18.00,5.600,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,10,no_break_even
2025.01.17 03:40:00,2025.01.17 03:50:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.17 03:35:00,3,0,9,tokyo,2025.01.17 00:00,35,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,155.21700000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,true,true,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,below_75sma_falling,above_75sma_flat_or_falling,-1,0.00000000,0,155.13700000,true,required,NONE,SHORT,156.35700000,155.09800000,0.0643,room_under_382,0.150,true,LONG,return_high_break_or_bos_up,155.30800000,5,155.30800000,155.16500000,false,-0.0629,outside_beyond_impulse,0.000,true,SHORT,20,true,true,return_high_break_or_bos_up,155.13700000,false,1,below_75sma_falling|above_75sma_flat_or_falling,true,0.150,0.750,155.36000000,155.22400000,155.36000000,failed_breakout_level,0.2312,neckline_level,155.21700000,0.9044,false,true,true,false,1.30,155.55900000,4.200,-0.300,0.200,PERIOD_M15,155.47900000,155.04000000,0.3690,outside,0.000,true,30-60,true,false,none,order_sent,5.250,155.31700000,155.17000000,155.13100000,155.55900000,0.18600000,-0.7903,155.13100000,155.13100000,false,false,none,0.0000,,-1,0.0591,0.8871,time,false,false,false,true,-0.7903,0.0000,-19.89,0.00,0.00,-19.89,0.210,1.301,2,0.11057143,20.00,5.250,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,12,no_break_even
2025.01.22 03:20:00,2025.01.22 05:20:37,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.22 03:15:00,3,0,9,tokyo,2025.01.22 00:00,15,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,155.50200000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,true,true,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_retest,none,below_75sma_flat_or_rising,below_75sma_flat_or_rising,above_75sma_rising,-1,0.00000000,0,155.50900000,true,required,NONE,SHORT,156.04500000,155.24700000,0.2130,room_under_382,0.150,true,LONG,return_high_break_or_bos_up,155.58700000,5,155.58700000,155.41700000,false,0.0706,room_under_382,0.000,true,SHORT,17,true,true,return_high_break_or_bos_up,155.50900000,false,1,below_75sma_flat_or_rising|above_75sma_rising,true,0.150,0.750,155.57900000,155.55400000,155.75900000,pre_session_high,0.9485,session_high|opening_range_high|neckline_level,155.57900000,0.0389,false,true,false,false,1.30,155.82700000,4.200,0.000,0.200,PERIOD_M15,155.82800000,155.39000000,0.5776,preferred_382_618,0.000,true,0-30,true,false,none,order_sent,5.550,155.57500000,155.83100000,155.38100000,155.82700000,0.19400000,1.3196,155.38100000,155.38100000,false,false,none,0.0000,,-1,1.3196,0.4072,tp,false,false,true,false,1.3196,0.0000,31.21,0.00,0.00,31.21,0.190,1.299,24,0.10278571,16.00,5.550,other,false,not_invalidated,DEAL_REASON_TP,14,no_break_even
2025.01.23 19:05:00,2025.01.23 20:35:00,session_reversal_pullback_all_symbols_first120,EURUSD,LONG,2025.01.23 19:00:00,19,16,1,new_york,2025.01.23 16:00,0,first_120min,true,true,3,EURUSD,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,neckline_break_retest,1.04153000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,ordered_dow_wave3_break_above_swing_high,dow_range_or_transition,ordered_dow_wave3_break_above_swing_high,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_LONG_ordered_dow_wave3_break_above_swing_high,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_LONG_ordered_dow_wave3_break_above_swing_high|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,above_75sma_rising,above_75sma_flat_or_falling,above_75sma_rising,0,1.04172000,0,1.03990000,true,required,NONE,SHORT,1.04152000,1.03893000,1.1390,over_786,0.000,true,LONG,return_high_break_or_bos_up,1.04172000,0,1.04172000,1.03933000,false,-0.1423,outside_beyond_impulse,0.000,true,SHORT,15,true,true,return_high_break_or_bos_up,1.03990000,false,1,above_75sma_flat_or_falling|above_75sma_rising,true,0.150,0.750,1.04226000,1.04200000,1.04226000,recent_rejection_zone,0.0741,session_high|opening_range_high|neckline_level,1.04200000,0.0509,false,true,true,false,1.30,1.04557000,4.500,-0.300,0.200,PERIOD_M15,1.04172000,1.03933000,-0.1423,outside,0.000,true,0-30,true,false,none,order_sent,5.900,1.04206000,1.04241000,1.03936000,1.04557000,0.00270000,0.1296,1.03936000,1.03936000,false,false,none,0.0000,,-1,0.6185,0.2778,time,false,false,false,true,0.1296,0.0000,3.15,0.00,0.00,3.15,0.090,1.300,18,0.00117857,18.00,5.900,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,17,no_break_even
2025.01.23 19:05:00,2025.01.23 21:05:00,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.23 19:00:00,19,16,1,new_york,2025.01.23 16:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,156.12500000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,ordered_dow_wave3_break_below_swing_low,dow_trend_up_hh_hl,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,true,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_SHORT_ordered_dow_wave3_break_below_swing_low,true,h1_counter_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_SHORT_ordered_dow_wave3_break_below_swing_low|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_continuation,none,above_75sma_flat_or_falling,below_75sma_falling,below_75sma_falling,0,156.09600000,0,156.15000000,true,required,LONG,LONG,156.74300000,156.27700000,1.5987,over_786,0.000,true,SHORT,return_low_break_or_bos_down,156.09600000,0,156.58900000,156.09600000,false,-0.0548,outside_beyond_impulse,0.000,true,LONG,13,true,true,return_low_break_or_bos_down,156.15000000,false,1,below_75sma_falling|below_75sma_falling,true,0.150,0.750,156.09200000,156.05333333,156.05333333,recent_equal_highs,0.0439,neckline_level,156.12500000,0.4233,false,true,true,false,1.30,155.60500000,4.500,-0.300,0.200,PERIOD_M15,156.46700000,156.09600000,-0.0728,outside,0.000,true,0-30,true,false,none,order_sent,5.900,156.06900000,156.03900000,156.42600000,155.60500000,0.35700000,0.0840,156.42600000,156.42600000,false,false,none,0.0000,,-1,0.5574,0.1541,time,false,false,false,true,0.0840,0.0000,1.92,0.00,0.00,1.92,0.100,1.300,24,0.13228571,19.00,5.900,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,16,no_break_even
2025.01.27 16:05:00,2025.01.27 16:35:00,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.27 16:00:00,16,13,22,london_newyork_overlap,2025.01.27 13:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,154.21300000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,below_75sma_falling,below_75sma_falling,0,155.28200000,0,154.45700000,true,required,NONE,LONG,156.23900000,155.28200000,2.1348,over_786,0.000,true,SHORT,return_low_break_or_bos_down,155.28200000,0,155.83800000,155.28200000,false,-1.9802,outside_beyond_impulse,0.000,true,LONG,17,true,true,return_low_break_or_bos_down,154.45700000,false,1,below_75sma_falling|below_75sma_falling,true,0.150,0.750,154.21011111,154.11300000,154.11300000,session_low,0.2297,neckline_level,154.21300000,0.2353,false,true,true,false,1.30,153.79600000,4.500,-0.300,0.200,PERIOD_M15,155.90300000,153.70600000,0.2162,outside,0.000,true,0-30,true,false,none,order_sent,5.900,154.18100000,154.25800000,154.47700000,153.79600000,0.29600000,-0.2601,154.47700000,154.47700000,false,false,none,0.0000,,-1,0.7939,0.2635,time,false,false,false,true,-0.2601,0.0000,-6.49,0.00,0.00,-6.49,0.130,1.301,6,0.13600000,21.00,5.900,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,20,no_break_even
