side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:stoch_d >= 81.5197,9379,33.990864132281324,0.07217627671727866,0.5036784305363045,3508,39.437270669060815,0.09081705765903797,0.48831242873432157,350.8557782522925
short,all,6,all:ema_gap_20_50 >= 1.0883,all:ema50_slope_6 >= 0.4882,9151,33.22560229951715,0.009004077688937205,0.5015845262812807,3121,35.284917955562534,0.13894158499609618,0.5043255366869593,347.00627932228576
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:rsi14 >= 65.2672,8640,31.313408418800726,0.030816432452322066,0.5012731481481482,3106,34.919311394776905,0.1274660850967082,0.49613650998068254,326.77792691976515
short,all,12,all:rsi14 >= 65.2672,all:stoch_d >= 81.5197,7855,28.468382306675892,0.07950786150963804,0.5080840229153405,2873,32.299800913455904,0.15776397944322487,0.5050469892098851,304.4685953090691
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:close_vs_ema50 >= 2.0675,7464,27.051986459106754,0.008084733668963041,0.49638263665594856,2724,30.655777421749836,0.1976423550465804,0.5099118942731278,291.4539843360348
short,all,6,all:ema_gap_20_50 >= 1.0883,all:ema_gap_50_100 >= 1.3423,7259,26.367399447576528,0.011953041120920304,0.4991045598567296,2480,29.20390890133704,0.1660726889127935,0.5080645161290323,281.53001901905384
short,all,12,all:ema50_slope_6 >= 0.4882,all:rsi14 >= 65.2672,6209,22.504020840412277,0.00893451166491724,0.4952488323401514,2210,24.982533265298112,0.3352993473973168,0.5352941176470588,262.2668886687631
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:macd_line_atr >= 0.6665,6980,25.29844829539019,0.037973011840588294,0.4997134670487106,2593,29.308634222919935,0.06205285998199491,0.4913227921326649,259.82950732093985
short,all,12,all:close_vs_ema50 >= 2.0675,all:stoch_d >= 81.5197,6369,23.083346966512714,0.08322985951572404,0.5021196420160151,2407,27.088273221054276,0.19868976634050764,0.5118404653095139,255.30047289139887
short,all,12,all:ema50_slope_6 >= 0.4882,all:ema_gap_50_100 >= 1.3423,5982,21.729954719170564,0.05242726342085166,0.5058508859913072,2028,23.881260988674,0.2851801215753642,0.5172583826429981,249.87452359002822
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:ema50_slope_6 >= 0.4882,6687,24.236493374108054,0.03202388690636258,0.5039629131149993,2454,27.738608265630518,0.06534721181723467,0.49144254278728605,249.48338120238708
short,all,12,all:close_vs_ema50 >= 2.0675,all:ema_gap_50_100 >= 1.3423,5493,19.95438950554995,0.07781496207426589,0.5057345712725286,1817,21.396573578116694,0.2912829318876176,0.5211887727022565,234.1330468483587
long,all,12,all:spread_z >= 0.0000,all:breakout_persist_down_6 >= 1.0000,4748,17.208743912107828,0.25899809868221535,0.5534962089300758,2969,33.415608269178165,0.41037464629619347,0.5685415964971371,232.47883570490296
short,all,6,all:ema_gap_50_100 >= 1.3423,all:ema50_slope_6 >= 0.4882,5982,21.729954719170564,0.02906692626204244,0.5030090270812437,2028,23.881260988674,0.11266684431524271,0.49556213017751477,229.40548277471282
short,all,12,all:ema50_slope_6 >= 0.4882,all:stoch_d >= 81.5197,5346,19.376146788990827,0.07610503741476603,0.5059857837635615,2004,22.653844644188876,0.2568118432635904,0.5204590818363274,224.77219324703316
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:ema_gap_20_50 >= 1.0883,5019,18.228813559322035,0.0368117395657574,0.5036859932257421,1827,20.655413362644264,0.09124895909984095,0.49589490968801314,192.62243178366575
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:ema_gap_50_100 >= 1.3423,3920,14.243215623935505,0.07034752918873072,0.4923469387755102,1284,15.120088318272888,0.364622086667405,0.5186915887850467,183.27130250316984
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:ema_gap_50_100 >= 1.3423,3920,14.243215623935505,0.06596305403526584,0.5033163265306122,1284,15.120088318272888,0.1990118876975326,0.5179127725856698,166.8957974903104
short,all,12,all:rsi14 >= 65.2672,all:ema_gap_50_100 >= 1.3423,2971,10.801590607839426,0.10109612346874884,0.4957926624032312,989,11.646236251379973,0.4085587977437708,0.5338725985844287,156.13459714609343
short,all,12,all:ema_gap_50_100 >= 1.3423,all:stoch_d >= 81.5197,2817,10.235494493016919,0.16579428979464228,0.4984025559105431,976,11.49315124504232,0.3060029970537644,0.5225409836065574,141.77721682440878
