side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
long,ny,12,ny:spread_points <= 15.0000,ny:spread_points <= 15.0000,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_price <= 0.0150,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,3,ny:spread_points <= 15.0000,ny:spread_points <= 15.0000,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_price <= 0.0150,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
short,all,12,all:ema50_slope_6 >= 0.4882,all:close_vs_ema50 >= 2.0675,9283,33.64548646505833,0.017124221351442346,0.5033932995798772,3218,36.37728146956078,0.2784196407462743,0.5267246737103791,367.78999693350147
