side,context,horizon,feature,operator,quantile,threshold,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
long,ny,12,spread_points,<=,0.1,15.0,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,spread_points,<=,0.2,15.0,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,spread_price,<=,0.1,0.015,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,spread_price,<=,0.2,0.015,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
short,all,12,breakout_persist_up_6,>=,0.8,1.0,16691,60.49061874740459,0.013161296031948252,0.49493739140854354,5677,63.81639344262295,0.05668543381938736,0.48388233221772065,609.2869115753763
short,all,6,breakout_persist_up_6,>=,0.8,1.0,16691,60.49061874740459,0.017529315533629474,0.49128272721826133,5678,63.825143437024316,0.012851606821894878,0.47816132441000353,604.3599623073113
short,all,3,breakout_persist_up_6,>=,0.8,1.0,16691,60.49061874740459,0.006950146551924762,0.4914025522736804,5678,63.825143437024316,0.008025761023480833,0.48502994011976047,604.1458655413942
long,all,12,spread_z,>=,0.8,0.0,15892,57.58115894622953,0.1416604750308738,0.5268059400956456,11383,127.95878220140516,0.1415073314446105,0.53790740578055,600.4917197898721
long,ny,3,spread_points,<=,0.1,15.0,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,spread_points,<=,0.2,15.0,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,spread_price,<=,0.1,0.015,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,spread_price,<=,0.2,0.015,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,all,6,spread_z,>=,0.8,0.0,15892,57.58115894622953,0.06932072583292602,0.5230304555751322,11389,127.99625380472956,0.06400118433992358,0.5255070682237246,588.4564619749824
long,all,3,spread_z,>=,0.8,0.0,15892,57.58115894622953,0.017190363933287905,0.5076768185250441,11392,128.01498302703968,0.01118414957530479,0.5138693820224719,579.3116299204062
long,all,12,breakout_persist_down_6,>=,0.8,1.0,15710,56.938914197981426,0.03118347981951599,0.5201145767027371,4833,54.39249706916764,0.13843555505740876,0.5301055245189323,562.8310009102007
long,london,3,spread_points,<=,0.1,15.0,11490,55.2754485016537,0.022556974787754206,0.5087032201914709,273,118.58823529411764,0.056320798576656665,0.4981684981684982,559.4538224902216
long,london,3,spread_points,<=,0.2,15.0,11490,55.2754485016537,0.022556974787754206,0.5087032201914709,273,118.58823529411764,0.056320798576656665,0.4981684981684982,559.4538224902216
long,london,3,spread_price,<=,0.1,0.015,11490,55.2754485016537,0.022556974787754206,0.5087032201914709,273,118.58823529411764,0.056320798576656665,0.4981684981684982,559.4538224902216
long,london,3,spread_price,<=,0.2,0.015,11490,55.2754485016537,0.022556974787754206,0.5087032201914709,273,118.58823529411764,0.056320798576656665,0.4981684981684982,559.4538224902216
long,london,6,spread_points,<=,0.1,15.0,11490,55.2754485016537,0.043508302735701214,0.5178416013925152,273,118.58823529411764,0.05968573739313082,0.46153846153846156,557.330901074825
long,london,6,spread_points,<=,0.2,15.0,11490,55.2754485016537,0.043508302735701214,0.5178416013925152,273,118.58823529411764,0.05968573739313082,0.46153846153846156,557.330901074825
long,london,6,spread_price,<=,0.1,0.015,11490,55.2754485016537,0.043508302735701214,0.5178416013925152,273,118.58823529411764,0.05968573739313082,0.46153846153846156,557.330901074825
