feature,horizon,train_pearson,train_spearman,test_pearson,test_spearman,abs_consistency
spread_z,12,0.01755186715290814,0.0399542210993358,0.04601825992150812,0.060141598972053525,0.0399542210993358
spread_change_3,3,-0.004200215101781732,-0.030611544660608912,-0.01310524734521695,-0.04397372522891146,0.030611544660608912
spread_z,6,-0.0017158050005913138,0.02748892063517195,0.006807656107776135,0.026922730297078333,0.026922730297078333
high_break_12,12,-0.018701712268701265,-0.026323528202821047,-0.03876203968544411,-0.02957655514435635,0.026323528202821047
spread_change_3,6,7.825075151374603e-05,-0.0250848771411305,-0.020082704368449823,-0.03244608759884922,0.0250848771411305
adx14,12,0.01786166814708943,0.0241301026009983,-0.023562491002018397,-0.023997953761568436,0.023997953761568436
roc_atr_12,12,-0.01474098321435131,-0.02356441715374212,-0.0375552491560816,-0.02701124655292994,0.02356441715374212
stoch_k,12,-0.014607370282291395,-0.023541225489235696,-0.03383645329565301,-0.023601569366447257,0.023541225489235696
bb_width,12,0.012999361215007504,0.023347089559572175,-0.03759902041779442,-0.03489142440802415,0.023347089559572175
stoch_d,12,-0.013619405423106492,-0.021862605721611486,-0.03700370964572891,-0.026545417987424567,0.021862605721611486
rsi14,12,-0.011259115686559563,-0.020564951515692285,-0.04281914601688913,-0.030371033840012066,0.020564951515692285
high_break_24,12,-0.013435329030127766,-0.01970839900214431,-0.03211333371969898,-0.027176580921717507,0.01970839900214431
bb_z,12,-0.009649200389745786,-0.01964740440707291,-0.03350194822985183,-0.027266827648170386,0.01964740440707291
close_vs_ema20,12,-0.007063125080669896,-0.01923681552025523,-0.048859001600026056,-0.041529152528555435,0.01923681552025523
high_break_24,6,-0.009837533619357651,-0.018258082859349992,-0.023710072095190673,-0.020217148262640566,0.018258082859349992
breakout_down_12,3,0.010305312341304062,0.01888749502645527,0.019382948765757628,0.017931106149565546,0.017931106149565546
high_break_12,6,-0.0099945475029756,-0.017663126388898883,-0.027919475221313765,-0.023244363082518222,0.017663126388898883
ema20_slope_3,12,-0.0051696999594507504,-0.01717166868488808,-0.051507528339626345,-0.04440888470670584,0.01717166868488808
close_vs_ema20,6,-0.004219178573212078,-0.016954633412599115,-0.029092299517994323,-0.026564153086456734,0.016954633412599115
close_location,6,-0.011606800229318563,-0.016821742524493196,-0.015843052755649355,-0.017482212494509406,0.016821742524493196
roc_atr_6,12,-0.009040647343169533,-0.01682169809563106,-0.023404107292562735,-0.017274823921260174,0.01682169809563106
close_vs_ema20,3,-0.006254997890176054,-0.016805462755769954,-0.02455195603681091,-0.021452391947430205,0.016805462755769954
low_break_12,12,-0.008533185318477184,-0.016718393135132455,-0.028786210380367567,-0.018457226263796263,0.016718393135132455
range_compression_24,12,0.014105460392356358,0.01668000771810048,-0.046545975960275224,-0.0427017856322276,0.01668000771810048
low_break_24,3,-0.004627017802989351,-0.016531890536742692,-0.02991068474696667,-0.028935336859511985,0.016531890536742692
rsi14,6,-0.011059742024850461,-0.01681937531924776,-0.02479259319939438,-0.016354245226079124,0.016354245226079124
stoch_k,6,-0.010128167234512063,-0.019167396369001555,-0.021478633537279267,-0.015391714608340608,0.015391714608340608
breakout_down_24,3,0.007733199118045622,0.015361647468218113,0.023832910318277816,0.025858484449398603,0.015361647468218113
ret_12,12,-0.0032214062377068104,-0.01852786806880527,-0.01012823783262545,-0.015202591521642978,0.015202591521642978
high_break_12,3,-0.010840660860730147,-0.015090548637477982,-0.02194667201369344,-0.01848963030873085,0.015090548637477982
rsi7,12,-0.008109981168585889,-0.014997907339960459,-0.02589502434675954,-0.018920102491321557,0.014997907339960459
tick_volume_rel10,6,0.0233987367683517,0.014907586993758111,0.045688040393644706,0.03897178538824899,0.014907586993758111
high_break_24,3,-0.010552811848456236,-0.014811551583588852,-0.020294800972837077,-0.01711829409789321,0.014811551583588852
tick_volume_rel10,12,0.012536159592590685,0.014615661264817302,0.020225414492402737,0.03900923838920054,0.014615661264817302
low_break_24,6,-0.001376977092624009,-0.01450358063951536,-0.043147428587755894,-0.03618598785811515,0.01450358063951536
adx14,6,0.014863853598264759,0.017015540564658767,-0.005779106195989611,-0.014304878510874156,0.014304878510874156
close_vs_ema50,3,-0.002862631476612572,-0.0138577243341405,-0.03153515341896941,-0.032142418732418764,0.0138577243341405
ema_gap_10_20,12,0.0007135267975861172,-0.013838699796750429,-0.06281357862170527,-0.05547560373459561,0.013838699796750429
breakout_down_12,6,0.006629434655406039,0.013824122836434628,0.015390368028047828,0.015026523460457273,0.013824122836434628
ema_gap_10_20,6,-0.0019401844482582421,-0.013721515373952576,-0.03826927665413147,-0.035455686173684546,0.013721515373952576
ret_6,12,-0.0015139047792919339,-0.013690405219878063,-0.007530475125936099,-0.014118516827740695,0.013690405219878063
close_vs_ema50,6,0.00021300020832603419,-0.01368441540415075,-0.040088871874932305,-0.042536022437113165,0.01368441540415075
breakout_down_24,6,0.0060873260902947045,0.01360841737518727,0.02996539768013421,0.02604961388426229,0.01360841737518727
breakout_persist_down_3,3,0.005424118838604415,0.01357236828554945,0.013865704555656944,0.014494737279651646,0.01357236828554945
breakout_followthrough_down,3,0.0006620052967593144,0.01332238943965337,0.02723681016741834,0.015332662632406648,0.01332238943965337
roc_atr_3,3,-0.005343851735671851,-0.013830854058117023,-0.018551559575741658,-0.013286222833339516,0.013286222833339516
roc_atr_6,3,-0.003316859584493736,-0.013249009052320062,-0.013681241769075926,-0.013758435458684225,0.013249009052320062
stoch_k,3,-0.011734002331254628,-0.01891993360308594,-0.016630910545094288,-0.013063887072443405,0.013063887072443405
tick_volume_change_3,12,0.014547374259867938,0.01302619949397428,0.02313638238690163,0.02923970575872457,0.01302619949397428
ema20_slope_3,6,-0.0027599476345111433,-0.012878264704386338,-0.02628194116870821,-0.026136027752119657,0.012878264704386338
roc_atr_12,6,-0.01161349715511776,-0.01787655417491092,-0.018116951314015625,-0.012870716543311476,0.012870716543311476
macd_line_atr,6,0.0008120145874763884,-0.012716926321936382,-0.04373188007256017,-0.04255273514004389,0.012716926321936382
bb_z,6,-0.004571723811804607,-0.015539062615024694,-0.019489307026476718,-0.012628124948465741,0.012628124948465741
close_location,3,-0.013901325122434919,-0.01860300104388778,-0.011143876432838625,-0.012566882712689222,0.012566882712689222
close_vs_ema50,12,0.0020606300575001088,-0.012552668666373524,-0.05649343032589762,-0.05884204284569731,0.012552668666373524
roc_atr_3,12,-0.008048307720987207,-0.012479915091367736,-0.015925938454552795,-0.013752488950756031,0.012479915091367736
stoch_d,6,-0.0077122077285436495,-0.015518027026495197,-0.02047439174589467,-0.012472824108924469,0.012472824108924469
breakout_followthrough_down,12,0.007042851771270679,0.012054577407656785,0.020309603703993605,0.012324110626683128,0.012054577407656785
bb_width,6,0.008583392769017699,0.011963619187542626,-0.018269044132454743,-0.015348166250986615,0.011963619187542626
low_break_24,12,0.0012325918183238838,-0.011743527084823187,-0.07968648320155637,-0.062345922560070766,0.011743527084823187
ema20_slope_3,3,-0.0031280369574093734,-0.011728698389919379,-0.019859760801151576,-0.020202214132069123,0.011728698389919379
rsi14,3,-0.011157319023772863,-0.014141514038878885,-0.0189563483224705,-0.011715460357670848,0.011715460357670848
body_atr,6,-0.005147954282054991,-0.013481410735817895,-0.015616470295641298,-0.011656272534013025,0.011656272534013025
breakout_persist_down_6,12,0.006816696768439744,0.012833296289368787,0.014571455965885218,0.011438849476437064,0.011438849476437064
ret_6,3,0.0013739932133499566,-0.011135035492182609,-0.018879224901695565,-0.01331789703045038,0.011135035492182609
bb_z,3,-0.007672857159448549,-0.015062230559024257,-0.01548952683984602,-0.011045702387163311,0.011045702387163311
lower_wick_share,3,-0.010574832464412287,-0.01359273668624847,-0.012913072441684641,-0.011009938780434016,0.011009938780434016
