period_id,variant,required_light_wave1_group,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,wave1_only,C_required_light_reject_wave1_quality_high,49,11,0.22448979591836735,-240.50000000000006,223.70000000000002,-464.2,0.4819043515725981,-10.138099999999998,-0.20689999999999995,0.48086947616365405,240.50000000000006,2.4050000000000007,-1.0,6,0.12244897959183673,5,0.10204081632653061,38,0.7755102040816326,0.5930816326530612,0.5268612244897958,0.4897959183673469,0.32653061224489793,0.24489795918367346,0.12244897959183673,0.0
q1_quick,base,D_required_light_reject_wave1_quality_low,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,light,A_required_light_pass_wave1_quality_low,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,light_and_wave1,B_required_light_pass_wave1_quality_high,2,0,0.0,-29.009999999999998,0,-29.009999999999998,0.0,-1.1844,-0.5922,0.0,29.009999999999998,0.29009999999999997,-1.0,1,0.5,0,0.0,1,0.5,0.9138,0.7556999999999999,1.0,0.5,0.5,0.0,0.0
q1_quick,light_or_wave1,A_required_light_pass_wave1_quality_low,15,6,0.4,56.19000000000004,170.52,-114.32999999999998,1.491472054578851,2.3117,0.15411333333333335,1.4949789092777768,47.98999999999998,0.47989999999999977,1.1708689310272986,1,0.06666666666666667,5,0.3333333333333333,9,0.6,0.7964266666666666,0.5325866666666667,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.26666666666666666,0.0
q1_quick,light_or_wave1,C_required_light_reject_wave1_quality_high,12,3,0.25,-91.32999999999998,37.129999999999995,-128.45999999999998,0.28903938969328974,-3.7743,-0.314525,0.28594131335490097,103.05999999999999,1.0306,-0.88618280613235,3,0.25,1,0.08333333333333333,8,0.6666666666666666,0.5282250000000001,0.5307333333333333,0.5,0.25,0.16666666666666666,0.16666666666666666,0.0
q1_quick,light_or_wave1_exhaustion,A_required_light_pass_wave1_quality_low,17,6,0.35294117647058826,26.400000000000023,172.25,-145.85,1.1810078848131642,0.9972999999999999,0.05866470588235293,1.1666416027536886,64.24999999999999,0.6424999999999998,0.41089494163424173,2,0.11764705882352941,5,0.29411764705882354,10,0.5882352941176471,0.7253411764705882,0.5472470588235294,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.0
q1_quick,light_or_wave1_exhaustion,C_required_light_reject_wave1_quality_high,5,1,0.2,-51.81,3.15,-54.959999999999994,0.05731441048034935,-2.152,-0.4304,0.056802244039270686,54.96,0.5496,-0.9426855895196506,1,0.2,0,0.0,4,0.8,0.48980000000000007,0.5576800000000001,0.6,0.2,0.0,0.0,0.0
q1_quick,one_light_or_wave1,A_required_light_pass_wave1_quality_low,8,4,0.5,53.91000000000001,108.19999999999999,-54.290000000000006,1.993000552587953,2.1309000000000005,0.26636250000000006,1.9480779498131338,26.619999999999997,0.2662,2.0251690458302036,0,0.0,3,0.375,5,0.625,0.738425,0.6019625,0.625,0.375,0.375,0.25,0.0
q1_quick,one_light_or_wave1,C_required_light_reject_wave1_quality_high,9,3,0.3333333333333333,-51.17,37.16,-88.32999999999998,0.4206951205705876,-2.0861,-0.2317888888888889,0.420125086865879,62.93,0.6293,-0.8131256952169077,2,0.2222222222222222,1,0.1111111111111111,6,0.6666666666666666,0.5747777777777778,0.5200666666666667,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0
q1_quick,one_light_wave1_diag,A_required_light_pass_wave1_quality_low,10,5,0.5,78.41000000000001,140.52,-62.11,2.2624376106907103,3.1195000000000004,0.31195000000000006,2.2176034348165494,26.039999999999992,0.2603999999999999,3.011136712749617,0,0.0,4,0.4,6,0.6,0.73661,0.56831,0.6,0.4,0.4,0.3,0.0
q1_quick,one_wave1_only,C_required_light_reject_wave1_quality_high,12,3,0.25,-73.19000000000001,37.16,-110.35,0.33674671499773445,-3.0380000000000003,-0.2531666666666667,0.332219633358245,75.15,0.7515000000000001,-0.9739188290086495,2,0.16666666666666666,1,0.08333333333333333,9,0.75,0.5078916666666666,0.49284999999999995,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,0.0
q1_quick,wave1_diag,A_required_light_pass_wave1_quality_low,6,3,0.5,43.82,70.97,-27.15,2.613996316758748,1.9111999999999998,0.3185333333333333,2.6335042735042733,18.18,0.1818,2.4103410341034106,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7486,0.5307,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0
q1_quick,wave1_diag,C_required_light_reject_wave1_quality_high,7,2,0.2857142857142857,-87.38,4.75,-92.13,0.05155758167806361,-3.7140999999999997,-0.5305857142857142,0.053636039341588955,88.97999999999999,0.8897999999999999,-0.9820184311081143,3,0.42857142857142855,0,0.0,4,0.5714285714285714,0.5990000000000001,0.6557000000000001,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
q1_quick,wave1_diag,D_required_light_reject_wave1_quality_low,94,21,0.22340425531914893,-518.3399999999998,396.33000000000004,-914.6700000000002,0.43330381449047195,-21.9197,-0.2331882978723404,0.4394669748958576,532.2199999999998,5.322199999999998,-0.9739205591672616,13,0.13829787234042554,11,0.11702127659574468,70,0.7446808510638298,0.5534351063829788,0.5713297872340425,0.4574468085106383,0.2765957446808511,0.20212765957446807,0.09574468085106383,0.0
q1_quick,wave1_only,C_required_light_reject_wave1_quality_high,14,3,0.21428571428571427,-104.92999999999998,37.129999999999995,-142.05999999999997,0.2613684358721667,-4.3335,-0.3095357142857143,0.25858440691885237,106.85999999999999,1.0686,-0.9819389855886206,3,0.21428571428571427,1,0.07142857142857142,10,0.7142857142857143,0.4980214285714286,0.5149785714285714,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0
