period_id,variant,required_light_wave1_group,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,D_required_light_reject_wave1_quality_low,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,light,A_required_light_pass_wave1_quality_low,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,light_and_wave1,B_required_light_pass_wave1_quality_high,7,1,0.14285714285714285,-48.65,30.5,-79.14999999999999,0.3853442830069489,-1.9131000000000002,-0.27330000000000004,0.40522306855277473,50.14,0.5014000000000001,-0.970283207020343,1,0.14285714285714285,1,0.14285714285714285,5,0.7142857142857143,0.7102857142857142,0.5438285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0
full2025_validation,light_or_wave1,A_required_light_pass_wave1_quality_low,42,16,0.38095238095238093,109.40000000000005,443.5600000000001,-334.15999999999997,1.3273880775676328,4.5269,0.10778333333333334,1.32874613295377,89.84999999999997,0.8984999999999996,1.2175848636616593,6,0.14285714285714285,13,0.30952380952380953,23,0.5476190476190477,0.7778,0.5071761904761904,0.6428571428571429,0.47619047619047616,0.38095238095238093,0.23809523809523808,0.0
full2025_validation,light_or_wave1,B_required_light_pass_wave1_quality_high,2,0,0.0,-21.6,0,-21.6,0.0,-0.8985000000000001,-0.44925000000000004,0.0,21.6,0.216,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1,C_required_light_reject_wave1_quality_high,43,10,0.23255813953488372,-231.92000000000002,197.84,-429.76,0.46034996276991813,-9.723599999999998,-0.22613023255813947,0.45698234170641,241.72000000000003,2.4172000000000002,-0.9594572232334933,6,0.13953488372093023,5,0.11627906976744186,32,0.7441860465116279,0.5831511627906977,0.536688372093023,0.4883720930232558,0.3023255813953488,0.23255813953488372,0.13953488372093023,0.0
full2025_validation,light_or_wave1_exhaustion,A_required_light_pass_wave1_quality_low,45,17,0.37777777777777777,93.9,461.74000000000007,-367.84000000000003,1.255274032187908,3.907600000000001,0.08683555555555557,1.25904564920515,121.89999999999998,1.2189999999999999,0.7703035274815424,7,0.15555555555555556,13,0.28888888888888886,25,0.5555555555555556,0.7633511111111111,0.5115155555555556,0.6222222222222222,0.4666666666666667,0.37777777777777777,0.2222222222222222,0.0
full2025_validation,light_or_wave1_exhaustion,B_required_light_pass_wave1_quality_high,2,0,0.0,-22.14,0,-22.14,0.0,-0.8985000000000001,-0.44925000000000004,0.0,22.14,0.2214,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,C_required_light_reject_wave1_quality_high,20,6,0.3,-27.609999999999992,133.92,-161.53,0.8290719990094718,-1.1746000000000003,-0.05873000000000002,0.8256959696088325,62.54,0.6254,-0.4414774544291652,2,0.1,4,0.2,14,0.7,0.5927650000000001,0.47968500000000003,0.45,0.3,0.2,0.2,0.0
full2025_validation,one_light_or_wave1,A_required_light_pass_wave1_quality_low,28,12,0.42857142857142855,101.54000000000002,319.16,-217.62000000000003,1.4665931440124989,4.046700000000001,0.14452500000000004,1.4491492502525054,93.03999999999999,0.9304,1.0913585554600176,4,0.14285714285714285,9,0.32142857142857145,15,0.5357142857142857,0.7798714285714287,0.5420607142857142,0.6428571428571429,0.4642857142857143,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,one_light_or_wave1,B_required_light_pass_wave1_quality_high,2,0,0.0,-22.7,0,-22.7,0.0,-0.8985000000000001,-0.44925000000000004,0.0,22.7,0.22699999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,C_required_light_reject_wave1_quality_high,23,7,0.30434782608695654,-77.44,128.38,-205.82,0.6237489068117773,-3.1075,-0.1351086956521739,0.6307540578435801,87.24,0.8724,-0.8876662081613939,2,0.08695652173913043,3,0.13043478260869565,18,0.782608695652174,0.6362565217391304,0.5041173913043479,0.6086956521739131,0.34782608695652173,0.2608695652173913,0.17391304347826086,0.0
full2025_validation,one_light_wave1_diag,A_required_light_pass_wave1_quality_low,32,15,0.46875,176.12999999999997,401.95000000000005,-225.82000000000002,1.7799574882649898,7.058900000000002,0.22059062500000007,1.757059662594781,86.27000000000001,0.8627000000000001,2.0416135388895325,4,0.125,11,0.34375,17,0.53125,0.8100750000000001,0.530634375,0.65625,0.5,0.46875,0.25,0.0
full2025_validation,one_light_wave1_diag,B_required_light_pass_wave1_quality_high,3,1,0.3333333333333333,7.800000000000001,30.5,-22.7,1.3436123348017621,0.40489999999999987,0.13496666666666662,1.4506399554813576,22.7,0.22699999999999998,0.3436123348017622,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.6947666666666666,0.38726666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
full2025_validation,one_wave1_only,B_required_light_pass_wave1_quality_high,2,0,0.0,-22.14,0,-22.14,0.0,-0.8985000000000001,-0.44925000000000004,0.0,22.14,0.2214,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,one_wave1_only,C_required_light_reject_wave1_quality_high,36,9,0.25,-162.78000000000003,163.91,-326.69,0.5017294683032845,-6.7413,-0.18725833333333333,0.5047567972612601,162.78000000000003,1.6278000000000004,-1.0,4,0.1111111111111111,4,0.1111111111111111,28,0.7777777777777778,0.5958805555555556,0.5104388888888889,0.5,0.3333333333333333,0.25,0.1388888888888889,0.0
full2025_validation,wave1_diag,A_required_light_pass_wave1_quality_low,14,8,0.5714285714285714,132.24,200.6,-68.36,2.9344645991808074,5.8795,0.41996428571428573,2.9219705142035237,38.06,0.38060000000000005,3.4745139253809776,1,0.07142857142857142,6,0.42857142857142855,7,0.5,0.8209999999999998,0.49627857142857146,0.6428571428571429,0.5714285714285714,0.5,0.35714285714285715,0.0
full2025_validation,wave1_diag,B_required_light_pass_wave1_quality_high,2,0,0.0,-20.490000000000002,0,-20.490000000000002,0.0,-0.8985000000000001,-0.44925000000000004,0.0,20.490000000000002,0.2049,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,wave1_diag,C_required_light_reject_wave1_quality_high,19,5,0.2631578947368421,-127.78999999999999,59.28,-187.07,0.3168867268936762,-5.5474,-0.29196842105263154,0.32788931024873696,127.78999999999999,1.2778999999999998,-1.0,4,0.21052631578947367,1,0.05263157894736842,14,0.7368421052631579,0.6037684210526316,0.6094105263157894,0.5789473684210527,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.0
full2025_validation,wave1_diag,D_required_light_reject_wave1_quality_low,283,64,0.22614840989399293,-1128.85,1387.5499999999997,-2516.3999999999996,0.5514027976474328,-49.75429999999998,-0.17581024734982326,0.5543210993477976,1163.9199999999998,11.639199999999999,-0.9698690631658534,28,0.0989399293286219,42,0.14840989399293286,213,0.7526501766784452,0.5870102473498234,0.5710954063604244,0.4840989399293286,0.30742049469964666,0.23674911660777384,0.1166077738515901,0.0035335689045936395
full2025_validation,wave1_only,B_required_light_pass_wave1_quality_high,2,0,0.0,-21.6,0,-21.6,0.0,-0.8985000000000001,-0.44925000000000004,0.0,21.6,0.216,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
