period_id,variant,required_light_bucket,wave1_quality_pass_bucket,m5_corrective_exhaustion_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,required_light_reject,wave1_quality_low,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,light,required_light_pass,wave1_quality_low,mild_exhaustion,3,0,0.0,-48.209999999999994,0,-48.209999999999994,0.0,-1.9960999999999998,-0.6653666666666666,0.0,48.209999999999994,0.4821,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.36810000000000004,0.7589333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
full2025_validation,light,required_light_pass,wave1_quality_low,no_shrink,21,6,0.2857142857142857,-51.750000000000014,156.34,-208.09000000000003,0.7513095295304916,-2.2294,-0.10616190476190476,0.7384223679733425,136.36,1.3636000000000001,-0.3795101202698739,4,0.19047619047619047,4,0.19047619047619047,13,0.6190476190476191,0.6918714285714287,0.543242857142857,0.6666666666666666,0.38095238095238093,0.2857142857142857,0.14285714285714285,0.0
full2025_validation,light,required_light_pass,wave1_quality_low,none,6,4,0.6666666666666666,77.78,111.16,-33.38,3.3301378070701015,3.3141000000000003,0.55235,3.5125852918877944,25.480000000000004,0.2548,3.052590266875981,1,0.16666666666666666,3,0.5,2,0.3333333333333333,0.9661833333333334,0.38185,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.0
full2025_validation,light,required_light_pass,wave1_quality_low,strong_exhaustion,20,9,0.45,156.47000000000003,260.86,-104.38999999999999,2.498898361912061,6.405000000000001,0.32025000000000003,2.4921374490390216,40.69,0.4069,3.8454165642664053,1,0.05,8,0.4,11,0.55,0.879785,0.46055999999999997,0.65,0.6,0.5,0.3,0.0
full2025_validation,light_and_wave1,required_light_pass,wave1_quality_high,no_shrink,3,0,0.0,-33.12,0,-33.12,0.0,-1.3439,-0.4479666666666667,0.0,33.12,0.3312,-1.0,0,0.0,0,0.0,3,1.0,0.46196666666666664,0.5072333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
full2025_validation,light_and_wave1,required_light_pass,wave1_quality_high,none,1,0,0.0,-17.02,0,-17.02,0.0,-0.6882,-0.6882,0.0,17.02,0.1702,-1.0,0,0.0,0,0.0,1,1.0,0.4551,0.6882,0.0,0.0,0.0,0.0,0.0
full2025_validation,light_and_wave1,required_light_pass,wave1_quality_high,strong_exhaustion,3,1,0.3333333333333333,1.490000000000002,30.5,-29.009999999999998,1.0513615994484662,0.119,0.03966666666666666,1.1004728132387707,29.009999999999998,0.29009999999999997,0.05136159944846612,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1.0436666666666665,0.5322999999999999,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_high,no_shrink,2,0,0.0,-21.6,0,-21.6,0.0,-0.8985000000000001,-0.44925000000000004,0.0,21.6,0.216,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,mild_exhaustion,3,0,0.0,-47.79,0,-47.79,0.0,-1.9960999999999998,-0.6653666666666666,0.0,47.79,0.47790000000000005,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.36810000000000004,0.7589333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,no_shrink,18,6,0.3333333333333333,-8.749999999999995,152.89,-161.64,0.9458673595644642,-0.33090000000000036,-0.018383333333333352,0.9500483062616993,91.1,0.911,-0.09604829857299665,3,0.16666666666666666,4,0.2222222222222222,11,0.6111111111111112,0.7510944444444445,0.5184333333333333,0.7222222222222222,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,none,5,3,0.6,61.089999999999996,93.97,-32.88,2.8579683698296834,2.619,0.5238,2.9855951478392724,25.480000000000004,0.2548,2.39756671899529,1,0.2,3,0.6,1,0.2,0.8996600000000001,0.37774,0.6,0.6,0.6,0.6,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,strong_exhaustion,16,7,0.4375,104.85,196.7,-91.85,2.1415351115949917,4.2349,0.26468125,2.1055159631398963,29.380000000000006,0.29380000000000006,3.5687542545949618,1,0.0625,6,0.375,9,0.5625,0.84658125,0.48775625,0.625,0.5625,0.4375,0.25,0.0
full2025_validation,light_or_wave1,required_light_reject,wave1_quality_high,mild_exhaustion,1,1,1.0,3.15,3.15,0,inf,0.1296,0.1296,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6185,0.2778,1.0,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1,required_light_reject,wave1_quality_high,no_shrink,14,3,0.21428571428571427,-94.82000000000001,69.88,-164.7,0.42428658166363087,-3.9865000000000004,-0.28475,0.4185215438023279,126.87,1.2687,-0.7473792070623473,2,0.14285714285714285,2,0.14285714285714285,10,0.7142857142857143,0.5228214285714285,0.593792857142857,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.14285714285714285,0.0
full2025_validation,light_or_wave1,required_light_reject,wave1_quality_high,none,14,2,0.14285714285714285,-111.0,25.64,-136.64000000000001,0.1876463700234192,-4.6387,-0.3313357142857143,0.1845621066694793,111.0,1.11,-1.0,2,0.14285714285714285,0,0.0,12,0.8571428571428571,0.5875357142857143,0.51215,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.0
