period_id,variant,required_light_bucket,wave1_quality_pass_bucket,wave1_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,required_light_reject,wave1_quality_low,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,light,required_light_pass,wave1_quality_low,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,light_and_wave1,required_light_pass,wave1_quality_high,high,7,1,0.14285714285714285,-48.65,30.5,-79.14999999999999,0.3853442830069489,-1.9131000000000002,-0.27330000000000004,0.40522306855277473,50.14,0.5014000000000001,-0.970283207020343,1,0.14285714285714285,1,0.14285714285714285,5,0.7142857142857143,0.7102857142857142,0.5438285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_high,high,2,0,0.0,-21.6,0,-21.6,0.0,-0.8985000000000001,-0.44925000000000004,0.0,21.6,0.216,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,high,15,6,0.4,-3.3699999999999886,146.79,-150.16,0.9775572722429409,-0.04390000000000005,-0.00292666666666667,0.9928369801099746,97.72,0.9772,-0.03448628735161675,4,0.26666666666666666,4,0.26666666666666666,7,0.4666666666666667,0.7348933333333333,0.6008600000000001,0.6,0.5333333333333333,0.3333333333333333,0.26666666666666666,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,low,4,3,0.75,67.67,76.19,-8.52,8.942488262910798,2.7026,0.67565,8.212703496130239,8.519999999999996,0.08519999999999996,7.9424882629108025,0,0.0,2,0.5,2,0.5,0.90655,0.4681,0.75,0.5,0.5,0.25,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,medium,22,6,0.2727272727272727,13.689999999999982,189.17000000000002,-175.48,1.0780145885571006,0.5647000000000003,0.025668181818181833,1.077709583310398,75.09,0.7509,0.18231455586629353,2,0.09090909090909091,6,0.2727272727272727,14,0.6363636363636364,0.7597499999999999,0.4511727272727273,0.6363636363636364,0.4090909090909091,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,light_or_wave1,required_light_pass,wave1_quality_low,poor,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1,required_light_reject,wave1_quality_high,high,43,10,0.23255813953488372,-231.92000000000002,197.84,-429.76,0.46034996276991813,-9.723599999999998,-0.22613023255813947,0.45698234170641,241.72000000000003,2.4172000000000002,-0.9594572232334933,6,0.13953488372093023,5,0.11627906976744186,32,0.7441860465116279,0.5831511627906977,0.536688372093023,0.4883720930232558,0.3023255813953488,0.23255813953488372,0.13953488372093023,0.0
full2025_validation,light_or_wave1_exhaustion,required_light_pass,wave1_quality_high,high,2,0,0.0,-22.14,0,-22.14,0.0,-0.8985000000000001,-0.44925000000000004,0.0,22.14,0.2214,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,required_light_pass,wave1_quality_low,high,16,6,0.375,-11.090000000000009,146.79,-157.87999999999997,0.9297567772992147,-0.35830000000000006,-0.022393750000000004,0.9443901227669911,105.44,1.0544,-0.1051783004552353,4,0.25,4,0.25,8,0.5,0.6986937499999999,0.5829562500000001,0.5625,0.5,0.3125,0.25,0.0
full2025_validation,light_or_wave1_exhaustion,required_light_pass,wave1_quality_low,low,4,3,0.75,67.56,76.08,-8.52,8.929577464788732,2.7026,0.67565,8.212703496130239,8.519999999999996,0.08519999999999996,7.9295774647887365,0,0.0,2,0.5,2,0.5,0.90655,0.4681,0.75,0.5,0.5,0.25,0.0
full2025_validation,light_or_wave1_exhaustion,required_light_pass,wave1_quality_low,medium,24,7,0.2916666666666667,6.0199999999999925,207.45999999999998,-201.44,1.0298848292295473,0.2597999999999999,0.010824999999999996,1.0314269124691535,67.31,0.6731,0.0894369335908482,3,0.125,6,0.25,15,0.625,0.7600833333333332,0.4720083333333334,0.625,0.4166666666666667,0.375,0.16666666666666666,0.0
full2025_validation,light_or_wave1_exhaustion,required_light_pass,wave1_quality_low,poor,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,required_light_reject,wave1_quality_high,high,20,6,0.3,-27.609999999999992,133.92,-161.53,0.8290719990094718,-1.1746000000000003,-0.05873000000000002,0.8256959696088325,62.54,0.6254,-0.4414774544291652,2,0.1,4,0.2,14,0.7,0.5927650000000001,0.47968500000000003,0.45,0.3,0.2,0.2,0.0
full2025_validation,one_light_or_wave1,required_light_pass,wave1_quality_high,high,2,0,0.0,-22.7,0,-22.7,0.0,-0.8985000000000001,-0.44925000000000004,0.0,22.7,0.22699999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,required_light_pass,wave1_quality_low,high,8,4,0.5,12.700000000000005,84.71000000000001,-72.01,1.1763643938341897,0.4425000000000001,0.055312500000000014,1.1472496755515624,72.00999999999999,0.7201,0.17636439383418978,2,0.25,2,0.25,4,0.5,0.694625,0.6736249999999999,0.5,0.5,0.375,0.25,0.0
full2025_validation,one_light_or_wave1,required_light_pass,wave1_quality_low,low,4,3,0.75,67.63,76.15,-8.52,8.937793427230048,2.7026,0.67565,8.212703496130239,8.520000000000003,0.08520000000000003,7.937793427230043,0,0.0,2,0.5,2,0.5,0.90655,0.4681,0.75,0.5,0.5,0.25,0.0
full2025_validation,one_light_or_wave1,required_light_pass,wave1_quality_low,medium,15,4,0.26666666666666666,-10.200000000000006,126.89,-137.09,0.9255963235830477,-0.4019000000000001,-0.02679333333333334,0.9286132968614007,59.41,0.5941,-0.17168826796835562,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.7566466666666668,0.4950666666666667,0.6666666666666666,0.4,0.4,0.13333333333333333,0.0
full2025_validation,one_light_or_wave1,required_light_pass,wave1_quality_low,poor,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
