run_id,stage,count
"combined_2026","symbols_scanned","276481"
"combined_2026","parent_anchor_states_available","2654"
"combined_2026","parent_flips_detected","2654"
"combined_2026","parent_wave1_confirmed","2654"
"combined_2026","parent_wave2_pending","2648"
"combined_2026","parent_wave2_started_first_close","0"
"combined_2026","parent_wave2_started_confirmed_pivot","0"
"combined_2026","parent_wave2_started_child_trend","2376"
"combined_2026","child_countertrend_confirmed","2654"
"combined_2026","child_anchor_created","2377"
"combined_2026","child_anchor_updated","2610"
"combined_2026","child_flip_detected","1867"
"combined_2026","fresh_first_flip_signal","1862"
"combined_2026","valid_candidate","36"
"combined_2026","signal_reserved","36"
"combined_2026","portfolio_selected","36"
"combined_2026","trades_taken","36"
"combined_2026","candidate_invalid","1826"
"combined_2026","position_cap_reject","0"
"combined_2026","risk_reject","0"
"combined_2026","order_failure","0"
"combined_2026","expired","5"
"combined_2026","parent_invalidated","285"
"combined_2026","signals_consumed","1867"
