"Name","Kind","Magic","EnableTrading","Risk","MaxOpen","MaxSpread","From","To","Ini","Set"
"safe_signal_only_j_short_2026q1","safe_signal_only","2026052701","false","0.25","0.25","30.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-artifact-integrity-safe_signal_only_j_short_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-artifact-integrity-safe_signal_only_j_short_2026q1.set"
"safe_live_smoke_j_short_2026q1","safe_live_smoke","2026052702","true","0.25","0.25","30.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-artifact-integrity-safe_live_smoke_j_short_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-artifact-integrity-safe_live_smoke_j_short_2026q1.set"
"unsafe_setting_block_j_short_2026q1","unsafe_block","2026052703","true","1.00","1.00","50.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-artifact-integrity-unsafe_setting_block_j_short_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-artifact-integrity-unsafe_setting_block_j_short_2026q1.set"
"j_short_virtual_regression_2026q1","virtual_regression","2026052704","false","0.25","0.25","50.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-artifact-integrity-j_short_virtual_regression_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-artifact-integrity-j_short_virtual_regression_2026q1.set"
