date;trigger;strategy_mode;enable_trading;total_signals;live_entries;closed_trades;realized_profit_r;win_rate;avg_win_r;avg_loss_r;max_daily_dd_r;consecutive_losses;reject_reason_top1;reject_reason_top2;reject_reason_top3;spread_too_wide_count;daily_loss_r_blocked_count;total_open_risk_blocked_count;live_order_send_failed_count;live_position_tracking_failed_count;live_sl_tp_invalid_count;live_lot_invalid_count;stop_condition_triggered;stop_reason
20260105;daily_rollover;STRATEGY_01B_J_SHORT;true;19;0;0;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;pattern_adx_bucket_filter_failed=8;direction_filter_failed=7;unsafe_forward_demo_setting_blocked=3;0;0;0;0;0;0;0;true;unsafe_forward_demo_setting_blocked
