bucket,trades,winrate,avg_win_r,avg_loss_r,expectancy_r,pf,total_r,net_money,avg_hold_seconds
M1_PULLBACK_SCORE_LONG,119,0.512605,1.080459,-0.833094,0.147803,1.364006,17.588559,23.92,1561.48
