group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0-0.05,1,0,1,0.0,-1.009901,0.0,-1.009901,0,-1.009901
0.05-0.12,1,0,1,0.0,-1.0,0.0,-1.0,0,-1.0
0.12-0.30,10,4,6,40.0,0.006119800000000031,1.0113873819962587,0.06119800000000031,1.358848,-0.8956989999999999
0.30+,45,27,18,60.0,0.27827066666666667,1.8217782140290004,12.52218,1.0281513703703704,-0.8465503888888889
