group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
HYBRID,54,30,24,55.55555555555556,0.2081508148148148,1.5450559067931424,11.240143999999999,1.0620715333333333,-0.8592500833333334
M1_BREAKOUT_STRUCTURE,3,1,2,33.33333333333333,-0.2222223333333333,0.6666665,-0.6666669999999999,1.333333,-1.0
