group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
DISCOUNT_RECLAIM_PULLBACK_LONG,4,3,1,75.0,0.6205417500000001,3.4821670000000005,2.4821670000000005,1.1607223333333334,-1.0
EXPANSION_PULLBACK_CONTINUATION_LONG,50,27,23,54.0,0.17515954,1.446334527944702,8.757977,1.0511103333333334,-0.8531305217391305
MICRO_BREAKOUT_ACCEPTANCE_LONG,3,1,2,33.33333333333333,-0.2222223333333333,0.6666665,-0.6666669999999999,1.333333,-1.0
