group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
<0,41,22,19,53.65853658536586,0.19382017073170726,1.514224204900042,7.946626999999998,1.0636477272727274,-0.8133485789473685
0-0.04,2,2,0,100.0,0.7984249999999999,inf,1.5968499999999999,0.7984249999999999,0
0.04-0.08,3,2,1,66.66666666666666,0.538119,2.4942810570950162,1.614357,1.3473570000000001,-1.080357
0.08-0.20,5,2,3,40.0,-0.32337439999999995,0.47361090808818385,-1.6168719999999999,0.7273784999999999,-1.0238763333333332
0.20-0.38,4,1,3,25.0,-0.420765,0.44202893986294234,-1.68306,1.333333,-1.0054643333333333
0.38+,2,2,0,100.0,1.3577875000000001,inf,2.7155750000000003,1.3577875000000001,0
