group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
SL,21,0,21,0.0,-1.0221588571428573,0.0,-21.465336,0,-1.0221588571428573
TIMEOUT,14,9,5,64.28571428571429,0.15151914285714288,2.833950336570799,2.121268,0.3642148888888889,-0.23133320000000004
TP,22,22,0,100.0,1.3598884090909091,inf,29.917545,1.3598884090909091,0
