episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,horizon_seconds,entry_msc,entry_bid,entry_ask,atr14_m5,pip_size,status,exit_msc,exit_price,gross_r,gross_pips,mfe,mae,time_to_mfe_ms,month,distance,calendar_segment,entry_eligible_msc,stage1_score
202503:two_stage_dev_202503_20260913_USDCHF_mh_275,-1,0.33275685227703,-0.55107531180906,0.33275685227703,USDCHF,202503:7287,1741801366250,1741801366932,300,1741801366933,0.88355,0.88358,0.000640056323,0.0001,TIME,1741801668194,0.88321,0.531203251237,3.399999999999,0.00051,4e-05,170134,202503,0.000640056323,2,1741801366932,1.0335393726679
202503:two_stage_dev_202503_20260913_USDJPY_mh_469,-1,0.10917048952002,-0.19120177851419,0.10917048952002,USDJPY,202503:7292,1741802274750,1741802275553,300,1741802275690,148.314,148.316,0.143006337118,0.01,TIME,1741802575733,148.31,0.027970788432,0.399999999999,0.05,0.041,257554,202503,0.143006337118,2,1741802275553,0.50563231660933
202503:two_stage_dev_202503_20260913_USDCAD_mh_238,1,0.3140647075246,0.3140647075246,-0.38551985191685,USDCAD,202503:7305,1741802776750,1741802777170,300,1741802777438,1.44014,1.44018,0.001121322623,0.0001,TIME,1741803077707,1.43984,-0.303213359966,-3.4,0.00076,0.00035,116782,202503,0.001121322623,2,1741802777170,0.63447572111988
202503:two_stage_dev_202503_20260913_EURUSD_mh_228,-1,0.27090369129227,-0.41630821227072,0.27090369129227,EURUSD,202503:7314,1741804127500,1741804128175,300,1741804128175,1.09191,1.09194,0.000750344045,0.0001,TIME,1741804428222,1.09216,-0.333180494753,-2.500000000001,0.0003,0.00025,96494,202503,0.000750344045,2,1741804128175,0.51644247769256
202503:two_stage_dev_202503_20260913_USDCHF_mh_277,-1,0.17533920720599,-0.40418162544068,0.17533920720599,USDCHF,202503:7317,1741804511500,1741804511938,300,1741804512362,0.88273,0.88277,0.000540653246,0.0001,TIME,1741804815363,0.883,-0.499395873577,-2.7,0,0.00061,0,202503,0.000540653246,2,1741804511938,0.63163808079518
202503:two_stage_dev_202503_20260913_EURUSD_mh_229,-1,0.03985707618033,-0.16956575495569,0.03985707618033,EURUSD,202503:7321,1741805392250,1741805393301,300,1741805393301,1.09144,1.09146,0.000733498184,0.0001,TIME,1741805693318,1.09169,-0.340832472845,-2.500000000001,0.0002,0.00037,46626,202503,0.000733498184,2,1741805393301,0.83365883068649
202503:two_stage_dev_202503_20260913_EURUSD_mh_230,1,0.051654033904432,0.051654033904432,-0.23534851819752,EURUSD,202503:7326,1741806489750,1741806490177,300,1741806490177,1.09215,1.09216,0.000710466254,0.0001,TIME,1741806790324,1.09241,0.351881596809,2.500000000001,0.00031,0.00048,50111,202503,0.000710466254,2,1741806490177,0.74648176048604
202503:two_stage_dev_202503_20260913_EURUSD_mh_232,1,0.25701612621755,0.25701612621755,-0.44949897687385,EURUSD,202503:7337,1741809325750,1741809326128,300,1741809326128,1.0908,1.09082,0.000600876506,0.0001,TIME,1741809626309,1.09052,-0.499270643889,-3,6e-05,0.00031,13118,202503,0.000600876506,2,1741809326128,0.39567008406386
202503:two_stage_dev_202503_20260913_USDCHF_mh_280,-1,0.058719056948877,-0.51739901815959,0.058719056948877,USDCHF,202503:7340,1741809810000,1741809810686,300,1741809812451,0.88268,0.88274,0.000415392252,0.0001,TIME,1741810112462,0.88258,0.240736315072,1,0.00032,0.00011,249131,202503,0.000415392252,2,1741809810686,0.70385039882329
202503:two_stage_dev_202503_20260913_USDJPY_mh_474,-1,0.063105798622952,-0.34005917450321,0.063105798622952,USDJPY,202503:7351,1741810774000,1741810776591,300,1741810776623,148.226,148.229,0.085163044521,0.01,TIME,1741811076883,148.258,-0.375749835859,-3.200000000001,0.004,0.057,1809,202503,0.085163044521,2,1741810776591,0.54577306942876
202503:two_stage_dev_202503_20260913_GBPUSD_mh_194,-1,0.12772157899874,-0.35580803464239,0.12772157899874,GBPUSD,202503:7354,1741811769750,1741811770140,300,1741811770415,1.29743,1.29745,0.000509332961,0.0001,TIME,1741812070872,1.29712,0.608639187906,3.1,0.00032,0.00011,227036,202503,0.000509332961,2,1741811770140,0.72620471023877
202503:two_stage_dev_202503_20260913_EURUSD_mh_235,1,0.16467851826704,0.16467851826704,-0.37979739566142,EURUSD,202503:7368,1741813443500,1741813443814,300,1741813443814,1.0905,1.09052,0.000468988284,0.0001,TIME,1741813743942,1.09044,-0.170579954014,-0.799999999999,0.00013,0.00019,111585,202503,0.000468988284,2,1741813443814,0.69152523667068
202503:two_stage_dev_202503_20260913_GBPUSD_mh_195,1,0.46941788557039,0.46941788557039,-0.58537255816239,GBPUSD,202503:7385,1741816049250,1741816049847,300,1741816049872,1.29647,1.29649,0.000429216746,0.0001,TIME,1741816370555,1.29661,0.279579026556,1.200000000001,0.00026,2e-05,230484,202503,0.000429216746,2,1741816049847,0.74766171221018
202503:two_stage_dev_202503_20260913_USDJPY_mh_479,1,0.50388686939186,0.50388686939186,-0.70269533704062,USDJPY,202503:7392,1741817456500,1741817457003,300,1741817457062,148.32,148.322,0.070964688146,0.01,TIME,1741817757203,148.288,-0.479111525579,-3.399999999999,0.012,0.05,33296,202503,0.070964688146,2,1741817457003,0.44509689682362
202503:two_stage_dev_202503_20260913_USDJPY_mh_480,1,0.2150084601214,0.2150084601214,-0.46126974622487,USDJPY,202503:7397,1741818602750,1741818602827,300,1741818602833,148.332,148.335,0.067106712276,0.01,TIME,1741818902971,148.36,0.372540974695,2.500000000001,0.037,0.023,199150,202503,0.067106712276,2,1741818602827,0.73041735779104
202503:two_stage_dev_202503_20260913_USDJPY_mh_482,1,0.077978759403725,0.077978759403725,-0.41930979472684,USDJPY,202503:7404,1741822331500,1741822338927,300,1741822340469,148.341,148.346,0.051695719835,0.01,TIME,1741822641023,148.315,-0.59966279798,-3.100000000001,0,0.039,0,202503,0.051695719835,2,1741822338927,0.48233645585876
202503:two_stage_dev_202503_20260913_EURUSD_mh_239,-1,0.35400111620031,-0.9092910387928,0.35400111620031,EURUSD,202503:7406,1741823545250,1741823549568,300,1741823549568,1.08873,1.08876,0.000348524184,0.0001,TIME,1741823852558,1.08877,-0.114769653892,-0.4,6e-05,0.00011,211086,202503,0.000348524184,2,1741823549568,0.83841031785091
202503:two_stage_dev_202503_20260913_USDJPY_mh_483,-1,0.058012137897148,-0.48904153103715,0.058012137897148,USDJPY,202503:7410,1741832309000,1741832322696,300,1741832322880,148.163,148.165,0.045897918254,0.01,TIME,1741832625702,148.146,0.370387168888,1.700000000002,0.018,0.015,251627,202503,0.045897918254,2,1741832322696,1.0281784881025
202503:two_stage_dev_202503_20260913_USDJPY_mh_484,-1,0.17932415317846,-0.50095769565695,0.17932415317846,USDJPY,202503:7417,1741834091500,1741834092212,300,1741834092217,148.218,148.224,0.047410314507,0.01,TIME,1741834393076,148.28,-1.307732307727,-6.200000000001,0,0.068,0,202503,0.047410314507,2,1741834092212,0.85966902791986
202503:two_stage_dev_202503_20260913_USDJPY_mh_485,-1,0.053341373937825,-0.30473453414793,0.053341373937825,USDJPY,202503:7423,1741835123500,1741835127063,300,1741835127201,148.327,148.33,0.051292586275,0.01,TIME,1741835427572,148.354,-0.526391862074,-2.700000000002,0.026,0.037,170463,202503,0.051292586275,2,1741835127063,0.93173488359397
202503:two_stage_dev_202503_20260913_USDJPY_mh_488,1,0.23766103822922,0.23766103822922,-0.38052551033074,USDJPY,202503:7437,1741840835000,1741840836769,300,1741840838653,148.247,148.248,0.064773860054,0.01,TIME,1741841138896,148.275,0.416834815423,2.700000000002,0.037,0.002,202699,202503,0.064773860054,2,1741840836769,0.45318650619658
202503:two_stage_dev_202503_20260913_GBPUSD_mh_198,1,0.15736934928853,0.15736934928853,-0.41829918232656,GBPUSD,202503:7441,1741841666250,1741841667111,300,1741841671951,1.29688,1.2969,0.000243507063,0.0001,TIME,1741841976257,1.29665,-1.026664264771,-2.499999999999,5e-05,0.00026,97304,202503,0.000243507063,2,1741841667111,0.38332848152529
202503:two_stage_dev_202503_20260913_EURUSD_mh_241,1,0.13319126832521,0.13319126832521,-0.29604607631208,EURUSD,202503:7446,1741842707500,1741842708074,300,1741842708134,1.08933,1.08935,0.000223197448,0.0001,TIME,1741843012681,1.08957,0.985674351811,2.199999999999,0.00034,2e-05,222998,202503,0.000223197448,2,1741842708074,0.42703849882727
202503:two_stage_dev_202503_20260913_USDJPY_mh_491,1,0.29154722035788,0.29154722035788,-0.38727430164475,USDJPY,202503:7454,1741845843500,1741845843876,300,1741845843925,148.177,148.181,0.059691367395,0.01,TIME,1741846144310,148.193,0.201034094606,1.2,0.03,0.005,181789,202503,0.059691367395,2,1741845843876,0.54231712223616
202503:two_stage_dev_202503_20260913_USDCHF_mh_290,-1,0.03896027848637,-0.8151695321275,0.03896027848637,USDCHF,202503:7457,1741846854250,1741846855934,300,1741846859506,0.88162,0.88168,0.00016866839,0.0001,TIME,1741847160462,0.88158,0.237151726914,0.399999999999,7e-05,6e-05,122594,202503,0.00016866839,2,1741846855934,0.53021551018659
202503:two_stage_dev_202503_20260913_USDJPY_mh_493,-1,0.15747636588195,-0.45268038478411,0.15747636588195,USDJPY,202503:7463,1741850182250,1741850183062,300,1741850183111,147.993,147.997,0.061828008499,0.01,TIME,1741850483193,148.002,-0.14556509612,-0.900000000001,0.05,0.024,59838,202503,0.061828008499,2,1741850183062,0.56956639180537
202503:two_stage_dev_202503_20260913_AUDUSD_mh_296,-1,0.26603441229882,-0.84505925487371,0.26603441229882,AUDUSD,202503:7466,1741850688500,1741850688977,300,1741850689696,0.63153,0.63158,0.00020063368,0.0001,TIME,1741850990408,0.63156,-0.149526240754,-0.3,3e-05,9e-05,112368,202503,0.00020063368,2,1741850688977,0.55415281392454
202503:two_stage_dev_202503_20260913_EURUSD_mh_242,1,0.28731591061455,0.28731591061455,-0.54915386324409,EURUSD,202503:7470,1741852201250,1741852202201,300,1741852202201,1.08902,1.08904,0.00020178943,0.0001,TIME,1741852505293,1.08914,0.495566095997,1,0.00013,7e-05,249447,202503,0.00020178943,2,1741852202201,0.74297872488806
202503:two_stage_dev_202503_20260913_USDJPY_mh_496,-1,0.16709847207752,-0.43973705081802,0.16709847207752,USDJPY,202503:7477,1741854341750,1741854342266,300,1741854342296,147.896,147.9,0.067664338382,0.01,TIME,1741854642308,147.86,0.532038010878,3.599999999997,0.062,0.014,287227,202503,0.067664338382,2,1741854342266,0.40543160699333
202503:two_stage_dev_202503_20260913_USDCHF_mh_291,-1,0.5996715924087,-0.96104920862849,0.5996715924087,USDCHF,202503:7482,1741855231750,1741855237962,300,1741855237962,0.88166,0.88168,0.000172768089,0.0001,TIME,1741855539715,0.88157,0.520929533284,0.9,0.0001,5e-05,202648,202503,0.000172768089,2,1741855237962,1.4429082074695
202503:two_stage_dev_202503_20260913_USDCAD_mh_255,-1,0.18921950037463,-0.58220169855812,0.18921950037463,USDCAD,202503:7492,1741856677750,1741856680946,300,1741856682201,1.44005,1.44006,0.000330119741,0.0001,TIME,1741856982237,1.44013,-0.242336310241,-0.799999999999,0.00015,0.00017,183073,202503,0.000330119741,2,1741856680946,0.74757951399411
202503:two_stage_dev_202503_20260913_USDJPY_mh_499,-1,0.067489171201145,-0.26635123622648,0.067489171201145,USDJPY,202503:7509,1741858175250,1741858177382,300,1741858177660,147.655,147.659,0.074457803521,0.01,TIME,1741858478808,147.628,0.362621494634,2.700000000002,0.039,0.031,261122,202503,0.074457803521,2,1741858177382,0.42375154401681
202503:two_stage_dev_202503_20260913_EURUSD_mh_244,-1,0.18137839942432,-0.35608897065684,0.18137839942432,EURUSD,202503:7519,1741859196250,1741859196645,300,1741859196645,1.08754,1.08756,0.000364135794,0.0001,TIME,1741859498381,1.08759,-0.137311411748,-0.500000000001,0.00037,8e-05,76567,202503,0.000364135794,2,1741859196645,1.0695551201892
202503:two_stage_dev_202503_20260913_USDCHF_mh_294,-1,0.27064243782385,-0.56693242249467,0.27064243782385,USDCHF,202503:7535,1741860904500,1741860905722,300,1741860907005,0.88148,0.88153,0.000417622229,0.0001,TIME,1741861210425,0.88154,-0.143670513358,-0.599999999999,0.00017,0.00027,31533,202503,0.000417622229,2,1741860905722,0.64633098962369
202503:two_stage_dev_202503_20260913_USDJPY_mh_501,1,0.22249906077426,0.22249906077426,-0.35014321208224,USDJPY,202503:7537,1741861273000,1741861274102,300,1741861274151,147.802,147.806,0.073599426714,0.01,TIME,1741861574167,147.85,0.597830743589,4.399999999998,0.073,0.014,157902,202503,0.073599426714,2,1741861274102,0.88167745299553
202503:two_stage_dev_202503_20260913_EURUSD_mh_245,-1,0.1622969300609,-0.21614535429967,0.1622969300609,EURUSD,202503:7542,1741862005000,1741862005422,300,1741862005422,1.08692,1.08694,0.000421659835,0.0001,TIME,1741862306894,1.08681,0.260873791595,1.100000000001,0.00027,0.00014,147401,202503,0.000421659835,2,1741862005422,1.0397395590729
202503:two_stage_dev_202503_20260913_USDCAD_mh_259,-1,0.23817283998443,-0.6088755412122,0.23817283998443,USDCAD,202503:7545,1741862324750,1741862324857,300,1741862324934,1.44031,1.44036,0.000410870339,0.0001,TIME,1741862626172,1.44016,0.365078677499,1.499999999999,0.00041,0.00018,135146,202503,0.000410870339,2,1741862324857,0.58620763160312
202503:two_stage_dev_202503_20260913_USDCHF_mh_296,-1,0.13819476923069,-0.35081233534823,0.13819476923069,USDCHF,202503:7564,1741863525000,1741863525160,300,1741863526386,0.88144,0.88148,0.000423041157,0.0001,TIME,1741863826479,0.88123,0.496405602055,2.1,0.00029,0.00034,288566,202503,0.000423041157,2,1741863525160,0.66349781053274
202503:two_stage_dev_202503_20260913_GBPUSD_mh_204,-1,0.039285385138946,-0.216367400701,0.039285385138946,GBPUSD,202503:7570,1741864085750,1741864085942,300,1741864086181,1.29531,1.29532,0.000436745582,0.0001,TIME,1741864386312,1.29563,-0.732692013788,-3.200000000001,4e-05,0.00036,4136,202503,0.000436745582,2,1741864085942,0.74511770924987
202503:two_stage_dev_202503_20260913_EURUSD_mh_246,-1,0.22216626467324,-0.36713028166174,0.22216626467324,EURUSD,202503:7572,1741864484500,1741864484763,300,1741864484763,1.08766,1.08768,0.000516255071,0.0001,TIME,1741864784898,1.0865,2.246951296089,11.6,0.00174,0.00017,211886,202503,0.000516255071,2,1741864484763,0.60717256031695
202503:two_stage_dev_202503_20260913_USDCHF_mh_298,-1,0.37306253931206,-0.58907241137516,0.37306253931206,USDCHF,202503:7606,1741865941500,1741865941671,300,1741865942728,0.88148,0.88153,0.000465873693,0.0001,TIME,1741866242982,0.88164,-0.34344072732,-1.599999999999,0.00019,0.00016,88455,202503,0.000465873693,2,1741865941671,0.63354612734982
202503:two_stage_dev_202503_20260913_AUDUSD_mh_306,1,0.10015760855751,0.10015760855751,-0.47089614161842,AUDUSD,202503:7610,1741867203750,1741867203852,300,1741867203852,0.62917,0.62923,0.000313997135,0.0001,TIME,1741867504270,0.62906,-0.541406214524,-1.7,3e-05,0.0002,14072,202503,0.000313997135,2,1741867203852,0.41690705965056
202503:two_stage_dev_202503_20260913_USDCAD_mh_263,-1,0.058051047117548,-0.35120900978915,0.058051047117548,USDCAD,202503:7611,1741867886500,1741867886980,300,1741867887072,1.43874,1.43878,0.000505577126,0.0001,TIME,1741868187822,1.43835,0.771395658014,3.900000000001,0.00044,0.00012,288818,202503,0.000505577126,2,1741867886980,0.48672392596022
202503:two_stage_dev_202503_20260913_EURUSD_mh_248,-1,0.096805148366221,-0.23157008692706,0.096805148366221,EURUSD,202503:7613,1741868215250,1741868215425,300,1741868215425,1.08793,1.08795,0.000559614769,0.0001,TIME,1741868515557,1.08827,-0.607560805607,-3.4,0,0.00036,0,202503,0.000559614769,2,1741868215425,0.56290727633378
202503:two_stage_dev_202503_20260913_USDCAD_mh_264,-1,0.32164086289996,-0.55874619526553,0.32164086289996,USDCAD,202503:7620,1741870252500,1741870254214,300,1741870254216,1.43779,1.43781,0.000509806132,0.0001,TIME,1741870557129,1.4371,1.353455669726,6.900000000001,0.0007,5e-05,268773,202503,0.000509806132,2,1741870254214,0.62386297409984
202503:two_stage_dev_202503_20260913_USDCHF_mh_300,-1,0.051855429488065,-0.42892018032572,0.051855429488065,USDCHF,202503:7622,1741870812250,1741870813377,300,1741870813429,0.8819,0.88196,0.000393413011,0.0001,TIME,1741871114787,0.8822,-0.762557392212,-3,0,0.00044,0,202503,0.000393413011,2,1741870813377,0.92565780714847
202503:two_stage_dev_202503_20260913_USDJPY_mh_508,1,0.21473384486976,0.21473384486976,-0.36494411583097,USDJPY,202503:7626,1741872293000,1741872293335,300,1741872293387,148.107,148.115,0.065804504304,0.01,TIME,1741872593624,148.177,0.94218474336,6.199999999998,0.079,0.006,264477,202503,0.065804504304,2,1741872293335,1.1038596471636
202503:two_stage_dev_202503_20260913_EURUSD_mh_250,-1,0.26261541255487,-0.34378775122677,0.26261541255487,EURUSD,202503:7630,1741874242000,1741874242254,300,1741874242254,1.08634,1.08635,0.000464941938,0.0001,TIME,1741874542272,1.08688,-1.161435344949,-5.4,9e-05,0.00071,2134,202503,0.000464941938,2,1741874242254,1.3152000430231
202503:two_stage_dev_202503_20260913_USDCHF_mh_303,-1,0.38559436412426,-0.74519206783745,0.38559436412426,USDCHF,202503:7636,1741875318250,1741875318395,300,1741875318497,0.88266,0.88272,0.000373264732,0.0001,TIME,1741875619754,0.88247,0.509022106538,1.9,0.00038,6e-05,242500,202503,0.000373264732,2,1741875318395,1.1834373537977
202503:two_stage_dev_202503_20260913_USDJPY_mh_511,1,0.10833786931143,0.10833786931143,-0.35842130995028,USDJPY,202503:7643,1741876614000,1741876614225,300,1741876614289,147.925,147.928,0.064016828322,0.01,TIME,1741876914487,147.956,0.43738499288,2.799999999999,0.033,0.01,282717,202503,0.064016828322,2,1741876614225,0.89717314715649
202503:two_stage_dev_202503_20260913_USDCAD_mh_267,-1,0.15857538597956,-0.3360421914281,0.15857538597956,USDCAD,202503:7648,1741877922000,1741877922001,300,1741877922163,1.43777,1.43779,0.000542907043,0.0001,TIME,1741878222256,1.43894,-2.155065061176,-11.700000000001,0,0.00128,0,202503,0.000542907043,2,1741877922001,1.1405572190783
202503:two_stage_dev_202503_20260913_USDCHF_mh_305,-1,0.056684344659601,-0.36781690651377,0.056684344659601,USDCHF,202503:7666,1741878939000,1741878939642,300,1741878939818,0.88183,0.8819,0.000453104187,0.0001,TIME,1741879242322,0.88187,-0.088279916917,-0.4,9e-05,0.00026,264721,202503,0.000453104187,2,1741878939642,0.97995747278254
202503:two_stage_dev_202503_20260913_USDCAD_mh_268,-1,0.038600658972095,-0.21967941313285,0.038600658972095,USDCAD,202503:7667,1741879274250,1741879274789,300,1741879274950,1.43877,1.43882,0.000647070276,0.0001,TIME,1741879575041,1.43929,-0.803622140359,-5.200000000001,0,0.00075,0,202503,0.000647070276,2,1741879274789,1.1976028852739
202503:two_stage_dev_202503_20260913_USDJPY_mh_513,-1,0.14478228781331,-1.394561813897,0.14478228781331,USDJPY,202503:7669,1741879802000,1741879802095,300,1741879802149,147.772,147.833,0.072809545377,0.01,TIME,1741880102260,148.113,-4.683451850081,-34.100000000001,0,0.354,0,202503,0.072809545377,2,1741879802095,2.324516696598
202503:two_stage_dev_202503_20260913_USDCAD_mh_269,1,0.11907716604135,0.11907716604135,-0.25042377959786,USDCAD,202503:7709,1741880715500,1741880715613,300,1741880715839,1.43875,1.43881,0.000768201872,0.0001,TIME,1741881015992,1.43976,1.236654106204,9.5,0.00099,0.00013,299075,202503,0.000768201872,2,1741880715613,0.96712205089601
202503:two_stage_dev_202503_20260913_AUDUSD_mh_312,-1,0.050524240252018,-0.31050152359948,0.050524240252018,AUDUSD,202503:7735,1741882098750,1741882098805,300,1741882098828,0.62727,0.62732,0.000455224414,0.0001,TIME,1741882399179,0.62711,0.35147499791,1.6,0.0003,0.00015,241323,202503,0.000455224414,2,1741882098805,0.61618467682737
202503:two_stage_dev_202503_20260913_USDJPY_mh_516,1,0.32970561551451,0.32970561551451,-0.49117145112354,USDJPY,202503:7741,1741883413750,1741883414441,300,1741883414467,148.167,148.17,0.100623392191,0.01,TIME,1741883714491,148.178,0.079504375929,0.800000000001,0.029,0.051,278714,202503,0.100623392191,2,1741883414441,0.50732832745773
202503:two_stage_dev_202503_20260913_EURUSD_mh_256,-1,0.038912471804525,-0.14133460462886,0.038912471804525,EURUSD,202503:7744,1741883722500,1741883722757,300,1741883722757,1.08399,1.08402,0.000851003397,0.0001,TIME,1741884023385,1.08426,-0.317272528984,-2.7,0,0.00038,0,202503,0.000851003397,2,1741883722757,0.40770146106288
202503:two_stage_dev_202503_20260913_USDCAD_mh_270,1,0.35626643434565,0.35626643434565,-0.41221951172088,USDCAD,202503:7748,1741884138750,1741884139319,300,1741884139478,1.43794,1.43798,0.000803296593,0.0001,TIME,1741884439757,1.43849,0.634883807723,5.1,0.00071,0.00013,286195,202503,0.000803296593,2,1741884139319,0.79952637952272
202503:two_stage_dev_202503_20260913_EURUSD_mh_257,1,0.036996973076838,0.036996973076838,-0.113762633731,EURUSD,202503:7764,1741884973750,1741884973927,300,1741884973927,1.08493,1.08494,0.000785787641,0.0001,TIME,1741885273981,1.08521,0.343604284197,2.7,0.00037,0.00034,79338,202503,0.000785787641,2,1741884973927,0.55947271815016
202503:two_stage_dev_202503_20260913_USDCAD_mh_271,-1,0.14492310462965,-0.22607070963103,0.14492310462965,USDCAD,202503:7768,1741885395750,1741885395816,300,1741885395947,1.43938,1.43942,0.000785402801,0.0001,TIME,1741885696117,1.43992,-0.68754529417,-5.4,0.00031,0.00074,28930,202503,0.000785402801,2,1741885395816,1.2365611472259
202503:two_stage_dev_202503_20260913_USDJPY_mh_519,-1,0.23367362526782,-0.4512512777096,0.23367362526782,USDJPY,202503:7786,1741886621750,1741886621900,300,1741886622595,148.126,148.13,0.0980940654,0.01,TIME,1741886922673,148.076,0.50971483133,5.000000000001,0.053,0.047,296606,202503,0.0980940654,2,1741886621900,0.85510160858041
202503:two_stage_dev_202503_20260913_USDCAD_mh_272,1,0.12491077894265,0.12491077894265,-0.18859819483894,USDCAD,202503:7788,1741886924250,1741886924362,300,1741886924435,1.43861,1.43866,0.000831988573,0.0001,TIME,1741887224592,1.43828,-0.456737042067,-3.8,0.00023,0.00067,74048,202503,0.000831988573,2,1741886924362,0.90812369438928
202503:two_stage_dev_202503_20260913_USDCHF_mh_311,-1,0.10606088973373,-0.40712790713719,0.10606088973373,USDCHF,202503:7793,1741887502000,1741887502313,300,1741887503738,0.88405,0.88409,0.000535505216,0.0001,TIME,1741887804277,0.88417,-0.224087453107,-1.2,7e-05,0.00026,59040,202503,0.000535505216,2,1741887502313,0.49551323359798
202503:two_stage_dev_202503_20260913_USDCAD_mh_273,1,0.25892647063427,0.25892647063427,-0.45368109122769,USDCAD,202503:7798,1741888117250,1741888117370,300,1741888117426,1.43944,1.4395,0.000790500199,0.0001,TIME,1741888417656,1.43863,-1.100568982404,-8.699999999999,0,0.00093,0,202503,0.000790500199,2,1741888117370,0.5371236954909
202503:two_stage_dev_202503_20260913_USDCAD_mh_274,-1,0.22042990726123,-0.29068859338559,0.22042990726123,USDCAD,202503:7805,1741889457750,1741889458982,300,1741889460114,1.43971,1.43975,0.00079713371,0.0001,TIME,1741889760125,1.44008,-0.464163032392,-3.7,5e-05,0.00096,6132,202503,0.00079713371,2,1741889458982,0.87920756203444
202503:two_stage_dev_202503_20260913_USDCHF_mh_313,-1,0.58385501527077,-0.91035535503868,0.58385501527077,USDCHF,202503:7816,1741891050500,1741891054956,300,1741891057470,0.88448,0.88452,0.00050292154,0.0001,TIME,1741891357775,0.88436,0.238605806945,1.2,0.00034,0.00013,196397,202503,0.00050292154,2,1741891054956,1.1768051861966
202503:two_stage_dev_202503_20260913_USDCHF_mh_314,-1,0.1240111118771,-0.26236834352628,0.1240111118771,USDCHF,202503:7840,1741892048250,1741892048456,300,1741892049187,0.88508,0.88512,0.000542852997,0.0001,TIME,1741892350441,0.88487,0.386845059534,2.099999999999,0.00047,0.00036,243368,202503,0.000542852997,2,1741892048456,0.67440845546907
202503:two_stage_dev_202503_20260913_USDCAD_mh_277,-1,0.082944393962422,-0.26782867293224,0.082944393962422,USDCAD,202503:7858,1741893664500,1741893664588,300,1741893664589,1.44024,1.4403,0.000792934931,0.0001,TIME,1741893965088,1.44112,-1.109801025576,-8.8,2e-05,0.00134,6627,202503,0.000792934931,2,1741893664588,0.89661243310257
202503:two_stage_dev_202503_20260913_EURUSD_mh_265,1,0.24959013413742,0.24959013413742,-0.49595403548682,EURUSD,202503:7884,1741897682750,1741897682908,300,1741897682908,1.08598,1.086,0.000594150717,0.0001,TIME,1741897983275,1.08657,0.959352540263,5.7,0.00065,9e-05,237595,202503,0.000594150717,2,1741897682908,0.54606709081035
202503:two_stage_dev_202503_20260913_GBPUSD_mh_214,-1,0.1118621089223,-0.31605625142164,0.1118621089223,GBPUSD,202503:7899,1741898586750,1741898588299,300,1741898590162,1.29443,1.29444,0.000572373221,0.0001,TIME,1741898895459,1.29453,-0.174711178449,-1,0.0003,0.00016,201053,202503,0.000572373221,2,1741898588299,1.069710556288
202503:two_stage_dev_202503_20260913_USDJPY_mh_530,1,0.064094696402763,0.064094696402763,-0.22690417348883,USDJPY,202503:7915,1741900616750,1741900617067,300,1741900617146,147.69,147.693,0.093998822444,0.01,TIME,1741900917350,147.689,-0.042553724568,-0.400000000002,0.026,0.028,159907,202503,0.093998822444,2,1741900617067,0.86640487593762
202503:two_stage_dev_202503_20260913_USDJPY_mh_532,1,0.23587890770877,0.23587890770877,-0.50784268952478,USDJPY,202503:7924,1741902849000,1741902850399,300,1741902850429,147.691,147.694,0.082702895754,0.01,TIME,1741903150709,147.762,0.82222030293,6.800000000001,0.075,0.008,291783,202503,0.082702895754,2,1741902850399,0.59333518280217
202503:two_stage_dev_202503_20260913_USDCAD_mh_280,1,0.28360191399524,0.28360191399524,-0.42597838406434,USDCAD,202503:7927,1741903858000,1741903860013,300,1741903860023,1.44263,1.44267,0.000576197718,0.0001,TIME,1741904160171,1.44244,-0.399168536475,-2.300000000002,0,0.00039,0,202503,0.000576197718,2,1741903860013,0.88392340465162
202503:two_stage_dev_202503_20260913_AUDUSD_mh_323,-1,0.26429626405934,-0.7357911884092,0.26429626405934,AUDUSD,202503:7929,1741904922000,1741904922404,300,1741904922467,0.62842,0.62848,0.000234092212,0.0001,TIME,1741905227485,0.62873,-1.324264475018,-3.1,0,0.00031,0,202503,0.000234092212,2,1741904922404,0.89471354580147
202503:two_stage_dev_202503_20260913_USDJPY_mh_535,1,0.080077294673654,0.080077294673654,-0.31928857686255,USDJPY,202503:7934,1741906532000,1741906532460,300,1741906532725,147.685,147.687,0.065479158336,0.01,TIME,1741906833128,147.716,0.44288901594,2.9,0.033,0.018,283002,202503,0.065479158336,2,1741906532460,0.57721444191845
202503:two_stage_dev_202503_20260913_EURUSD_mh_270,1,0.33026474271849,0.33026474271849,-0.69657428680561,EURUSD,202503:7937,1741908891250,1741908893649,300,1741908893649,1.08506,1.08509,0.00032363719,0.0001,TIME,1741909200017,1.0851,0.030898797547,0.099999999998,6e-05,0.00024,233040,202503,0.00032363719,2,1741908893649,0.77301945877075
202503:two_stage_dev_202503_20260913_USDJPY_mh_538,1,0.12463016043111,0.12463016043111,-0.44830934900555,USDJPY,202503:7957,1741917607500,1741917610503,300,1741917610503,147.904,147.911,0.043619163056,0.01,TIME,1741917912150,147.895,-0.366811256317,-1.599999999999,0,0.038,0,202503,0.043619163056,2,1741917610503,0.46541960994466
