family,variant,horizon,gate,policy,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak,min_month_trades,positive_months,worst_month_ev,symbol_positive_profit_share,cost04_total_r,all_converged,pass_gate,neighbor_positive
ELASTICNET,FULL486,300,25,ROLLING_150,890,0.42921348314607,-0.14870541015029,-132.34781503376,-0.94685393258424,-842.69999999998,0.65496134193719,139.92359843935,307,583,0,0,890,-0.11720915914052,0.12695956444987,-154.9164986954,317.5179494382,1,890,99,0.30922308743203,11,76,0,-0.19306435107244,0.46170427455662,-160.37947843245,True,False,False
ELASTICNET,FULL486,300,25,ROLLING_200,1110,0.43963963963964,-0.13634456651916,-151.34246883626,-0.90837837837836,-1008.3,0.67460984600734,167.4266495322,384,726,0,0,1110,-0.10488005689606,0.16477659904386,-176.15111237391,314.5982972973,1,1110,101,0.28064507204219,13,97,0,-0.17730630664498,0.44620333499024,-186.2680745179,True,False,False
ELASTICNET,FULL486,300,25,ROLLING_300,1594,0.43601003764115,-0.12173949284365,-194.05275159278,-0.73538268506899,-1172.2,0.69367954817458,223.0709300288,568,1026,0,0,1594,-0.089729691651149,0.17626169454289,-222.74234399665,311.09848745295,1,1594,102,0.23732737284252,12,134,1,-0.16338879103387,0.44683445438465,-245.07637469363,True,False,False
ELASTICNET,FULL486,300,25,ROLLING_500,2545,0.45068762278978,-0.10954508289979,-278.79223597997,-0.65571709233793,-1668.8,0.71405348126539,312.60427193723,953,1592,0,0,2545,-0.077208705501146,0.14737553580166,-306.95177135497,312.14063929273,1,2545,104,0.17819451403816,18,233,1,-0.14558579593498,0.44734533108426,-361.08831645953,True,False,False
ELASTICNET,FULL486,300,25,ZERO,2673,0.44145155256266,-0.11158676964504,-298.27143526119,-0.69786756453424,-1865.4,0.71073984036424,304.55187653511,1055,1618,0,0,2673,-0.076888796155998,0.23509068504679,-325.8823879709,308.03769659559,1,2673,99,0.18014278464016,16,66,0,-0.1461943099343,0.44243896207204,-391.01911839739,True,False,False
ELASTICNET,FULL486,300,50,FREQUENCY_100,547,0.40402193784278,-0.19348253595028,-105.8349471648,-1.3076782449726,-715.30000000001,0.60116168151679,113.79491186116,158,389,0,0,547,-0.1593374456851,0.12088211731671,-124.88321966661,321.66985557587,1,547,96,0.34441701714066,8,52,0,-0.25114273272839,0.41165107509516,-124.51231153986,True,False,False
ELASTICNET,FULL486,300,50,FREQUENCY_150,855,0.4187134502924,-0.17731801630691,-151.6069039424,-1.1776608187134,-1006.9,0.61802271990066,162.88348555407,261,594,0,0,855,-0.14242526405182,0.19099712796494,-176.41554748005,313.05411578947,1,855,99,0.29608286795765,12,67,0,-0.24873120324102,0.402262977045,-181.44020712051,True,False,False
ELASTICNET,FULL486,300,50,FREQUENCY_200,1122,0.42602495543672,-0.16345888152419,-183.40086507014,-1.0348484848485,-1161.1,0.63708161150961,201.60034838066,360,762,0,0,1122,-0.12870820612819,0.24435771435531,-209.05256209958,311.1728083779,1,1122,101,0.25344857105197,12,91,0,-0.19985159359819,0.40293668911813,-222.39112286444,True,False,False
ELASTICNET,FULL486,300,50,FREQUENCY_300,1729,0.44534412955466,-0.12464796095223,-215.51632448641,-0.75361480624639,-1303,0.69869205157699,252.94843926248,581,1148,0,0,1729,-0.089585337346565,0.18149919225935,-243.67585986141,310.38766801619,1,1729,104,0.19150184499053,17,146,1,-0.20215894847747,0.41091840923595,-276.13960070061,True,False,False
ELASTICNET,FULL486,300,50,FREQUENCY_500,2861,0.45473610625655,-0.10126164787409,-289.70957456778,-0.56550157287662,-1617.9,0.73671976700792,305.72418473104,1037,1824,0,0,2861,-0.065139412674344,0.1444222929244,-319.94117737401,374.1865900035,1,2861,105,0.10421083936361,18,254,0,-0.15385593396757,0.38235246321426,-393.05528947427,True,False,False
ELASTICNET,FULL486,300,50,PERCENTILE_100,437,0.43020594965675,-0.15422111048963,-67.39462528397,-0.98215102974833,-429.20000000002,0.68102516368217,78.799288505166,127,310,0,0,437,-0.12049793429759,0.1078094071905,-86.442897785778,321.89309839817,1,437,93,0.36923297522295,8,40,0,-0.22851791053663,0.43185275480272,-82.131653279893,True,False,False
ELASTICNET,FULL486,300,50,PERCENTILE_150,697,0.41893830703013,-0.18141851975235,-126.44870826739,-1.2367288378766,-862,0.61959117668283,139.40225773223,215,482,0,0,697,-0.14764126490103,0.17799997391972,-151.25735180504,316.51743615495,1,697,96,0.31032585208877,10,61,0,-0.24910416386723,0.4030876428748,-149.99145489876,True,False,False
ELASTICNET,FULL486,300,50,PERCENTILE_200,924,0.42099567099567,-0.17432765893209,-161.07875685325,-1.1071428571429,-1023,0.6223788230235,172.49626042678,284,640,0,0,924,-0.14011815620709,0.18621896346056,-185.88740039089,312.81919047619,1,924,100,0.2772862208381,13,75,0,-0.24568236464412,0.42343721115968,-192.68833737114,True,False,False
ELASTICNET,FULL486,300,50,PERCENTILE_300,1397,0.4302075876879,-0.14047610659557,-196.24512091401,-0.87594846098785,-1223.7,0.67321057229674,228.50808384109,464,933,0,0,1397,-0.10601012433864,0.16402358827225,-224.40465628901,310.5893357194,1,1397,102,0.22229438656438,15,104,1,-0.19296764351413,0.40310645631265,-244.39409812694,True,False,False
ELASTICNET,FULL486,300,50,PERCENTILE_500,2275,0.4589010989011,-0.090622070586092,-206.16521058336,-0.52096703296703,-1185.2,0.76338660138908,236.56871894235,781,1494,0,0,2275,-0.055315874277702,0.11895667870348,-234.32474595836,311.3175032967,1,2275,104,0.14461544073244,17,197,1,-0.12967645231291,0.38745867543817,-286.48680718495,True,False,False
ELASTICNET,FULL486,300,50,ROLLING_100,618,0.40614886731392,-0.19952754700872,-123.30802405139,-1.2711974110033,-785.60000000001,0.58957180316236,129.64169793143,183,435,0,0,618,-0.16513118066908,0.15274317075666,-145.87670771304,319.75077508091,1,618,95,0.32534634044412,9,54,0,-0.27721441010405,0.3980654657846,-144.56497844929,True,False,False
ELASTICNET,FULL486,300,50,ROLLING_150,848,0.42924528301887,-0.16296886312533,-138.19759593028,-1.0660377358491,-904.00000000001,0.64161493024358,150.99707474838,259,589,0,0,848,-0.12894133522351,0.16970658035332,-163.00623946793,314.81022759434,1,848,99,0.27940416374746,13,78,0,-0.21669555997348,0.40127732279849,-167.05293959103,True,False,False
ELASTICNET,FULL486,300,50,ROLLING_200,1116,0.42741935483871,-0.14705628320484,-164.1148120566,-0.85905017921148,-958.70000000001,0.66408836469299,191.52472328981,353,763,0,0,1116,-0.1126306497418,0.16090663753558,-192.80440446047,311.96285483871,1,1116,102,0.24322475446201,11,99,1,-0.20801368166375,0.40470743276199,-202.53381900136,True,False,False
ELASTICNET,FULL486,300,50,ROLLING_300,1623,0.43869377695625,-0.13294356284623,-215.76740249943,-0.78890942698708,-1280.4,0.68004041780382,244.51041934377,541,1082,0,0,1623,-0.098445934483426,0.18231465481936,-243.92693787443,312.37045656192,1,1623,103,0.1954534385517,16,160,0,-0.18206541011942,0.41540578954318,-271.75705333226,True,False,False
ELASTICNET,FULL486,300,50,ROLLING_500,2490,0.44979919678715,-0.1019434159396,-253.83910568961,-0.59943775100402,-1492.6,0.73742476575923,275.22947582375,860,1630,0,0,2490,-0.066501480583175,0.12593948712205,-281.99864106461,314.06937630522,1,2490,104,0.12845057590039,17,255,0,-0.13940669459712,0.39499916828176,-342.08952472711,True,False,False
ELASTICNET,FULL486,300,50,ZERO,1877,0.43367075119872,-0.1342766520474,-252.03727589297,-0.83095364944061,-1559.7,0.6763482662675,261.50952804343,693,1184,0,0,1877,-0.097001464187835,0.24812743978584,-279.64822860268,308.25582365477,1,1877,98,0.18483782563565,18,47,0,-0.21046998024797,0.39488524745497,-322.00280350538,True,False,False
ELASTICNET,FULL486,600,0,FREQUENCY_100,685,0.48613138686131,-0.081455872624033,-55.797272747462,-0.51197080291972,-350.70000000001,0.83018923251162,64.259329017364,364,321,0,0,685,-0.055557901359147,0.090677663966162,-81.4569217279,611.85804671533,1,685,92,0.36627687801409,9,34,0,-0.17514174767043,0.44888617391383,-73.537383063909,True,False,False
ELASTICNET,FULL486,600,0,FREQUENCY_150,1093,0.47483989021043,-0.081695233785814,-89.292890527895,-0.5861848124428,-640.69999999998,0.82939021005965,102.52877461476,546,547,0,0,1093,-0.054431335194103,0.11724996005983,-122.82410656431,614.7470768527,1,1093,97,0.30394394945897,14,61,0,-0.16950567640168,0.42353764506667,-119.09233168863,True,False,False
ELASTICNET,FULL486,600,0,FREQUENCY_200,1407,0.46979388770434,-0.098850733138046,-139.08298152523,-0.60106609808099,-845.69999999995,0.79540735794752,142.85212838507,687,720,0,0,1407,-0.071439249437994,0.11949958829686,-165.06813272113,615.52897654584,1,1407,99,0.26684757838192,10,98,0,-0.2022152948426,0.46563980542922,-177.65093909121,True,False,False
ELASTICNET,FULL486,600,0,FREQUENCY_300,2044,0.47455968688845,-0.07403651808119,-151.33064295795,-0.38033268101759,-777.39999999996,0.84132845047236,167.22904475016,995,1049,0,0,2044,-0.045657327905477,0.097836687853096,-178.16041750388,616.58389530333,1,2044,104,0.2156354738394,10,172,0,-0.11159127661951,0.51160490615107,-209.33770767711,True,False,False
ELASTICNET,FULL486,600,0,FREQUENCY_500,3054,0.46823837590046,-0.092439390424543,-282.30989835655,-0.64204322200392,-1960.8,0.79851623855256,283.77889276931,1427,1627,0,0,3054,-0.062875301360798,0.094579497361467,-308.34296731944,616.8319643091,1,3054,106,0.16241079374955,16,255,0,-0.14602656812701,0.52090541629204,-372.59862635723,True,False,False
ELASTICNET,FULL486,600,0,PERCENTILE_100,696,0.48994252873563,-0.075729898342368,-52.708009246288,-0.36091954022989,-251.2,0.84120606913573,67.498890227064,363,333,0,0,696,-0.050398512300346,0.12206028624237,-78.951241089748,613.78871551724,1,696,94,0.33957933415984,10,38,1,-0.27387319544193,0.4499547282869,-70.338653931536,True,False,False
ELASTICNET,FULL486,600,0,PERCENTILE_150,930,0.4752688172043,-0.082160734908637,-76.409483465032,-0.46193548387096,-429.59999999999,0.83131287485059,85.825840255649,468,462,0,0,930,-0.055618249685144,0.089580247718909,-109.94069950145,615.25194623656,1,930,96,0.31301282947375,14,54,0,-0.16797213902846,0.43580358243509,-101.09399472288,True,False,False
ELASTICNET,FULL486,600,0,PERCENTILE_200,1178,0.47792869269949,-0.059971077195154,-70.645928935891,-0.36460101867568,-429.49999999995,0.87012865651054,87.914184707043,584,594,0,0,1178,-0.033006274437859,0.1087255675486,-104.17714497231,616.69624023769,1,1178,99,0.28692364096172,9,72,1,-0.15174154342841,0.43286222912825,-102.41046658398,True,False,False
ELASTICNET,FULL486,600,0,PERCENTILE_300,1618,0.46847960444994,-0.093180092904309,-150.76539031917,-0.6428924598269,-1040.1999999999,0.80444852269304,161.35408873961,794,824,0,0,1618,-0.06531815348997,0.10075376504736,-176.75054151507,615.31491161928,1,1618,102,0.24928411123707,9,121,0,-0.11052554195182,0.47528739460779,-195.84600829157,True,False,False
ELASTICNET,FULL486,600,0,PERCENTILE_500,2384,0.47147651006711,-0.072195198959366,-172.11335431913,-0.3385486577181,-807.09999999994,0.84169520659665,175.94870583397,1153,1231,0,0,2384,-0.043417922482391,0.10196115725242,-202.05888520134,617.77358221477,1,2384,104,0.19833003743964,16,188,0,-0.10401599786602,0.51531368308488,-240.71838144024,True,False,False
ELASTICNET,FULL486,600,0,ROLLING_100,646,0.47987616099071,-0.10494634978436,-67.795341960696,-0.58637770897832,-378.79999999999,0.79299527411745,79.250652075701,321,325,0,0,646,-0.07790523643232,0.13475160536139,-96.42861413175,610.82997213622,1,646,89,0.35896145704217,9,44,0,-0.29699791820203,0.49603228890524,-85.263901186112,True,False,False
ELASTICNET,FULL486,600,0,ROLLING_150,897,0.47826086956522,-0.081232535650646,-72.86558447863,-0.46633221850612,-418.29999999999,0.83549360540875,81.754004669486,436,461,0,0,897,-0.053578193086498,0.1196904919753,-106.39680051505,612.96654960981,1,897,93,0.32338856857356,9,61,0,-0.21186170052981,0.44393014575265,-97.671529758671,True,False,False
ELASTICNET,FULL486,600,0,ROLLING_200,1129,0.48095659875996,-0.054988276740219,-62.081764439707,-0.21107174490698,-238.29999999998,0.88087190147951,81.974690985712,547,582,0,0,1129,-0.027179551168748,0.10487459155688,-95.612980476124,612.77188396811,1,1129,96,0.29724442776441,9,82,1,-0.14230817525201,0.46093271998319,-93.477815609899,True,False,False
ELASTICNET,FULL486,600,0,ROLLING_300,1552,0.47100515463918,-0.089325403149531,-138.63302568807,-0.53118556701027,-824.39999999995,0.81227736268927,147.82684542493,745,807,0,0,1552,-0.06059145738659,0.10336429458246,-164.61817688397,614.6903943299,1,1552,102,0.25628910241821,10,121,0,-0.14555986754523,0.48437982141893,-183.22810951216,True,False,False
ELASTICNET,FULL486,600,0,ROLLING_500,2301,0.46979574098218,-0.076471558173261,-175.96105535667,-0.42707518470227,-982.69999999993,0.83425257880446,180.0253506847,1105,1196,0,0,2301,-0.047376131474653,0.082740664568221,-202.7908299026,618.44243589744,1,2301,104,0.20418551976017,16,202,0,-0.10250001580283,0.5277815489292,-242.90963219017,True,False,False
ELASTICNET,FULL486,600,0,ZERO,3250,0.46061538461538,-0.096231773358159,-312.75326341402,-0.64446153846154,-2094.5,0.79581184659257,313.65911784267,1557,1693,0,0,3250,-0.065318060485654,0.089043829467372,-342.34113721839,664.69804553846,1,3250,104,0.15363442486448,19,154,0,-0.13226187849686,0.54001593045267,-413.22283024966,True,False,False
ELASTICNET,FULL486,600,25,FREQUENCY_100,610,0.46885245901639,-0.1064960788375,-64.962608090875,-0.67065573770488,-409.09999999998,0.80460372127102,71.858234803151,234,376,0,0,610,-0.076791980838716,0.10247972754124,-98.493824127292,621.6156,1,610,94,0.31674923661959,11,49,0,-0.23312585351301,0.42270352950095,-83.082107870134,True,False,False
ELASTICNET,FULL486,600,25,FREQUENCY_150,966,0.46273291925466,-0.10200255997768,-98.534472938437,-0.69337474120078,-669.79999999995,0.8065267148747,115.42474238101,376,590,0,0,966,-0.071647435381471,0.11646625706298,-132.06568897485,621.05866252588,1,966,98,0.2785052067632,10,78,1,-0.19521208277754,0.42885571972626,-127.85752329837,True,False,False
ELASTICNET,FULL486,600,25,FREQUENCY_200,1245,0.46586345381526,-0.097967437982486,-121.96946028819,-0.68032128514051,-846.99999999994,0.80771513595546,134.64090662352,498,747,0,0,1245,-0.066849484233935,0.099000585232611,-147.95461148409,620.58184257028,1,1245,101,0.24692456472764,9,110,0,-0.14552296825253,0.44943362597226,-160.71131270514,True,False,False
ELASTICNET,FULL486,600,25,FREQUENCY_300,1781,0.45816956765862,-0.095163907860476,-169.48691989951,-0.56013475575517,-997.59999999996,0.80458173061109,171.67210245459,730,1051,0,0,1781,-0.064018231149478,0.08588362886356,-199.43245078172,620.31905221786,1,1781,103,0.19967733917744,11,162,0,-0.13697157563258,0.48052536250074,-224.9573701218,True,False,False
ELASTICNET,FULL486,600,25,FREQUENCY_500,2835,0.45961199294533,-0.084762082559958,-240.30050405748,-0.53456790123457,-1515.5,0.82155266263956,253.23743528131,1181,1654,0,0,2835,-0.052328144888472,0.076513544410443,-273.90024143247,678.9739015873,1,2835,106,0.12890533840766,10,272,0,-0.12423191931037,0.48273962529704,-332.25071735614,True,False,False
ELASTICNET,FULL486,600,25,PERCENTILE_100,548,0.46897810218978,-0.092930303995637,-50.925806589609,-0.62901459854012,-344.69999999998,0.82645054761905,64.876566763953,216,332,0,0,548,-0.063190830587765,0.10635876231771,-83.505472653875,622.56248905109,1,548,93,0.33366053159588,11,41,1,-0.25953569254842,0.41925492117998,-67.223038017123,True,False,False
ELASTICNET,FULL486,600,25,PERCENTILE_150,767,0.46805736636245,-0.097320244619715,-74.644627623321,-0.77561929595824,-594.89999999997,0.81528325341293,82.60311034569,307,460,0,0,767,-0.066998173191012,0.13409381445125,-108.17584365974,623.05038983051,1,767,95,0.30847628749146,12,54,0,-0.17643751042611,0.39322448357254,-97.901656409137,True,False,False
ELASTICNET,FULL486,600,25,PERCENTILE_200,1024,0.4658203125,-0.10362856060698,-106.11564606155,-0.75849609374995,-776.69999999995,0.8024016157871,122.42632282078,404,620,0,0,1024,-0.073334850301341,0.11449529314927,-136.42766197016,619.5159609375,1,1024,98,0.27133613285488,10,84,0,-0.18727811785703,0.4416166156816,-137.13640541452,True,False,False
ELASTICNET,FULL486,600,25,PERCENTILE_300,1451,0.45968297725706,-0.10996568330611,-159.56020647716,-0.64996554100618,-943.09999999997,0.78498765186703,171.67303615254,599,852,0,0,1451,-0.078916517067626,0.097427414824977,-185.54535767306,620.3372157133,1,1451,102,0.22668932559784,9,134,0,-0.15808025374238,0.47204261880753,-204.61254668919,True,False,False
ELASTICNET,FULL486,600,25,PERCENTILE_500,2129,0.46406763738845,-0.084879613148564,-180.70869639329,-0.56242367308593,-1197.3999999999,0.82213665015698,189.49714249608,866,1263,0,0,2129,-0.053385043247707,0.095722556516448,-210.65422727551,620.44967590418,1,2129,103,0.17506443174532,9,198,0,-0.11494347597328,0.49068425291182,-247.76063571222,True,False,False
ELASTICNET,FULL486,600,25,ROLLING_100,558,0.47491039426523,-0.080930170433845,-45.159035102085,-0.58154121863797,-324.49999999999,0.84863827872866,69.213560561827,208,350,0,0,558,-0.049794844432104,0.11070821649729,-78.690251138502,618.45504480287,1,558,90,0.33374618148133,8,50,1,-0.24316313244167,0.40176090222777,-62.532547011057,True,False,False
