family,variant,horizon,gate,policy,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak,min_month_trades,positive_months,worst_month_ev,symbol_positive_profit_share,cost04_total_r,all_converged,pass_gate,neighbor_positive
ELASTICNET,FULL486,300,0,FREQUENCY_100,519,0.45279383429672,-0.168018503962,-87.201603556279,-0.9479768786127,-491.99999999999,0.62278575365908,93.909556676309,212,307,0,0,519,-0.13798348643444,0.11972354473982,-103.19074445378,314.54593641618,1,519,90,0.47993508132877,12,30,0,-0.18962004333671,0.54633225448329,-102.78977765309,True,False,False
ELASTICNET,FULL486,300,0,FREQUENCY_150,1001,0.44155844155844,-0.11870447252324,-118.82317699577,-0.66943056943055,-670.09999999998,0.69816798689795,127.19222327918,407,594,0,0,1001,-0.089453697544092,0.13978436154299,-137.87144949758,312.16335264735,1,1001,100,0.34784729907076,12,63,0,-0.15733223763921,0.49555101787781,-148.1032027499,True,False,False
ELASTICNET,FULL486,300,0,FREQUENCY_200,1357,0.44067796610169,-0.12876650401265,-174.73614594516,-0.80950626381721,-1098.5,0.67384593759646,184.79961003591,563,794,0,0,1357,-0.10016115049596,0.17727088580936,-199.54478948281,312.70159027266,1,1357,101,0.29451297269778,13,93,0,-0.15888901527868,0.49686939643748,-213.5536106673,True,False,False
ELASTICNET,FULL486,300,0,FREQUENCY_300,1880,0.42872340425532,-0.13234551258772,-248.80956366491,-0.91531914893616,-1720.8,0.65763090822705,259.90067967921,802,1078,0,0,1880,-0.10362074899114,0.17260233785142,-274.32825557488,309.7848787234,1,1880,104,0.25517111773856,11,113,0,-0.1519583029047,0.49671432330592,-302.81211922648,True,False,False
ELASTICNET,FULL486,300,0,FREQUENCY_500,3070,0.45016286644951,-0.10424659954729,-320.03706061017,-0.66091205211727,-2029,0.71082488082852,357.82205311342,1291,1779,0,0,3070,-0.074527768956132,0.18179846492536,-347.77935070726,309.38951009772,1,3070,105,0.19594508514419,17,240,1,-0.13810215970404,0.50243851733403,-411.27387052502,True,False,False
ELASTICNET,FULL486,300,0,PERCENTILE_100,514,0.45136186770428,-0.16755698678643,-86.124291208223,-0.90019455252918,-462.7,0.62132581145127,90.368204786935,212,302,0,0,514,-0.13909957190724,0.099598242146379,-100.58395742554,314.72876848249,1,514,90,0.40681358024027,9,31,0,-0.21363701243415,0.51071125888409,-100.75140245613,True,False,False
ELASTICNET,FULL486,300,0,PERCENTILE_150,819,0.45177045177045,-0.11759890047594,-96.313499489795,-0.68034188034189,-557.20000000001,0.70894353508328,108.53966078497,338,481,0,0,819,-0.089639008141808,0.11352037734377,-115.3617719916,314.21862637363,1,819,96,0.35312184498477,9,55,1,-0.17270220005305,0.51338537354409,-119.21265131145,True,False,False
ELASTICNET,FULL486,300,0,PERCENTILE_200,1098,0.43715846994536,-0.12755128751941,-140.05131369631,-0.80783242258649,-886.99999999997,0.67801038071545,144.38251664339,449,649,0,0,1098,-0.098995859561916,0.12294620049787,-159.09958619812,313.80222404372,1,1098,101,0.32354874607344,12,77,0,-0.15416538465122,0.49639874356718,-171.40517359363,True,False,False
ELASTICNET,FULL486,300,0,PERCENTILE_300,1605,0.42679127725857,-0.13857614329318,-222.41470998555,-0.91302180685356,-1465.4,0.65192661889581,239.37395993138,675,930,0,0,1605,-0.10949660231311,0.15611320288792,-247.22335352319,310.89781993769,1,1605,104,0.28214657344989,11,102,1,-0.1579818865314,0.49713922288025,-269.08737325856,True,False,False
ELASTICNET,FULL486,300,0,PERCENTILE_500,2524,0.43938193343899,-0.11746162322741,-296.47313702597,-0.74908874801902,-1890.7,0.68711242842523,327.52914146479,1071,1453,0,0,2524,-0.08786008680424,0.17028031919952,-324.21542712306,309.56366877971,1,2524,104,0.22379799707614,14,163,1,-0.14082044680889,0.49091630708521,-371.18741495804,True,False,False
ELASTICNET,FULL486,300,0,ROLLING_100,593,0.43338954468803,-0.16110875854716,-95.537493818467,-0.88617200674535,-525.49999999999,0.61951634346182,98.999693108216,241,352,0,0,593,-0.13233672651829,0.10558849174777,-109.99716003578,313.92034232715,1,593,94,0.3688758560792,9,34,0,-0.22301357200652,0.52651057119232,-112.59930881159,True,False,False
ELASTICNET,FULL486,300,0,ROLLING_150,912,0.43092105263158,-0.1479569441505,-134.93673306526,-0.9048245614035,-825.19999999999,0.64917453416983,142.63683564764,376,536,0,0,912,-0.11891054269123,0.10314692434525,-153.98500556707,314.90142763158,1,912,100,0.32930352080927,12,60,1,-0.18859983372443,0.50663906633045,-161.42705119611,True,False,False
ELASTICNET,FULL486,300,0,ROLLING_200,1199,0.43536280233528,-0.1330623965578,-159.5418134728,-0.78090075062549,-936.29999999997,0.6657788248887,164.19770844298,495,704,0,0,1199,-0.10397464635316,0.13153021050156,-182.11049713445,313.58838615513,1,1199,100,0.30841893227722,13,82,0,-0.16805658584568,0.49660253797221,-194.41802596815,True,False,False
ELASTICNET,FULL486,300,0,ROLLING_300,1661,0.43648404575557,-0.1252109200369,-207.97533818129,-0.8292594822396,-1377.4,0.67345569958986,220.14318937585,685,976,0,0,1661,-0.096163116616475,0.16009184280008,-232.78398171894,311.15635821794,1,1661,103,0.27129070497448,13,113,1,-0.14331740448098,0.49198425114686,-256.22373966262,True,False,False
ELASTICNET,FULL486,300,0,ROLLING_500,2619,0.44024436807942,-0.1115600741256,-292.17583413494,-0.68659793814433,-1798.2,0.69738779567016,318.86450966379,1106,1513,0,0,2619,-0.081715569056281,0.1847803312306,-320.86542653882,308.61149904544,1,2619,105,0.21599085966983,13,189,1,-0.13780613381245,0.49398267802956,-370.33859291149,True,False,False
ELASTICNET,FULL486,300,0,ZERO,3563,0.44316587145664,-0.10492274693186,-373.83974731821,-0.66037047431939,-2352.9,0.71103217074255,374.00444812342,1577,1986,0,0,3563,-0.072632767361372,0.17340958102269,-401.03345475001,306.66460959865,1,3563,101,0.18073406474961,13,72,0,-0.14448167275676,0.50191912005899,-488.88894452784,True,False,False
ELASTICNET,FULL486,300,25,FREQUENCY_100,605,0.44793388429752,-0.1203273687767,-72.798058109903,-0.81553719008266,-493.40000000001,0.72004049279268,84.630732338626,209,396,0,0,605,-0.089322070606542,0.089933767400196,-91.846330611712,317.79238512397,1,605,95,0.37777219947333,9,49,1,-0.16419502831764,0.47361530957791,-91.556263502849,True,False,False
ELASTICNET,FULL486,300,25,FREQUENCY_150,948,0.43354430379747,-0.14415589043443,-136.65978413184,-1.0126582278481,-959.99999999996,0.65909160756179,149.71642179295,331,617,0,0,948,-0.11286912273907,0.20194935108357,-158.21131623353,315.85460021097,1,948,99,0.30647297701283,12,79,0,-0.19117622911944,0.45971769442354,-166.31963990704,True,False,False
ELASTICNET,FULL486,300,25,FREQUENCY_200,1176,0.43197278911565,-0.14684955187226,-172.69507300178,-0.96045918367346,-1129.5,0.65636172559772,192.37847530377,421,755,0,0,1176,-0.11546312113209,0.17356549449248,-197.50371653942,313.07306292517,1,1176,102,0.28607590576443,11,94,0,-0.18371822143533,0.47199392625998,-209.60551555222,True,False,False
ELASTICNET,FULL486,300,25,FREQUENCY_300,1764,0.44104308390023,-0.12021318111435,-212.05605148572,-0.75425170068028,-1330.5,0.69837221681892,243.74826616812,649,1115,0,0,1764,-0.088177375200482,0.19574643357603,-240.74564388959,310.55232256236,1,1764,103,0.23079935612772,12,133,0,-0.15593971172624,0.4361113014046,-268.56721311778,True,False,False
ELASTICNET,FULL486,300,25,FREQUENCY_500,2881,0.4581742450538,-0.0889587354652,-256.29011687524,-0.52922596320722,-1524.7,0.7587878799366,293.41238855447,1069,1812,0,0,2881,-0.055858632242517,0.13367437358089,-284.44965225024,311.05543491843,1,2881,104,0.16286649885008,12,242,1,-0.11700117126429,0.43471892209924,-351.65151425979,True,False,False
ELASTICNET,FULL486,300,25,PERCENTILE_100,447,0.44519015659955,-0.17211590112354,-76.935807802223,-1.010067114094,-451.5,0.62849641796253,81.269871323003,153,294,0,0,447,-0.14113446636676,0.096840915468831,-91.395474019537,319.6065950783,1,447,91,0.39791920279935,7,33,0,-0.19321330029751,0.46353544507744,-90.784509138503,True,False,False
ELASTICNET,FULL486,300,25,PERCENTILE_150,746,0.43297587131367,-0.13876411684992,-103.51803117004,-0.95804289544233,-714.69999999998,0.67719403321952,111.97291884639,258,488,0,0,746,-0.10747850826439,0.12184314003323,-122.56630367185,315.66152144772,1,746,99,0.34260428779116,12,59,0,-0.2005956207622,0.45552475815344,-126.85709517485,True,False,False
ELASTICNET,FULL486,300,25,PERCENTILE_200,1009,0.43409316154609,-0.15444977246284,-155.83982041501,-1.0561942517344,-1065.7,0.64172646686068,169.2857299942,351,658,0,0,1009,-0.12339386649969,0.20119675744093,-177.3913525167,314.94881070367,1,1009,99,0.30165948784917,11,80,0,-0.18662385683146,0.46860671088359,-187.17522953182,True,False,False
ELASTICNET,FULL486,300,25,PERCENTILE_300,1436,0.43802228412256,-0.13085582866004,-187.90896995581,-0.85995821727018,-1234.9,0.6814570233096,206.42284007982,521,915,0,0,1436,-0.099022713664148,0.17184612212605,-213.56066698526,311.39348050139,1,1436,102,0.25944899768661,11,105,0,-0.16033969229808,0.46258298114942,-233.62132308991,True,False,False
ELASTICNET,FULL486,300,25,PERCENTILE_500,2357,0.4480271531608,-0.11323000895758,-266.88313111302,-0.71327959270259,-1681.2,0.70535627133696,306.02450187282,879,1478,0,0,2357,-0.080928170380349,0.2010414124266,-295.04266648802,309.79888841748,1,2357,104,0.19382650352381,18,183,1,-0.15120209628771,0.45114700781534,-343.01856463956,True,False,False
ELASTICNET,FULL486,300,25,ROLLING_100,591,0.41793570219966,-0.18976850215786,-112.15318477529,-1.3001692047377,-768.4,0.59910685080029,119.65480877244,203,388,0,0,591,-0.15841056086229,0.099607445278709,-131.10079843399,315.83837563452,1,591,97,0.34434782131149,12,47,0,-0.2597465766952,0.46256691979323,-130.68572808097,True,False,False
