time_msc,score
1748888660726,0.021790511733685
1748890630363,-0.048662936947003
1748891785094,-0.063030601934512
1748893090802,-0.060360221715833
1748950366236,-0.02604639478151
1748968506073,-0.055290987343209
1748969160368,0.0069799101141468
1748970001512,-0.75260031128203
1748970207300,-0.068960458742462
1748971129538,-0.045922738578608
1748971597596,-0.038200719573506
1748972241809,-0.10147793545133
1748972710086,-0.03040215669162
1748973947106,-0.075114664699788
1748974295722,-0.026956234642486
1748975406596,-0.10855027637378
1748976216221,-0.037355611561552
1748976736997,-0.057227817368285
1748977245600,-0.062452554387241
1748978985096,-0.052369872057327
1749024040129,-0.047447417092838
1749026050628,-0.045938858773722
1749027380561,-0.071725794431452
1749028403534,-0.090380247194955
1749030899327,-0.039090456357809
1749031335138,-0.22118337105849
1749032101159,-0.0066664256299649
1749032367712,-0.12901069236125
1749033370038,-0.16457001334478
1749033737575,-0.080497324867856
1749034480169,-0.15330489703918
1749035070444,-0.016838306550801
1749035729878,-0.19727216359175
1749036118230,-0.089588941019694
1749036887303,-0.15317378611984
1749038268756,-0.16211285996265
1749041760019,-0.095391303813087
1749044424555,-0.0095037647850122
1749045604018,-0.075038966802266
1749047395478,-0.052749014923557
1749049210763,-0.055981814571774
1749050239268,-0.016814206437794
1749050378407,0.075807772104386
1749051395433,-0.067175990154595
1749051723135,-0.028520376669281
1749052637554,-0.10921314459058
1749052822810,-0.022751025800441
1749054756594,-0.10176643597215
1749054781066,0.033274526440338
1749055745136,-0.054156598373481
1749055889779,-0.10305461872692
1749056885972,-0.021018593697978
1749057601958,-0.01149006198933
1749058549937,-0.093309822504739
1749059050382,-0.0068757169991174
1749059662457,-0.12595885476686
1749060693706,-0.043155618316215
1749061047125,-0.022291303143772
1749061982638,-0.12595017011818
1749062670572,-0.0043997248462614
1749063730397,-0.077329591123196
1749064011995,-0.088855035695028
1749112830116,-0.099888469526742
1749114006310,-0.3382485818327
1749114624737,-0.11170883721705
1749115106962,-0.21572780136717
1749115872356,-0.11672935387941
1749116641564,-0.20476115665571
1749116950924,-0.085859874216535
1749117612946,-0.19155893006342
1749118577128,-0.13236694935749
1749119804159,-0.18226803897486
1749119804159,-0.05400054060272
1749120966832,-0.15460058438914
1749120967139,-0.015286173703101
1749122016152,-0.13444251008595
1749122904176,-0.059829961539292
1749123472510,-0.097731465227967
1749124800095,-0.1565238198478
1749130147829,-0.14788429767329
1749130147829,-0.078750039792131
1749132305279,-0.21474321265206
1749133825248,-0.22670815519991
1749135222421,-0.17165666091284
1749136133142,-0.096642745877771
1749136512228,-0.44666479245602
1749137187139,-0.045616962650345
1749137783486,-0.12219585204995
1749138164408,-0.016990080603637
1749138776696,0.017602601448314
1749139204941,-0.0087200105029652
1749139803536,-0.0061313764878875
1749140288708,0.024347877668382
1749140811549,0.044995280005026
1749140875607,-0.06606556056259
1749141279030,0.015551266744038
1749141961197,-0.044074968463852
1749142244897,-0.028844685856137
1749142972066,-0.042557311089484
1749143400767,-0.038203884669859
1749144400222,0.020513679159814
1749144807127,-0.061236247832281
1749144944531,-0.062501162393806
1749144945075,0.015934283676146
1749145564180,0.0088579925779567
1749145827709,-0.025451974660348
1749146756720,-0.083393001537971
1749146932530,-0.03964383829046
1749147441569,-0.00077124243743673
1749148056185,-0.068528855299455
1749148478236,-0.0089749500532968
1749148500003,-0.062386103651133
1749149072445,-0.03808311565276
1749149762093,-0.020019528996994
1749149802193,-0.033702368948115
1749149802246,-0.053477627828754
1749150404292,-0.055385163537688
1749197755935,-0.13946358213111
1749204010878,-0.17634940399982
1749204061250,-0.045003988720119
1749204984710,-0.15609926981491
1749206822092,-0.13803549025636
1749207888489,-0.14128596654552
1749213787568,-0.13386813146414
1749215755265,-0.13415079098638
1749223767484,-0.34209399278216
1749223802260,-1.5004483499432
1749224860033,-0.091891575700419
1749224860033,-0.045059625944489
1749224860313,0.018802174765172
1749225601410,-0.05770541054785
1749226065464,-0.11509455884918
1749226107805,-0.012848867765467
1749226819422,-0.056900061746795
1749227419024,0.0013646474545811
1749227671673,-0.07090975980428
1749227708455,0.0044055077872251
1749227830828,-0.023019438889688
1749228786018,-0.048022807234342
1749229130574,0.059037519799538
1749229201059,-0.045998766107389
1749229484775,-0.015895748637079
1749230071112,-0.066207384741647
1749230277329,0.018296423116474
1749230628603,-0.012284029673538
1749231116380,-0.073581532462886
1749231309579,-0.053938851640562
1749232158794,-0.01401107895645
1749232631803,-0.038604301150536
1749232656132,-0.050119135849279
1749232851853,-0.062769736273913
1749233825116,-0.016437568699806
1749233871327,-0.027886632081217
1749233895593,-0.062047863768007
1749234878658,-0.065798247000218
1749236949181,-0.032942641198016
1749237588546,-0.07245304523359
1749239312527,-0.13005109313266
