family,variant,horizon,month,gate,policy,threshold,q,stage1_threshold,fit_n,validation_n,stage1_rejected,converged,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak
ELASTICNET,SCALE_FREE,300,202502,25,FREQUENCY_500,0.18416350058967,,0.32280737665097,1618,1574,383,True,517,0.45454545454545,-0.072256103247181,-37.356405378792,-0.4123791102515,-213.20000000002,0.8040708825179,62.004636979892,217,300,0,0,517,-0.035706354189514,0.43462064027811,-53.913152628898,303.86533462282,1,517,20,0.5173201561126,15
ELASTICNET,SCALE_FREE,300,202503,25,FREQUENCY_500,0.034733797219743,,0.38194596772904,3181,4232,1084,True,1114,0.44254937163375,-0.091596158385632,-102.03812044159,-0.31436265709154,-350.19999999998,0.74087167900172,103.74224090411,391,723,0,0,1114,-0.051021211753439,0.44139521558917,-119.56190578869,302.93388509874,1,1114,21,0.16975335085924,11
ELASTICNET,SCALE_FREE,300,202504,25,FREQUENCY_500,-0.029438881629606,,0.39234580252089,7399,3796,1632,True,691,0.49059334298119,-0.090682847822621,-62.661847845431,-0.83024602026055,-573.70000000004,0.75441779288996,64.102879732011,296,395,0,0,691,-0.066250925176725,0.34811512696929,-77.054293830265,315.43146743849,1,691,22,0.024479566577901,8
ELASTICNET,SCALE_FREE,300,202505,25,FREQUENCY_500,-0.042867261513331,,0.42218157922422,11177,2364,588,True,439,0.46697038724374,-0.070648082523546,-31.014508227837,-0.42300683371297,-185.69999999999,0.80777981259525,40.198534783697,138,301,0,0,439,-0.043075306571683,0.4513941101944,-55.403817823358,315.98283371298,1,439,21,-0.01040183176848,11
ELASTICNET,SCALE_FREE,300,202506,25,FREQUENCY_500,-0.045386295085406,,0.42174897251822,13533,1525,362,True,235,0.51914893617021,-0.0009095481156896,-0.21374380718708,0.19446808510651,45.70000000003,0.9970648700239,10.151507003417,52,183,0,0,235,0.028128181672732,0.31472108640241,-10.635460395912,337.59325957447,1,235,20,-0.018635928101434,7
