path,sha256
reports/backtest/batches/two_stage_development_20260913/202501/technical_features.csv,d56335ff3c57f9cc084feb54a3d652caf762767368da619f1c181ec1d3103bb8
reports/backtest/batches/two_stage_development_20260913/202501/technical_outcomes.csv,818e102f89c0a47bc392ae7a210e95c33d2c04e2435a989712be1f41505ad550
reports/backtest/batches/two_stage_development_20260913/202501/fixed_time_outcomes.csv,2288b5196babc2669754370c16fd405fa8a49a0f455798eeff7212ae2b42d608
reports/backtest/batches/two_stage_development_20260913/202501/fixed_time_qa.json,1c2dc2d12f49e311c4816551da09360073d539ff9648ff4974439126d41069f6
reports/backtest/batches/two_stage_development_20260913/202502/technical_features.csv,a88a5adb46f67ee3c033abee9e52b3c126a2b9baf0eefbaf7acf42a0a29b9e34
reports/backtest/batches/two_stage_development_20260913/202502/technical_outcomes.csv,7f1a368eb330a14527cb11e79eef1b68d18c76666a6f405133cd7cd0b785b280
reports/backtest/batches/two_stage_development_20260913/202502/fixed_time_outcomes.csv,0730a35b2aa67ea3bf66a9e9bae58c7f678f6fc09b723cd1fef68156eeb8e2bd
reports/backtest/batches/two_stage_development_20260913/202502/fixed_time_qa.json,583e7b46a22a26a45abf63b91a8897570e1efb58ca0098f275b23526d924ab18
reports/backtest/batches/two_stage_development_20260913/202503/technical_features.csv,05b1bf634ea8539d4c88681d3b38ec0376d8a551b68f9db966da003b2ced8906
reports/backtest/batches/two_stage_development_20260913/202503/technical_outcomes.csv,61a3e64c2bb2a1864a962a5fbae60999be8deca3bdd775d56e0d47935a5183f9
reports/backtest/batches/two_stage_development_20260913/202503/fixed_time_outcomes.csv,507deb8d14c124928b07d1bf3d25adb9cb41122c4cb737713b01dc7973770364
reports/backtest/batches/two_stage_development_20260913/202503/fixed_time_qa.json,e0ea3f51d929f4321dbe87f830cb5d549a8e344a0c54dd86317d0a825402ee33
reports/backtest/batches/two_stage_development_20260913/202504/technical_features.csv,2d830fde3607ae9b836bcc3e59e06eafdc3d566b312c081ce79b75a0e533fd61
reports/backtest/batches/two_stage_development_20260913/202504/technical_outcomes.csv,6b9f73471594ae908e10801be627da8ed1e17b9239d591eab78daaad9c295965
reports/backtest/batches/two_stage_development_20260913/202504/fixed_time_outcomes.csv,463f174205624e06a027b49609839622da368645729f46e898a3122b22275cf0
reports/backtest/batches/two_stage_development_20260913/202504/fixed_time_qa.json,56ac48a6a8667c68e2cab8ba21fd3420f2dd7cbfbdf5ce9a7930067371a5f330
reports/backtest/batches/two_stage_development_20260913/202505/technical_features.csv,f4bc1a4f17eea11fc6abcf4cc68ca1c6bad9bef1701956c3de8daf52efe36837
reports/backtest/batches/two_stage_development_20260913/202505/technical_outcomes.csv,4b62a7cd29b0da3f03d1464799b2560a366cfb2f97a58763a55d73e0536c792f
reports/backtest/batches/two_stage_development_20260913/202505/fixed_time_outcomes.csv,5f51e4d18f2f5444b9b0782c47ca8e22055d7a9b66e8a741ad757dd674af4823
reports/backtest/batches/two_stage_development_20260913/202505/fixed_time_qa.json,d3d520752a36ccd669a541d5e35e854de36f2c15e1e70ed76a6599269f04f6e1
reports/backtest/batches/two_stage_development_20260913/202506/technical_features.csv,667839c3f091e84161f5f1f1933ec4db135ae33e281d4d1a569bdc7f81a79174
reports/backtest/batches/two_stage_development_20260913/202506/technical_outcomes.csv,0e112e8a055056c9aeb7a448d6dcdbb898e4d8d7c1c521393f96614843b906f5
reports/backtest/batches/two_stage_development_20260913/202506/fixed_time_outcomes.csv,2c913e54f85c77042e1a32201adb9928bf7417fb8800416a4b089de7aa0a2e34
reports/backtest/batches/two_stage_development_20260913/202506/fixed_time_qa.json,967e6cdc7dba3a155cc3c514dfeda7bafc8961724bc0b25b040406721c719d59
